RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2373,0,582,66050,66479,0,0,16887,1200,83366,0,0,11761,0,0,3500,0,6645,59405,,0,46292,45219,426,3400,0,0,0,16887,,,37,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,827,0,233,25572,29189,0,0,4278,120,33467,0,0,3801,0,0,120,0,4030,21542,,0,21062,20895,237,1017,0,0,0,4278,,,242,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,2194,262,6547,99415,130408,0,0,22755,1,153163,0,0,22206,0,0,0,0,5808,93607,,0,71222,70777,548,1360,0,0,0,22755,,,279,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,542,0,54,7611,7636,0,0,1038,25,8674,0,0,475,0,0,500,0,1787,5824,,0,4381,4176,38,187,0,0,0,1038,,,354,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,511,0,140,26270,31861,0,0,3238,60,35099,0,0,723,0,0,2440,0,2487,23784,,0,31038,30664,15,0,0,0,0,3238,,,457,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24987,2524,0,4152,280242,330856,61,0,27214,6480,358131,0,0,11496,0,0,10653,0,44159,236083,,0,251138,246936,-1415,3000,0,0,0,27275,,,505,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10807,12332,0,4630,182120,196908,0,0,16704,1600,213612,0,0,9833,0,0,4400,847,31053,151067,,0,146747,144355,871,0,0,0,12924,16704,,,1155,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,978,0,1124,114380,115118,0,0,19131,240,134249,0,0,18350,0,0,530,0,11452,102928,,0,70169,69073,11,2250,0,0,0,19131,,,1351,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27455,14640,0,4694,403941,405075,0,0,45305,1000,450380,0,0,40217,0,0,1214,988,95001,308940,,0,209108,206300,2874,0,0,0,0,45305,,,1454,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,829,0,186,35189,37992,0,0,5003,200,42995,0,0,3884,0,0,800,0,6550,28639,,0,28521,28141,119,0,0,1180,0,5003,,,1557,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7134,6562,0,13842,662569,727759,0,0,63822,1900,791581,0,0,17123,0,0,43765,0,71317,591252,,0,672208,656659,1034,44908,0,0,0,63822,,,1632,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736,6899,0,1719,199825,200861,0,0,43379,800,244240,0,0,41054,0,0,800,0,27065,172760,,0,81016,79042,725,5530,0,0,0,43379,,,1669,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10582,11618,0,3088,308345,351657,0,0,41704,390,393361,0,0,36808,0,0,3100,0,57268,251077,,0,269341,265295,1406,0,0,0,9669,41704,,,1829,2009-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15042,224,0,407,141862,196109,0,0,14701,500,210810,0,0,2663,0,0,17782,0,2016,139846,,0,12917,12700,-6244,43861,0,0,0,14701,,,1856,2009-09-30,
