RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1809,0,525,61391,61779,0,0,12796,1200,74575,0,0,8096,,0,3500,0,5684,55707,,,0,42705,41708,0,3645,0,0,0,,,,37,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1229,0,286,21299,22861,0,0,3768,120,26629,0,0,3434,,0,120,0,3188,18111,,,0,18530,18405,94,1269,0,0,0,,,,242,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,2598,239,1020,80152,113860,0,0,17646,0,131506,0,0,17126,,0,0,0,2176,77976,,,0,28580,28236,520,2225,0,0,0,,,,279,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,0,37,7051,7115,0,0,1157,25,8271,0,0,570,,0,500,0,1060,5991,,,0,4733,4513,61,0,0,7,0,,,,354,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9186,0,2482,136780,137767,0,0,17969,596,155736,0,0,9681,,0,7404,0,31141,105639,,,0,108825,107553,288,2507,0,0,0,,,,439,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1159,0,105,21602,21850,0,0,2450,60,24300,0,0,450,,0,1940,0,2274,19328,,,0,19127,18924,0,1500,0,0,0,,,,457,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9266,0,4873,242813,251929,58,0,23254,6480,275241,0,0,5532,,0,10653,403,44626,198187,,,0,154572,151992,589,17950,0,0,0,,,,505,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14750,0,11445,323674,374507,0,6000,30325,19,404832,0,0,20967,,0,8854,83625,78688,244986,,,0,218123,215289,485,0,0,7000,0,,,,1146,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8045,0,4834,117506,131727,0,0,10918,1600,142645,0,0,5440,,0,3400,0,14466,103040,,,0,95013,93679,478,0,0,0,13724,,,,1155,2003-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1720,0,1074,82274,83754,0,0,13638,240,97392,0,0,12844,,0,530,0,9504,72770,,,0,50987,50598,24,3960,0,0,0,,,,1351,2003-06-30
