RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1833,0,506,61501,61766,0,0,12561,1200,74327,0,0,8861,,0,2500,0,5470,56031,,,0,40263,39354,0,7808,0,0,0,,,,37,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,650,0,292,20614,21881,0,0,3856,120,25737,0,0,3501,,0,120,0,3047,17567,,,0,18351,18223,115,943,0,0,0,,,,242,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,1652,236,860,77842,114903,0,0,17188,0,132091,0,0,16627,,0,0,0,1464,76378,,,0,28675,28323,561,4190,0,0,0,,,,279,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,0,36,7054,7160,0,0,1248,25,8408,0,0,644,,0,500,0,1223,5831,,,0,4494,4359,79,33,0,0,0,,,,354,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8615,0,2520,132029,133552,0,0,16944,596,150496,0,0,9597,,0,6504,0,30333,101696,,,0,106299,105294,247,3990,0,0,0,,,,439,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1056,0,73,20485,20799,0,0,2256,60,23055,0,0,506,,0,1690,0,2895,17590,,,0,16790,16598,0,1500,0,0,0,,,,457,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7458,24,5071,233253,244715,58,0,18496,6480,263269,0,0,4847,,0,6480,0,40857,192396,,,0,163928,161872,689,11250,0,0,0,,,,505,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,16796,0,10644,310557,338411,0,6000,29493,19,367904,0,0,20041,,0,8629,61345,62560,247997,,,0,200975,198085,804,6000,0,0,0,,,,1146,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6380,0,5050,108252,120589,0,0,10189,1600,130778,0,0,4864,,0,3400,0,12630,95622,,,0,85837,84492,325,0,0,2200,9487,,,,1155,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2244,0,1131,80647,82033,0,0,13067,240,95100,0,0,12262,,0,530,0,8946,71701,,,0,46723,46343,35,4382,0,0,0,,,,1351,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,16789,0,3710,277057,277491,0,0,29478,1000,306969,0,0,24225,,0,1214,3252,72566,204491,,,0,130318,129490,3039,38700,0,0,0,,,,1454,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1924,0,121,27327,27919,0,0,5924,200,33843,0,0,4648,,0,800,0,3856,23471,,,0,20306,19926,276,319,0,0,0,,,,1557,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,8122,0,5930,186875,229715,0,0,20518,1900,250233,0,0,6594,,0,11314,0,35326,151549,,,0,200472,197854,710,0,0,14856,2295,,,,1632,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,10296,0,1030,189478,195748,0,0,38068,800,233816,0,0,35429,,0,800,0,34095,155383,,,0,65324,63796,1039,5035,0,0,0,,,,1669,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,6107,0,3390,241291,248980,0,0,37765,390,286745,0,0,30798,,0,3100,0,53008,188283,,,0,155174,153086,3477,0,0,0,101,,,,1829,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,751,0,552,16964,21059,0,0,2287,100,23346,0,0,-28,,0,2182,0,1207,15757,,,0,4343,4234,33,3550,0,2580,0,,,,1856,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,3965,0,2669,107202,126674,0,0,13334,480,140008,0,0,7976,,0,4270,452,12434,94768,,,0,110196,108959,608,0,0,1431,0,,,,2040,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,3458,0,1715,84184,84472,0,0,8831,1000,93303,0,0,6486,,0,1000,0,13499,70685,,,0,50171,49660,345,4515,0,0,0,,,,2161,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,8271,2702,5638,720017,831197,69,0,107124,500,938390,0,0,103460,,0,0,0,32719,687298,,,0,383419,377255,3164,17050,0,2467,0,,,,2376,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,150,0,94,10625,13153,0,0,1064,50,14217,0,0,505,,0,499,0,963,9662,,,0,12503,12372,10,210,0,0,0,,,,2451,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1140,0,95,6934,6974,0,0,752,50,7726,0,0,145,,0,550,0,1469,5465,,,0,3926,3884,7,400,0,0,0,,,,2554,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17511,0,5790,347988,351711,0,0,50264,2320,401975,0,0,43002,,0,3728,0,68671,279317,,,0,297090,294565,1214,15300,0,0,0,,,,2732,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,0,382,37005,42230,0,0,4648,90,46878,0,0,4325,,0,93,0,1906,35099,,,0,32630,31854,140,1700,0,0,505,,,,2750,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,20707,0,6298,188835,254117,0,0,20066,1250,274183,0,0,11817,,0,5944,0,53387,135448,,,0,202418,199078,1055,0,0,23085,5015,,,,2938,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,2721,0,2166,101763,102027,0,0,13100,100,115127,0,0,10953,,0,1750,0,9117,92646,,,0,62584,61709,297,5625,0,0,0,,,,2956,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586,6644,0,807,72584,82246,0,0,9954,200,92200,0,0,9263,,0,300,0,13429,59155,,,0,59471,58247,191,0,0,4050,0,,,,3252,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,1964,0,106,19491,19549,0,0,2266,100,21815,0,0,1593,,0,450,0,2739,16752,,,0,8300,7958,123,800,0,0,0,,,,3458,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23265,0,10512,817302,857451,46,0,78835,2879,936332,0,0,50912,,0,21448,0,120208,697094,,,0,615641,608435,3596,10650,0,0,17390,,,,3506,2002-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,5447,0,6037,176080,213051,0,0,23034,5000,236085,0,0,3958,,0,14220,0,21629,154452,,,-643,182073,180161,499,0,0,0,4630,,,,3579,2002-12-31
