RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563,2082,0,276,58700,58899,0,0,16092,1200,74991,0,0,10910,0,0,3500,0,15545,43155,,0,25292,24296,482,0,0,0,0,16092,,0,37,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,937,0,247,34081,37725,0,0,5053,120,42778,0,0,4685,0,0,120,0,8016,26065,,0,23762,23576,128,2063,0,0,0,5053,,0,242,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040,4078,0,6161,205211,231141,0,0,30357,1,261498,0,0,30249,0,0,0,0,25692,179519,,0,172061,171030,107,1644,0,0,0,30357,,35343,279,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,1402,0,87,12437,12537,0,0,1389,100,13926,0,0,353,0,0,936,1374,5625,6812,,0,7637,7484,0,818,0,0,0,1389,,0,354,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,954,0,304,42510,49503,0,0,4376,60,53879,0,0,376,0,0,3940,0,7366,35144,,0,47347,46855,0,3922,0,0,0,4376,,37,457,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6248,4231,0,10549,449729,499691,55,0,50036,6480,549782,0,0,28614,0,0,18403,0,79001,370728,,0,452124,446163,-3461,300,0,0,0,50091,,0,505,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15562,8937,0,4090,231135,233263,0,0,23916,1600,257179,0,0,17239,0,0,4900,0,31932,199203,,0,190558,186837,177,8274,0,0,0,23916,0,15,1155,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8997,4387,0,4802,139436,140131,0,0,26409,240,166540,0,0,25658,0,0,530,0,19749,119687,,0,97989,96905,-19,0,0,0,0,26409,,39232,1351,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45782,13372,0,3961,643518,646734,0,0,93803,1000,740537,0,0,90153,0,0,1214,2286,208944,434574,,0,265865,262465,1436,0,0,0,0,93803,,0,1454,2019-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12867,4148,0,4221,240049,240317,0,0,48777,800,289094,0,0,47033,0,0,800,0,58587,181462,,0,162362,159458,144,0,0,0,0,48777,,36457,1669,2019-06-30,
