RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831,915,0,462,63107,63798,0,0,18461,1200,82259,0,0,12663,0,0,3500,0,6857,56250,,0,37958,36981,1098,0,0,0,0,18461,,,37,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,951,0,273,25783,30101,0,0,4902,120,35003,0,0,4217,0,0,120,0,6488,19295,,0,21856,21688,445,1584,0,0,0,4902,,,242,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230,2024,264,6093,113392,125685,0,0,24999,1,150684,0,0,24526,0,0,0,0,8402,104990,,0,78047,77482,472,3085,0,0,0,24999,,,279,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,102,0,31,8789,8794,0,0,1087,25,9881,0,0,511,0,0,500,0,2484,6305,,0,3955,3788,51,393,0,0,0,1087,,,354,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,1410,0,142,34532,37428,0,0,3564,60,40992,0,0,763,0,0,2740,0,6175,28357,,0,35945,35498,1,745,0,0,0,3564,,,457,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58243,1402,0,10656,338523,387590,52,0,31736,6480,419378,0,0,15787,0,0,10653,575,52329,286194,,0,253687,249371,-1184,0,0,0,0,31788,,,505,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29511,5254,0,4068,177270,186881,0,0,19503,1600,206384,0,0,12287,0,0,4900,454,20829,156441,,0,130504,127920,716,0,0,0,7862,19503,,,1155,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3335,0,1015,141439,142063,0,0,19791,240,161854,0,0,18913,0,0,530,0,13570,127869,,0,70408,68929,108,0,0,0,0,19791,,,1351,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65091,16875,0,4618,546564,547969,0,0,64290,1000,612259,0,0,55873,0,0,1214,2427,161877,384687,,0,235076,232337,6203,0,0,0,0,64290,,,1454,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867,307,0,276,59899,62301,0,0,6070,200,68371,0,0,4835,0,0,1000,0,20773,39126,,0,33054,32671,35,7357,0,0,0,6070,,,1557,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25103,7786,0,2332,199381,200073,0,0,46079,800,246152,0,0,42973,0,0,800,0,42275,157106,,0,80375,77510,1506,0,0,0,0,46079,,,1669,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50816,4669,0,3599,342453,361206,0,0,45104,390,406310,0,0,39260,0,0,3100,0,83429,259023,,0,255114,250847,2354,0,0,0,3348,45104,,,1829,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37792,811,0,414,65980,96198,0,0,14835,500,111033,0,0,-3566,0,0,17782,0,4199,61782,,0,62453,61509,119,0,0,0,0,14835,,,1856,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220,2934,0,3033,165341,172166,0,0,21298,480,193464,0,0,15196,0,0,4270,102,16533,148808,,0,117707,113736,1352,9766,0,0,6112,21298,,,2040,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,11124,0,2403,120237,122232,0,0,15289,1000,137521,0,0,11901,0,0,1356,0,20497,99740,,0,64850,64245,1032,7745,0,0,0,15289,,,2161,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978,3530,0,15298,1381855,2304927,64,0,427007,500,2731998,0,0,424385,2063,0,25574,0,86362,1295493,,-27275,2116115,2083611,3823,0,0,21388,0,427071,,,2376,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,240,0,113,11090,11536,0,0,1211,50,12747,0,0,143,0,0,975,0,2825,8266,,0,5197,5077,43,0,0,420,0,1211,,,2554,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94715,16945,0,4646,450324,452903,0,0,78238,0,531141,0,0,71220,0,0,5789,0,87889,362435,,0,326132,319224,1229,0,0,0,0,78238,,,2732,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598,756,0,274,47508,53141,0,0,5394,121,58535,0,0,742,0,0,4400,0,5123,42385,,0,39370,38549,131,58,0,0,0,5394,,,2750,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206728,8047,0,13590,826343,949227,0,0,104352,0,1053579,0,0,46785,0,0,62256,0,95229,731114,,-5033,694948,691635,344,0,0,0,0,104352,,,3177,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,9786,0,696,146397,150160,0,0,21436,200,171596,0,0,19570,0,0,300,0,17606,128791,,0,82132,80347,1366,3000,0,0,0,21436,,,3252,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220,2780,0,319,26092,29965,0,0,3443,100,33408,0,0,2146,0,0,1101,0,3265,22827,,0,14785,14436,96,313,0,0,3650,3443,,,3458,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11760,5072,0,5303,161615,164992,0,0,29881,2400,194873,0,0,15886,0,0,10800,463,22882,138733,,0,129541,127976,795,0,0,0,1922,29881,,,3720,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70076,7383,0,15720,533213,574216,0,0,103694,2,677910,0,0,-73306,0,0,176276,12732,58608,474605,,0,439109,425644,722,1225,0,0,0,103694,,,3971,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,3691,0,6993,160171,173551,0,0,21297,1200,194848,0,0,12538,0,0,6657,89,27340,132831,,0,122246,120515,902,5035,0,0,2608,21297,,,4156,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6567,0,878,99285,99950,0,0,15123,500,115073,0,0,2205,0,0,12100,0,17022,82264,,0,67895,67144,318,0,0,0,0,15123,,,4231,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9280,4029,0,5209,221718,228206,0,0,27611,963,255817,0,0,21150,0,0,3750,0,23559,198159,,0,134980,131980,1748,0,0,0,2371,27611,,,4437,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,5036,161,5770,275451,301265,0,0,34267,1875,335532,0,0,18303,0,0,12929,0,40934,234517,,0,236180,230889,1160,6600,0,0,5974,34267,,,4839,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5698,3186,0,7434,246877,291113,0,0,34739,0,325852,0,0,4064,0,0,30000,0,39353,207524,,0,178828,178618,675,1644,0,0,0,34739,,,5005,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46205,2863,0,18238,285800,292892,0,0,135117,4500,428009,0,0,123456,0,0,4129,0,11176,274624,,0,321214,304464,3032,0,0,0,0,135117,,,5069,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31982,3466,0,4976,295574,311850,0,0,41954,651,353804,0,0,17869,0,0,23349,0,42730,252844,,0,275216,271555,85,0,0,0,0,41954,,,5135,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52165,12338,2106,14416,833889,961219,0,0,86573,4798,1047792,0,0,75068,0,0,5455,3618,57567,776322,,0,702075,686082,1252,0,0,0,52926,86573,,,5210,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9252,4706,0,12443,244072,356718,0,0,35505,2580,392223,0,0,18153,0,0,16610,0,57685,186387,,0,131055,128763,-1838,0,0,0,74500,35505,,,5331,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17626,15886,697,11139,396896,414594,0,0,46824,2059,461418,0,0,38268,0,0,4241,0,134875,262021,,0,318963,313489,2256,0,0,0,0,46824,,,5461,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2034,0,220,90608,91391,0,0,27531,600,118922,0,0,24085,0,0,700,0,8326,82282,,0,53823,53147,2146,4443,0,0,0,27531,,,5751,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21152,1785,0,1306,74774,74984,0,0,8578,469,83562,0,0,2465,0,0,5600,0,18265,56509,,0,50921,49621,44,600,0,0,0,8578,,,6039,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7699,0,164,63782,63895,0,0,5247,400,69142,0,0,847,0,0,4000,0,30505,33277,,0,22432,22057,0,18800,0,0,0,5247,,,6141,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26348,17072,0,16039,405374,407410,0,0,34700,2600,442110,0,0,11674,0,0,20000,0,118126,287248,,0,315018,307712,426,7322,0,0,0,34700,,,6329,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7717,383,0,586,588617,598631,0,0,53885,500,652516,0,0,51294,0,0,552,0,62891,525726,,0,244930,244930,1539,0,0,0,0,53885,,,7009,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7491,2188,0,1565,142423,143675,0,0,17818,100,161493,0,0,13912,0,0,2325,0,17986,124437,,0,73102,72106,1481,0,0,0,0,17818,,,7045,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,742,108,4127,135133,140823,0,0,33417,0,174240,0,0,33436,0,0,0,0,3878,131255,,0,130199,128559,-19,8487,0,0,0,33417,,,7072,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,685,0,160,45027,45487,0,0,4507,200,49994,0,0,4054,0,0,200,0,5855,39172,,0,24644,24313,53,3095,0,0,0,4507,,,7157,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9644,1467,0,541,61465,61586,0,0,5817,400,67403,0,0,1389,0,0,3600,0,15286,46180,,0,33243,32836,428,0,0,0,0,5817,,,7456,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8179,1261,0,557,53986,54083,0,0,6143,200,60226,0,0,-2240,0,0,8060,0,5838,48148,,0,42617,41500,123,0,0,0,0,6143,,,7634,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10195,3275,0,2784,145761,163156,0,0,17176,774,180332,0,0,11761,0,0,4476,0,32539,113222,,0,140893,139874,165,9125,0,0,0,17176,,,8033,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32278,21741,0,391,164734,164921,0,0,17488,350,182409,0,0,14714,0,0,350,126,43965,120769,,0,39341,38842,2074,5550,0,0,0,17488,,,8462,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9108,2460,0,1428,54847,55241,0,0,6844,500,62085,0,0,5476,0,0,800,0,19190,35657,,0,34355,33895,68,2060,0,0,0,6844,,,8631,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382,9771,0,521,301153,413648,0,0,73763,500,487411,0,0,18162,0,0,54660,193862,102520,198633,,0,202059,197058,441,102,0,5500,4252,73763,,,9357,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6206,2497,0,1355,87574,132430,0,0,10889,400,143319,0,0,8653,0,0,1200,0,15576,71998,,0,85053,84203,636,0,0,9230,0,10889,,,9553,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68705,13085,15,8617,1711317,2012866,0,0,206510,20000,2219376,0,0,133802,0,0,112272,0,35932,1675385,,0,1369637,1310478,-59564,0,0,0,45575,206510,,,9807,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9767,3114,0,1431,95924,98538,0,0,13823,110,112361,0,0,10222,0,0,3023,0,21464,74460,,0,60390,58942,468,0,0,0,0,13823,,,9955,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27798,7083,0,10822,338345,339258,0,0,30084,1500,369342,0,0,-3261,0,0,30800,0,58399,279946,,0,245505,236579,1045,0,0,0,0,30084,,,10250,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31139,4146,0,3452,227845,228816,0,0,27300,16,256116,0,0,11627,0,0,15375,0,42901,184944,,0,151185,148877,282,7000,0,0,0,27300,,,10849,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13759,5941,0,5788,313453,376806,0,0,37675,2500,414481,0,0,18822,0,0,14755,2153,62055,251398,,0,265736,263179,1598,0,0,11400,42353,37675,,,10858,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958,4088,92,5547,148343,163311,0,0,18266,1000,181577,0,0,10771,0,0,6000,0,24542,123801,,0,139818,138089,495,1250,0,0,0,18266,,,11145,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44273,16090,0,17152,1109346,1213029,0,0,133231,0,1346260,0,0,45690,1174,0,87519,180575,180041,929305,,0,962205,945088,22,2254,0,0,0,133231,,,11275,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570,10052,0,5109,264918,311307,0,0,36834,650,348141,0,0,7852,0,0,25720,0,57096,207822,,0,209689,206649,2612,0,0,0,0,36834,,,11640,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,1136,0,672,66912,77650,0,0,12530,314,90180,0,0,761,0,0,10686,0,5986,60926,,0,30064,28864,769,0,0,0,0,12530,,,11837,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25524,5106,0,2843,262293,265032,0,0,40499,300,305531,0,0,39834,0,0,300,0,50448,211845,,0,246303,236512,65,1237,0,0,0,40499,,,12030,2012-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5690,6982,0,5888,170323,173451,0,0,21417,1250,194868,0,0,6428,0,0,13250,0,43820,126503,,0,102711,101008,489,3875,0,0,0,21417,,,12142,2012-09-30,
