RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1480,0,521,62083,62434,0,0,12709,1200,75143,0,0,9009,,0,2500,0,6219,55864,1,,0,40622,39684,0,7115,0,0,0,,,,37,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,990,0,295,21578,22842,0,0,3754,120,26596,0,0,3434,,0,120,0,3603,17975,4,,0,18325,18193,80,1632,0,0,0,,,,242,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1894,236,1027,79610,114164,0,0,17461,0,131625,0,0,16936,,0,0,0,1920,77690,1,,0,27835,27489,525,1845,0,0,0,,,,279,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,0,43,7284,7334,0,0,1256,25,8590,0,0,670,,0,500,0,1300,5984,4,,0,4471,4333,61,362,0,0,0,,,,354,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6879,0,2585,137057,137895,0,0,17279,596,155174,0,0,9133,,0,7404,0,31198,105859,1,,0,107184,106040,146,3017,0,0,0,,,,439,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,908,0,110,20125,20387,0,0,2346,60,22733,0,0,346,,0,1940,0,2444,17681,4,,0,18279,18081,0,700,0,0,0,,,,457,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,10480,0,4935,237642,249527,58,0,18565,6480,268150,0,0,5052,,0,6480,0,42394,195248,1,,0,163522,161368,553,15850,0,0,0,,,,505,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062,17827,0,10730,317724,346852,0,6000,28316,19,375168,0,0,19175,,0,8629,49467,69177,248547,2,,0,214480,211545,493,0,0,0,0,,,,1146,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5412,0,4917,115544,127427,0,0,10360,1600,137787,0,0,5062,,0,3400,0,13917,101627,5,,0,91838,90433,298,2100,0,0,11217,,,,1155,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1761,0,1101,80523,81976,0,0,13467,240,95443,0,0,12679,,0,530,0,8873,71650,4,,0,47081,46688,18,7907,0,0,0,,,,1351,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,21942,0,3741,286381,286751,0,0,29636,1000,316387,0,0,25265,,0,1214,2164,76306,210075,2,,0,126399,125563,2157,42000,0,0,0,,,,1454,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1804,0,118,27359,27870,0,0,5896,200,33766,0,0,4618,,0,800,0,3791,23568,4,,0,18977,18571,278,2207,0,0,0,,,,1557,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,7992,0,5900,190822,235707,0,0,20250,1900,255957,0,0,6421,,0,11314,0,36307,154515,5,,0,206362,203551,615,0,0,16953,1899,,,,1632,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748,8968,0,1036,194068,195545,0,0,39231,800,234776,0,0,36436,,0,800,0,32539,161528,4,,0,66862,65309,1195,12450,0,0,0,,,,1669,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7884,5481,0,3344,244920,257229,0,0,38419,390,295648,0,0,31629,,0,3100,0,52122,192798,2,,0,157677,155448,3300,0,0,0,567,,,,1829,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,422,0,483,29976,37151,0,0,2291,100,39442,0,0,23,,0,2182,0,1518,28458,5,,0,5299,5190,-14,395,0,0,0,,,,1856,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,3230,0,2638,111868,129258,0,0,13955,480,143213,0,0,8518,,0,4270,98,11097,100771,4,,0,111871,110565,687,2212,0,0,0,,,,2040,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,4303,0,1604,90845,91350,0,0,9071,1000,100421,0,0,6790,,0,1000,0,15096,75749,1,,0,49177,48679,281,11025,0,0,0,,,,2161,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,8860,2540,5612,732119,863362,69,0,104398,500,967829,0,0,101252,,0,0,0,32355,699764,2,,0,351344,345180,2646,4275,0,7582,0,,,,2376,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,191,0,91,10769,13138,0,0,1154,50,14292,0,0,598,,0,499,0,892,9877,5,,0,12600,12463,7,145,0,0,0,,,,2451,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,756,0,93,6739,6774,0,0,667,50,7441,0,0,113,,0,550,0,1134,5605,4,,0,3506,3458,-46,900,0,0,0,,,,2554,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14024,0,5826,351317,353686,0,0,50996,2320,404682,0,0,43835,,0,3728,0,66503,284814,2,,0,312828,310179,1113,0,0,0,0,,,,2732,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,937,0,374,36453,40365,0,0,4779,90,45144,0,0,4429,,0,93,0,2045,34408,1,,0,32026,31239,167,350,0,0,509,,,,2750,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,13686,0,6266,181987,246722,0,0,19721,1250,266443,0,0,10279,,0,7244,0,48404,133583,1,,0,199853,194568,948,0,0,11066,6529,,,,2938,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,2508,0,2122,105527,105804,0,0,13076,100,118880,0,0,11022,,0,1750,0,7908,97619,4,,0,60861,59984,204,13275,0,0,0,,,,2956,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,4955,0,800,76334,81050,0,0,10133,200,91183,0,0,9423,,0,300,0,10867,65467,5,,0,59060,57851,210,1125,0,0,0,,,,3252,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,1824,0,102,20373,20931,0,0,2290,100,23221,0,0,1651,,0,450,0,2242,18131,4,,0,9019,8674,89,1680,0,0,500,,,,3458,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,24126,0,10585,841993,880459,46,0,82351,2879,962856,0,0,54305,,0,21448,0,119293,722700,1,,0,606739,599513,3719,31800,0,0,15956,,,,3506,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,7760,0,6261,190184,225163,0,0,24046,5000,249209,0,0,4635,,0,14281,0,23187,166997,2,,-598,189150,187175,728,24,0,0,4383,,,,3579,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6347,0,1490,114558,125448,0,0,17240,1200,142688,0,0,4817,,0,10800,0,14596,99962,1,,0,71808,70702,423,9479,0,0,1315,,,,3720,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3431,0,1478,62469,67019,0,0,5914,500,72933,0,0,3734,,0,1680,16487,12994,49475,4,,0,48790,47793,0,30,0,0,0,,,,3953,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8482,23,4662,140670,146908,0,0,16004,300,162912,0,0,14708,,0,300,0,16376,124294,1,,0,104368,103341,696,1011,0,0,0,,,,4138,2003-03-31
