RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7129,0,584,67048,67397,0,0,16254,1200,83651,0,0,11638,0,0,3500,0,7047,60001,,0,45800,44706,-84,0,0,0,0,16254,,,37,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,779,0,241,26809,30170,0,0,4057,120,34227,0,0,3742,0,0,120,0,4074,22735,,0,20896,20729,75,2127,0,0,0,4057,,,242,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043,2044,262,6613,98148,130399,0,0,22108,1,152507,0,0,21972,0,0,0,0,5608,92541,,0,68997,68525,135,4310,0,0,0,22108,,,279,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,287,0,58,7667,7689,0,0,1037,25,8726,0,0,486,0,0,500,0,1707,5960,,0,4366,4164,26,293,0,0,0,1037,,,354,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,994,0,147,26728,30434,0,0,3113,60,33547,0,0,597,0,0,2440,0,3075,23653,,0,29134,28846,16,0,0,0,0,3113,,,457,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5920,1726,0,4025,265785,316507,61,0,25660,6480,342228,0,0,11132,0,0,10653,63,40055,225730,,0,257513,253345,-2605,3000,0,0,0,25721,,,505,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,13861,0,4687,175379,191526,0,0,16009,1600,207535,0,0,9348,0,0,4400,592,31504,143875,,0,145690,143666,661,0,0,0,14322,16009,,,1155,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2703,0,1135,113489,114149,0,0,18700,240,132849,0,0,17925,0,0,530,0,11296,102193,,0,69205,68132,5,2775,0,0,0,18700,,,1351,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15874,10991,0,4842,390225,391400,0,0,41491,1000,432891,0,0,39275,0,0,1214,1833,87257,302968,,0,211466,208780,2,0,0,0,0,41491,,,1454,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1329,0,198,35088,37808,0,0,5048,200,42856,0,0,3920,0,0,800,0,8162,26926,,0,26881,26501,128,0,0,461,0,5048,,,1557,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,8055,0,14069,626159,704500,0,0,62423,1900,766923,0,0,20793,0,0,38693,0,73251,552908,,0,683725,669637,1037,0,0,12076,0,62423,,,1632,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16199,5920,0,1613,203652,204797,0,0,42462,800,247259,0,0,40207,0,0,800,0,27213,176439,,0,78581,76604,655,7050,0,0,0,42462,,,1669,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30541,1524,0,3105,316466,363279,0,0,39929,390,403208,0,0,36098,0,0,3100,0,58987,257479,,0,262612,258615,341,0,0,0,9732,39929,,,1829,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,360,0,403,145721,199979,0,0,5403,500,205382,0,0,2082,0,0,17782,0,2045,143676,,0,13134,12933,-14961,16758,0,0,0,5403,,,1856,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2654,0,3714,162430,191247,0,0,18442,480,209689,0,0,14611,0,0,4270,505,11604,150825,,0,155891,153041,-919,5729,0,0,3518,18442,,,2040,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,6238,0,1642,99718,101116,0,0,12336,1000,113452,0,0,9615,0,0,1253,0,16522,83196,,0,58291,57732,468,4355,0,0,0,12336,,,2161,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127633,7655,0,13777,1139527,1688402,65,0,194109,500,1882576,0,0,201285,1814,0,5372,0,36484,1103043,,-13909,1275006,1254325,861,0,0,2735,0,194174,,,2376,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329,500,0,354,32585,35434,0,0,3029,50,38463,0,0,-910,0,0,3889,338,2838,29747,,0,29950,28936,0,379,0,0,0,3029,,,2451,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,158,0,114,7895,8010,0,0,1103,50,9113,0,0,75,0,0,975,0,1467,6428,,0,5479,5426,3,0,0,72,0,1103,,,2554,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14092,23848,0,5540,451664,458393,0,0,72311,0,530704,0,0,65408,0,0,5789,0,70323,381341,,0,425208,420614,1114,0,0,0,0,72311,,,2732,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,405,0,333,42721,48706,0,0,4960,84,53666,0,0,4917,0,0,93,0,2120,40601,,0,40165,39649,-134,34,0,0,0,4960,,,2750,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3744,10155,0,11804,549464,591768,0,0,48659,2050,640427,0,0,10814,0,0,33737,0,76266,473198,,0,502550,490913,2058,17863,0,0,8763,48659,,,2938,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393,5773,0,516,122607,126735,0,0,16730,200,143465,0,0,15733,0,0,300,0,11210,111397,,0,76725,75576,497,1400,0,0,0,16730,,,3252,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993,2285,0,378,22557,26858,0,0,3093,100,29951,0,0,1778,0,0,1101,0,2573,19984,,0,12420,11998,114,441,0,0,4110,3093,,,3458,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20285,4572,0,3605,148322,158269,0,0,25054,2400,183323,0,0,11656,0,0,10800,295,15487,132835,,0,105586,103995,198,0,0,0,2869,25054,,,3720,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2487,0,3801,105520,111458,0,0,10174,500,121632,0,0,5994,0,0,3680,10792,24097,81423,,0,102500,100351,0,0,0,0,0,10174,,,3953,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,4188,23,7298,169336,176641,0,0,15038,300,191679,0,0,14183,0,0,300,0,23524,145812,,0,136643,133724,255,0,0,600,681,15038,,,4138,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,2218,0,7836,153965,188674,0,0,18248,1200,206922,0,0,9887,0,0,5981,1902,20218,133747,,0,140021,138242,1180,0,0,125,0,18248,,,4156,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,3698,0,1046,103918,105321,0,0,14451,500,119772,0,0,2274,0,0,12100,0,13254,90664,,0,80837,80181,-423,100,0,558,0,14451,,,4231,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,4619,0,4686,208160,223990,0,0,23869,963,247859,0,0,18819,0,0,3750,0,19160,189000,,0,180872,178437,337,4385,0,0,3594,23869,,,4437,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,4613,80,6178,248217,298347,0,0,24406,1875,322753,0,0,13378,0,0,8429,0,36004,212212,,0,237836,234510,724,6100,0,0,10130,24406,,,4839,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,12956,0,7874,346861,417986,0,0,34223,0,452209,0,0,-1200,0,0,37351,0,29172,317689,,0,344389,338358,-1928,1973,0,0,0,34223,,,5005,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30106,4550,0,18344,386427,392795,0,0,99240,4500,492035,0,0,92371,0,0,4129,0,13363,373064,,0,427021,412817,-1760,0,0,0,0,99240,,,5069,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25548,14678,0,4037,252280,277165,0,0,34619,651,311784,0,0,14610,0,0,19349,0,32154,220126,,0,239502,235867,9,0,0,0,0,34619,,,5135,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,15632,0,14772,727237,872792,0,0,73421,4798,946213,0,0,64762,0,0,5455,6175,52926,674311,,0,649205,639345,-1594,0,0,0,40766,73421,,,5210,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,14242,0,12851,225751,358140,0,0,24182,2580,382322,0,0,16287,0,0,11610,0,37028,188723,,0,143243,142097,-6295,0,0,4000,93500,24182,,,5331,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,13970,736,12140,346773,385611,0,0,42661,2059,428272,0,0,35430,0,0,4241,0,108540,238233,,0,349272,345205,931,0,0,0,0,42661,,,5461,2009-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1167,0,255,92091,94698,0,0,24012,600,118710,0,0,22078,0,0,700,0,7003,85088,,0,50468,49522,634,0,0,2022,0,24012,,,5751,2009-06-30,
