RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11347,0,487,66795,67129,0,0,17412,1200,84541,0,0,12325,0,0,3500,0,6500,60295,,0,41013,39975,387,0,0,0,0,17412,,,37,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,808,0,295,26009,30139,0,0,4381,120,34520,0,0,3977,0,0,120,0,5532,20477,,0,21138,20969,164,1137,0,0,0,4381,,,242,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3715,2226,264,6310,106578,126112,0,0,23812,1,149924,0,0,23265,0,0,0,0,7351,99227,,0,74924,74479,546,2375,0,0,0,23812,,,279,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,277,0,35,9454,9464,0,0,1018,25,10482,0,0,460,0,0,500,0,2541,6913,,0,4155,3965,33,766,0,0,0,1018,,,354,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,561,0,92,30037,32874,0,0,3440,60,36314,0,0,940,0,0,2440,0,3388,26649,,0,32440,31993,0,1035,0,0,0,3440,,,457,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57918,1338,0,6030,319285,367849,54,0,30160,6480,398063,0,0,14053,0,0,10653,0,48401,270884,,0,244046,239588,-1026,0,0,0,0,30214,,,505,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27635,3764,0,4254,170485,186069,0,0,18841,1600,204910,0,0,11640,0,0,4900,408,14898,155587,,0,135102,132581,701,0,0,0,13704,18841,,,1155,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3957,0,986,136208,136785,0,0,21337,240,158122,0,0,20440,0,0,530,0,13424,122784,,0,71538,70163,127,5896,0,0,0,21337,,,1351,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73819,11345,0,4500,482411,483508,0,0,52078,1000,535586,0,0,47660,0,0,1214,761,128731,353680,,0,218033,214453,2204,0,0,0,0,52078,,,1454,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,920,0,274,48313,51589,0,0,5585,200,57174,0,0,4328,0,0,1000,0,13004,35309,,0,34106,33625,57,2685,0,0,0,5585,,,1557,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18770,7975,0,1735,198063,198769,0,0,44334,800,243103,0,0,41316,0,0,800,0,38233,159830,,0,81810,78826,1418,0,0,0,0,44334,,,1669,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57643,4426,0,3814,338540,365662,0,0,42272,390,407934,0,0,37730,0,0,3100,0,71799,266741,,0,255130,251217,1052,0,0,0,1541,42272,,,1829,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44475,1262,0,444,79541,133883,0,0,23129,500,157012,0,0,3152,0,0,17782,0,1968,77573,,0,35340,34679,1695,0,0,0,0,23129,,,1856,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,2546,0,3210,155534,180047,0,0,20661,480,200708,0,0,15515,0,0,4270,480,15161,140373,,0,139034,135881,396,2918,0,0,3548,20661,,,2040,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8791,6995,0,2256,112491,114396,0,0,13822,1000,128218,0,0,10906,0,0,1253,0,25629,86862,,0,59365,58778,663,7740,0,0,0,13822,,,2161,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126239,6929,0,15012,1400547,2132788,65,0,417887,500,2550740,0,0,426540,1487,0,17284,0,75499,1325048,,-28808,1668307,1641793,2371,0,0,161438,0,417952,,,2376,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824,541,0,102,10208,10243,0,0,1140,50,11383,0,0,114,0,0,975,0,2785,7423,,0,5225,5119,1,299,0,0,0,1140,,,2554,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38136,20047,0,4964,436531,439194,0,0,75115,0,514309,0,0,68230,0,0,5789,0,81109,355422,,0,369743,363727,1096,0,0,0,0,75115,,,2732,2011-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,590,0,309,48063,53493,0,0,5426,121,58919,0,0,5060,0,0,150,0,3359,44704,,0,35605,34937,95,2190,0,0,0,5426,,,2750,2011-06-30,
