RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3070,0,524,63634,64066,0,0,15057,1200,79123,0,0,10682,,0,3500,0,6880,56754,,,0,46533,45361,-325,1370,0,0,0,,,,37,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,628,0,283,24917,27913,0,0,3668,120,31581,0,0,3542,,0,120,0,4112,20805,,,0,19430,19269,-114,821,0,0,106,,,,242,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,3023,254,2970,87467,114584,0,0,20016,0,134600,0,0,20625,,0,0,0,6429,81038,,,0,57561,57203,-609,3805,0,0,0,,,,279,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,0,80,6004,6628,0,0,891,25,7519,0,0,408,,0,500,0,1239,4765,,,0,4240,4050,-42,0,0,585,0,,,,354,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,8374,0,3444,166793,168574,0,0,30092,596,198666,0,0,2859,,0,26808,0,44029,122764,,,0,145380,143447,-171,4161,0,0,0,,,,439,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,610,0,102,23275,23829,0,0,2776,60,26605,0,0,429,,0,2290,0,2534,20741,,,0,23577,23229,-3,0,0,316,0,,,,457,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,4586,0,3901,249741,284909,53,0,24403,6480,309365,0,0,8286,,0,10653,0,43168,206573,,,0,238130,235433,-1016,0,0,0,0,,,,505,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6837,11441,0,4999,142045,175680,0,0,14066,1600,189746,0,0,8505,,0,4400,439,19140,122905,,,0,123029,121144,-439,0,0,0,28874,,,,1155,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2610,0,1035,95810,96516,0,0,15561,240,112077,0,0,14850,,0,530,0,10975,84835,,,0,59098,57952,-59,2015,0,0,0,,,,1351,2007-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,24332,0,3490,370273,371199,0,0,31963,1000,403162,0,0,32212,,0,1214,1824,102200,268073,,,0,206931,204944,-2463,23400,0,0,0,,,,1454,2007-06-30
