"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20050630						
242	20050630						
279	20050630						
354	20050630						
439	20050630						
457	20050630						
505	20050630						
1146	20050630						
1155	20050630						
1351	20050630						
1454	20050630						
1557	20050630						
1632	20050630						
1669	20050630						
1829	20050630						
1856	20050630						
2040	20050630						
2161	20050630						
2376	20050630						
2451	20050630						
2554	20050630						
2732	20050630						
2750	20050630						
2938	20050630						
2956	20050630						
3252	20050630						
3458	20050630						
3506	20050630						
3720	20050630						
3953	20050630						
4138	20050630						
4147	20050630						
4156	20050630						
4231	20050630						
4437	20050630						
4839	20050630						
5005	20050630						
5050	20050630						
5069	20050630						
5135	20050630						
5210	20050630						
5247	20050630						
5274	20050630						
5331	20050630						
5461	20050630						
5751	20050630						
6039	20050630						
6057	20050630						
6141	20050630						
6329	20050630						
6972	20050630						
7009	20050630						
7045	20050630						
7157	20050630						
7166	20050630						
7456	20050630						
7634	20050630						
8033	20050630						
8417	20050630						
8462	20050630						
8631	20050630						
9357	20050630						
9553	20050630						
9807	20050630						
9955	20050630						
10157	20050630						
10250	20050630						
10849	20050630						
10858	20050630						
11145	20050630						
11640	20050630						
11837	20050630						
12030	20050630						
12058	20050630						
12142	20050630						
12245	20050630						
12311	20050630						
12647	20050630						
12656	20050630						
12937	20050630						
12946	20050630						
12955	20050630						
13037	20050630						
13103	20050630						
13251	20050630						
13457	20050630						
14052	20050630						
14155	20050630						
14258	20050630						
14409	20050630						
14454	20050630						
14650	20050630						
14753	20050630						
14865	20050630						
15536	20050630						
16337	20050630						
16458	20050630						
16551	20050630						
16748	20050630						
16944	20050630						
16953	20050630						
17110	20050630						
17147	20050630						
17259	20050630						
17464	20050630						
17549	20050630						
17839	20050630						
17950	20050630						
18050	20050630						
18135	20050630						
18368	20050630						
18377	20050630						
18827	20050630						
18836	20050630						
18854	20050630						
18957	20050630						
19356	20050630						
19730	20050630						
19936	20050630						
19972	20050630						
20053	20050630						
20147	20050630						
20259	20050630						
20370	20050630						
20512	20050630						
20633	20050630						
20754	20050630						
20839	20050630						
20857	20050630						
20866	20050630						
21256	20050630						
21359	20050630						
21630	20050630						
21658	20050630						
22048	20050630						
22235	20050630						
22356	20050630						
22459	20050630						
22543	20050630						
22552	20050630						
22730	20050630						
22936	20050630						
22954	20050630						
23036	20050630						
23045	20050630						
23241	20050630						
23456	20050630						
23504	20050630						
23540	20050630						
23643	20050630						
23755	20050630						
23812	20050630						
24006	20050630						
24266	20050630						
24453	20050630						
24659	20050630						
24668	20050630						
24855	20050630						
24949	20050630						
25357	20050630						
25647	20050630						
25852	20050630						
26149	20050630						
26233	20050630						
26242	20050630						
26457	20050630						
26756	20050630						
26765	20050630						
26859	20050630						
26916	20050630						
27548	20050630						
27614	20050630						
27838	20050630						
27847	20050630						
28013	20050630						
28152	20050630						
28255	20050630						
28349	20050630						
28406	20050630						
28572	20050630						
28732	20050630						
29104	20050630						
29159	20050630						
29252	20050630						
29636	20050630						
29850	20050630						
29944	20050630						
29953	20050630						
30052	20050630						
30155	20050630						
30258	20050630						
30418	20050630						
30502	20050630						
30650	20050630						
30810	20050630						
30856	20050630						
31134	20050630						
31255	20050630						
31657	20050630						
31826	20050630						
31835	20050630						
32159	20050630						
32234	20050630						
32766	20050630						
33147	20050630						
