"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
5135	0	0	204	4135	49	6385	32	12221	439	8630	57	6943	0	0	0	0	104	3670	43	5622	15	4378	241	7494	37	4868	24	5828	false	false	
5210	0	0	137	5169	153	19977	101	40058	276	5543	23	2828	17	6183	0	0	33	998	32	3482	7	1337	58	928	12	1029	1	100	false	false	
5247	0	0	51	2816	74	10756	91	40694	216	6578	87	13154	117	45936	0	0	1	66	7	583	7	2920	2	16	1	122	0	0	false	false	
5274	0	0	89	4082	61	8869	53	18854	96	2091	15	1233	17	5379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5331	0	0	1	75	5	374	19	9146	22	537	8	886	15	4126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5461	0	0	26	1537	61	8354	43	14024	236	6205	60	6261	50	12879	0	0	1	5	0	0	0	0	2	29	0	0	0	0	false	false	
5751	10	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	596	11	1154	3	669	98	2694	25	2623	14	3311	false	true	
6039	0	0	100	2656	25	2667	28	10035	205	4207	28	3482	22	6374	0	0	34	893	4	598	3	911	45	1021	7	702	2	378	false	false	
6057	30	1214	0	0	0	0	0	0	0	0	0	0	0	0	29	75	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
6141	34	17	0	0	0	0	0	0	0	0	0	0	0	0	45	52	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
6329	341	868	0	0	0	0	0	0	0	0	0	0	0	0	78	220	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
6972	0	0	61	1477	97	7906	100	27041	443	4817	91	4904	93	17227	0	0	0	0	0	0	1	374	0	0	0	0	0	0	false	false	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
7045	0	0	30	1460	16	2228	10	2576	44	883	9	944	5	1669	0	0	24	853	12	1706	3	822	52	1189	11	924	3	761	false	false	
7157	0	0	20	425	1	130	1	322	68	1107	4	430	5	2010	0	0	21	1019	5	552	0	0	151	2075	2	147	0	0	false	false	
7166	0	0	12	820	59	9789	87	40847	170	6105	82	9064	67	17702	0	0	0	0	0	0	0	0	4	223	2	64	0	0	false	false	
7456	8	142													21	160													true	true	
7634	37	222	0	0	0	0	0	0	0	0	0	0	0	0	20	40	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
8033	0	0	4	146	0	0	3	1155	146	3392	49	6084	19	3563	0	0	2	65	1	100	1	338	29	727	22	1944	13	3149	false	false	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
8462	0	0	36	923	2	166	1	549	160	2898	12	1292	10	2116	0	0	18	748	9	1214	0	0	123	2635	22	2677	11	2599	false	false	
8631			13	511	8	1052	12	4201	50	1372	6	797	3	1157	3	15													true	false	
9357	0	0	4	189	12	1605	34	15343	270	5996	115	11195	157	40070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
9553	0	0	7	241	5	624	0	0	49	1170	9	1190	5	1989	0	0	47	1945	43	5338	20	4786	82	1949	46	4591	47	11962	false	false	
9807	0	0	48	3329	120	18556	232	115341	278	7516	80	10605	54	20918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
9955	48	159													100	249													true	true	
10157	0	0	22	555	1	14	1	699	42	565	4	226	5	1787	0	0	32	1222	17	2333	9	2198	126	2770	28	3257	8	1397	false	false	
10250	0	0	40	1671	56	8247	63	24942	619	12523	149	13520	61	21864	0	0	0	0	0	0	1	373	4	78	0	0	0	0	false	false	
10849	0	0	70	2180	29	4502	39	16857	129	2635	12	1336	14	4821	0	0	49	1559	14	1977	16	4279	111	3358	27	3103	19	5560	false	false	
10858			34	1556	37	4776	39	14427	6103	20257	147	9042	65	13024			74	3886	80	10022	10	2643	389	12163	90	7691	35	6417	false	false	
11145	0	0	103	4012	61	8456	32	13016	57	1470	15	1753	4	1815	1	3	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
11640	0	0	89	2693	30	3456	33	11391	333	7320	37	4200	22	5628	0	0	70	2008	32	3406	6	1419	138	3071	39	3165	16	3042	false	false	
11837			19	605	9	1211	34	28451	33	870	14	1933	17	6861			6	249	3	461	0	0	2	16	1	107	0	0	false	false	
12030	0	0	297	10960	76	9729	70	2895	879	15812	39	5690	15	6610	0	0	208	8438	46	9120	25	8845	121	3534	4	538	1	355	false	false	
12058	138	248													88	210													true	true	
12142	0	0	42	1576	22	2496	23	9412	105	2078	13	1156	5	1548	0	0	17	657	1	136	8	2994	32	684	5	598	8	2139	false	false	
12245	0	0	100	4294	56	7905	19	8151	91	1369	9	971	0	0	0	0	0	0	2	79	1	308	0	0	0	0	0	0	false	false	
12311	0	0	2023	89836	2233	280694	2505	1001234	11332	314916	1567	174641	1479	489649	0	0	142	5912	97	11185	34	9350	403	10084	75	7879	21	4669	false	false	
12647	0	0	14	440	17	2409	10	3595	113	2598	17	2110	4	1560	0	0	11	359	5	534	6	1932	41	738	14	1752	6	2776	false	false	
12656	5	39													10	47													true	true	
12937	0	0	7	618	17	2681	52	24056	40	842	10	855	8	2878	0	0	0	0	1	119	0	0	0	0	0	0	0	0	false	false	
12946	0	0	107	3456	63	7020	61	25970	622	10254	71	6885	30	8657	0	0	18	723	15	2049	12	3414	18	333	3	325	1	280	false	false	
12955	0	0	24	1155	17	2915	31	16548	126	3329	23	3095	22	8465	0	0	1	90	0	0	3	1077	0	0	0	0	0	0	false	false	
13037			60	5731	17	2215	18	6796	233	9249	16	1852	10	2893	5	1													true	false	
13103	0	0	85	4056	158	30804	159	66116	490	11337	89	10179	64	24209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
13251	0	0	470	1378	4	847	0	0	715	2885	5	918	1	300	27	474	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
13457	14	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	634	11	1388	4	1096	189	2667	15	1412	5	1114	false	true	
14052	0	0	67	3210	22	3306	13	5623	192	2827	21	3467	9	3299	38	22	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
14155	491	539	0	0	0	0	0	0	0	0	0	0	0	0	51	490	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
14258			8	456	25	3167	66	27053	277	6158	70	8049	85	25885			5	292	2	366	1	345	3	132	4	419	0	0	false	false	
14409	0	0	187	8154	510	63004	711	282947	7033	157323	1186	100351	1713	353909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
14454	0	0	10	501	4	461	9	1492	40	751	2	199	7	1656	14	39	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
14650	42	77													2	47													true	true	
14753	9	75	0	0	0	0	0	0	0	0	0	0	0	0	42	316	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
14865	0	0	45	2179	26	4026	12	6090	155	4063	9	1410	9	4491	0	0	37	2021	24	3802	9	3624	160	4776	42	6706	14	4791	false	false	
15536			73	4029	152	25010	180	69211	121	3375	41	4525	54	16489			0	0	0	0	1	299	0	0	0	0	0	0	false	false	
16337	0	0	88	3352	44	6074	66	28612	315	6848	46	4409	44	15784	0	0	2	68	0	0	1	340	4	68	1	175	0	0	false	false	
16458	0	0	27	1097	44	5510	67	42047	239	5432	41	3477	12	3803	13	20	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
16551	0	0	57	2516	26	3633	15	4550	173	3901	27	3356	10	2052	0	0	10	408	5	568	4	1291	17	261	3	285	2	450	false	false	
16748			4	171	3	381	1	331	43	1220	9	778	5	890			4	111	4	408	1	325	4	57	0	0	0	0	false	false	
16944	25	30	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
16953	22	103	0	0	0	0	0	0	0	0	0	0	0	0	17	209	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
17110			0	0	0	0	0	0	3	103	1	133	9	4428															false	false	
17147	0	0	109	4654	83	11728	104	43415	659	16507	123	12682	135	44406	0	0	10	352	3	504	1	449	54	1884	13	1728	3	707	false	false	
17259	0	0	22	1028	13	2028	10	3634	49	996	6	917	1	619	124	50	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
17464	0	0	130	6139	235	34083	289	129021	1316	26979	312	28961	229	63719	39	7	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
17549	0	0	35	1449	25	4251	32	16671	53	1322	9	1435	6	2677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
17839	0	0	98	7797	36	3912	22	9147	300	13408	27	2910	21	6359	0	0	19	779	15	2060	16	4592	47	2056	15	1562	4	605	false	false	
17950	0	0	102	4075	68	9755	34	12224	307	5136	34	2865	11	3055	0	0	54	1973	35	4786	17	5037	273	4821	33	2708	11	2085	false	false	
18050	0	0	123	5397	58	6983	48	21149	549	7701	19	2128	1	320	0	0	119	4109	26	3817	6	2014	241	2361	4	506	2	500	false	false	
18135	0	0	6	248	22	3371	17	4630	71	2244	42	5307	47	14766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
18368	0	0	6	196	13	548	81	33141	261	6792	101	8414	121	34370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
18377	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	1	34	5	763	2	498	0	0	0	0	0	0	false	false	
18827	0	0	24	1110	20	2229	19	4865	46	955	6	579	9	855	0	0	1	6	1	71	0	0	2	74	1	88	0	0	false	false	
18836			111	3609	23	3166	23	6484	2	34	3	212	2	807	54	3													true	false	
18854			14	310	4	634	10	722	13	315	4	674	4	10			38	1010	9	886	4	89	70	1053	5	511	2	309	false	false	
18957	65	176	0	0	0	0	0	0	0	0	0	0	0	0	54	115	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
19356	0	0	14	347	5	600	9	2696	16	424	9	1471	11	4354	0	0	5	117	4	561	2	446	6	136	1	249	1	70	false	false	
19730	0	0	72	4149	77	13629	68	32657	460	22851	179	31674	182	89326	0	0	24	835	11	1579	1	377	42	893	12	1301	2	570	false	false	
19936	0	0	107	2625	31	4669	23	10295	315	7368	6	542	8	2296	37	67	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
20053	0	0	13	799	3	326	2	502	56	1096	6	783	1	177	0	0	5	132	3	323	2	876	66	1240	5	717	2	811	false	false	
20147	54	73	0	0	0	0	0	0	0	0	0	0	0	0	95	69	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
20259	20	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	125	0	0	2	576	11	258	3	324	0	0	false	true	
20370	0	0	48	1689	49	4886	88	28569	202	3752	50	5146	19	3690	0	0	1	58	3	463	0	0	0	0	0	0	0	0	false	false	
20512	140	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
20633	0	0	71	2411	43	5137	43	17561	54	1570	10	1192	3	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
20754	0	0	0	0	1	77	0	0	16	303	4	469	1	300	8	66	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
20839	0	0	36	1239	34	3199	77	25580	217	4147	22	3085	18	6609	0	0	28	758	12	1743	6	1669	3	35	1	25	1	275	false	false	
20857	0	0	10	323	4	395	7	1632	57	941	9	833	9	1251	0	0	15	311	20	2458	7	1434	81	2064	38	2686	30	2958	false	false	
20866			23	1894	47	7616	43	19242	162	2768	30	3628	20	5413			2	125	2	446	0	0	0	0	0	0	0	0	false	false	
21256	5	27													6	7													true	true	
21359	7	42													31	131													true	true	
21630	0	0	37	1039	9	1366	6	2262	111	1859	4	485	1	280	0	0	5	254	2	211	0	0	16	435	1	223	2	560	false	false	
21658	0	0	82	4020	18	2590	16	10204	189	3897	33	2514	22	3047	181	265	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
22048	0	0	47	1727	28	3555	25	12292	520	10706	77	7764	61	27138	0	0	8	359	4	583	1	10	93	2237	39	4873	49	14145	false	false	
22235	0	0	91	2883	69	9790	97	42242	11	145	7	913	3	1083	0	0	31	1101	21	2808	6	1732	97	1736	13	1339	5	1291	false	false	
22356	0	0	100	3932	93	10941	50	15152	330	6128	60	6014	48	10964	0	0	44	1878	27	3406	15	4023	181	3862	71	7644	19	3159	false	false	
22459	0	0	28	984	14	2188	7	3243	116	1238	18	1908	7	4396	50	179	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
22543	0	0	53	2163	36	5188	22	9339	107	1517	3	273	1	347	0	0	1	31	2	287	0	0	0	0	0	0	0	0	false	false	
22552	0	0	42	1891	13	1734	13	4460	114	1732	9	1134	9	2647	107	396	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
22730	0	0	66	2077	18	2823	8	4606	67	2883	13	1958	5	1590	5	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
22936	0	0	73	2564	57	7893	46	17942	386	6648	37	3476	11	2814	0	0	35	1212	13	1452	12	5336	57	1384	15	1378	9	2351	false	false	
22954	0	0	21	2016	16	2192	5	1505	136	3629	11	1117	5	1106	90	198	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
23036	0	0	119	4896	83	11189	78	34330	447	11161	56	5652	30	10011	0	0	8	256	6	781	4	839	8	129	0	0	0	0	false	false	
23045	0	0	31	671	7	942	4	1346	13	201	0	0	0	0	0	0	6	220	2	313	0	0	1	1	2	405	0	0	false	false	
23241	0	0	548	18530	253	31569	216	74712	2930	49226	274	28395	218	58918	0	0	502	15469	182	20096	49	13107	668	12326	89	8726	16	3374	false	false	
23456	0	0	46	1986	18	2266	8	4081	95	1761	16	1734	13	3867	78	86	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
23504	0	0	46	1546	167	12486	235	33353	802	16349	97	8129	35	6965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
23540	0	0	6	197	3	428	7	2548	157	2166	4	616	3	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
23643	155	389	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
23755	0	0	51	2063	42	4885	38	16901	102	2125	14	1526	15	4362	0	0	2	171	4	585	1	340	8	90	0	0	0	0	false	false	
23812	0	0	112	3650	148	18754	198	72309	472	9603	93	7890	106	29493	0	0	0	0	3	590	2	1000	1	50	0	0	0	0	false	false	
24006	0	0	20	996	84	13587	115	54439	154	4036	30	4014	28	10718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24266	0	0	49	3231	141	21734	238	112612	2216	40738	223	18756	216	48845	0	0	5	327	11	1290	22	6446	80	2186	41	4354	21	4373	false	false	
24453	0	0	59	2714	39	5532	20	8645	46	1154	4	451	9	3263	0	0	0	0	2	258	0	0	0	0	0	0	0	0	false	false	
24659	0	0	16	792	7	1070	6	1646	70	1879	14	1555	5	1217	0	0	17	719	7	1015	2	604	22	451	9	1431	4	1135	false	false	
24668	0	0	46	2211	35	4418	21	7595	92	2075	16	1705	9	2356	35	40	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
24855	1	22	0	0	0	0	0	0	0	0	0	0	0	0	6	111	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
24949	0	0	231	7042	168	20446	132	46579	620	11269	83	8974	67	22932	0	0	17	580	9	1624	3	1199	128	1890	6	913	2	749	false	false	
25357	0	0	72	3124	17	2862	21	8398	81	2034	0	0	1	475	0	0	0	0	0	0	0	0	2	104	0	0	2	990	false	false	
25647	0	0	21	787	26	4551	18	8339	53	1365	8	1187	3	1662	0	0	0	0	0	0	2	631	0	0	0	0	0	0	false	false	
25852	0	0	178	6974	98	13690	64	27984	425	11280	45	5271	27	9925	0	0	46	2085	26	3334	2	594	168	3814	12	1321	1	234	false	false	
26149	0	0	94	3671	21	2895	9	5971	112	3736	12	1409	3	975	0	0	13	499	3	381	1	241	5	132	2	259	0	0	false	false	
26233	0	0	18	1050	33	4865	75	29912	77	1887	19	1795	17	5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
26242	0	0	99	3651	52	5979	107	46535	660	14094	61	1427	36	2803	119	103	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
26457	7	10	0	0	0	0	0	0	0	0	0	0	0	0	75	57	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
26756	0	0	8	157	3	411	0	0	32	569	7	634	2	164	0	0	11	290	6	790	1	27	31	787	8	856	9	2377	false	false	
26765	0	0	8	149	4	483	1	89	19	135	0	0	1	219	0	0	1	46	2	326	1	396	49	877	5	675	3	865	false	false	
26859	0	0	38	1332	49	6257	80	29819	197	4689	65	6280	65	18451	0	0	2	21	1	129	0	0	8	94	1	114	0	0	false	false	
26916	0	0	121	4378	90	10909	92	33268	315	4345	29	2227	11	1767	0	0	8	89	2	407	5	1316	0	0	0	0	0	0	false	false	
27548	0	0	95	4381	87	12835	67	26440	331	7285	50	4653	36	14148	0	0	9	411	8	793	3	573	10	253	2	177	0	0	false	false	
27614			42	1890	49	6155	25	11959	57	1032	11	800	8	3206			9	399	14	1833	2	558	5	33	0	0	0	0	false	false	
27838	0	0	19	1010	45	6715	59	25611	209	6889	73	8935	58	21571	0	0	0	0	0	0	1	128	0	0	0	0	0	0	false	false	
27847	240	427	0	0	0	0	0	0	0	0	0	0	0	0	622	462	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
28013	0	0	12	573	50	8236	118	51137	13	434	2	194	5	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
28152	0	0	27	1085	15	1847	11	5392	57	1160	13	1258	12	3392	0	0	30	1249	14	1461	7	1821	33	751	5	402	0	0	false	false	
28255	0	0	35	1074	10	1360	10	4488	99	2113	11	1027	13	3371	0	0	27	882	6	873	2	628	94	1191	6	760	3	713	false	false	
28349			131	2987	27	3589	18	6874	89	2077	24	2585	11	4062			4	81	1	118	1	413	34	289	1	171	0	0	false	false	
28406	0	0	2	108	1	239	1	375	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
28572	0	0	8	87	10	1366	10	3419	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
28732	0	0	44	1470	12	1909	14	5094	33	975	13	1226	9	2182	0	0	4	165	6	671	0	0	6	161	3	412	1	250	false	false	
29104	0	0	44	1537	94	17419	163	82687	672	6742	75	12738	54	23871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
29159	0	0	3	115	1	131	2	562	38	614	8	1045	3	606	0	0	5	239	0	0	1	100	35	518	2	287	1	218	false	false	
29252	0	0	51	2400	39	4382	29	13187	109	2398	19	1962	15	5564	8	2	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
29636	0	0	245	8377	87	11882	60	22889	1345	20146	55	4929	21	7258	0	0	722	17327	104	11478	59	15355	406	3342	0	0	0	0	false	false	
29850	82	196	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
29944	0	0	0	0	14	2734	0	0	0	0	0	0	187	15321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
29953	0	0	24	1151	13	2307	17	9945	76	2358	6	815	11	4432	0	0	10	252	8	1271	5	1717	21	573	11	1453	6	1311	false	false	
30052	45	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
30155	0	0	20	602	4	597	3	918	163	3217	12	1488	8	2351	0	0	44	1925	30	4385	15	4550	363	17218	29	3874	9	2474	false	false	
30258	0	0	156	7016	141	17638	144	53360	346	8298	46	6010	38	13004	6	13	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
30418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
30502	0	0	61	2439	78	9220	84	29580	275	4396	17	1641	24	5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
30650	0	0	12	506	24	3291	45	11897	231	4474	51	4245	44	8324	0	0	2	60	0	0	0	0	0	0	1	147	0	0	false	false	
30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
30856	0	0	34	1590	35	4710	51	20271	226	5914	53	5627	41	12423	0	0	11	379	1	119	3	745	1	32	0	0	0	0	false	false	
