"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	6278	3	2011	6603	0	14145	0	0	0	0	0	0	50640	0	566	12179		29836	2347	3939	10691	4212	0	0	2766	7925	10216	8930	1260	2952	2223	5744	12131	50074	0	0	
242	3245	0	1086	3397	0	8097	0	0	0	0	0	0	14495	0	1104	2419		7381	1450	1268	4223	1918	0	0	1514	2709	2170	988	522	1396	401	100	7011	13391	0	0	
279	10858	0	0	3019	0	10818	0	0	0	0	0	0	68489	0	0	19715		35847	2070	9384	26295	12178	0	0	8834	17461	7888	1664	3754	8424	5315	2222	10818	68489	0	0	
354	1243	0	82	1227	0	1227	0	0	0	0	0	0	5625	0	1303	600		2553	1229	0	2551	600	0	0	1070	1481	3	0	300	300	0	0	1145	4322	0	0	
439	17285	0	4414	35982	0	52447	0	0	0	5649	5649	0	95293	0	7621	26175		43349	8484	8218	38408	24626	0	5649	10204	28204	4933	8	10099	14527	1549	0	48033	87672	0	0	
457	3141	0	345	2482	0	4327	0	0	198	0	795	0	18976	0	788	3012		8733	4090	736	6695	1905	0	0	1936	4759	1617	421	859	1046	1107	0	3982	17393	0	795	
505	63762	3	9759	43723	0	76631	0	0	0	0	0	0	178082	0	35526	32261		49361	32698	8128	36970	26307	0	0	10277	26693	11755	636	15857	10450	4776	1178	66869	142356	0	200	
1146	108054	0	364	68046	0	118211	0	0	0	0	0	0	263712	0	9174	40290		80493	34875	10547	66740	31668	0	0	20090	46728	12057	1618	10160	21508	7745	877	117504	241171	343	13367	
1155	324	12	870	14490	0	47822	0	0	0	0	0	0	73042	0	14660	20721		39266	12731	9287	27737	15202	0	0	17824	9913	8770	2759	12650	2552	4152	1367	46939	58382	1	0	
1351	3965	9	4959	10122	0	19733	0	0	0	0	0	0	66484	0	3250	12508		34530	15481	5219	27149	10033	0	0	9755	17394	7381	0	3594	6439	2475	0	14765	63234	0	0	
1454	1958	110	4542	90215	0	153800	0	0	0	0	0	0	197751	6	11815	39423		45758	110612	13940	29502	11005	0	0	16500	15181	7648	6429	27779	6116	2258	3270	149142	185930	6	0	
1557	2141	0	1063	3644	0	6589	0	0	0	0	0	0	19894	0	2189	3834		11733	2186	1826	7805	2872	0	0	3288	4517	3295	633	1130	1742	962	0	5526	17655	0	50	
1632	55437	5	44823	33078	0	45443	0	0	0	38000	38000	0	299469	0	1933	93070		54877	96085	12354	42431	63216	0	28000	21129	21302	11867	579	29813	33404	29253	600	485	297314	130	222	
1669	13730	14	15004	34964	0	76495	0	0	0	0	0	0	104629	0	409	20092		57716	13091	10627	29540	11781	0	0	18072	22688	11446	5509	5448	6333	6102	2208	61316	104216	161	4	
1829	33400	3	1158	55080	0	69079	0	0	0	0	0	0	190136	0	2832	32522		89404	34810	17715	49598	16716	0	0	16089	33509	29754	10052	6025	10691	11144	4662	67877	187304	41	0	
1856	507	7	1874	1747	0	3111	0	0	0	30007	30007	0	65004	0	20510	60922		1704	1871	3	1606	30880	0	25000	468	1138	58	40	20405	10476	21380	8661	1230	44494	0	0	
2040	7200	19	1987	11530	0	29026	0	0	0	0	13107	0	84425	0	3241	22325		29831	25069	9561	16492	11256	0	4547	4655	11837	9871	3468	3268	7988	9217	1852	27020	81184	0	0	
2161	14440	0	2449	17337	0	35539	0	0	0	0	0	0	56317	0	14350	21912		15281	4684	6272	12824	20545	0	0	5346	7478	1965	492	16037	4508	594	773	33090	41967	0	0	
2376	220663	0	222	34602	0	87106	0	0	0	0	0	0	626945	0	135	64599		318458	23225	47190	241495	46046	0	0	75565	165932	68447	8514	17081	28965	17120	1433	86884	626810	0	0	
2451	1642	0	474	1717	0	3482	0	0	396	1521	1917	0	14056	0	1627	3307		7316	1791	605	5769	2607	396	500	1389	4380	1417	130	1286	1321	200	500	3008	11834	0	595	
2554	457	0	118	1198	0	2637	0	0	0	0	0	0	3484	0	765	809		2218	0	0	1623	709	0	0	656	967	527	69	100	609	100	0	2519	2719	0	0	
2732	39941	6	4818	78071	0	119723	0	0	0	0	0	0	293218	0	45127	128727		58699	65851	10199	52227	108667	0	0	34316	18534	4703	1146	72930	35737	17782	2278	114899	248091	0	0	
2750	6022	0	1490	1997	0	8101	0	0	396	210	606	0	31109	0	5128	8742		14199	2146	1648	10725	8095	396	100	6344	4947	2674	234	4975	3249	518	0	6611	25388	0	593	
2938	12960	0	10759	64887	0	71841	0	0	0	0	50480	0	175791	0	9130	70228		18717	73886	5179	14094	30917	0	15000	5397	8697	3960	663	6525	24392	33724	5587	60718	166561	364	100	
2956	5026	47	557	9584	0	23941	0	0	0	0	0	0	71881	0	14823	12797		37088	16968	5568	26095	12057	0	0	7814	18317	8722	2234	6192	5865	439	300	23337	57058	0	0	
3252	9872	4	841	16872	0	35872	0	0	0	0	0	0	43678	0	3621	9349		16751	7706	4995	12952	7620	0	0	2650	10302	2892	908	4004	3616	1728	0	35027	40057	0	0	
3458	1284	0	1836	2432	0	6652	0	0	0	0	0	0	12325	0	1567	3101		6444	1496	420	4621	2317	0	0	1601	3020	1545	278	1275	1042	484	300	4816	10758	0	0	
3506	112503	109	2338	94056	0	140482	0	0	0	0	0	0	1119732	0	57593	36125		284306	686798	32174	201967	29026	0	0	77583	124384	78183	4156	15813	13213	6518	581	129597	1062139	8438	0	
3720	19403	0	3817	18666	0	56016	0	0	0	0	0	0	67468	0	1331	16396		30202	1467	4533	15401	13272	0	0	4034	11367	14760	41	7697	6667	2032	0	52199	66137	0	0	
3953	5315	46	1638	18348	0	26791	0	0	0	0	0	0	52651	0	5728	9504		17101	20731	463	15651	8979	0	0	4115	11998	863	125	3816	5163	525	0	25107	46923	0	0	
4138	24307	7	263	19721	0	33016	0	0	0	0	0	0	115047	0	5078	26011		44193	20536	9768	38616	21639	0	0	11442	27174	4529	1048	6490	15149	2139	2233	32746	109969	0	0	
4147	11763	0	1384	13675	0	28086	0	0	0	0	2122	0	55351	0	3216	6886		20780	15922	5357	13926	5902	0	2122	3865	10061	6855	0	875	5027	984	0	26702	52135	0	0	
4156	6818	0	7780	14806	0	33547	0	0	0	0	0	0	73166	0	11922	18222		30814	17312	5176	16596	14345	0	0	4853	11743	11043	3176	9893	4453	2183	1693	25767	61244	0	0	
4231	12341	0	4302	12881	0	21847	0	0	0	4081	4081	0	73611	0	7931	30388		21988	8894	9895	16937	18956	0	0	4071	12866	3915	1137	3737	15219	10157	1275	17545	65680	0	0	
4437	93094	3	418	20575	0	44749	0	0	0	0	0	0	131964	0	4840	16335		22510	25	6797	10421	8440	0	0	4283	6138	10708	1381	6169	2271	4333	3562	44328	127124	0	0	
