"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1012	90	45	0	1019	142	0	0	0	0	0	
242	159	0	1	0	158	0	0	0	0	0	0	
279	439	2	10	0	433	6	0	0	0	0	0	
354	173	0	14	0	182	23	0	0	0	0	0	
439	1552	210	27	0	1696	381	0	0	0	0	0	
457	289	10	5	0	322	48	0	0	0	0	0	
505	2177	0	7	0	2214	44	0	0	0	0	0	
1146	3563	531	47	0	3359	374	0			0	0	
1155	1774	150	13	0	1646	35	0	0	0	0	0	
1351	718	120	10	0	720	132	0	0	0	0	0	
1454	985	180	40	0	800	35	0	0	0	0	0	
1557	380	0	11	0	369	0	0	0	0	0	0	
1632	5040	1115	33	0	3961	69	0	0	0	0	0	
1669	1271	131	38	0	1200	98	0	0	0	0	0	
1829	3118	359	3	0	2940	184	0	0	0	0	0	
1856	116	7	7	0	104	2	0	0	0	0	0	
2040	1801	180	29	0	1684	92	0	0	0	0	0	
2161	526	14	7	0	520	15	0	0	0	0	0	
2376	6172	0	0	0	6172	0	0	0	0	0	0	
2451	186	0	0	0	187	1	0	0	0	0	0	
2554	56	12	0	0	44	0	0	0	0	0	0	
2732	3310	150	17	0	3163	20	0	0	0	0	0	
2750	549	-60	40	0	615	46	0	0	0	0	0	
2938	5101	1195	66	0	4997	1157	0	0	0	0	0	
2956	704	0	1	0	704	1	0	0	0	0	0	
3252	972	240	110	0	960	338	0	0	0	0	0	
3458	374	0	2	0	372	0	0	0	0	0	0	
3506	9945	400	83	0	9797	335	0			0	0	
3720	1221	79	1	28	1169	0	0	0	0	0	0	
3953	1089	200	58	0	1042	211	0	0	0	0	0	
4138	1007	240	5	0	1300	538	0	0	0	0	0	
4147	428	60	0	0	411	43	0	0	0	0	0	
4156	1472	129	61	0	1366	78	-6	0	0	0	0	
4231	667	42	16	0	647	38	0	0	0	0	0	
4437	1669	260	10	0	1427	28	0	0	0	0	0	
4839	1612	170	28	0	1506	92	0	0	0	0	0	
5005	1850	150	0	0	1714	14	0	0	0	0	0	
5050	665	-95	22	0	761	23	0	0	0	0	0	
5069	6684	0	0	0	6684	0	0	0	0	0	0	
5135	2021	275	17	0	1862	133	0	0	0	0	0	
5210	4086	180	19	0	3938	51	0	0	0	0	0	
5247	5855	1650	145	0	4368	308	0	0	0	0	0	
5274	756	9	17	0	733	3	0	0	0	0	0	
5331	725	0	1	0	781	37	-20	0	0	0	0	
5461	1936	0	4	0	2143	31	-180	0	0	0	0	
5751	772	0	0	0	772	0	0	0	0	0	0	
6039	1054	135	49	0	1060	190	0	0	0	0	0	
6057	186	18	3	0	169	4	0	0	0	0	0	
6141	337	30	29	0	285	7	0	0	0	0	0	
6329	2777	450	126	0	2469	268	0	0	0	0	0	
6972	5853	700	66	0	5268	181	0	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0	0	0	
7045	656	75	16	0	655	90	0	0	0	0	0	
7157	268	27	1	0	258	18	0	0	0	0	0	
7166	6645	475	107	0	6367	304	0	0	0	0	0	
7456	300	0	0	0	352	52	0	0	0	0	0	
7634	646	65	13	0	621	53	0	0	0	0	0	
