"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1351																																							0	2019	0	34671	2926	0	1056	0	0	1219	100511	86217	0	415	86632	0	718	0	0	0	13879	240	100511	0	0	13183	0	530	0	10122	76095		0	58569	57851	-74	769	0	0	0	
1454																																							359	21459	87	0	141972	0	3467	0	0	3949	381185	351551	0	446	351997	0	985	0	0	0	29188	1000	381185	0	0	27724	0	1214	642	90215	261336		0	173235	172250	-750	37000	0	0	0	
1557																																							50	805	0	1346	11588	0	181	0	0	709	31931	26483	0	268	27211	0	380	0	442	0	4720	200	31931	0	0	3684	0	800	0	3644	22839		0	17632	17252	36	0	0	18	0	
1632																																							195	10037	0	0	28013	0	6276	0	0	8490	427832	344912	0	2297	392362	0	5040	0	39000	0	35470	1900	427832	0	0	10373	0	23186	0	50942	293970		0	379861	374821	11	0	0	4017	2136	
1669																																							2441	10535	1833	68792	50524	0	1658	0	0	8403	222510	181124	0	641	182423	0	1271	0	658	0	40087	800	222510	0	0	38732	0	800	0	35025	146100		0	67826	66555	-245	11769	0	0	0	
1829																																							1578	4702	0	0	117056	0	2618	1000	0	4056	311522	259215	0	1485	271608	0	3118	0	9000	0	39914	390	311522	0	0	34597	0	3100	0	55080	204135		0	183630	180512	1827	0	0	0	1908	
1856																																							353	270	0	78184	107524	0	575	0	0	5663	208054	68115	0	304	193519	0	116	98	75100	0	14535	400	208054	0	0	764	0	13882	0	1747	66368		0	14779	14663	-511	724	0	0	50000	
2040																																							62	3599	0	0	26070	0	2404	0	0	3540	150082	113451	0	526	134464	0	1801	0	18466	0	15618	480	150082	0	0	10543	0	4270	406	11530	101921		0	115802	114001	325	0	0	2021	0	
2161																																							10500	3210	0	166	27844	0	1545	0	0	3173	102972	91856	0	534	92995	0	525	0	0	0	9977	1000	102972	0	0	7910	0	1253	0	18034	73822		0	57059	56534	-186	0	0	605	0	
2376																																							245	8064	375	397605	86583	2872	9988	536	0	39543	1038014	714051	0	13327	918634	69	6172	0	181755	0	119311	500	1038014	0	0	119301	0	0	0	39313	674738		0	488500	482328	-490	9875	0	9501	0	
2451																																							65	301	0	0	0	0	122	0	0	674	22795	17538	0	240	20382	0	186	750	2604	0	2413	50	22795	0	0	304	0	2059	0	1717	15821		0	21021	20835	0	48	0	0	0	
2554																																							0	662	0	4	2438	0	95	0	0	143	6852	6121	0	27	6148	0	56	0	0	0	704	50	6852	0	0	116	0	550	0	1201	4920		0	3366	3310	-12	200	0	0	0	
2732																																							0	18095	1361	0	72148	0	6535	0	0	3144	475923	412941	0	3110	417770	0	3310	0	219	0	58153	2320	475923	0	0	52400	0	3728	8266	78071	334870		0	369684	366374	-295	0	0	1500	0	
2750																																							1089	765	0	0	15031	0	370	0	0	1699	49459	39210	0	595	44601	0	549	0	4200	0	4858	90	49459	0	0	4774	0	93	0	1997	37213		0	31054	30505	-99	0	0	0	596	
2938																																							407	12134	0	0	47081	0	5861	112	0	5179	356390	247632	0	1472	328958	0	5101	0	40500	0	27432	1250	356390	0	0	14827	0	11283	0	64887	182745		0	290717	285616	72	0	0	31812	7542	
2956																																							0	2345	0	0	39165	0	2912	170	0	1132	106364	95822	0	384	96206	0	704	1101	0	0	10158	100	106364	0	0	453	0	9536	0	9584	86238		0	57057	56353	69	3186	0	0	0	
3252																																							4050	4185	0	11369	22122	0	783	3	0	2188	98739	79550	0	364	87189	0	972	0	7275	0	11550	200	98739	0	0	11137	0	300	0	16872	62678		0	46011	45039	-87	9000	0	0	0	
3458																																							3258	1308	0	2697	7437	0	128	0	0	301	24490	18977	0	61	22097	0	374	0	0	0	2393	100	24490	0	0	1891	0	450	0	2432	16545		0	9735	9361	-48	0	0	334	2725	
3506																																							2	35951	3916	34763	321648	4	17343	0	0	48387	1528008	1260214	0	10333	1353680	35	9945	55952	72400	0	174293	2879	1528008	0	0	116846	0	56128	0	269285	990929		0	1019987	1010042	-1560	0	0	0	10733	
3720																																							0	5676	0	12585	38217	0	1670	12	0	3921	151563	123484	0	1361	132740	0	1221	0	4898	0	18823	2400	151563	0	0	5848	0	10800	503	18666	104818		0	90200	88979	-225	0	0	1135	1862	
3953																																							29	3416	0	0	0	0	4520	233	0	2831	87896	79442	0	516	80671	0	1089	0	713	0	7225	500	87896	0	0	5045	0	1680	13126	18348	61094		0	64830	63741	0	0	0	0	0	
4138																																							0	5213	0	0	42003	23	5161	1618	0	2079	171349	148063	0	563	154173	0	1007	0	2847	0	17176	300	171349	0	0	16633	0	300	0	19721	128342		0	116216	115209	-57	43	0	2700	0	
4147																																							94	2372	0	0	21715	0	3901	0	0	7643	110183	83437	0	1092	97029	0	428	0	12500	0	13154	1950	110183	0	0	8732	0	2230	0	13675	69762		0	72255	71827	242	2631	0	0	0	
4156																																							36	5236	0	0	33354	0	3909	116	0	5865	141676	106713	0	375	127588	0	1472	1783	20500	0	14088	1200	141676	0	0	6923	0	5981	897	14806	91907		0	91952	90480	-16	0	0	0	0	
4231																																							0	1723	0	0	57913	0	1171	70	0	1585	112613	95458	0	463	100479	0	667	0	0	0	12134	500	112613	0	0	3216	0	9100	0	12881	82577		0	50818	50151	-682	0	0	2558	2000	
4437																																							1132	5881	0	3923	32896	0	2500	242	0	3285	217538	176713	0	1573	200152	0	1669	0	10924	0	17386	963	217538	0	0	12843	0	3750	0	20575	156138		0	158252	156583	-170	11096	0	0	10942	
4839																																							102	6173	0	0	74494	83	7326	0	0	2762	253010	197668	0	1052	234326	0	1612	0	24900	0	18684	1875	253010	0	0	8736	0	7929	0	37139	160529		0	162782	161170	144	900	0	0	10706	
5005																																							1213	6318	0	2566	76532	0	8060	0	0	11638	313099	249098	0	3907	279690	0	1850	2032	26685	0	33409	0	313099	0	0	1234	0	31305	0	30564	218534		0	198811	196961	870	7779	0	0	0	
5050																																							121	2820	0	0	29000	0	1517	280	0	1147	88191	78669	0	281	80400	0	665	0	1450	0	7791	400	88191	0	0	5798	0	1400	0	11770	66899		0	53971	53306	193	0	0	0	0	
5069																																							0	3041	0	0	21066	0	18645	0	0	2956	317131	246404	0	4267	250671	0	6684	0	0	0	66460	4500	317131	0	0	57825	0	4129	0	12494	233910		0	253807	247123	6	24300	0	0	0	
5135																																							30	6077	0	0	27060	0	3579	39	0	7023	229161	191036	0	1111	204147	0	2021	1042	12000	0	25014	651	229161	0	0	6030	0	18349	0	22422	168614		0	170561	168540	-16	15771	0	0	0	
5210																																							892	16387	161	21534	347836	0	14652	0	0	39490	902139	676882	0	7373	836986	0	4086	0	131915	0	65153	4798	902139	0	0	58921	0	5455	977	52960	623922		0	464296	460210	-4021	0	0	0	20816	
5247																																							200	32492	0	0	188360	0	23192	0	0	61751	1091637	933566	0	4387	952952	0	5855	0	2677	0	138685	700	1091637	0	0	61451	0	77268	11	202792	730774		0	783086	777231	-734	8400	0	0	12322	
5274																																							3776	2221	0	0	17150	0	4944	0	0	5055	119249	91206	0	1205	107284	0	756	0	13455	0	11965	1	119249	0	0	8220	0	3847	0	11769	79437		0	86725	85969	-103	134	0	0	1418	
5331																																							7	7341	0	0	160250	0	14486	101	0	7935	333799	200140	0	2430	309726	0	725	0	25156	0	24073	2580	333799	0	0	13515	0	8360	0	40210	159930		0	140104	139379	-382	4300	0	0	82000	
5461																																							39	15496	1073	0	134668	707	8220	0	0	4803	377532	336349	0	1234	349207	0	1936	0	11624	0	28325	2059	377532	0	0	20409	0	4241	0	57261	279088		0	214462	212526	1616	0	0	0	0	
5751																																							0	912	0	0	43672	0	371	0	0	3084	93372	70785	0	214	70999	0	772	0	0	0	22373	600	93372	0	0	21041	0	700	0	4812	65973		0	41630	40858	32	4475	0	0	0	
6039																																							1135	2401	0	0	8564	0	2270	40	0	1807	76232	67083	0	412	67495	0	1054	0	0	0	8737	469	76232	0	0	3721	0	4600	0	10823	56260		0	56084	55030	-53	4985	0	0	0	
6057																																							46	325	0	88	2675	0	230	68	0	346	15908	13903	0	72	14475	0	186	0	500	0	1433	25	15908	0	0	1333	0	100	0	1696	12207		0	11462	11276	-25	854	0	0	0	
6141																																							0	3459	0	12057	0	0	355	0	0	416	36688	32589	0	160	32749	0	337	0	0	0	3939	400	36688	0	0	339	0	3200	0	9047	23543		0	16538	16201	0	4200	0	0	0	
6329																																							279	14942	0	1117	51779	0	9963	72	0	8365	282272	255200	0	2234	257434	0	2777	0	0	0	24838	2600	282272	0	0	12559	0	9400	0	52782	202418		0	196046	193269	279	2486	0	0	0	
6972																																							273	35792	24	225468	41992	0	11167	0	0	15843	749472	604195	0	3359	652757	0	5853	4075	9530	0	96715	2600	749472	0	0	71595	0	22400	36938	147457	456738		0	383753	377900	120	0	0	31500	4173	
7009																																							2000	4122	0	0	106749	0	551	0	0	10344	407716	312626	0	7044	352670	0	0	0	0	0	55046	500	407716	0	0	53254	0	548	0	25309	287317		0	283950	283950	744	0	0	33000	0	
7045																																							0	4415	0	7188	29084	0	1590	0	0	1213	101452	90220	0	294	90514	0	656	0	0	0	10938	100	101452	0	0	8572	0	2325	0	12039	78181		0	49568	48912	-59	9050	0	0	0	
7157																																							0	1171	0	0	10218	0	201	0	0	344	30991	26755	0	258	27013	0	268	0	0	0	3978	200	30991	0	0	3628	0	200	0	4334	22421		0	18386	18118	-50	939	0	0	0	
7166																																							297	18993	61	2955	34208	0	7354	0	0	27788	583973	488900	0	3900	529800	0	6645	0	37000	0	54173	5220	583973	0	0	42014	0	6352	1551	153412	335488		0	474281	467636	587	23130	0	0	0	
7456																																							0	673	0	770	19228	0	354	0	0	663	40534	36507	0	101	36608	0	300	0	0	0	3926	400	40534	0	0	1317	0	2400	0	6759	29748		0	18560	18260	-191	586	0	0	0	
7634																																							100	1579	0	350	10502	0	684	0	0	1040	39825	34468	0	229	34697	0	646	0	0	0	5128	200	39825	0	0	1748	0	3200	0	5366	29102		0	26216	25570	-20	0	0	0	0	
8033																																							495	1719	0	0	2895	0	497	0	0	2425	66005	45255	0	614	58619	0	705	0	12750	0	7386	774	66005	0	0	3150	0	3476	0	12032	33223		0	57879	57174	-14	800	0	0	0	
8417																																							0	488652	66500	0	0	0	11330	0	0	473456	3400560	492164	0	212520	2398876	0	1012	690600	1694192	0	1001684	800	3400560	0	0	-7041	0	1007925	0	449782	42382		0	1467083	1466071	0	100000	103951	0	0	
8462																																							0	6514	0	545	34670	0	384	0	0	761	76544	67296	0	266	67562	0	306	0	0	0	8982	350	76544	0	0	8341	0	350	48	12636	54660		0	31428	31122	-59	2500	0	0	0	
8631																																							25	1429	0	0	16774	0	1103	0	0	2004	47639	41484	0	70	41554	0	292	0	0	0	6085	500	47639	0	0	4926	0	800	0	8390	33094		0	26524	26232	-141	72	0	0	0	
9357																																							0	17601	0	0	31181	0	606	0	0	12431	442046	295107	0	536	399875	0	3627	0	94400	0	42171	500	442046	0	0	17363	0	24500	216302	100218	194889		0	167552	163925	-192	0	0	0	9832	
9553																																							229	1502	0	0	2391	0	295	0	0	2671	63424	46210	0	602	56678	0	590	0	8416	0	6746	400	63424	0	0	5147	0	1200	0	5457	40753		0	56876	56286	-1	50	0	1450	0	
9807																																							17948	25500	0	335175	98887	10	8704	1083	0	72382	2592356	1808222	0	20840	2392712	0	44967	0	432378	0	199644	20000	2592356	0	0	112120	0	63858	0	63647	1744575		0	1987134	1942167	3666	90500	0	0	131272	
9955																																							4274	2399	2210	0	29691	0	1857	0	0	1417	83384	71127	0	302	73912	0	421	0	2483	0	9472	110	83384	0	0	6331	0	3023	0	7738	63389		0	41957	41536	8	0	0	0	0	
10157																																							67	2084	0	3255	21453	0	841	0	0	1518	55024	46870	0	130	50000	0	922	246	3000	0	5024	250	55024	0	0	2355	0	2560	0	7710	39160		0	25427	24505	-141	1055	0	0	0	
10250																																							1389	8360	0	0	47750	0	6301	0	0	3296	318547	291436	0	1371	294007	0	2749	0	0	0	24540	1500	318547	0	0	5608	0	17000	0	45239	246197		0	249964	247215	432	4236	0	0	1200	
10849																																							4790	2847	0	50691	391	0	3725	0	0	5346	251002	190797	0	728	227997	0	2342	694	36472	0	23005	16	251002	0	0	12983	0	10006	0	21461	169336		0	184860	182518	0	0	0	0	0	
10858																																							60	9742	199	55587	0	0	8218	0	0	6217	392345	328767	0	3450	359054	0	3797	2957	6577	0	33291	2500	392345	10303	0	16036	0	14755	16296	42035	286732		0	286563	282766	0	0	0	6960	13300	
11145																																							31	5121	85	644	17913	0	4551	473	0	1916	142882	114011	0	376	129475	0	1630	450	15088	0	13407	1000	142882	0	0	8349	0	4000	109	16972	97039		0	109469	107839	58	3750	0	0	0	
11640																																							99	9341	0	0	76478	0	3772	0	0	10712	228183	173620	0	2030	207769	0	1384	0	29069	0	20414	650	228183	0	0	2928	0	16800	0	35723	137897		0	129165	127781	36	0	0	3050	0	
11837																																							0	1436	0	0	22738	0	914	210	0	2259	92188	75393	0	752	83145	0	1011	0	7000	0	9043	314	92188	0	0	412	0	8186	0	5620	69773		0	65074	64063	131	568	0	0	0	
12030																																							0	7936	0	3632	15405	0	4032	0	0	5622	252300	222176	0	2719	230395	0	6316	1178	5500	0	21905	300	252300	0	0	21372	0	300	0	24131	198045		0	220643	214327	-67	168	0	0	0	
12058																																							0	3272	0	863	20530	0	1474	118	0	1373	98376	86032	0	425	88612	0	778	0	2155	0	9764	200	98376	0	0	7977	0	1650	86	11322	74710		0	70088	69310	-63	1350	0	0	0	
12142																																							22	9656	0	3336	79834	0	5378	98	0	2313	164955	144018	0	384	144402	0	1233	0	0	0	20553	1250	164955	0	0	5954	0	13250	0	24332	119686		0	65551	64318	99	0	0	0	0	
12245																																							38	2477	0	0	32701	0	1248	100	0	996	99369	81947	0	838	87885	0	743	0	3000	0	11484	1419	99369	0	0	6146	0	3581	0	17155	64792		0	62552	61809	338	0	0	2100	0	
12311	53533	808647	85542	0	3792439	9022	356677	13558	7509	2286854	32586447	7509	1307337	30425910	465227	250287	187717	3788314	987204	1695310	39999	32586447	360521	18197	1309978	0	348189	395053		0	24410140	24159853	-2856	69522	1384884	928718	0	928718									7509		32586447	21985897	7509		30425910				3788314											1204200	20781697						0	69522	17850	1384884	
12647																																							17	1415	0	17187	0	0	1258	30	0	662	59732	52178	0	222	53050	0	483	0	0	0	6682	125	59732	0	0	432	0	6125	407	8544	43634		0	39239	38756	0	0	0	650	0	
12656																																							5	376	0	701	0	0	183	33	0	154	9771	8885	0	47	8932	0	210	0	0	0	839	72	9771	0	0	379	0	388	0	1711	7174		0	7739	7529	0	790	0	0	0	
12937																																							58	3331	0	0	15281	0	4223	0	0	1966	147172	130004	0	643	132530	0	965	0	1883	0	14642	750	147172	0	0	8746	0	5250	1157	27930	102074		0	122121	121156	-104	0	0	0	0	
12946																																							48	9760	3767	891	154055	998	7577	124	0	14238	489082	411129	0	4921	444443	0	4191	3800	23683	0	44639	1	489082	0	0	40945	0	3749	0	49847	361282		0	298015	293824	-56	0	0	4710	0	
12955																																							32	2607	0	4504	8723	0	3605	0	0	1285	107743	88241	0	273	97014	0	970	0	8500	0	10729	1567	107743	0	0	2673	0	6433	890	18439	69802		0	85792	84822	56	1275	0	0	0	
13037																																							390	2489	0	0	26002	0	2574	717	0	3480	103598	93094	0	610	93704	0	5492	0	0	0	9894	900	103598	0	0	8573	0	450	0	14797	78297		0	67803	62311	-29	5635	0	0	0	
13103																																							11	15949	0	4300	308899	0	10963	0	0	12953	916081	685658	0	12973	780902	48	5949	247	69850	0	135131	500	916081	0	0	86181	0	34018	0	32306	653352		0	568201	562252	14432	507	0	0	12421	
13251																																							352	917	0	0	7602	0	109	280	0	1164	32237	28847	0	119	28966	0	306	0	0	0	3271	25	32237	0	0	1534	0	1725	0	4171	24675		0	22119	21813	-13	0	0	0	0	
13457																																							0	573	0	0	5843	0	36	0	0	1632	19528	14028	0	174	14202	0	168	0	0	0	5326	50	19528	0	0	5193	0	50	0	1409	12619		0	11092	10924	33	520	0	0	0	
14052																																							1481	2435	0	116	7150	0	807	0	0	812	62689	56721	0	269	57425	0	698	0	0	0	5264	1000	62689	0	0	2795	0	1500	0	11413	45308		0	50536	49838	-31	50	0	435	0	
14155																																							0	2600	0	760	9098	0	1490	0	0	2620	92240	71140	0	621	82266	0	919	0	8880	0	9974	176	92240	0	0	9628	0	160	0	9736	61404		0	76591	75672	10	0	0	1625	0	
14258																																							0	15803	0	0	39075	0	4424	236	0	8024	678470	594532	0	1802	619459	0	7421	0	13000	0	59011	500	678470	0	0	43434	0	15088	6848	121636	472896		0	544481	537060	-11	67000	0	10125	0	
14409	23829	509023	119646	0	7893556	0	183245	34303	3438	849817	33847210	3438	431729	30031575	147	240479	1850701	2174802	260000	3815488	0	33847210	0	0	1301608	0	2502380	1024		0	22219107	21978628	11500	0	1978187	330523	0	330523									3438		33847210	24702896	3438		30031575				2174802											4206947	20495949						400000	0	150000	1978187	
14454																																							0	463	0	0	1302	0	132	0	0	337	38179	32807	0	152	32994	0	895	0	35	0	5185	75	38179	0	0	3293	0	1775	0	2221	30586		0	34640	33745	42	2200	0	0	0	
14650																																							2278	1598	0	3181	853	0	368	0	0	1351	28159	24215	0	253	24468	0	361	121	0	0	3691	200	28159	0	0	3195	0	300	0	5927	18288		0	17220	16859	-4	1550	0	0	0	
14753																																							0	1322	0	20	13004	0	161	0	0	605	29541	26537	0	142	26679	0	519	0	0	0	2862	300	29541	0	0	395	977	1277	0	5528	21009		0	14748	14229	-87	200	0	0	0	
14865																																							742	5282	1645	0	51458	0	4559	110	0	4186	172442	151223	0	929	157575	0	1314	0	5423	0	14867	730	172442	0	0	4485	0	9870	0	20814	130409		0	103929	102615	-218	1845	0	0	0	
15536																																							6021	31026	0	89772	41826	0	24411	312	0	16979	1189858	990342	0	5247	995589	28	14234	4840	0	0	194241	356	1189858	0	0	76784	0	117073	0	105398	884944		0	966330	952096	28	22575	0	0	0	
16337																																							633	12917	0	0	43195	0	10998	160	0	12646	373655	310809	0	743	342367	0	2787	0	29076	0	31288	350	373655	0	0	22386	0	8500	0	76478	234331		0	279876	277089	52	16017	0	0	1739	
16458																																							1494	4763	0	32925	41675	0	11271	0	0	2303	201775	168598	0	857	176157	0	1929	0	6702	0	25618	941	201775	0	0	23128	0	2059	107	22270	146328		0	108961	107032	-510	205	0	0	0	
16551																																							0	2949	0	0	6191	0	1876	0	0	3786	136799	100703	0	506	124836	0	2206	801	23540	0	11963	175	136799	0	0	8070	0	3746	65	10294	90409		0	123337	121131	-28	0	0	87	0	
16748																																							40	1809	297	260	9010	0	977	153	0	2640	48043	40770	0	474	43244	0	287	0	2000	0	4799	400	48043	0	0	1866	0	2600	137	7351	33419		0	30827	30540	-67	2180	0	0	0	
16944																																							0	1889	0	200	11117	0	196	0	0	223	29234	24682	0	90	24772	0	254	0	0	0	4462	1000	29234	0	0	1958	0	1500	0	4321	20361		0	13863	13609	4	2000	0	0	0	
16953																																							100	1083	0	355	13721	0	109	0	0	380	30695	25458	0	180	25638	0	137	0	0	0	5057	100	30695	0	0	3261	0	1775	0	4846	20612		0	11584	11447	-79	3500	0	0	0	
17110																																							5226	2135	486	0	0	0	1455	0	0	4234	119305	99169	0	1268	102437	0	856	0	0	2000	16868	300	119305	0	0	9582	0	6986	0	0	99169		0	100664	99808	0	0	5961	0	0	
17147																																							2188	34477	502	7	130671	0	10435	135	0	22358	789585	590356	0	2984	725874	0	6125	0	58291	0	63711	2500	789585	0	0	53046	0	7740	0	151387	438969		0	555515	549390	425	39422	0	34684	39559	
17259																																							12	899	0	207	22064	0	1073	83	0	1816	57797	49889	0	823	52462	0	114	0	1750	0	5335	769	57797	0	0	3845	0	769	0	5248	44641		0	31207	31093	-48	550	0	0	0	
17464																																							36702	44312	4938	2915	44665	2374	21935	471	0	25878	1162191	967447	0	13716	1050255	0	11158	6352	69092	0	111936	750	1162191	0	0	76269	0	34840	1565	224145	743302		0	964133	952975	77	17109	0	0	0	
17549																																							526	6923	0	9652	43464	0	6981	2282	0	5249	278242	241210	0	2909	244119	0	2091	0	0	0	34123	1200	278242	0	0	23780	0	8800	0	44324	196886		0	197856	195765	343	7400	0	0	0	
17839																																							16	3652	0	0	30000	0	2383	647	0	3342	186199	156757	0	1424	172120	0	1759	0	10000	0	14079	800	186199	0	0	6375	0	7091	0	30259	126498		0	145317	143558	-187	2601	0	0	3939	
17950																																							66	5030	0	359	43726	0	3388	30	0	2943	156510	129951	0	1094	142806	0	1041	1568	10661	0	13704	725	156510	0	0	3583	0	9550	0	17761	112190		0	100441	99400	-154	0	0	1100	0	
18050																																							205	8734	1177	16863	74286	0	9833	92	0	3953	274353	238784	0	952	244106	0	2337	0	4370	0	30247	1214	274353	0	0	21783	0	7671	204	57305	181479		0	154748	152411	-421	6595	0	0	0	
18135																																							252	7956	0	0	47979	0	9902	0	0	5646	170054	135162	0	426	155184	0	1036	0	13618	0	14870	456	170054	0	0	7314	0	6056	2068	35976	99186		0	89487	88451	1044	7800	0	0	5978	
