"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	13997	13705	388	0	0	96	0	0	13705	0	0	0	
242	3641	3695	222	0	0	278	0	0	3695	0	0	2	
279	19062	18770	439	0	0	0	0	0	18770	0	0	-147	
354	952	975	-6	0	0	0	0	0	975	0	0	-17	
439	21412	20258	1177	0	0	12	0	0	20258	0	0	-11	
457	2955	2891	319	0	0	255	0	0	2891	0	0	0	
505	22524	22385	838	0	0	508	0	0	22385	0	0	-191	
1146	34658	33765	1644	0	0	752	0	0	33765	0	0	1	
1155	11803	11526	1031	0	0	728	0	0	11526	0	0	-26	
1351	13879	13347	1207	0	0	669	0	0	13347	0	0	-6	
1454	29188	29293	2763	0	0	2502	0	0	29293	0	0	-366	
1557	4720	4708	209	0	0	176	0	0	4708	0	0	-21	
1632	35470	29022	2020	0	4501	0	0	0	29022	0	0	-73	
1669	40087	38820	1576	0	0	0	0	0	38820	0	0	-309	
1829	39914	39857	2289	0	0	1882	0	0	39857	0	0	-350	
1856	14535	15450	2600	0	0	5690	0	0	15450	1000	0	1175	
2040	15618	15185	1080	0	0	576	0	0	15185	0	0	-71	
2161	9976	9397	622	0	0	0	0	0	9397	0	0	-43	
2376	119311	119369	5294	0	0	5000	0	0	119369	0	0	-352	
2451	2413	2297	169	0	0	53	0	0	2297	0	0	0	
2554	704	711	75	0	0	137	0	0	711	0	0	55	
2732	58153	56206	2820	0	0	557	0	0	56206	0	0	-316	
2750	4858	4761	216	0	0	91	0	0	4761	0	0	-28	
2938	27432	26086	2148	0	399	1122	0	0	26086	0	0	-79	
2956	10158	9878	573	0	0	275	0	0	9878	0	0	-18	
3252	11550	11280	446	0	0	100	0	0	11280	0	0	-76	
3458	2393	2360	97	0	0	40	0	-8	2352	0	0	-16	
3506	174293	149422	9198	0	19999	3400	0	0	149422	0	0	-926	
3720	18823	17990	1167	0	0	240	0	0	17990	0	0	-94	
3953	7225	6952	1030	0	0	757	0	0	6952	0	0	0	
4138	17176	16724	794	0	0	345	0	0	16724	0	0	3	
4147	13154	12767	441	0	0	0	0	0	12767	0	0	-54	
4156	14088	13742	1305	0	0	700	0	0	13742	0	0	-259	
4231	12134	11949	476	0	0	0	0	0	11949	0	0	-291	
4437	17386	16573	1150	0	0	262	0	0	16573	0	0	-75	
4839	18684	18789	1261	0	0	1095	0	0	18789	0	0	-271	
5005	33409	32869	1234	0	0	0	0	0	32869	0	0	-694	
5050	7791	7780	955	0	0	710	0	0	7780	0	0	-234	
5069	66460	61910	8888	0	0	3973	0	-102	61808	0	0	-263	
5135	25014	24026	1174	0	0	112	0	0	24026	0	0	-74	
5210	65153	65956	3240	0	0	2283	0	17	65973	0	0	-1777	
5247	138685	133920	5313	0	0	0	0	0	133920	0	0	-548	
5274	11964	11628	468	0	0	0	0	0	11628	0	0	-132	
5331	24073	23483	1176	0	0	103	0	0	23483	0	0	-483	
5461	28325	25998	3528	0	0	1500	0	0	25998	0	0	299	
5751	22373	22458	957	0	0	820	0	0	22458	0	0	-222	
6039	8737	8373	395	0	0	0	0	0	8373	0	0	-31	
6057	1433	1359	73	0	0	0	0	0	1359	0	0	1	
6141	3939	3752	187	0	0	0	0	0	3752	0	0	0	
6329	24838	22908	2129	0	0	0	0	0	22908	0	0	-199	
6972	96715	95998	2537	0	0	1500	0	0	95998	0	0	-320	
7009	55046	52067	4916	0	6	1500	0	0	52067	0	0	-443	
7045	10938	10609	468	0	0	0	0	0	10609	0	0	-139	
7157	3978	3898	131	0	0	36	0	0	3898	0	0	-15	
7166	54173	48661	5464	0	0	0	0	0	48661	0	0	48	
7456	3926	3822	169	0	0	0	0	0	3822	0	0	-65	
7634	5128	5147	244	0	0	200	0	0	5147	0	0	-63	
8033	7386	6785	613	0	0	0	0	0	6785	0	0	-12	
8417	1001684	1020417	-12374	0	-6359	0	0	0	1020417	0	0	0	
8462	8982	8660	718	0	0	172	0	0	8660	0	0	-224	
8631	6085	6064	173	0	0	150	0	0	6064	0	0	-2	
9357	42171	39481	4475	0	0	1728	0	0	39481	0	0	-57	
9553	6746	6405	378	0	0	24	0	0	6405	0	0	-13	
9807	199644	187716	41262	0	0	27000	0	0	187716	0	0	-2334	
9955	9472	9337	745	0	0	420	0	0	9337	0	0	-190	
10157	5024	5041	54	0	0	0	0	0	5041	0	0	-71	
10250	24540	23668	2666	0	0	1715	0	0	23668	0	0	-79	
10849	23005	22393	1032	0	0	419	0	0	22393	0	0	-1	
10858	33291	31535	1756	0	0	0	0	0	31535	0	0	0	
11145	13407	12797	906	0	0	240	0	0	12797	0	0	-56	
11640	20414	19241	1358	0	0	0	0	0	19241	0	0	-185	
11837	9043	8900	868	0	0	670	0	0	8900	0	0	-55	
12030	21905	20930	2065	0	0	1050	0	0	20930	0	0	-40	
12058	9764	9330	513	0	0	0	0	0	9330	0	0	-79	
12142	20553	20348	465	0	0	0	0	0	20348	0	0	-260	
12245	11484	11418	569	0	0	340	0	0	11418	0	0	-163	
12311	1695310	1500322	188916	0	63	0	0	0	1500322	0	0	6009	
12647	6682	6441	323	0	0	82	0	0	6441	0	0	0	
12656	839	823	16	0	0	0	0	0	823	0	0	0	
12937	14642	14392	474	0	0	150	0	0	14392	0	0	-74	
12946	44639	44204	4807	0	0	3700	0	0	44204	0	0	-672	
12955	10729	10327	856	0	0	463	0	0	10327	0	0	9	
13037	9894	14463	-4548	0	0	0	0	0	14463	0	0	-21	
13103	135131	134479	5836	0	0	0	0	0	134479	0	0	-5184	
13251	3271	3562	579	0	0	820	0	0	3562	0	0	-50	
13457	5325	5051	284	0	0	0	0	0	5051	0	0	-10	
14052	5264	5167	398	0	0	300	0	0	5167	0	0	-1	
14155	9974	10013	942	0	0	966	0	0	10013	0	0	-15	
14258	59011	55636	11074	0	0	7500	0	0	55636	0	0	-199	
14409	3815488	3607952	229541	0	0	0	0	0	3607952	0	0	-22005	
14454	5185	5094	412	0	0	300	0	0	5094	0	0	-21	
14650	3691	3393	299	0	0	0	0	0	3393	0	0	-1	
14753	2862	2828	91	0	0	0	44	0	2828	0	0	-13	
14865	14867	11762	702	0	3000	393	0	0	11762	0	0	-204	
15536	194241	179330	15436	0	0	0	0	0	179330	0	0	-525	
16337	31288	29269	2412	0	0	200	0	0	29269	0	0	-193	
16458	25618	25274	890	0	0	388	0	0	25274	0	0	-158	
16551	11963	11023	953	0	0	0	0	0	11023	0	0	-13	
16748	4799	4785	64	0	0	20	0	0	4785	0	0	-30	
16944	4461	4497	87	0	0	90	0	0	4497	0	0	-33	
16953	5057	5117	149	0	0	176	0	0	5117	0	0	-33	
17110	16868	16121	1747	0	0	1000	0	0	16121	0	0	0	
17147	63710	63531	5270	0	0	4350	0	0	63531	0	0	-741	
17259	5335	5340	622	0	0	372	0	0	5340	0	0	-255	
17464	111936	104055	10294	0	0	2275	0	0	104055	0	0	-138	
17549	34123	31261	3391	0	0	0	0	0	31261	0	0	-529	
17839	14079	13273	1201	0	349	677	0	0	13273	0	0	-67	
17950	13704	13431	641	0	0	340	0	0	13431	0	0	-28	
18050	30247	28959	1633	0	0	0	0	0	28959	0	0	-345	
18135	14870	14150	722	0	0	219	0	0	14150	0	0	217	
18368	45853	42815	3558	0	0	500	0	0	42815	99	0	-119	
18377	2289	2201	88	0	0	0	0	0	2201	0	0	0	
18827	15404	14912	933	0	0	399	0	0	14912	0	0	-42	
18836	11265	10999	733	0	0	462	0	0	10999	0	0	-5	
18854	2976	2399	116	0	500	0	0	0	2399	0	0	-39	
18957	5079	4878	213	0	0	0	0	0	4878	0	0	-12	
19356	9033	9005	731	0	0	575	0	0	9005	0	0	-128	
19730	153157	151964	6612	0	0	5250	0	0	151964	0	0	-169	
19936	14190	13860	1341	0	0	841	0	0	13860	0	0	-170	
19972	10004	9864	209	0	0	0	0	-69	9795	0	0	0	
20053	4368	4056	355	0	0	0	0	0	4056	0	0	-43	
20147	4527	4658	145	0	0	225	0	0	4658	0	0	-51	
20259	6939	6711	777	0	0	505	0	0	6711	0	0	-44	
20370	14038	15027	701	0	0	1879	0	0	15027	168	0	21	
20512	8527	8256	367	0	0	136	0	0	8256	0	0	40	
20633	24111	23157	757	0	0	0	0	0	23157	0	0	197	
20754	1460	1459	7	0	0	0	0	0	1459	0	0	-6	
20839	11530	9553	639	0	1350	0	0	0	9553	0	0	-12	
20857	4814	4734	428	0	0	276	0	0	4734	0	0	-72	
20866	13730	13078	726	0	0	0	0	0	13078	0	0	-74	
21256	1086	1091	-8	0	0	0	0	0	1091	0	0	3	
21359	1778	1757	143	0	0	125	0	0	1757	0	0	3	
21630	6580	6150	449	0	0	0	0	0	6150	0	0	-19	
21658	10843	10933	697	0	0	667	0	0	10933	0	0	-120	
22048	17124	17068	16	0	0	0	0	0	17068	0	0	40	
22235	27093	26147	1319	0	0	350	0	0	26147	0	0	-23	
22356	17787	17900	1787	0	0	1300	0	0	17900	0	0	-600	
22459	9055	8891	618	0	0	420	0	0	8891	0	0	-34	
22543	10810	10441	545	0	0	115	0	0	10441	0	0	-61	
22552	3764	3975	424	0	0	639	0	0	3975	0	0	4	
22730	10340	10105	306	0	0	0	0	0	10105	0	0	-71	
22936	13960	12942	1231	0	0	150	0	0	12942	0	0	-63	
22954	5178	4986	392	0	0	184	0	0	4986	0	0	-16	
23036	33582	30863	3966	0	91	1437	0	0	30863	0	0	99	
23045	7272	7180	229	0	0	144	0	0	7180	0	0	7	
23241	272972	263841	15623	0	0	6000	0	0	263841	0	0	-492	
23456	7717	7468	674	0	0	444	0	0	7468	0	0	19	
23504	46450	45988	4575	0	0	3414	0	0	45988	0	0	-699	
23540	14238	13358	1167	0	0	0	0	0	13358	0	0	-287	
23643	15637	15014	795	0	0	126	0	0	15014	0	0	-46	
23755	9135	9165	670	0	0	600	0	0	9165	0	0	-100	
23812	64875	66033	2667	0	0	3300	0	0	66033	0	0	-525	
24006	83823	80039	3882	0	0	0	0	0	80039	0	0	-98	
24266	268938	272999	18995	0	0	21322	0	0	272999	0	0	-1734	
24453	14135	6298	35	7802	0	0	0	0	6298	0	0	0	
24659	3602	3617	241	0	0	250	0	0	3617	0	0	-6	
24668	13697	13762	896	0	0	761	0	0	13762	0	0	-200	
24855	832	799	32	0	0	0	0	1	800	0	0	0	
24949	50391	39158	3009	9051	0	840	0	0	39158	0	0	13	
25357	3416	3240	331	0	0	110	0	0	3240	0	0	-45	
25647	7262	6910	330	0	0	60	0	0	6910	0	0	82	
25852	42494	40274	2477	0	0	0	0	0	40274	0	0	-257	
26149	6346	6243	243	0	0	76	0	0	6243	0	0	-64	
26233	30677	28672	3689	0	0	1500	0	0	28672	0	0	-184	
26242	49689	48752	2649	0	0	1191	0	0	48752	0	0	-521	
26457	2661	2592	80	0	0	0	0	0	2592	0	0	-11	
26756	2315	1963	357	0	0	0	0	0	1963	0	0	-5	
26765	5820	5857	118	0	0	0	0	0	5857	0	0	-155	
26859	30984	29306	1678	0	0	0	0	0	29306	0	0	0	
26916	33847	33599	2006	0	0	1550	0	0	33599	0	0	-208	
27548	38804	38745	1154	0	0	900	0	0	38745	0	0	-195	
27614	23447	22996	1411	0	0	664	0	0	22996	0	0	-296	
27838	20724	20320	2438	0	0	1900	0	0	20320	25	0	-159	
27847	16389	15851	1928	0	0	1059	0	0	15851	0	0	-331	
28013	157541	152124	7561	0	0	0	0	0	152124	0	0	-2144	
28152	4835	4539	564	0	0	250	0	0	4539	0	0	-18	
28255	10132	9646	651	0	0	0	0	0	9646	0	0	-165	
28349	11967	11913	709	0	0	395	0	0	11913	0	0	-260	
28406	116711	114241	5216	0	0	0	0	0	114241	0	0	-2746	
28572	5609	5444	257	0	0	85	0	0	5444	0	0	-7	
28732	6128	6091	296	0	0	72	0	0	6091	0	0	-187	
29104	97013	71411	4066	26751	139	3784	0	0	71411	0	0	-1570	
29159	4978	2384	3	0	2833	0	0	0	2384	0	0	-242	
29252	9743	9175	736	0	0	0	0	0	9175	0	0	-168	
29636	62277	60051	4021	0	0	1641	0	0	60051	0	0	-154	
29850	5829	5709	422	0	0	300	0	0	5709	0	0	-2	
29944	9223	7016	-963	0	0	0	0	0	7016	3200	0	-30	
29953	6672	6597	854	0	0	750	0	0	6597	0	0	-29	
30052	1908	1829	82	0	0	0	0	0	1829	0	0	-3	
30155	7914	8317	492	0	0	650	0	-15	8302	0	0	-230	
30258	22075	19486	1744	0	900	0	0	0	19486	0	0	-55	
30418	39727	40098	15	0	0	0	0	0	40098	0	0	-386	
30502	37608	37107	1606	0	0	790	0	0	37107	0	0	-315	
30650	13157	13057	855	0	0	750	0	-6	13051	0	0	1	
30810	3081860	2908806	348227	0	0	175000	0	0	2908806	0	0	-173	
30856	13537	12732	1131	0	0	350	0	0	12732	0	0	24	
31134	12027	11596	575	0	0	0	0	0	11596	0	0	-144	
31255	29885	29482	517	0	0	0	0	0	29482	0	0	-114	
31657	7992	7720	272	0	0	0	0	0	7720	0	0	0	
31826	31522	30179	1721	0	0	343	0	0	30179	0	0	-35	
31835	11567	11363	297	0	0	0	0	-2	11361	0	0	-91	
32159	10310	8133	335	0	0	161	0	0	8133	2000	0	3	
32234	8943	9189	531	0	0	581	0	0	9189	0	0	-196	
32766	3836	3778	178	0	0	120	0	0	3778	0	0	0	
33147	22129	22554	790	0	0	1000	0	0	22554	0	0	-215	
33259	35848	33948	4099	0	0	2000	0	0	33948	0	0	-199	
33268	5640	5576	278	0	0	150	0	0	5576	0	0	-64	
33549	3951	3923	202	0	0	122	0	35	3958	0	0	-87	
33727	26422	25432	1218	0	0	0	0	0	25432	0	0	-228	
33754	4333	4183	165	0	0	0	0	0	4183	0	0	-15	
33772	242646	234778	13859	0	0	5500	0	0	234778	0	0	-491	
33839	2604	2551	154	0	-5	77	0	0	2551	0	0	-19	
33857	6343	6303	354	0	0	356	0	0	6303	0	0	42	
34153	74450	74646	6437	0	0	6330	0	0	74646	0	0	-303	
34359	4646	4550	122	0	0	0	0	0	4550	0	0	-26	
34425	24672	24082	1434	0	0	600	0	0	24082	0	0	-244	
34434	13251	12477	804	0	0	0	0	0	12477	0	0	-30	
34452	8574	8199	417	0	0	0	0	0	8199	0	0	-42	
34537	115227	102205	9088	0	0	3102	0	0	102205	7000	0	36	
34555	17083	16459	664	0	0	0	0	0	16459	0	0	-40	
34742	20332	20006	924	0	0	375	0	0	20006	0	0	-223	
34836	2044	1994	61	0	0	0	0	0	1994	0	0	-11	
34863	1689	1733	145	0	0	189	0	0	1733	0	0	0	
35057	7019	7027	135	0	0	95	0	0	7027	0	0	-48	
35244	46646	45071	1742	0	0	0	0	0	45071	0	0	-167	
35301	6313289	6261804	389290	0	8697	270000	0	0	6261804	0	0	-76502	
35570	407802	428227	-21956	0	0	0	0	0	428227	0	0	1531	
35646	9868	9600	339	0	0	158	0	96	9696	0	0	-9	
35842	5726	5628	326	0	0	180	0	0	5628	0	0	-48	
35936	3102	2984	118	0	0	0	0	0	2984	0	0	0	
36054	67559	60472	4804	0	4500	2198	0	0	60472	0	0	-19	
36344	22491	22214	1875	0	0	1062	0	0	22214	0	0	-536	
36456	6189	6035	401	0	0	230	0	0	6035	0	0	-17	
36858	18086	16119	2004	0	0	0	0	0	16119	0	0	-37	
36933	8160	7869	358	0	0	0	0	0	7869	0	0	-67	
37051	3621	3478	196	0	0	0	0	0	3478	0	0	-53	
37341	2313	2190	248	0	-109	0	0	0	2190	0	0	-16	
37350	2256	2127	279	0	0	132	0	0	2127	0	0	-18	
37378	8524	7981	768	0	0	200	0	0	7981	0	0	-25	
37435	55545	55335	4326	0	0	3650	0	0	55335	0	0	-466	
