RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5486,0,2351,6725,0,12532,0,0,0,0,51493,0,891,,28830,3589,4053,10181,50602,0,0,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2008-09-30
3167,0,455,4870,0,9070,0,0,0,0,15770,0,1315,,7309,2937,1442,8615,14455,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2008-09-30
11653,0,0,6362,0,16389,0,0,0,0,74213,0,0,,37976,1231,11208,16389,74213,0,0,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2008-09-30
964,0,58,1635,0,1635,0,0,0,0,5264,0,1299,,2967,1033,0,1577,3965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2008-09-30
2955,0,183,2536,0,4519,0,0,99,0,19565,0,1293,,9490,5346,857,4336,18173,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2008-09-30
110359,7,5951,14922,0,23686,0,0,0,0,241130,0,60168,,46899,54523,6947,17728,180962,0,0,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2008-09-30
282,16,1302,16021,0,56887,0,0,0,0,87237,0,6506,,48063,11394,11130,55565,80731,4,0,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2008-09-30
3723,15,5882,10335,0,20803,0,0,0,0,87238,0,2815,,41365,19973,7308,14906,84423,0,0,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2008-09-30
1542,63,6877,118293,0,189867,0,0,0,0,241547,12,16736,,57005,138060,18040,182927,224799,0,0,3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2008-09-30
2871,0,955,5165,0,9149,0,0,0,0,23063,0,3173,,11620,1603,1931,8194,19840,0,50,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2008-09-30
7629,25,486,19798,0,37571,0,0,64919,0,597702,0,12033,,204994,224261,34166,37060,585669,0,0,17389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2008-09-30
79713,7,2316,2735,0,15474,0,0,0,0,184448,0,16123,,54612,13592,11231,13103,168325,48,0,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2008-09-30
37974,8,293,50702,0,68899,0,0,8381,0,216094,0,13566,,98165,39990,21945,68598,202033,0,495,7282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2008-09-30
813,0,424,2644,0,4211,0,0,93937,0,140971,0,23484,,110484,1822,19,3787,103487,0,14000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2008-09-30
10584,11,10622,12025,0,39674,0,0,49534,0,119860,0,2239,,78633,21176,8814,29041,116858,0,763,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2008-09-30
13772,0,5526,18150,0,41391,0,0,0,0,50631,0,4800,,16938,3110,7075,35865,45831,0,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2008-09-30
205459,0,169,15450,0,23586,0,0,0,0,742687,0,558,,344828,76717,49272,23417,742129,0,0,9164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2008-09-30
1438,0,359,2615,0,3844,0,0,17138,0,32397,0,1173,,23086,3750,644,3485,29829,0,1395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2008-09-30
733,0,242,15,0,3635,0,0,0,0,4943,0,1517,,2411,85,85,3393,3426,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2008-09-30
30554,16,2239,74644,0,107503,0,0,9839,0,340194,0,51464,,61305,49849,10378,105248,288730,0,0,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2008-09-30
6973,0,876,2128,0,7911,0,0,424,0,29957,0,5252,,12810,1020,1880,7035,24225,0,480,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2008-09-30
9646,18,5990,14693,0,26599,0,0,69618,0,331073,0,28283,,118169,145260,8422,20591,297318,0,5472,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2008-09-30
9429,7,606,10629,0,70521,0,0,0,0,48318,0,2164,,18367,4332,5383,69908,46154,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2008-09-30
1277,0,2331,2271,0,6959,0,0,0,0,15346,0,2035,,8013,1555,485,4628,13311,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2008-09-30
20685,0,6099,15661,0,55698,0,0,0,0,82604,0,2109,,35306,4116,5865,49599,80495,0,0,2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2008-09-30
5244,42,1660,26190,0,34314,0,0,0,0,66997,0,5925,,16172,30874,339,32612,61072,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2008-09-30
23364,0,3905,22453,0,38096,0,0,0,0,142011,0,2797,,47598,16313,11198,34191,139214,0,0,3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2008-09-30
8210,0,6696,18923,0,37059,0,0,0,0,86351,0,17879,,33079,17159,6132,30363,68472,0,0,2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2008-09-30
7981,21,4364,12685,0,21326,0,0,13957,0,83094,0,521,,27092,4446,15851,16941,82573,0,0,10702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2008-09-30
52810,0,1277,20517,0,46152,0,0,6625,0,144865,0,6401,,52935,6346,9513,44875,137348,0,1116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2008-09-30
26246,9,97,34838,0,39990,0,0,18963,0,186419,0,6309,,82273,21337,15191,39884,168732,0,11378,7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2008-09-30
56770,13,2,26858,0,39064,0,0,0,0,300255,0,5,,136885,14904,21437,39049,294810,0,5440,6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2008-09-30
26494,0,0,10838,0,14980,0,0,78103,0,244872,0,3120,,77256,3221,532,14980,229823,0,11929,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2008-09-30
10706,0,18801,34441,0,57322,0,0,76566,0,211458,0,6245,,46888,14393,11247,38521,115934,0,89279,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2008-09-30
203261,51,12882,59107,0,82548,0,0,5259,0,598007,0,14955,,235271,104223,55438,69615,582388,0,664,7656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2008-09-30
17832,7,0,37627,0,48038,0,0,4922,0,162218,0,0,,45302,67237,7773,48031,162218,0,0,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2008-09-30
121445,15,2157,32511,0,47269,0,0,0,0,293281,0,10120,,15107,120708,4755,45021,283161,76,0,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2008-09-30
4271,22,1029,6231,0,16245,0,0,0,0,66333,0,19897,,12377,34668,5062,15194,46436,0,0,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2008-09-30
6259,0,3329,12615,0,21608,0,0,0,0,49601,0,2602,,27552,3478,7834,18183,46993,96,6,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2008-09-30
1755,8,4182,12417,0,21406,0,0,0,0,19327,0,1642,,7281,625,962,17216,17685,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2008-09-30
12808,9,12068,64172,0,96803,0,0,14885,0,275607,0,4806,,107493,27476,13269,84726,270801,0,0,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2008-09-30
48640,21,4036,41165,0,66549,0,0,150177,0,706998,54,30050,,246456,359936,27607,62380,672503,112,4391,6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2008-09-30
0,52,9,46081,0,46081,0,0,0,0,580425,0,0,,0,580425,1400,46020,580425,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2008-09-30
10182,0,20649,15437,0,49218,0,0,0,0,57182,0,4320,,23980,12995,5040,28569,52862,0,0,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2008-09-30
1171,0,245,4119,0,6366,0,0,0,0,25026,11,682,,12536,5196,2684,6121,24333,0,0,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2008-09-30
8427,0,7284,9314,0,19865,0,0,0,0,28507,0,1732,,16068,0,2316,12578,26775,3,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2008-09-30
3564,0,1218,7145,0,10917,0,0,17538,0,61723,0,430,,23622,796,3336,9699,60203,0,1090,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2008-09-30
6014,0,1096,19442,0,29873,0,0,0,0,59220,0,6881,,27645,112,2495,28777,52339,0,0,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2008-09-30
278,3,1232,26974,0,44312,0,0,0,0,54590,0,5013,,13610,9560,2986,43077,49577,0,0,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2008-09-30
8280,0,164,9019,0,15541,0,0,0,0,31492,0,184,,12888,2290,2837,15377,31308,0,0,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2008-09-30
71734,97,0,13066,0,17107,0,0,0,0,224676,9409,0,,1389,149333,1423,17010,215267,0,0,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2008-09-30
0,1,1041,7864,0,17866,0,0,0,0,44166,0,7545,,25895,3012,7594,16824,36621,0,0,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2008-09-30
423547,0,42187,54115,0,83603,0,0,208039,0,1858622,0,286243,,333965,892817,81308,41416,1572379,0,0,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2008-09-30
6289,36,1229,11133,0,26288,0,0,0,0,43495,1,11917,,15926,11749,2096,25023,31577,0,0,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2008-09-30
4722,0,920,9831,0,15867,0,0,2600,0,30832,0,3158,,16182,6432,1781,14947,25074,0,2600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10157,2008-09-30
41842,25,759,19381,0,45129,0,0,53640,0,334940,0,26020,,127834,63137,45420,44345,301801,0,7119,18683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2008-09-30
45211,1565,5951,11740,0,20156,0,0,0,0,247852,0,58258,,74877,32575,8706,12635,189594,5,0,2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2008-09-30
35375,35,3736,10736,0,17442,0,0,6279,0,338737,0,27435,,122410,94910,10051,13671,300697,0,10605,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10858,2008-09-30
12815,0,17165,16592,0,51985,0,0,0,0,81756,0,10367,,31002,17733,7111,34229,71389,591,0,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2008-09-30
71075,9,7640,15726,0,24415,0,0,0,0,192115,0,40801,,43606,18517,11083,16758,151314,8,0,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2008-09-30
3902,0,10838,7196,0,25060,0,0,99,0,49696,0,1301,,22062,5093,4107,14222,48296,0,99,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837,2008-09-30
13983,2,12472,29333,0,55893,0,0,0,0,250800,0,8299,,126364,27539,22916,43419,229847,0,12654,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12030,2008-09-30
12315,14,5809,29797,0,55707,0,0,0,0,66308,0,6400,,22406,4214,7271,49654,59908,230,0,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12142,2008-09-30
13848,0,1662,15325,0,22846,0,0,3300,0,68202,0,11135,,24323,9989,5542,21184,57067,0,0,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12245,2008-09-30
3952019,0,300939,1459044,5,3147494,0,0,2142039,0,33727322,0,3188764,,12613116,12312660,1407660,2843588,30538558,2962,0,188262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12311,2008-09-30
4196,0,256,10034,0,15714,0,0,11886,0,51835,0,13906,,14246,13416,4557,15458,37929,0,0,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12647,2008-09-30
980,0,442,2405,0,3956,0,0,0,0,8139,0,585,,4341,427,377,3514,7554,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656,2008-09-30
8861,0,0,25565,0,36294,0,0,1676,0,125277,0,0,,20618,9618,5707,36294,125277,0,0,3470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12937,2008-09-30
25471,20,18967,25375,0,61798,0,0,0,0,447504,0,43710,,138514,133895,32301,42811,403794,0,0,10137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12946,2008-09-30
5542,0,3076,18709,0,28211,0,0,0,0,78294,0,15628,,23141,20305,5751,25135,62666,0,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12955,2008-09-30
17662,0,2464,17709,0,28132,0,0,0,0,63757,0,704,,30645,5056,4955,25668,63053,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13037,2008-09-30
165654,67,4695,31356,0,70193,0,0,0,0,694772,0,3471,,174221,218967,54037,65193,690958,238,343,13367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13103,2008-09-30
298,0,21,3986,0,6090,0,0,0,0,25180,0,706,,12402,10539,2794,6069,24474,0,0,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251,2008-09-30
1918,0,717,1729,0,4014,0,0,0,0,10448,0,1208,,4019,1742,1048,3297,9240,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13457,2008-09-30
7087,0,1582,8815,0,15033,0,0,0,0,43620,0,196,,13235,11270,3430,13355,43424,96,0,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14052,2008-09-30
5301,13,2154,7889,0,20191,0,0,9885,0,66246,0,13324,,31221,13447,5296,18024,52728,0,194,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14155,2008-09-30
20281,0,14600,41504,0,77722,0,0,0,0,879664,0,76145,,46814,663551,26851,63019,803519,103,0,8650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14258,2008-09-30
2451,0,260,2825,0,4296,0,0,2258,0,16582,0,1207,,9489,3082,1398,4036,13801,0,1574,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14454,2008-09-30
4093,1,2123,5926,0,9990,0,0,0,0,11305,0,245,,5568,390,1212,7866,11060,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14650,2008-09-30
7106,0,384,5685,0,5685,0,0,0,0,21536,0,1484,,9852,0,3817,5301,20052,0,0,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14753,2008-09-30
73042,21,2083,10507,0,16732,0,0,2116,0,161629,0,23780,,35554,31509,6940,14628,137849,0,0,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14865,2008-09-30
2200,0,0,3062,0,5803,0,0,0,0,32055,0,0,,13452,1317,2897,5803,32055,0,0,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14977,2008-09-30
251194,386,2303,217191,0,387881,0,0,212530,0,2689850,0,15135,,975807,795032,214535,385130,2586987,62,87728,56801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15536,2008-09-30
96781,52,7909,14111,0,23427,0,0,34675,0,370240,0,31092,,133305,31277,27452,15466,339148,0,0,9160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16337,2008-09-30
48969,32,589,16204,0,23735,0,0,0,0,164744,0,6915,,30345,65533,8958,22821,157829,293,0,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16458,2008-09-30
18027,6,1350,15690,0,25203,0,0,20106,0,95858,0,3791,,40662,2990,14011,23847,90976,0,1091,5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16551,2008-09-30
5921,4,991,7921,0,11360,0,0,0,0,32762,0,3292,,18014,3075,3590,10365,29470,0,0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16748,2008-09-30
6373,0,1457,4718,0,10896,0,0,0,0,16353,0,814,,6907,1216,692,9439,15539,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16944,2008-09-30
3348,0,819,4924,0,7926,0,0,0,0,16718,0,145,,9124,2361,593,7107,16573,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16953,2008-09-30
0,0,0,0,0,0,0,0,0,0,86754,0,7141,,16644,0,3191,0,79613,0,0,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17110,2008-09-30
511135,45,41964,82088,0,163471,0,0,136005,0,1327319,0,281530,,451767,54112,73748,117378,1045789,4084,0,14953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17147,2008-09-30
11629,0,0,7091,0,13719,0,0,0,0,39164,0,3636,,15912,1411,5021,13719,35528,0,0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17259,2008-09-30
38459,153,9450,241528,0,270214,0,0,330496,0,1488676,0,144928,,372888,925119,16331,260611,1336902,0,6846,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464,2008-09-30
9118,14,287,10617,0,23890,0,0,0,0,152708,0,11629,,34551,58227,10875,23589,141079,0,0,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17839,2008-09-30
28230,940,14395,25648,0,56826,0,0,3000,0,127349,109,18321,,33716,38493,6475,41491,105919,0,3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17950,2008-09-30
97588,12,5582,19831,0,32768,0,0,0,0,218416,0,18256,,58304,22150,10204,27174,200160,0,0,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18050,2008-09-30
22916,0,0,42146,0,58458,0,0,5245,0,100321,0,12919,,28639,9087,2410,58458,86615,0,787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18135,2008-09-30
3229,0,0,0,0,0,0,0,98,0,25388,0,0,,18265,0,3692,0,25092,0,296,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18377,2008-09-30
140215,1518,7017,37862,0,87764,0,0,0,0,222179,24,17287,,51936,6175,12219,79229,204868,0,0,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18827,2008-09-30
6941,3,1375,16968,0,23647,0,0,1460,0,97761,0,717,,53062,8301,12822,22269,96781,0,263,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18836,2008-09-30
12240,0,1245,10086,0,17496,0,0,13969,0,74125,0,1769,,42826,1248,1330,16251,71344,0,1012,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18854,2008-09-30
5131,0,3515,4834,0,11160,0,0,0,0,35880,0,4974,,14653,2212,4551,7645,30906,0,0,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18957,2008-09-30
6795,0,3364,10143,0,21850,0,0,0,0,46343,0,485,,25340,3531,2752,18199,45858,287,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19356,2008-09-30
227082,86,35284,206541,0,257493,0,0,237435,0,1608385,0,48897,,647584,396813,64003,222123,1559488,0,0,14436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19730,2008-09-30
8315,8,44706,32031,0,89769,0,0,24120,0,129858,0,5395,,34288,26391,7982,45055,124463,0,0,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19936,2008-09-30
44538,0,0,0,0,0,0,0,0,0,44538,0,0,,0,0,0,0,44538,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19972,2008-09-30
11651,0,315,7677,0,11879,0,0,4896,0,51922,0,2204,,24461,5879,3336,11564,49718,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20053,2008-09-30
6566,0,1648,9285,0,13875,0,0,0,0,43785,0,768,,18247,9469,2520,12227,43017,0,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20147,2008-09-30
11560,0,6740,28033,0,41363,0,0,265,0,37519,0,9066,,5408,9566,859,34623,28453,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20259,2008-09-30
7906,15,418,26873,0,42520,0,0,0,0,129007,0,1780,,71346,17698,4413,42087,127227,0,0,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20370,2008-09-30
12243,0,0,14332,0,22425,0,0,0,0,43493,0,0,,20379,2210,419,22425,43493,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20512,2008-09-30
