RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
7565,0,7243,11285,0,22973,0,0,0,0,45215,0,234,7394,24311,3472,4311,15730,44981,0,0,431,,,,,,,,,,,,9521,346,,0,0,0,,,,,,true,,,,,,,37,2014-12-31
4866,0,523,7200,0,13532,0,0,0,0,16661,0,2402,1700,5044,2740,1800,13009,14259,0,0,238,,,,,,,,,,,,1861,2150,,0,2150,0,,,,,,true,,,,,,,242,2014-12-31
27005,0,0,11306,0,34076,0,0,0,0,97970,0,0,0,30280,2392,12315,34076,97970,0,0,4766,,,,,,,,,,,,32007,6287,,0,3301,0,,,,,,true,,,,,,,279,2014-12-31
1196,0,192,2811,0,2811,0,0,0,0,5577,0,919,313,2368,1505,0,2619,4658,0,0,0,,,,,,,,,,,,508,0,,0,0,0,,,,,,false,,,,,,,354,2014-12-31
5236,0,446,5597,0,8551,0,0,0,0,28183,0,2488,1045,7538,12526,2158,8105,25695,0,0,741,,,,,,,,,,,,2883,0,,0,0,0,,,,,,true,,,,,,,457,2014-12-31
138009,0,4475,13782,0,24988,0,0,0,0,339523,0,124356,120868,23614,165209,6062,20513,215167,0,0,2048,,,,,,,,,,,,9649,3042,,0,3042,0,,,,,,true,,,,,,,505,2014-12-31
804,4,4908,23985,0,113018,0,0,0,0,67635,0,1382,5357,34074,10781,11825,108054,66253,52,0,4457,,,,,,,,,,,,16874,5102,,0,2563,0,,,,,,true,,,,,,,1155,2014-12-31
5067,0,10883,16827,0,32655,0,0,0,0,104055,0,7208,14350,43002,18809,9465,21772,96847,0,0,3631,,,,,,,,,,,,27160,10017,,0,9003,0,,,,,,false,,,,,,,1351,2014-12-31
967,0,12771,176041,0,307134,0,0,0,0,327775,1018,29173,29914,46821,219869,26420,294363,297584,0,0,8270,,,,,,,,,,,,19674,40444,,0,11246,0,,,,,,true,,,,,,,1454,2014-12-31
10333,0,3325,29058,0,38236,0,0,0,0,29644,0,2189,2935,9268,2955,1718,34911,27455,0,0,0,,,,,,,,,,,,3691,3397,,0,3397,0,,,,,,false,,,,,,,1557,2014-12-31
23756,24,17443,48750,0,105637,0,0,0,0,100243,0,351,17794,34416,22090,10237,88127,99852,43,40,1941,,,,,,,,,,,,16211,3770,,0,0,0,,,,,,true,,,,,,,1669,2014-12-31
48212,0,0,101184,0,123961,0,0,258,0,193371,0,2653,2539,50273,70064,18375,123961,190718,0,0,6843,,,,,,,,,,,,17124,7698,,0,3134,0,,,,,,true,,,,,,,1829,2014-12-31
1421,0,613,3529,0,5084,0,0,14206,0,70674,0,314,0,36007,7718,0,4471,30244,0,40116,0,,,,,,,,,,,,24528,1000,,0,1000,38181,,,,,,false,,,,,,,1856,2014-12-31
15093,11,3227,25881,0,52278,0,0,39154,0,111596,0,5116,705,29788,61108,5483,49040,106220,0,260,228,,,,,,,,,,,,5003,605,,0,303,0,,,,,,true,,,,,,,2040,2014-12-31
22287,0,615,25052,0,56430,0,0,0,0,53400,0,417,791,11865,6304,7722,55815,52983,0,0,0,,,,,,,,,,,,8094,4850,,0,4849,0,,,,,,true,,,,,,,2161,2014-12-31
546838,0,17023,21269,0,87742,0,0,202207,0,1725884,26000,203107,197006,327152,494279,75996,70719,1491432,0,5345,25460,,,,,,,,,,,,258236,99379,,0,54257,0,,,,,,true,8044,27037,273676,175229,333358,67906,2376,2014-12-31
1787,0,172,54,0,7189,0,0,0,0,5382,38,553,102,3060,0,0,7017,4791,0,0,0,,,,,,,,,,,,536,0,,0,0,0,,,,,,false,,,,,,,2554,2014-12-31
55984,0,12448,125154,0,190270,0,0,0,0,293526,0,11227,22925,39899,78375,14255,177822,282299,0,0,4575,,,,,,,,,,,,31589,87679,,0,87426,0,,,,,,true,,,,,,,2732,2014-12-31
14000,0,2443,7165,0,15543,0,0,0,0,29710,0,5523,5468,10148,658,1532,13100,23649,0,538,104,,,,,,,,,,,,4384,520,,0,0,0,,,,,,true,,,,,,,2750,2014-12-31
494166,0,21565,33366,0,75178,0,0,0,0,718408,0,159468,181033,116004,45474,43213,53613,558693,0,247,11091,,,,,,,,,,,,48462,14301,,0,11380,0,,,,,,true,9631,16469,0,45474,418392,75520,3177,2014-12-31
15133,0,25058,23363,0,53233,0,0,20835,0,90830,2660,28680,46109,16965,15320,5578,28175,57173,0,2317,0,,,,,,,,,,,,26718,16694,,0,14022,0,,,,,,false,,,,,,,3252,2014-12-31
1896,0,3201,4047,0,10771,0,0,0,0,15877,0,1865,3923,6474,3628,742,7570,14012,0,0,101,,,,,,,,,,,,3282,597,,0,597,0,,,,,,false,,,,,,,3458,2014-12-31
28859,0,24172,35336,0,101419,0,0,0,0,84457,0,7206,15882,24344,4761,6927,77247,77251,0,0,2884,,,,,,,,,,,,16398,10095,,0,9743,0,,,,,,false,,,,,,,3720,2014-12-31
98114,0,702,23140,0,43155,0,0,2565,0,506494,0,12642,5402,124192,221908,28153,42453,492161,0,1691,9743,,,,,,,,,,,,51720,10560,,0,6066,1691,,,,,,true,,,,,,,3971,2014-12-31
19174,0,24494,30442,0,87256,0,0,11351,0,102671,0,7455,22972,25504,24025,5984,62762,86776,0,8440,2607,,,,,,,,,,,,28629,5338,,0,3960,0,,,,,,true,,,,,,,4156,2014-12-31
14425,0,11525,20690,0,36422,0,0,0,0,68147,0,2356,13240,20139,7573,16698,24897,65791,0,0,10905,,,,,,,,,,,,19896,6114,,0,3104,665,,,,,,false,,,,,,,4231,2014-12-31
72385,0,3140,27031,0,76870,0,0,2058,0,139080,0,9339,9384,24072,16337,11200,73730,129741,0,0,0,,,,,,,,,,,,21115,5171,,0,1010,0,,,,,,true,,,,,,,4437,2014-12-31
24883,0,3931,46328,0,59549,0,0,14377,0,211805,0,17604,8216,35483,53953,11504,55618,161595,0,32606,3982,,,,,,,,,,,,75980,21506,,0,18439,32355,,,,,,true,,,,,,,4839,2014-12-31
44567,0,0,19919,0,22053,0,0,67150,0,194390,0,643,0,54575,6775,1126,22053,164335,0,29412,507,,,,,,,,,,,,65894,22579,,0,20352,4615,,,,,,false,,,,,,,5069,2014-12-31
14712,0,27212,68155,0,114807,0,0,28957,0,222650,0,3222,24944,56991,46139,17847,87595,190022,0,29406,7810,,,,,,,,,,,,66931,37877,,446,37154,199,,,,,,true,,,,,,,5135,2014-12-31
384250,1,23890,63802,0,97665,0,0,1015,0,752876,0,61673,71761,162246,116699,54645,73774,691203,0,0,10504,,,,,,,,,,,,56265,33416,,0,30157,0,,,,,,true,32896,27660,73657,43041,285429,37135,5210,2014-12-31
229254,0,4218,37725,0,46149,0,0,8448,0,373749,0,9857,12672,10178,106349,3637,41931,363892,0,0,2026,,,,,,,,,,,,13595,14373,,0,13770,0,,,,,,true,,,,,,,5461,2014-12-31
6224,0,1923,25034,0,46330,0,0,4398,0,112038,0,24608,21482,18719,68192,8186,44407,85008,0,2422,3677,,,,,,,,,,,,16108,2795,,0,1417,0,,,,,,true,,,,,,,5751,2014-12-31
8764,0,7925,22491,0,32952,0,0,0,0,40976,0,820,6336,19691,2873,6176,25027,40150,0,6,1542,,,,,,,,,,,,7565,2083,,0,2083,0,,,,,,false,,,,,,,6039,2014-12-31
3394,11,10529,17610,0,37521,0,0,0,0,17767,0,2188,12717,5263,1849,1130,26981,15579,0,0,414,,,,,,,,,,,,3454,3807,,0,3275,0,,,,,,true,,,,,,,6141,2014-12-31
27578,0,11777,112645,0,148326,0,0,0,0,295182,0,7618,12652,74161,49982,13101,136549,287564,0,0,3710,,,,,,,,,,,,106017,37444,,0,28640,17009,,,,,,false,,,,,,,6329,2014-12-31
0,0,0,177508,0,177508,0,0,0,0,450288,0,0,0,0,450288,20,177508,450288,0,0,0,,,,,,,,,,,,0,0,,0,0,0,,,,,,false,,,,,,,7009,2014-12-31
18380,0,9448,21293,0,99076,0,0,0,0,69948,0,7103,0,23298,15862,6329,89628,62845,0,0,2029,,,,,,,,,,,,8989,3419,,0,1356,0,,,,,,true,,,,,,,7045,2014-12-31
25906,0,0,7885,0,15048,0,0,1502,0,114594,0,489,0,43457,23575,18568,15048,113851,0,254,6122,,,,,,,,,,,,18521,3134,,0,2533,0,,,,,,false,,,,,,,7072,2014-12-31
2173,0,1364,8129,0,14035,0,0,0,0,29766,13,562,955,11640,11544,2952,12671,29191,0,0,755,,,,,,,,,,,,4136,273,,0,273,0,,,,,,false,,,,,,,7157,2014-12-31
14341,0,11494,20794,0,35780,0,0,0,0,29918,0,773,9517,11038,0,2211,24286,29145,0,0,338,,,,,,,,,,,,3660,879,,0,878,0,,,,,,true,,,,,,,7456,2014-12-31
5453,0,4582,9214,0,16290,0,0,0,0,35549,0,178,3118,14294,1217,4572,11708,35122,0,249,2283,,,,,,,,,,,,12358,2227,,0,1704,249,,,,,,true,,,,,,,7634,2014-12-31
18115,0,2255,61441,0,86098,0,0,0,0,96710,0,939,1824,39717,113,6529,83843,95771,0,0,3281,,,,,,,,,,,,26377,12388,,0,8958,0,,,,,,true,,,,,,,8033,2014-12-31
403,0,4049,69801,0,112041,0,0,0,0,57914,0,15293,17642,10665,10242,3864,107742,42621,250,0,1115,,,,,,,,,,,,12333,24271,,0,24271,0,,,,,,true,,,,,,,8462,2014-12-31
16967,0,303,19229,0,25712,0,0,0,0,36075,0,1279,709,9986,2603,2984,25409,34796,0,0,994,,,,,,,,,,,,5209,1310,,0,1310,0,,,,,,true,,,,,,,8631,2014-12-31
114340,162,378,37259,0,42736,0,0,4902,0,328467,6455,0,0,1234,211886,1661,42196,322012,0,0,469,,,,,,,,,,,,1007,0,,0,0,0,,,,,,true,,,,,,,9357,2014-12-31
16839,0,7244,23979,0,41923,0,0,9856,0,68933,0,8144,11253,18424,9225,6842,34679,58351,0,2438,0,,,,,,,,,,,,20182,4263,,0,3611,0,,,,,,true,,,,,,,9553,2014-12-31
398465,0,104073,56833,0,126512,0,0,60000,0,1530384,0,252021,192029,163724,748238,59482,22439,1278363,0,0,5038,,,,,,,,,,,,119979,99978,,0,96384,147189,,,,,,true,8371,9609,336503,411735,263739,134726,9807,2014-12-31
12001,13,2952,23499,0,44599,0,0,974,0,56699,0,13218,11074,9257,27944,1541,41634,43481,0,0,0,,,,,,,,,,,,3862,3635,,0,2635,0,,,,,,true,,,,,,,9955,2014-12-31
98560,0,1440,19740,0,39535,0,0,2276,0,281855,0,8394,6505,57424,84878,36477,38095,272987,0,474,14274,,,,,,,,,,,,29649,11343,,1626,2833,374,,,,,,true,,,,,,,10250,2014-12-31
78235,0,3037,12156,0,16715,0,0,0,0,210111,0,38260,22664,50205,28094,8483,13677,171851,1,0,1607,,,,,,,,,,,,39748,13830,,0,9272,0,,,,,,false,,,,,,,10849,2014-12-31
21146,0,21761,27031,0,72878,0,0,0,0,80332,0,8560,3348,17672,22587,7806,51010,71772,107,0,3304,,,,,,,,,,,,9824,9103,,0,5927,0,,,,,,true,,,,,,,11145,2014-12-31
44110,0,7798,71832,0,101199,0,0,187628,0,999496,0,84928,51744,195625,547395,31009,93401,909575,0,4993,9703,,,,,,,,,,,,158765,53601,,0,35054,0,,,,,,true,12989,43303,144837,365074,37567,6543,11275,2014-12-31
150662,7,5769,13862,0,27792,0,0,0,0,258671,0,35377,30731,42743,16150,18267,21680,223294,336,0,9607,,,,,,,,,,,,29570,19545,,0,11416,0,,,,,,false,,,,,,,11640,2014-12-31
4662,0,34860,7497,0,50106,0,0,0,0,37793,0,1257,33724,16543,5335,3505,15246,36536,0,0,1296,,,,,,,,,,,,10044,1209,,0,1209,0,,,,,,true,,,,,,,11837,2014-12-31
27114,0,15519,69023,0,96473,0,0,0,0,176265,0,2064,13275,72999,23657,20390,80954,174001,0,200,7419,,,,,,,,,,,,43606,8889,,0,5345,0,,,,,,false,,,,,,,12030,2014-12-31
22567,0,6420,52517,0,103660,0,0,0,0,83795,0,7259,10878,23680,12327,8157,97240,76536,0,0,2090,,,,,,,,,,,,13166,12055,,0,11225,0,,,,,,false,,,,,,,12142,2014-12-31
4957,41,0,3479,0,7098,0,0,0,0,22455,0,1000,750,9765,4868,2122,7057,21455,0,0,325,,,,,,,,,,,,1607,1258,,0,1000,0,,,,,,true,,,,,,,12179,2014-12-31
4351691,2237,906965,3854650,0,4597933,0,0,2521997,0,47516646,0,3250451,2015030,3030335,38973347,704616,3686756,44266195,1975,0,99698,,,,,,,,,,,,883478,277795,,200000,378369,0,,,,,,true,368054,615803,15303918,20654545,655017,3680158,12311,2014-12-31
7882,0,986,26738,0,32168,0,0,9133,0,50001,0,3052,0,10943,13042,3812,31182,46949,0,0,1092,,,,,,,,,,,,5847,12287,,6290,7737,0,,,,,,false,,,,,,,12647,2014-12-31
1963,0,466,3952,0,5973,0,0,0,0,9906,0,1158,0,3499,1358,889,5507,8748,0,0,231,,,,,,,,,,,,3087,0,,0,0,0,,,,,,true,,,,,,,12656,2014-12-31
10651,0,0,46783,0,65180,0,0,3424,0,103588,0,0,0,9351,48088,5512,65180,103588,0,0,3606,,,,,,,,,,,,14477,21021,,0,19207,500,,,,,,true,,,,,,,12937,2014-12-31
42255,12,69635,44863,0,127170,0,0,1174,0,686388,0,172539,230467,111666,233781,32562,57523,513849,0,0,13616,,,,,,,,,,,,96448,202238,,0,163812,0,,,,,,true,,,,,,,12946,2014-12-31
11046,0,2621,30360,0,47933,0,0,0,0,70537,0,7466,10087,14050,26810,5234,45312,63071,0,0,1287,,,,,,,,,,,,15790,2841,,0,1844,9356,,,,,,true,,,,,,,12955,2014-12-31
355914,0,75433,61811,0,151475,0,0,24980,0,1043358,0,103925,0,161167,398269,59107,75923,937970,119,1463,17751,,,,,,,,,,,,60677,67331,,0,57299,0,,,,,,true,6011,19540,244824,153445,184933,65746,13103,2014-12-31
2158,0,153,5825,0,9050,0,0,0,0,26263,0,1011,848,7729,15551,1647,8897,25252,0,0,106,,,,,,,,,,,,825,0,,0,0,0,,,,,,true,,,,,,,13251,2014-12-31
3362,0,1001,2883,0,6529,0,0,0,0,10692,0,1466,1269,2920,2033,1269,5528,9226,0,0,0,,,,,,,,,,,,1433,944,,0,944,0,,,,,,false,,,,,,,13457,2014-12-31
8285,0,4074,12689,0,21960,0,0,0,0,29998,0,1499,0,6243,10815,2449,17886,28499,0,0,839,,,,,,,,,,,,2414,2242,,0,1983,0,,,,,,true,,,,,,,14052,2014-12-31
