RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
8564,0,2572,6622,0,13795,0,0,0,0,53761,0,580,,30070,2777,4038,11223,53181,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-03-31
3073,0,1091,2994,0,7366,0,0,0,0,14925,0,1099,,7799,1530,1022,6275,13826,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-03-31
9430,0,0,2284,0,10760,0,0,0,0,68475,0,0,,37894,2408,9018,10760,68475,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-03-31
1084,0,99,1354,0,1354,0,0,0,0,6614,0,1917,,3262,1268,0,1255,4697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-03-31
16502,5,5252,34505,0,51761,0,0,4649,0,94509,0,5474,,41903,7976,9065,46504,89035,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-03-31
2828,0,230,2596,0,4484,0,0,496,0,17375,0,1466,,8795,3390,711,4254,15413,0,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-03-31
71555,13,10787,38842,0,69175,0,0,0,0,175433,0,32906,,45257,37348,6898,58375,142227,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-03-31
68077,0,479,56672,0,103042,0,0,0,0,198184,0,9558,,51895,40353,9793,102141,188228,422,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-03-31
493,3,523,9839,0,41599,0,0,0,0,72001,0,11212,,41734,12646,8829,41062,60789,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-03-31
3555,4,5120,9367,0,19298,0,0,0,0,66223,0,3209,,36407,13715,5044,14174,63014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-03-31
1963,135,2420,86364,0,124878,0,0,0,0,177421,5,10884,,45413,97605,13640,122014,166532,309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2004-03-31
2220,0,771,3991,0,6863,0,0,0,0,20338,0,1971,,12803,2278,2045,6092,18317,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2004-03-31
69489,17,36850,27589,0,37492,0,0,18000,0,168095,0,651,,33937,19034,9424,543,167299,82,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2004-03-31
14332,14,10579,33630,0,70849,0,0,0,0,114881,0,567,,63011,15831,10993,60121,114203,135,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2004-03-31
35373,8,106,53794,0,68247,0,0,0,0,193265,0,17679,,76599,44455,18342,67779,175586,354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2004-03-31
477,0,586,1777,0,3308,0,0,24023,0,49451,0,20304,,2330,1784,8,2722,29048,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2004-03-31
7262,12,1038,8545,0,25040,0,0,12259,0,88031,0,5159,,30931,27312,9584,23990,82654,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2004-03-31
12272,0,4778,15783,0,37066,0,0,0,0,59693,0,14736,,16516,4999,6333,32288,44957,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2004-03-31
192666,0,108,28599,0,68744,0,0,0,0,658523,0,148,,335317,65841,49448,68636,658375,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2004-03-31
2023,0,636,1737,0,4196,0,0,0,0,12702,0,1610,,5382,2208,616,3560,10991,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2004-03-31
546,0,202,1463,0,3059,0,0,0,0,3430,0,736,,2377,0,0,2857,2694,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2004-03-31
40679,7,6802,78124,0,106883,0,0,0,0,265868,0,36579,,69589,59578,11497,100074,229289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2004-03-31
2709,0,608,1903,0,5969,0,0,899,0,29287,0,3532,,15833,2575,1555,5361,24381,0,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2004-03-31
12702,0,7561,56865,0,61521,0,0,30000,0,155626,0,21541,,20396,80923,5298,53207,133985,753,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2004-03-31
5569,55,552,8724,0,21678,0,0,0,0,81209,0,9318,,42593,18752,5799,21071,71891,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956,2004-03-31
9762,4,407,13447,0,29290,0,0,0,0,53459,0,4060,,18633,9586,4698,28879,49399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2004-03-31
1195,3,1457,2274,0,6750,0,0,0,0,13991,0,4186,,6579,1809,405,5290,9805,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2004-03-31
117120,68,4908,133569,0,206571,0,0,0,0,960446,0,53312,,260430,566979,35564,175810,907134,25785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,2004-03-31
29340,8,33678,29162,0,90563,0,0,0,0,169674,0,3584,,84115,19032,16779,56877,153415,0,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579,2004-03-31
18047,0,3869,16514,0,56687,0,0,0,0,66369,0,263,,30658,1183,4750,52818,66106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2004-03-31
5531,44,2243,16424,0,24328,0,0,0,0,44588,0,3612,,15639,15012,409,22041,40976,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2004-03-31
