RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
5891,0,2391,7074,0,13989,0,0,0,0,51486,0,509,,29535,1621,4463,11598,50977,0,0,491,,,,,,,,,,,,14132,307,,,,,,,,,,,,,,,,,37,2010-06-30
4274,0,986,4477,0,8562,0,0,0,0,16007,0,654,,7105,2564,1853,7576,15353,0,0,241,,,,,,,,,,,,2064,0,,,,,,,,,,,,,,,,,242,2010-06-30
14181,0,0,5667,0,17488,0,0,0,0,85633,0,0,,37252,2180,12575,17488,85633,0,0,4581,,,,,,,,,,,,31305,715,,,,,,,,,,,,,,,,,279,2010-06-30
964,0,101,1997,0,1997,0,0,0,0,6327,0,1937,,3249,1111,0,1896,4390,0,0,0,,,,,,,,,,,,1003,0,,,,,,,,,,,,,,,,,354,2010-06-30
3211,0,367,2680,0,4603,0,0,0,0,24315,0,1695,,10284,7307,1630,4236,22620,0,0,110,,,,,,,,,,,,3513,0,,,,,,,,,,,,,,,,,457,2010-06-30
105937,0,2953,12551,0,22082,0,0,1338,0,256138,0,46840,,47491,72950,8929,19129,209298,0,0,2739,,,,,,,,,,,,18544,11216,,,,,,,,,,,,,,,,,505,2010-06-30
344,6,1224,17817,0,75543,0,0,0,0,97594,0,8734,,53147,12093,13855,74309,88360,4,500,5210,,,,,,,,,,,,22864,9146,,,,,,,,,,,,,,,,,1155,2010-06-30
4232,7,5600,12874,0,23293,0,0,0,0,101767,0,4720,,45964,19338,8559,17686,97047,0,0,3033,,,,,,,,,,,,25814,6419,,,,,,,,,,,,,,,,,1351,2010-06-30
1258,47,6688,107135,0,194240,0,0,0,0,227127,5,22150,,51884,118373,22796,187505,204972,0,0,6415,,,,,,,,,,,,20661,34951,,,,,,,,,,,,,,,,,1454,2010-06-30
4215,0,2774,7499,0,14149,0,0,0,0,31226,0,4439,,12604,2014,2064,11375,24797,0,1990,252,,,,,,,,,,,,6760,5633,,,,,,,,,,,,,,,,,1557,2010-06-30
13112,3,19578,27547,0,78862,0,0,0,0,127207,0,2982,,52884,29568,12710,59175,124186,106,39,3107,,,,,,,,,,,,23336,8307,,,,,,,,,,,,,,,,,1669,2010-06-30
43299,3,153,64452,0,80721,0,0,3331,0,253493,0,4075,,88265,83669,24819,80565,248839,0,579,8943,,,,,,,,,,,,24917,13343,,,,,,,,,,,,,,,,,1829,2010-06-30
836,0,891,1891,0,4106,0,0,87668,0,101245,0,2464,,94753,3763,0,3215,98781,0,0,0,,,,,,,,,,,,1251,642,,,,,,,,,,,,,,,,,1856,2010-06-30
