RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
8440,0,1659,6203,0,13746,0,0,0,0,54262,0,794,,30745,2944,2944,12087,53468,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-06-30
3028,0,1291,3199,0,7597,0,0,0,0,14773,0,932,,8021,1420,1271,6306,13841,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-06-30
10443,0,0,2182,0,9519,0,0,0,0,68244,0,0,,37344,2291,8971,9519,68244,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-06-30
1079,0,79,1056,0,1056,0,0,0,0,6220,0,1620,,3036,1204,0,977,4600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-06-30
16498,6,5157,34954,0,52667,0,0,4649,0,92669,0,5305,,41023,8471,8881,47504,87364,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-06-30
2957,0,401,2463,0,4491,0,0,496,0,17928,0,1382,,8834,3732,709,4090,16050,0,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-06-30
72357,3,9538,43420,0,74937,0,0,0,0,167636,0,23523,,43556,28589,8438,65396,143813,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-06-30
62578,0,403,60554,0,107627,0,0,0,0,204610,0,6592,,56767,45803,9978,106626,197717,598,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-06-30
504,22,721,12189,0,44648,0,0,0,0,70994,0,10809,,40820,12709,8916,43894,60185,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-06-30
3518,4,4938,10152,0,19894,0,0,0,0,66371,0,2994,,36134,13550,5127,14952,63377,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-06-30
2028,117,2640,96126,0,135344,0,0,0,0,170832,5,10277,,44686,97670,13336,132471,160550,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2004-06-30
2043,0,1191,3263,0,6615,0,0,0,0,21342,0,1810,,12489,2404,2027,5424,19482,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2004-06-30
69750,29,38511,28526,0,39246,0,0,18000,0,173636,0,480,,35774,21100,9134,570,172999,136,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2004-06-30
14288,15,10395,36160,0,72146,0,0,0,0,112286,0,568,,61225,15823,10819,61624,111607,112,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2004-06-30
