RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6090,0,2748,6192,0,13285,0,0,0,0,43402,0,930,,26657,2834,3429,10537,42472,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2002-06-30
2546,0,1364,2696,0,6949,0,0,0,0,13324,0,254,,8409,916,1026,5585,13070,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2002-06-30
8212,0,0,1612,0,7902,0,0,0,0,68367,0,0,,42179,1703,7973,7902,68367,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2002-06-30
762,0,57,1167,0,1167,0,0,0,0,5603,0,1233,,3016,1225,0,1110,4370,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2002-06-30
15025,0,4600,28335,0,42530,0,0,0,0,85508,0,6162,,43998,6144,8426,37915,79346,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2002-06-30
1812,0,180,2230,0,3789,0,0,0,0,14092,0,469,,8584,3189,578,3609,13623,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2002-06-30
60787,19,8319,40392,0,62422,0,0,0,0,154512,0,16552,,50320,17978,7879,54084,137760,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2002-06-30
56230,0,975,44827,0,76445,0,0,0,0,211392,0,10711,,78931,34130,11006,75221,200452,249,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2002-06-30
558,15,482,8251,0,37924,0,0,0,0,68499,0,10526,,43900,10684,7394,37365,57973,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2002-06-30
3105,2,2718,9380,0,16371,0,0,0,0,59257,0,2553,,33490,11652,4070,13651,56704,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2002-06-30
1922,126,3050,68208,0,106159,0,0,0,0,155139,5,11760,,47757,80841,12828,102330,143374,653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2002-06-30
1966,1,692,3554,0,6771,0,0,0,0,21938,0,1451,,14130,2279,2108,6078,20487,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2002-06-30
65138,4,29177,27914,0,34526,0,0,8000,0,138976,0,358,,32443,11984,7474,4963,138115,382,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2002-06-30
11902,10,15064,30866,0,70724,0,0,0,0,129605,0,857,,73916,18783,10994,55516,128639,134,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2002-06-30
33414,2,149,54706,0,69191,0,0,0,0,162600,0,8600,,73041,29269,16240,68842,154000,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2002-06-30
361,4,481,1147,0,2338,0,0,297,0,5493,95,1266,,2544,1346,6,1852,3835,1,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2002-06-30
5372,12,1637,9073,0,25999,0,0,5451,0,76190,0,4130,,33446,21541,8948,24350,71754,0,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2002-06-30
11020,0,2827,13694,0,30821,0,0,0,0,54765,0,6654,,21614,4665,6283,27994,48111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2002-06-30
40253,0,89,14538,0,41619,0,0,0,0,545183,0,223,,317899,136792,42334,41530,544960,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2002-06-30
715,0,289,910,0,1589,0,0,0,0,8492,0,1242,,5119,612,631,1300,7050,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2002-06-30
495,0,155,1053,0,2316,0,0,0,0,3331,0,679,,2236,0,0,2161,2652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2002-06-30
40369,13,3928,65440,0,90150,0,0,792,0,273065,0,43819,,85429,41006,12669,86209,229246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2002-06-30
2738,100,1280,1502,0,5930,0,0,5100,0,30613,0,2941,,17050,4698,1701,4550,25824,0,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2002-06-30
10739,124,4920,44730,0,49063,0,0,8000,0,124737,0,18559,,21400,61443,4971,42785,106078,1234,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2002-06-30
4476,41,1438,8112,0,20050,0,0,0,0,83595,0,10592,,46273,14909,5947,18571,73003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956,2002-06-30
8615,0,553,9445,0,20292,0,0,0,0,51774,0,4182,,21286,8764,4467,19739,47592,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2002-06-30
1048,0,1179,2355,0,5457,0,0,0,0,12360,0,2446,,6539,848,350,4278,9914,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2002-06-30
