RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6665,0,1662,6895,0,16657,0,0,0,0,50972,0,603,,29227,2375,3973,14995,50369,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2005-09-30
2817,4,836,3342,0,7853,0,0,0,0,14120,0,707,,7772,1329,1257,7013,13413,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2005-09-30
11099,0,0,4056,0,11770,0,0,0,0,68364,0,0,,35623,2089,9412,11770,68364,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2005-09-30
1010,0,118,1372,0,1373,0,0,0,0,5487,0,1645,,2532,1146,0,1255,3842,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2005-09-30
16467,6,3712,36003,0,51280,0,0,1640,0,89561,0,6289,,43229,6993,8431,47562,83272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2005-09-30
3099,0,673,2981,0,4954,0,0,1586,0,20035,0,822,,8608,4087,740,4281,17627,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2005-09-30
130823,6,5030,16918,0,26411,0,0,0,0,241473,0,50238,,53512,30050,8417,21375,191035,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2005-09-30
111742,0,458,72553,0,124958,0,0,0,0,267313,0,8744,,76609,38124,10304,124190,241969,310,16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2005-09-30
316,16,1397,12306,0,44413,0,0,0,0,73097,0,15144,,39308,10128,9289,42937,57953,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2005-09-30
3625,5,4759,9904,0,19591,0,0,0,0,65498,0,3261,,34439,15225,5177,14827,62237,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2005-09-30
1580,128,4125,85735,0,148206,0,0,0,0,197967,6,13747,,44168,110517,13948,143947,184214,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2005-09-30
2352,11,848,3540,0,6273,0,0,0,0,20113,0,2273,,11579,2178,1831,5414,17790,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2005-09-30
52455,13,46897,36383,0,47488,0,0,28000,0,311445,0,2207,,61767,106345,14552,473,308874,105,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2005-09-30
13102,5,14850,36305,0,77466,0,0,0,0,106830,0,2626,,57431,15057,10628,62533,104204,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2005-09-30
31334,11,1292,52680,0,67671,0,0,0,0,195289,0,2832,,95053,34206,17808,66101,192457,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2005-09-30
