RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
7186,0,3134,10942,0,19490,0,0,0,0,49467,0,276,,26593,3185,4631,16356,49191,0,0,468,,,,,,,,,,,,12167,337,,0,336,0,,,,,,,,,,,,,37,2013-09-30
4357,0,1019,6483,0,12113,0,0,0,0,16599,0,2302,,5663,3495,1759,11094,14297,0,0,247,,,,,,,,,,,,1834,1250,,0,1250,0,,,,,,,,,,,,,242,2013-09-30
22049,0,0,9015,0,25723,0,0,0,0,90758,0,0,,31551,3669,12973,25723,90758,0,0,4902,,,,,,,,,,,,29387,4102,,0,2242,0,,,,,,,,,,,,,279,2013-09-30
1383,0,113,2984,0,2984,0,0,0,0,6074,0,972,,2638,1546,0,2871,5102,0,0,0,,,,,,,,,,,,507,0,,0,0,0,,,,,,,,,,,,,354,2013-09-30
5075,0,317,4495,0,7301,0,0,0,0,29028,0,1598,,9131,11917,2655,6984,27430,0,0,447,,,,,,,,,,,,2905,0,,0,0,0,,,,,,,,,,,,,457,2013-09-30
150077,1,7486,16203,0,29541,0,0,842,0,316255,0,97806,,29482,121678,6417,22054,218449,0,0,1527,,,,,,,,,,,,11037,3981,,0,3531,0,,,,,,,,,,,,,505,2013-09-30
961,1,2604,25467,0,105626,0,0,0,0,77235,0,1870,,40774,11308,13576,102983,75365,38,0,5125,,,,,,,,,,,,17962,6230,,0,5009,0,,,,,,,,,,,,,1155,2013-09-30
4532,0,8763,16587,0,29941,0,0,0,0,111808,0,6415,,47480,19408,9904,21178,105393,0,0,3537,,,,,,,,,,,,29328,11060,,0,7899,0,,,,,,,,,,,,,1351,2013-09-30
1134,0,14428,177132,0,298208,0,0,0,0,304914,697,25673,,49118,197771,24731,283780,278544,0,0,7035,,,,,,,,,,,,19711,37180,,0,10166,0,,,,,,,,,,,,,1454,2013-09-30
10186,0,3891,23881,0,34893,0,0,0,0,28455,0,2035,,10926,3120,1792,31002,26420,0,0,120,,,,,,,,,,,,2856,1367,,0,0,0,,,,,,,,,,,,,1557,2013-09-30
21183,1,18315,45376,0,101278,0,0,0,0,107767,0,350,,38182,26919,10870,82930,107377,32,40,2229,,,,,,,,,,,,17597,3886,,0,0,0,,,,,,,,,,,,,1669,2013-09-30
48051,0,55,95887,0,118963,0,0,241,0,221938,0,2539,,62500,78883,21252,118908,219323,0,76,8049,,,,,,,,,,,,22522,9982,,0,4036,0,,,,,,,,,,,,,1829,2013-09-30
1142,0,837,6893,0,8642,0,0,27908,0,69402,0,214,,51771,2183,0,7805,37405,0,31783,0,,,,,,,,,,,,14306,0,,0,0,31782,,,,,,,,,,,,,1856,2013-09-30
