RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6278,3,2011,6603,0,14145,0,0,0,0,50640,0,566,,29836,2347,3939,12131,50074,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2005-06-30
3245,0,1086,3397,0,8097,0,0,0,0,14495,0,1104,,7381,1450,1268,7011,13391,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2005-06-30
10858,0,0,3019,0,10818,0,0,0,0,68489,0,0,,35847,2070,9384,10818,68489,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2005-06-30
1243,0,82,1227,0,1227,0,0,0,0,5625,0,1303,,2553,1229,0,1145,4322,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2005-06-30
17285,0,4414,35982,0,52447,0,0,5649,0,95293,0,7621,,43349,8484,8218,48033,87672,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2005-06-30
3141,0,345,2482,0,4327,0,0,795,0,18976,0,788,,8733,4090,736,3982,17393,0,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2005-06-30
63762,3,9759,43723,0,76631,0,0,0,0,178082,0,35526,,49361,32698,8128,66869,142356,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2005-06-30
108054,0,364,68046,0,118211,0,0,0,0,263712,0,9174,,80493,34875,10547,117504,241171,343,13367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2005-06-30
324,12,870,14490,0,47822,0,0,0,0,73042,0,14660,,39266,12731,9287,46939,58382,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2005-06-30
3965,9,4959,10122,0,19733,0,0,0,0,66484,0,3250,,34530,15481,5219,14765,63234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2005-06-30
