RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6731,2,2107,6962,0,15377,0,0,0,0,51115,0,590,,28476,3137,3774,13268,50525,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-03-31
2849,0,596,3486,0,7205,0,0,0,0,15951,0,1771,,7821,2154,1201,6609,14180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-03-31
10868,0,0,4732,0,13322,0,0,0,0,67737,0,0,,35846,1903,9608,13322,67737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-03-31
1314,0,121,1553,0,1553,0,0,0,0,5609,0,1552,,2491,1204,0,1432,4057,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-03-31
18109,0,3987,40216,0,57131,0,0,1852,0,101611,0,6317,,45114,11551,8337,53144,95294,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-03-31
3445,0,573,2894,0,4982,0,0,1586,0,19830,0,1146,,8383,4086,698,4409,17098,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-03-31
109120,17,9182,17906,0,30908,0,0,0,0,229558,0,45934,,53524,37883,8191,21709,183524,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-03-31
120685,0,357,77271,0,128101,0,0,0,0,269530,0,9687,,75238,30049,10099,127401,248452,343,11391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-03-31
376,8,1197,21130,0,54535,0,0,5216,0,89016,0,18853,,42768,10476,9938,53246,70163,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-03-31
3648,7,4872,10715,0,20370,0,0,0,0,70558,0,6029,,33920,17029,4868,15491,64529,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-03-31
1675,135,5859,93960,0,161092,0,0,0,0,200188,8,12923,,45311,119847,14303,155074,187257,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-03-31
2512,2,1086,4190,0,7402,0,0,0,0,20261,0,3233,,11278,2138,1877,6314,16978,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-03-31
8235,32,11686,42060,0,50754,0,0,31400,0,350255,0,3915,,73446,156269,16066,38923,346340,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-03-31
12693,7,13724,34425,0,77365,0,0,0,0,105651,0,2634,,57946,11149,10333,63590,103017,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-03-31
30527,8,1010,54789,0,69301,0,0,0,0,191317,0,2613,,93226,31703,17464,68136,188704,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-03-31
535,0,944,1776,0,3371,0,0,32097,0,77899,0,22221,,2083,1608,3,2427,41678,0,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-03-31
6748,6,2573,12760,0,27766,0,0,19631,0,93276,0,3871,,31178,24200,9375,25187,89405,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2006-03-31
14489,0,2421,17066,0,36759,0,0,0,0,50185,0,7570,,14993,3864,6418,34338,42615,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2006-03-31
261939,0,77,10845,0,22360,0,0,0,0,687624,0,333,,329305,21221,47124,22283,687291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2006-03-31
1682,0,469,2022,0,3796,0,0,6682,0,18685,0,1584,,5254,1691,597,3327,17004,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2006-03-31
507,0,205,1493,0,3096,0,0,0,0,3270,0,763,,2255,0,0,2891,2507,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2006-03-31
36717,3,2832,79106,0,115983,0,0,12221,0,346538,0,87257,,68761,98759,9650,113148,259281,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2006-03-31
8526,0,876,2430,0,7830,0,0,1205,0,33588,0,4796,,16146,1347,1617,6954,27733,0,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2006-03-31
11054,0,14140,52572,0,62302,0,0,75280,0,237925,0,8731,,104312,94600,5718,46889,229094,1273,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2006-03-31
9259,16,1064,11842,0,39188,0,0,0,0,45964,0,2352,,16717,6490,4697,38108,43612,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2006-03-31
1157,0,2292,2320,0,7151,0,0,0,0,12908,0,1715,,6449,1603,446,4859,11193,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2006-03-31
118259,96,2607,154747,0,213562,0,0,0,0,1040497,0,72679,,259654,612385,30099,202445,967818,8414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,2006-03-31
19052,0,3872,19286,0,61023,0,0,0,0,69582,0,1755,,31905,2295,4373,57151,67827,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2006-03-31
5381,37,1372,22074,0,30308,0,0,0,0,58720,0,4576,,17428,26277,424,28899,54144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2006-03-31
23623,18,1722,20696,0,37567,0,0,0,0,119638,0,4324,,49189,18047,9709,35827,115314,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2006-03-31
10964,0,933,13766,0,26830,0,0,2954,0,56585,0,4088,,21139,16193,5424,25897,52497,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,2006-03-31
7006,0,5929,16117,0,34179,0,0,0,0,78436,0,11398,,34274,19614,5931,28250,67038,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2006-03-31
10982,53,5743,13568,0,25795,0,0,5026,0,77274,0,7344,,23537,8358,11396,19999,69930,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2006-03-31
84405,7,405,19603,0,39640,0,0,4475,0,133396,0,6520,,30230,14,6744,39228,126780,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2006-03-31
34008,7,28,35303,0,42870,0,0,20015,0,171764,0,4200,,53363,20718,12319,42835,167564,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2006-03-31
61939,11,1836,30861,0,49567,0,0,0,0,210464,0,44,,88667,15623,17438,47720,210420,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2006-03-31
4845,2,1764,6449,0,23637,0,0,0,0,77539,0,14886,,18432,39082,5380,21696,62553,175,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,2006-03-31
52188,1,0,10793,0,12894,0,0,25854,0,240904,0,0,,79166,6534,387,12893,225174,0,15730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2006-03-31
11546,0,12810,25685,0,50577,0,0,41920,0,153048,0,5819,,42927,12090,10000,37767,105109,0,42120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2006-03-31
225490,26,15778,54232,0,83114,0,0,0,0,592323,0,14064,,203000,117948,49150,67310,578259,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2006-03-31
6029,0,558,12694,0,16360,0,0,25152,0,88863,0,6710,,60554,16413,5014,15802,80064,0,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274,2006-03-31
20259,9,493,48408,0,71279,0,0,10000,0,151069,0,0,,50338,55235,7493,70777,151069,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2006-03-31
132347,54,17428,69913,0,83879,0,0,0,0,265592,0,2787,,16809,89203,5808,66327,262805,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2006-03-31
4911,10,1328,5269,0,15555,0,0,0,0,60447,0,21600,,11498,31840,4234,14217,38847,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2006-03-31
5948,0,4485,10565,0,22427,0,0,0,0,51699,0,2633,,26713,2556,8081,17921,49060,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2006-03-31
564,0,513,1422,0,3168,0,0,0,0,11215,0,1834,,8798,793,570,2655,9381,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057,2006-03-31
1669,9,897,9533,0,16886,0,0,0,0,14449,0,1735,,6008,1268,909,15980,12714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2006-03-31
13819,25,181,61990,0,114750,0,0,9991,0,177974,25,6568,,62385,20782,10135,114544,171381,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2006-03-31
73669,86,4340,55254,0,83275,0,0,8996,0,573691,0,20939,,87095,357417,30052,78787,552109,62,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2006-03-31
0,38,7,24923,0,24923,0,0,0,0,283195,0,0,,0,283195,53,24878,283195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2006-03-31
9818,2,11211,12561,0,33946,0,0,0,0,53153,0,4165,,24684,12031,0,22733,48988,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2006-03-31
2522,0,229,4106,0,6764,0,0,0,0,21554,10,593,,11213,4422,2328,6535,20951,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2006-03-31
124803,115,2861,45324,0,55610,0,0,29207,0,398217,0,6746,,49797,104653,5405,52634,391372,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7166,2006-03-31
8638,2,2057,6658,0,11544,0,0,0,0,25358,0,1266,,14978,0,1923,9482,24092,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2006-03-31
3416,0,599,5827,0,8762,0,0,2144,0,28236,0,597,,13151,938,2016,8137,27639,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2006-03-31
7438,1,1177,16139,0,22747,0,0,0,0,32229,0,2678,,16226,598,1578,21569,29551,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2006-03-31
0,0,0,177315,0,177315,0,0,0,0,32382,0,0,,0,32382,1414,177315,32382,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8417,2006-03-31
337,6,1414,14642,0,33571,0,0,0,0,41092,0,9585,,11514,4436,2231,32151,31507,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2006-03-31
8932,0,1843,8949,0,15506,0,0,0,0,26915,0,223,,11581,2880,2783,13663,26692,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2006-03-31
78832,202,0,14162,0,19125,0,0,0,0,254612,7989,0,,1805,169779,1364,18923,246623,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2006-03-31
0,0,1425,6963,0,15801,0,0,0,0,32481,0,2709,,20857,3103,6060,14376,29772,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2006-03-31
240849,20,14637,77590,0,124792,0,0,149918,0,1696860,0,269744,,263903,976722,81019,110135,1427116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2006-03-31
6170,7,2140,10340,0,26064,0,0,0,0,51215,1982,17603,,16980,15910,2314,23917,31630,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2006-03-31
5586,0,955,8950,0,15338,0,0,0,0,30835,0,6490,,14241,5995,1865,14383,24345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10157,2006-03-31
56178,19,1384,20604,0,34470,0,0,2722,0,288291,0,33913,,105273,49166,36605,33067,254378,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2006-03-31
61563,1912,1436,8535,0,13497,0,0,0,0,195135,0,37772,,61818,10956,5816,10145,157363,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2006-03-31
102060,25,4992,13218,0,19310,0,0,0,0,299318,0,22339,,118524,19005,8985,14293,276979,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10858,2006-03-31
15624,0,18574,14694,0,46144,0,0,0,0,70418,0,8747,,21364,24097,3800,27477,61621,93,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2006-03-31
70543,8,10799,12010,0,18962,0,0,0,0,181159,0,42214,,36381,23011,7584,8100,138945,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2006-03-31
4289,0,15792,7522,0,32546,0,0,2386,0,47543,0,1126,,25120,3543,4564,16754,46417,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837,2006-03-31
