RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6277,0,2362,7243,0,15454,0,0,0,0,49641,0,618,,28445,2347,3855,13092,49023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-06-30
2918,0,832,4141,0,7870,0,0,0,0,15980,0,1879,,7689,2348,1211,7038,14101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-06-30
10778,0,0,4063,0,13219,0,0,0,0,67078,0,0,,36297,1104,9827,13219,67078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-06-30
1108,0,90,1568,0,1568,0,0,0,0,5066,0,1355,,2430,1129,0,1478,3711,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-06-30
16996,0,3848,41245,0,56670,0,0,1852,0,101514,0,5994,,43368,11191,8665,52822,95520,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-06-30
3407,0,411,2926,0,5046,0,0,1586,0,19600,0,1464,,8421,3814,725,4635,16550,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-06-30
111856,14,2227,16092,0,22903,0,0,0,0,235097,0,38070,,62118,29883,8198,20662,197027,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-06-30
114806,0,393,72257,0,121845,0,0,0,0,271200,0,9105,,84749,28127,10345,120934,244440,518,17655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-06-30
372,17,759,18598,0,51136,0,0,5216,0,88951,0,17874,,44183,8319,9979,50304,71077,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-06-30
3616,5,4278,11106,0,19845,0,0,0,0,69619,0,4675,,34230,17889,4857,15562,64944,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-06-30
1280,136,5277,96898,0,158593,0,0,0,0,241619,7,12702,,46022,160549,14400,153151,228910,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-06-30
2297,0,1372,4445,0,7729,0,0,0,0,20574,0,3218,,11205,1891,1884,6357,17306,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-06-30
8090,84,9914,43996,0,52627,0,0,44925,0,389238,0,1984,,84860,168793,17692,42565,387254,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-06-30
12623,4,11183,36743,0,77374,0,0,0,0,104939,0,2654,,57621,10779,10545,66157,102285,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-06-30
30210,17,1421,55375,0,69197,0,0,0,0,183451,0,2813,,88409,29332,17738,67502,180638,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-06-30
456,0,1058,1731,0,3483,0,0,29376,0,73641,0,22114,,2222,1304,3,2425,37527,0,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-06-30
6573,6,2251,12068,0,31885,0,0,20362,0,97177,0,3501,,32227,26188,9523,29628,93676,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2006-06-30
14284,0,1594,17424,0,36819,0,0,0,0,49655,0,6991,,15158,3448,6467,35225,42664,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2006-06-30
247346,0,64,12147,0,21669,0,0,0,0,677270,0,275,,328207,22474,46532,21605,676995,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2006-06-30
1751,0,386,2037,0,3642,0,0,5760,0,18153,0,1589,,5291,1956,600,3256,16467,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2006-06-30
504,0,172,1313,0,2878,0,0,0,0,3285,0,757,,2271,0,0,2706,2528,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2006-06-30
35565,6,2942,83225,0,124122,0,0,15271,0,359341,0,83997,,70818,90294,9579,121174,275344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2006-06-30
9187,0,1492,1803,0,7284,0,0,810,0,33048,0,4220,,15521,958,1651,5792,27271,0,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2006-06-30
11210,45,4756,53341,0,60433,0,0,75309,0,238613,0,15029,,107669,91353,6593,54515,223384,1117,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2006-06-30
9089,104,974,9756,0,38099,0,0,0,0,42048,0,4378,,17039,7113,4898,37021,37670,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2006-06-30
1234,0,2089,2110,0,6582,0,0,0,0,13291,0,1849,,6630,1509,449,4493,11442,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2006-06-30
