RCON0352,RCON2202,RCON2203,RCON2210,RCON2213,RCON2215,RCON2216,RCON2236,RCON2365,RCON2377,RCON2385,RCON2520,RCON2530,RCON5590,RCON6648,RCON6810,RCON6835,RCONB549,RCONB550,RCONB551,RCONB552,RCONF233,RCONHK05,RCONHK06,RCONHK07,RCONHK08,RCONHK09,RCONHK10,RCONHK11,RCONHK12,RCONHK13,RCONHK14,RCONHK15,RCONJ473,RCONJ474,RCONJH83,RCONK220,RCONK222,RCONK223,RCONMT87,RCONMT89,RCONMT91,RCONMT93,RCONMT95,RCONP752,RCONP753,RCONP754,RCONP756,RCONP757,RCONP758,RCONP759,IDRSSD,RCON9999
6144,0,2490,6935,0,14716,0,0,0,0,49671,0,699,,28399,2537,3926,12226,48972,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-09-30
2712,0,520,3877,0,7194,0,0,0,0,15900,0,1538,,7657,2738,1238,6674,14362,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-09-30
9949,0,0,4958,0,14281,0,0,0,0,67694,0,0,,36945,1392,9999,14281,67694,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-09-30
927,0,111,1435,0,1435,0,0,0,0,4875,0,1408,,2366,1082,0,1324,3467,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-09-30
15332,0,3778,40195,0,55489,0,0,1852,0,102953,0,6356,,43953,12727,8864,51711,96597,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-09-30
3115,0,424,2829,0,4909,0,0,1586,0,19782,0,1571,,8713,3795,751,4485,16625,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-09-30
116278,11,4528,15964,0,23826,0,0,0,0,252010,0,49914,,68242,35179,8124,19287,202096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-09-30
115000,0,1735,65915,0,114574,0,0,0,0,292118,0,11084,,96986,23368,11461,112623,262467,216,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-09-30
306,12,951,13703,0,46031,0,0,5216,0,90270,0,17436,,44872,9309,10309,45006,72834,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-09-30
3455,3,5648,10506,0,20527,0,0,0,0,70283,0,4141,,34460,18494,5134,14876,66142,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-09-30
1314,174,5065,108857,0,174572,0,0,0,0,195031,7,14214,,48243,108457,14869,169304,180810,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-09-30
2144,0,1118,4031,0,6908,0,0,0,0,20388,0,3204,,11680,1726,1919,5790,17134,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-09-30
8161,15,9442,40178,0,47950,0,0,44911,0,441786,0,2072,,96460,184097,21054,38422,439714,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-09-30
12214,5,11439,35490,0,75107,0,0,0,0,104774,0,2664,,57571,9860,10636,63612,102110,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-09-30
44153,15,780,56377,0,76049,0,0,0,0,231132,0,6713,,112597,27485,24425,75029,224419,225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2006-09-30
392,0,1148,2149,0,4017,0,0,25123,0,69323,0,21899,,2485,1027,3,2869,33424,0,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2006-09-30
6457,9,2169,11206,0,34714,0,0,18858,0,92583,0,899,,33162,21317,9447,32536,91684,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2006-09-30
14270,0,5372,17101,0,40714,0,0,0,0,50242,0,6946,,15178,3816,6553,35342,43296,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2006-09-30
