"IDRSSD"	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	RCONF264	
1557	0	0	0	0	0	18	28909	40122	0	0	0	0	0	21247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	1638	0	0	0	0	0	5020	118	0	7632	0	0	0	0	0	0	0	0	0	0	2472	18775	0	0	0	0	0	975	0	0	0	0	-262	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	477	0	0	0	203	12065	2472	25278	0	2413	1236	25278	28927	0	2795	2795	4711	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	3006	718512	754204	0	0	0	0	0	680665	0	0	0	26645	26645	0	0	0	26645	0	0	0	0	0	0	0	0	0	2574	9055	0	0	0	0	0	0	613	0	54073	1750	0	0	0	0	0	0	0	0	3957	105459	571249	0	0	0	0	0	31250	0	0	4348	19	-11029	1134	0	0	0	1134	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27267	0	0	0	27267	0	0	0	2574	73628	107228	653178	0	14726	53614	653178	721518	0	195	195	64631	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	624	97218	241693	0	0	0	0	0	76562	0	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	0	0	0	5312	5884	0	0	0	79324	0	1655	264	0	46663	0	0	0	0	0	0	0	0	0	0	41259	35303	0	0	0	0	0	11693	1261	48	379	0	-322	0	0	0	0	0	103	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5360	150729	41259	47066	0	30146	20630	47066	97842	0	18479	18479	40407	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	886	248036	362661	0	0	0	0	0	263331	102	1275	1275	0	0	0	0	0	0	0	0	8940	0	0	0	0	0	0	4606	11420	0	0	0	0	0	0	-700	2179	69297	5675	1720	0	0	0	0	0	0	0	210	103129	159993	0	0	0	0	0	20781	8940	13	3300	309	4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6313	0	0	0	6313	0	0	0	6798	84227	109113	177520	0	16845	54557	177520	248922	0	0	0	28480	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	70043	233957	0	0	0	0	0	9554	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	753	0	0	0	105863	2047	0	1692	0	74924	29712	0	0	0	0	0	0	0	0	0	2111	7443	0	0	0	0	0	7279	98	0	0	0	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192419	33870	14624	0	38484	16935	14624	70043	0	10879	10879	19293	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	1431	156764	203881	0	0	0	0	0	150824	0	0	0	486	486	0	0	0	486	0	0	0	0	0	0	0	0	0	1371	1405	0	0	0	0	0	0	-50	0	29269	10288	1000	0	0	0	513	0	0	0	1334	30288	119202	0	0	0	0	0	11445	0	0	1270	0	-3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	33937	41089	130863	0	6787	20545	130863	158195	0	659	659	17714	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	53827	107990	0	0	0	0	0	56534	0	0	0	34	34	34	0	0	0	0	0	0	0	0	0	0	0	0	1240	3205	0	0	4	0	0	0	192	592	38267	0	0	0	0	0	0	0	0	0	0	31460	25074	0	0	0	0	0	5208	0	5	788	0	-361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1875	43040	31460	29489	0	8608	15730	29489	53827	0	780	780	12243	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	403	1058	1146850	1472371	0	0	0	0	0	1128237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839	8473	0	0	5752	146366	1198	0	1070	2795	154393	0	9101	0	0	0	0	0	0	0	0	287866	840371	0	0	0	0	0	91921	0	0	0	0	-14337	137	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10386	309232	289064	941530	0	61846	144532	941530	1147908	0	0	0	192814	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	462	33608	38450	0	0	0	0	0	32982	406	4535	4535	70	70	0	0	0	70	0	0	750	0	0	0	0	0	0	107	1252	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	296	0	0	177	1470	9671	21664	0	0	0	0	0	3585	750	89	908	0	-138	68	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5373	4554	9967	28175	0	911	4984	28175	34070	0	924	924	2628	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	5374	9760	0	0	0	0	0	4256	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	2066	0	0	0	0	0	0	-45	0	2399	0	0	0	0	0	0	0	0	0	0	240	4016	0	0	0	0	0	529	290	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4995	240	4255	0	999	120	4255	5374	0	530	530	802	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	412179	524269	0	0	0	0	0	413606	0	0	0	5527	5527	0	0	0	5527	0	0	1112	0	0	0	0	0	0	7134	9843	0	0	0	0	0	0	640	0	55271	0	2134	0	0	0	0	0	0	0	745	102626	310235	0	0	0	0	0	11980	1112	174	0	0	-2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13304	0	0	0	13304	0	0	0	7308	94859	102626	341894	0	18972	51313	341894	412179	0	29000	29000	68902	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	39923	51392	0	0	0	0	0	36889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	722	0	0	0	0	0	0	-359	2405	7854	1321	499	0	0	0	0	0	0	0	1198	2932	32759	0	0	0	0	0	3003	0	18	484	30	-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2663	10258	4283	35729	0	2052	2142	35729	39923	0	0	0	5261	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	2589	352990	418188	0	0	0	0	0	346898	0	0	0	11343	11343	0	0	0	11343	0	0	0	0	0	0	0	0	0	2338	4094	0	0	0	0	0	0	20	0	52269	1878	0	0	0	0	0	0	0	0	2626	83936	260336	0	0	0	0	0	19400	0	0	2428	34	-6994	1070	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9899	0	0	0	9899	0	0	0	2338	65345	85848	299586	0	13069	42924	299586	355579	0	3928	3928	32002	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	22	76290	132471	0	0	0	0	0	63277	0	0	0	102	102	0	0	0	102	0	0	0	0	0	0	0	0	0	2277	4232	0	0	0	410	100	0	-623	26450	29530	1112	509	0	0	0	0	0	0	0	434	572	62271	0	0	0	0	0	4000	0	129	517	13	-1599	179	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	0	626	0	0	0	28856	41923	1797	67028	0	8385	899	67028	76312	0	6800	6800	14885	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	21	21731	31123	0	0	0	0	0	12449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	2039	25	399	8397	0	739	0	0	0	0	0	0	0	0	2137	10312	0	0	0	0	0	899	0	0	0	0	-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	9820	2137	18719	0	1964	1069	18719	21752	0	1423	1423	3014	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	145	102634	176203	0	0	0	0	0	108310	0	0	0	315	315	0	0	0	315	0	0	0	0	0	0	0	0	0	4316	40	0	0	0	9815	1727	0	54	150	43247	0	0	0	0	0	234	0	0	0	8916	25793	73601	0	0	0	0	0	7751	635	0	5879	1237	-741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	788	0	0	0	4466	67897	28991	74704	0	13579	14496	74704	102779	0	0	0	24174	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	188	104309	119365	0	0	0	0	0	100639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	3287	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9748	0	0	11234	8986	80418	0	0	0	0	0	7291	0	0	1036	0	-1494	468	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	15557	8986	96893	0	3111	4493	96893	104497	0	0	0	9869	0	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	124	137345	201006	0	0	0	0	0	144588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2196	3872	0	0	0	0	0	0	-114	0	32561	0	0	0	0	0	0	0	0	0	0	53407	91181	0	0	0	0	0	12029	0	0	978	1318	-1956	324	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2196	44341	54725	101238	0	8868	27363	101238	137469	0	6930	6930	16127	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	11	126363	180958	0	0	0	0	0	115189	0	0	0	1681	1681	0	0	0	1681	0	0	1783	0	0	0	0	0	0	570	2841	0	0	0	0	0	0	540	0	33227	21184	0	0	0	0	0	415	0	0	4845	37430	72914	0	0	0	0	0	14545	1783	0	2254	0	722	0	0	0	0	0	120	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2796	0	0	0	2796	0	0	0	570	43167	58614	88434	0	8633	29307	88434	126374	0	0	0	15084	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	91840	120085	0	0	0	0	0	84250	0	0	0	578	578	0	0	0	578	0	0	0	0	0	0	0	0	0	0	3358	0	0	0	0	0	0	-513	0	21124	11615	0	0	0	0	0	0	0	0	0	12988	71262	0	0	0	0	0	2737	0	0	0	0	-1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24803	24603	74577	0	4961	12302	74577	91840	0	321	321	14981	0	0	0	0	0	0	0	0	0	
4437	0	0	0	0	0	319	173785	244488	0	0	0	0	0	171008	0	0	0	2206	2206	0	0	0	2206	0	0	0	0	0	0	0	0	0	1920	3595	0	0	0	1838	545	0	-1614	0	33136	9396	2010	0	0	0	0	0	0	0	0	45945	125063	0	0	0	0	0	8205	0	144	1001	108	-4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	0	0	0	1604	0	0	0	2064	41360	55994	137835	0	8272	27997	137835	174104	0	1790	1790	23106	0	0	0	0	0	0	0	0	0	
