"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
351560								0	1950		0	0	55249		110331	356	167530	0				
351850								0	7444		1667	3	70217		72381	235	151709	0				
352035								0	9278		348	1	108404		114295	560	232352	27				
352651								0	38		0	0	6616		6140	22	12794	0				
352745								0	1973		0	0	70268		26418	131	98659	0				
352772							1161332	0	147823		16086	42	1729781		1778747	6230	3672437	0	3698284	0		
352820								0	3441		0	0	55670		35534	197	94645	0				
353069								0	830		0	0	55560		12834	88	69224	0				
353238								0	10349		2549	8	64400		58079	239	135376	0				
353359								0	5310		0	0	49263		22377	131	76950	0				
353546								0	3121		0	0	48847		36807	184	88775	0				
353555							1086871	0	61533		6558	12	620598		1466762	3148	2155988	537	2122478	495		
353724								0	8202		790	3	86731		42143	225	137866	0	135743	0		
353751								0	18700		1882	6	213549		177448	853	411763	184				
353957								0	1048		0	0	15085		14365	60	30498	0				
354057								0	1782		0	0	45279		31844	125	78905	0				
354253								0	2218		0	0	16208		10573	60	28999	0				
354310							608810	0	100421		3023	10	578212		850508	1762	1532164	0	1526034	0		
354552								0	52368		2598	6	60206		36770	132	151942	0				
354851								0	541		0	0	24119		16244	49	40904	0				
354954								0	2169		0	0	13692		13689	79	29550	0				
355120								0	13774		888	3	122996		167639	510	305297	0				
355559								0	5878		0	0	111728		66017	263	183623	0				
355737								0	0		0	0	5509		4441	25	9950	0				
355746								0	5449		460	1	67919		59910	248	133738	0				
355821								0	15668		582	2	109387		58950	299	184587	0				
355858								0	27016		931	3	224752		183765	550	436464	0				
356145								0	1194		0	0	14448		3206	24	18848	0				
356239								0	8828		283	1	90491		38608	188	138211	0				
356659								0	7360		0	0	93329		21974	117	122663	0				
356752								0	2635		442	1	23863		14426	51	41366	0				
356949								0	5271		0	0	54532		26536	117	86339	0				
357049								0	14824		735	2	153506		43174	147	212239	0				
357151								0	5292		702	1	60599		37779	151	104372	0				
357375								0	70432		253	1	336014		135716	684	542415	0				
357526								0	6539		263	1	73535		29914	159	110251	0				
357553								0	8191		302	1	56701		36866	178	102060	0				
357777								0	15484		280	1	87394		22678	147	125836	0				
357834								0	1065		0	0	32042		20218	57	53325	0				
357937								0	5051		263	1	81111		84652	237	171077	0				
358112								0	6700		0	0	70487		21967	109	99156	0				
358149								0	1641		752	2	16248		2626	17	21267	0				
358233								0	13519		888	3	59757		21444	110	95608	0				
358448								0	9997		0	0	55550		9092	61	74639	0				
358756								0	3746		991	3	16764		15140	77	36641	0				
359324								0	2711		0	0	31593		27106	163	61410	0				
359360								0	7007		0	0	137076		93219	478	237302	0				
359650								0	722		0	0	9642		4795	23	15159	0				
359744								0	464		0	0	18473		3058	23	21995	0				
359838								0	3565		255	1	35889		15462	76	55171	0				
359847								0	6722		0	0	101474		70293	225	178489	0				
359856								0	728		0	0	6809		5359	23	12896	0				
360777								0	1878		0	0	19707		3954	31	25539	0				
360843								0	3304		0	0	27801		11288	59	42393	0				
360955								0	1408		0	0	8589		6677	34	16674	0				
361055							89980	0	29889		989	3	486297		307272	1157	825141	694	853108	2111		
361167							893897	0	53331		1582	5	646805		785990	2238	1487708	0	1460973	0		
361279								0	2598		0	0	33044		17659	78	53301	0				
361354								0	3140		0	0	27486		17235	47	47861	0				
361439								0	10424		533	2	122262		70833	433	204052	0				
361457								0	7239		0	0	79740		60247	279	147226	0				
361653								0	6604		968	2	106214		250751	1265	364538	0				
362007							930204	0	290706		11224	23	2774581		1465251	7405	4541762	0	4503637	0		
362043								0	1082		0	0	17146		8737	34	26965	0				
362052								0	5072		0	0	30782		19987	67	55841	0				
362155								0	1302		396	1	48518		56886	190	107102	0				
362717								0	24874		356	1	221272		107491	506	353995	0				
362753								0	12421		300	1	60780		15406	87	88907	0				
362856								0	1188		0	0	32476		23787	109	57451	0				
362940								0	2130		300	1	24856		7415	36	34701	0				
363264								0	812		0	0	15056		18366	65	34234	0				
363442								0	459		0	0	11382		3024	17	14865	0				
363648								0	9587		607	2	43459		45538	146	99191	0				
363657								0	46198		8713	22	196491		100645	444	352047	0				
363956							183914	0	0		0	0	2240		183562	3	185802	0	185397	0		
364131								0	8654		0	0	94544		50075	170	153273	0				
364337								0	1120		348	1	31861		31163	78	64492	0				
364430								0	1658		1041	3	37320		25376	102	65395	0				
364449							398063	0	39217		1556	4	602137		440005	959	1082915	0	1079292	0		
364850								0	4357		731	1	20121		8095	49	33304	0				
364971								0	2726		292	1	17860		4439	29	25316	0				
365325							1113789	0	113671		4342	11	1449598		1192227	4075	2759838	0	2712654	0		
365455								0	4819		2733	3	138058		244754	754	390364	0				
365651								0	13224		256	1	185276		145177	584	343934	0	335195	0		
365745								0	2951		351	1	31412		9120	64	43834	0				
365848								0	5142		0	0	62585		22043	106	89770	0				
365875								0	0		0	0	5318		1141	7	6459	0				
365950								0	3839		0	0	30502		18005	92	52346	0				
366078								0	9507		269	1	178961		57656	258	246393	0				
366238								0	34179		1880	4	258759		168683	358	463501	0				
366247								0	2987		0	0	41655		14637	82	59279	0				
366359								0	2429		0	0	27635		15097	61	45161	0				
366658								0	9500		1281	4	29816		43193	202	83790	0	86954	0		
366854								0	2096		0	0	16144		13839	38	32079	0	32655	0		
367150								0	1609		0	0	21715		18379	58	41703	0				
367244								0	1599		0	0	18519		13742	21	33860	0				
367431								0	14407		1448	4	40363		128544	330	184762	0				
367543								0	9817		1333	4	70301		71389	137	152840	0				
367851								0	3124		0	0	48989		15368	87	67481	0				
367954								0	4957		356	1	77083		40855	190	123251	0				
368054								0	1685		0	0	30929		27172	99	59785	0				
368111								0	0		0	0	723		21755	16	22478	0				
368175								0	49689		3914	11	410722		313452	1090	777777	0				
368344								0	9740		564	2	86425		27896	135	124625	0				
368429								0	12668		293	1	110565		63380	275	186906	0				
368522								0	5128		0	0	69590		17389	87	92107	0				
368755								0	724		0	0	9756		693	4	11173	0				
368933								0	1255		0	0	31882		8212	46	41349	0				
368951								0	8762		479	1	66088		33626	156	108955	0				
369453								0	5002		547	2	37553		26467	100	69569	0				
369659								0	9253		736	2	127636		179062	520	316687	0				
370020								0	15306		789	1	112557		38355	218	167007	0				
370150								0	2401		0	0	17288		5342	32	25031	0				
370338								0	8472		622	2	86487		104930	332	200511	0				
370347								0	3946		0	0	35397		19196	79	58539	0				
370721								0	6425		0	0	49099		20842	76	76366	0				
370758								0	617		0	0	9449		2493	15	12561	0				
370833								0	611		0	0	23765		9801	29	34177	0				
370954								0	1784		0	0	17709		13921	71	33414	0				
371223								0	5540		624	2	53143		31572	130	90879	0				
371232								0	5112		1278	1	60909		36311	141	103611	0				
371353								0	20133		1654	6	221607		157973	623	401367	0				
371362								0	2868		0	0	69754		70248	253	143437	565				
371559								0	1551		0	0	26280		15616	68	43447	0				
371755								0	1874		0	0	41341		13920	67	57135	0				
371849								0	4872		314	1	29159		5616	42	39961	0				
371858								0	2942		369	1	39042		35374	143	77727	0				
371924								0	17977		0	0	162356		166060	468	346393	0				
371942								0	5569		0	0	39201		10496	57	55266	0				
372248								0	5390		0	0	22788		10212	60	38390	0				
372257								0	0		0	0	9195		3822	17	13017	0				
372444								0	3798		315	1	45493		20843	81	70449	0				
372538								0	14833		1439	3	257666		154096	469	428034	0				
372556								0	2281		0	0	78401		27233	160	107915	0	106121	0		
372640								0	3514		0	0	38412		28741	113	70667	0				
372855								0	4035		0	0	36264		31282	76	71581	0				
373058								0	1764		0	0	26352		11075	56	39191	0				
373115								0	23703		529	2	278751		170787	757	473770	0				
373272								0	5345		0	0	31755		6185	49	43285	0				
373553								0	2458		0	0	22807		21242	136	46507	0				
373601							130452	0	0		0	0	439774		464320	1750	904094	0	905014	0		
374130								0	2367		0	0	31978		31925	86	66270	0				
374354								0	2678		0	0	27780		11625	59	42083	0				
374653								0	10986		554	2	306835		352125	472	670500	0	623814	0		
374774								0	5784		258	1	61138		40884	221	108064	0				
375034							272942	0	117681		4301	8	940658		549873	2296	1612513	0	1636142	0		
375043								0	30431		1833	5	456615		255777	1090	744656	0				
375155								0	2910		266	1	19543		9776	42	32495	0				
375502								0	8516		0	0	163912		131508	490	303936	0				
375566								0	7221		0	0	86252		97353	396	190826	0				
375650								0	323		0	0	13952		12622	53	27220	323				
376068								0	1520		0	0	30484		12245	47	44249	0				
376125								0	14467		666	2	144231		61741	288	221105	0				
376237								0	958		0	0	22000		15745	54	38703	0				
376433								0	3634		0	0	52363		31239	79	87236	0				
376442								0	8880		804	2	116343		89222	306	215249	0				
376657								0	2599		0	0	29109		8386	51	40094	0				
376947								0	6633		625	2	43537		22654	141	73449	0				
377663								0	2607		0	0	30653		12959	51	46219	0				
377850								0	1293		310	1	22842		13472	63	37917	0				
377908							674556	0	19597		0	0	356289		960408	2021	1336294	0	1382267	0		
378026								0	9521		306	1	80285		38301	165	128413	0				
378044								0	467		0	0	8981		6983	21	16525	94				
378110								0	2531		0	0	25713		8350	49	36594	0				
378259								0	5106		424	1	85539		68972	296	160041	0				
378549								0	10599		811	1	87654		45937	140	145001	0				
378558								0	4005		0	0	47823		17298	76	69126	0				
378642								0	2730		0	0	21611		17344	56	41685	0				
378651								0	1784		0	0	75879		128487	378	206150	0				
378950								0	11321		0	0	88285		27152	133	126758	0				
379050								0	1454		439	1	7150		3766	26	12809	0				
379153								0	2220		0	0	22261		22849	126	47330	0				
379359								0	14149		0	0	222456		152742	514	389347	0				
379470								0	5382		0	0	43634		17312	115	66328	0				
379649								0	5539		0	0	59591	7653	33067	144	98197	0				
379920							1538666	0	401900		18183	50	3745594		1993003	7179	6543752	385073	6396123	400358		
380346								0	3492		0	0	33664		11652	67	48808	0				
380458								0	263		0	0	12197		3176	16	15636	0				
380533								0	3955		0	0	37288		11960	55	53203	0				
380654								0	9897		986	2	46001		36714	126	93598	0				
380841								0	2381		0	0	23012		4555	29	29948	0				
380944								0	3982		0	0	30405		39485	107	73872	0				
381026								0	1459		0	0	22119		6205	33	29783	0				
381343							152013	0	49228		946	3	675427		324915	1123	1050516	0	826059	0		
381754								0	341		0	0	9235		5616	22	15192	0				
381839								0	4839		256	1	67111		36390	174	108596	0				
381950								0	12072		884	2	95145		74329	280	182430	0				
382050								0	8524		945	3	67394		103520	318	180383	0				
382069								0	4245		290	1	148926		185226	574	338687	0				
382256								0	2129		0	0	19753		7280	38	29162	0				
382443								0	2631		0	0	40079		22006	69	64716	0				
382537								0	20381		1532	4	89579		52349	168	163841	0				
382649								0	7955		0	0	153579		56177	267	217711	0				
382658								0	4770		871	2	40568		40164	146	86373	0				
382667							844161	0	5113		2060	4	570835		1233189	3098	1811197	0	1764073	0		
382742								0	2315		302	1	34308		15958	73	52883	0				
382854								0	3350		0	0	51471		24357	110	79178	0				
383534								0	12751		0	0	109685		57411	255	179846	0				
384018							433335	0	1058		0	0	328342		587636	1730	917036	0	961510	0		
384335								0	7336		385	1	44568		27390	127	79679	0				
384353								0	0		0	0	7291		422	1	7713	0				
384652							139445	0	4619		0	0	338668		220649	244	563937	0	585822	0		
384830								0	1928		0	0	80246		36434	152	118608	0				
385350								0	4612		323	1	44742		26267	95	75944	0				
385547								0	6309		514	1	46841		13915	60	67579	0				
385631								0	455		0	0	11133		3359	24	14947	0				
385976								0	4269		294	1	36758		18457	60	59778	0				
386049								0	2470		0	0	44626		9946	55	57042	0				
386142								0	8755		0	0	40282		15876	58	64912	0				
386357								0	3288		364	1	17054		3500	20	24206	0				
386432								0	5297		0	0	57371		16752	99	79420	0				
386450								0	2042		0	0	61755		54531	161	118328	0				
386731								0	11250		1289	3	87999		42031	229	142569	0				
386825								0	1963		0	0	32834		11867	56	46664	0				
386852								0	7814		609	1	115848		51105	223	175376	0				
387055								0	3491		0	0	42466		36714	162	82671	0				
388155								0	9119		817	3	103253		105905	366	219094	0				
388258								0	2164		0	0	11164		11423	65	24751	0				
388557								0	0		0	0	2398		637	4	3035	0				
388744								0	8925		894	2	85100		57108	218	152027	0				
388753								0	1852		0	0	13250		7146	31	22248	0				
388940								0	4272		373	1	57411		27779	137	89834	0	90227	0		
389059								0	1245		0	0	20465		9748	42	31457	0				
389358								0	3064		1545	4	22195		49181	188	75986	0				
389826								0	449		0	0	20769		4096	25	25314	0				
390167								17534	0		0	0	0		0	0	0	0			KeyBank National Association	
390336								0	19917		4481	5	155038		107232	305	286668	0				
390457								0	1502		0	0	25486		11475	53	38463	0				
390840								0	4970		0	0	90539		48816	200	144325	0				
391249								0	4455		0	0	95524		164945	287	264937	13				
391418								0	7584		894	3	107414		33673	193	149565	0				
391557								0	1961		0	0	15621		5786	36	23368	0				
391838							441189	0	11405		850	3	462902		502386	1097	977543	0	956434	0		
391959								0	698		0	0	13857		9937	37	24683	191				
391977								0	10942		451	1	172009		192103	578	375505	0				
392031								0	4222		0	0	36664		41871	163	82757	0				
392152								0	862		0	0	12809		3924	18	17595	0				
392255								0	3727		631	2	34168		19150	53	57676	0				
392778								0	17573		816	3	140334		34870	243	193593	0				
393252								0	3308		1043	2	31403		41241	149	76995	0				
393355								0	3405		0	0	44092		27520	96	75017	0				
393757								0	2882		526	2	37235		19875	80	60518	0				
393850								0	6921		692	1	47427		30965	133	86004	0				
393953								0	7833		0	0	113878		108612	486	230323	0				
394156								0	887		310	1	29060		9865	55	40122	0				
394259								0	11166		709	2	99464		54728	222	166067	0				
394352								0	1179		0	0	22600		6152	33	29931	0				
395238	3680596	377740	3372275	403564	377740	403564	1370103	0	27948		688	2	1736636		1537583	2089						
395256								0	903		0	0	17731		11967	53	30601	0				
395779								0	1245		0	0	20782		15063	86	37090	0				
395836								0	22262		321	1	348172		132536	687	503291	0				
396057								0	7266		549	2	34004		14008	80	55827	0				
396244								0	4838		1159	2	119243		66202	403	191442	0				
396253								0	2333		0	0	71937		78990	267	153260	0	153140	0		
396356								0	4071		911	3	18491		5832	24	29305	0				
396954								0	2513		0	0	36811		67962	138	107286	0				
397447								0	15495		522	2	167631		98758	465	282406	0				
397456								0	2483		0	0	23431		21082	82	46997	0				
397531								0	2240		302	1	85141		509317	609	597000	0				
397540								0	57005		3944	5	352640		237178	899	650767	0				
397559								0	0		0	0	27853		18798	79	46651	0	42621	0		
397755								0	4645		1051	4	62724		29625	154	98045	0				
397858								0	3191		0	0	27389		11147	43	41727	0				
398051								0	1804		0	0	26832		14899	63	43535	0				
398248								0	11036		0	0	109019		35903	202	155958	0				
398350							493931	0	51695		1693	5	1131277		882584	2936	2079542	12293	2196705	10959		
398631								0	2699		604	2	35046		25850	123	64199	0				
398668							272	0	0		0	0	675		372	1	1047	0	582	0		
398837								0	4125		0	0	76817		32535	151	113477	0				
399357								0	250		0	0	10506		5876	44	16632	0				
399517								0	58869		3468	10	412661		334055	993	809053	0				
399731								0	1649		0	0	40788		23185	117	65622	0				
400057								0	4903		0	0	66225		29540	83	100668	0				
400141								0	6973		538	2	76013		42255	214	125779	0				
400253							226274	0	31322		1768	5	1096318		438774	2125	1568182	0	1541157	0		
400365								0	2671		443	1	47144		39318	147	89576	0				
400552								0	1844		0	0	8881		6401	26	17126	0				
400758								0	6581		0	0	56302		24025	123	86908	0				
400767								0	1552		0	0	43648		40281	140	85482	0				
400945								0	17791		865	3	72014		54588	185	145258	0				
401148								0	15589		0	0	226069		178244	550	419902	0				
401447								0	1075		0	0	19070		8285	40	28430	0				
401559								0	719		0	0	29783		14892	43	45394	0				
401755								0	1876		0	0	64826		43419	203	110121	0				
401906								0	40157		1938	7	182429		50784	281	275493	185				
401951								0	239		0	0	4975		2290	11	7504	0				
402172							85657	0	1236	16	0	0	558317	446998	127456	418	687009	0	660144	0	NONE	
402462								0	744		0	0	25307		8272	45	34323	0				
402837								0	6241		1370	3	71290		59333	199	138234	0				
402846								0	2871		0	0	35805		19084	146	58233	473				
403067								0	1227		0	0	34304		85038	245	120569	0				
403106								0	16311		312	1	205717		137129	511	361138	1669				
403151								0	28480		966	3	321710		306086	788	657243	0				
403254								0	40		0	0	28823		19017	83	47880	0				
403348								0	4500		0	0	40397		10387	45	55284	0				
403357								0	1382		0	0	18951		7778	34	28111	0				
403656								0	240		0	0	6399		17559	28	24198	0				
403937								0	2454		0	0	18638		15384	57	36476	0				
403946								0	16057		619	2	360735		207911	709	585322	0				
404653								0	900		0	0	14742		4491	34	20133	0				
404774								0	0		0	0	19656		2193	17	21850	0				
404943								0	2559		0	0	24060		16673	95	43292	0				
405641								0	6021		536	2	89521		64698	177	160776	0	150605	0		
405959							351561	0	31304		283	1	633349		558600	1997	1223831	295	1257133	247		
406022								0	9056		0	0	95713		48000	244	152769	0				
406059								0	3419		0	0	49920		72973	205	126312	0				
406666								0	3677		1630	4	46414		43934	179	95655	0				
406974								0	1364		0	0	50811		76207	271	128382	0	126186	0		
407168								0	2963		0	0	38451		41911	188	83325	0				
407506								0	37067		1211	4	370378		152404	798	561060	0				
407645								0	24525		0	0	162239		89765	340	276529	0				
407850								0	0		0	0	7317		3335	20	10652	0				
408147								0	1330		0	0	27697		8337	46	37364	0				
408307								0	20368		880	2	140419		77139	366	238806	0				
408642								0	0		0	0	9316		131486	362	150940	10138				
409265								0	398		0	0	21413		8360	48	30171	0				
409555								0	4473		0	0	142773		125175	527	272420	0	276441	0		
409649								0	1021		0	0	22093		7520	37	30634	0				
410159								0	574		0	0	7750		8426	27	16750	0				
410560								0	5746		0	0	65869		62836	321	134451	0				
410748								0	15079		2014	3	101483		81054	243	199630	0				
410917								0	14868		2248	3	168396		76581	415	262093	0				
410944								0	2773		561	2	13444		7877	40	24655	0				
411053								0	1255		0	0	18195		4057	26	23507	0				
411062								0	436		0	0	32401		33416	169	66253	0				
411231								0	3802		326	1	36773		7223	33	48124	0				
411240								0	2672		0	0	29019		9504	38	41195	0				
411512								0	1570		641	2	45083		50594	213	97888	0				
411549								0	830		0	0	26926		6137	48	33893	0				
411576								0	3511		0	0	21961		5910	29	31382	0				
411624								0	7177		0	0	75403		23885	150	106465	0	87230	0		
411651								0	3127		0	0	54791		26481	147	84399	0				
412135							1009317	0	47784		1833	6	1913884		1298921	3161	3262422	0	2859875	0		
412153								0	3800		0	0	56526		52631	206	112957	0				
412452								0	469		0	0	13850		9776	75	24095	0				
412555								0	1675		0	0	21261		12433	52	35369	0				
412667								0	1216		0	0	37270		44339	194	82825	0				
412751							467971	0	80194		1848	5	1583018		745538	2125	2410598	0	2408090	0		
412845								0	8870		0	0	121538		74946	308	205355	0				
413141								0	5867		2477	3	165880		58468	318	232692	0				
413208	128143444	40325757	121076159	33809903	40321109	33803203	42011225	0	1014961		38204	87	32096098		54668424	102888						
413347								0	1309		0	0	15658		5185	32	22152	0				
413543								0	7787		0	0	52499		15827	91	76113	0				
413646								0	6965		0	0	116100		62306	325	185371	0				
413730								0	333		0	0	13818		6627	31	20778	0				
413758								0	1161		0	0	29565		7534	46	38260	0				
413851								0	630		0	0	20592		3794	24	25016	0				
414102								0	15592		0	0	110239		41915	194	167746	0				
414652								0	4308		0	0	32522		17576	100	54406	0				
414764								0	4998		883	3	83596		81856	298	171334	0				
414858								0	1081		0	0	45202		17028	78	63311	0				
415855								0	189		0	0	4224		5007	12	9470	50				
416245							1020007	0	134738		8169	19	1670474		1165207	3878	2978588	0	2978603	0		
416272								0	10586		617	2	38329		16073	120	65605	0				
416339								0	3034		402	1	51206		15451	57	70093	0				
416348								0	8504		315	1	103515		74791	272	187125	0				
416357								0	124		0	0	12332		6832	37	19288	0				
416656								0	5767		0	0	65938		66583	326	138288	0				
416674								0	20533		929	3	152113		67357	347	240932	0				
417149								0	15281		618	2	135363		163199	345	314461	0				
417251								0	1831		0	0	23824		9058	42	34713	0				
417626								0	50820		3309	7	206845		168929	567	429903	0				
417710								0	1777		0	0	15450		6034	22	23261	0				
417859								0	10375		1939	2	106268		73839	316	192421	0				
418100								0	10823		0	0	122638		107446	483	240907	0				
418249								0	18449		450	1	201209		221017	616	441125	0				
418342								0	12580		1804	4	141662		40119	188	196165	0				
418436								0	0		0	0	8947		4467	21	13414	0				
418856								0	1917		0	0	18818		10705	37	31440	0				
419255								0	3946		0	0	50608		38645	160	93200	0				
419406							386277	0	122965		3440	10	850141		610828	2252	1588440	1066	1585980	2201		
419460								0	9297		2223	6	70496		31534	121	113550	0	115933	0		
419675								0	27063		1982	6	263360		134066	402	426471	0	424291	0		
419947								0	1685		0	0	18578		8433	45	28696	0				
420457								0	29956		273	1	316407		96450	489	443086	0				
420644								0	12063		0	0	94015		56505	223	162584	1				
420653								0	3061		0	0	33994		16150	76	53205	0				
420934								0	1432		0	0	29996		11264	61	42692	0				
421155								0	276		0	0	6712		1042	7	8030	0				
421445								0	6612		0	0	66466		24581	160	97659	0				
421539								0	5471		298	1	75624		19748	143	101141	0				
422059								0	2734		0	0	16270		8353	42	27357	0				
422116								0	2326		404	1	34043		21705	66	58478	0				
422358								0	1888		0	0	22367		7071	45	31326	0				
422433								0	23916		0	0	303432		391145	1127	718493	0				
422657								0	2272		0	0	29197		55009	136	86478	0				
423065								0	1668		0	0	79718		38896	126	120282	0				
423074								0	6302		397	1	90030		75851	462	172580	0				
423159								0	2751		1096	2	52955		68251	319	125053	0				
423449								0	16962		725	2	172249		108977	389	298913	0				
423458								0	10627		1520	4	197910		247357	979	457414	0				
423636								0	4463		576	2	33248		13270	64	51559	0				
423739								0	10104		645	2	95207		85667	243	191623	0				
423841								0	2554		0	0	17841		3580	20	23975	0				
424156								0	7750		0	0	53539		34173	155	95462	0				
424240								0	22811		3692	12	87041		49783	235	163327	0				
424343								0	3823		0	0	35490		41662	168	80975	0				
424352								0	1512		0	0	29848		28275	88	59635	0				
424437								0	1704		252	1	13449		2238	13	17643	0				
424633								0	2859		0	0	25565		12820	61	41244	0				
425050								0	659		0	0	14138		4570	15	19367	0				
425108								0	12551		942	3	116825		38049	85	168368	0				
425818								0	11259		432	1	67115		21591	84	100397	0				
425845								0	3992		0	0	31654		15606	74	51252	0				
425911								0	45046		1101	3	326085		139688	543	511920	0				
425957								0	2335		266	1	27580		18622	99	48803	0				
425975								0	18364		1004	3	139291		126043	450	284702	0				
426057								0	854		0	0	18868		18260	79	37982	0				
426141								0	1738		0	0	14078		2583	18	18399	0				
426347								0	1813		0	0	15395		4202	26	21410	0				
426534							211557	0	62096		951	1	765268		358406	1478	1186721	0	1230118	0		
426758								0	4284		0	0	36894		23164	98	64343	0				
426945								0	1784		0	0	29828		14887	82	46499	0				
427241								0	7015		0	0	78293		111003	235	196311	0				
427353								0	7027		0	0	67673		75024	298	149724	0				
427456								0	2238		0	0	14436		2691	12	19365	0				
427858								0	1431		0	0	45520		27740	162	74691	0				
427960								0	1203		0	0	28933		17151	76	47288	0				
428060								0	15904		2366	8	197945		238511	699	454726	0				
428462								0	3607		252	1	119726		51645	300	175230	0				
428547								0	4311		558	1	68348		51781	265	124998	0				
428631								0	10411		571	2	96508		42565	251	150055	0				
428659								0	2689		282	1	22076		6739	43	31786	0				
428855								0	6984		0	0	58213		32708	108	97905	0				
428958								0	3447		0	0	42479		36649	150	82575	0				
429021								0	21567		511	1	186541		130626	490	339245	0	328570	0		
429759								0	5413		0	0	65378		51307	149	122622	524				
430036								0	15036		1526	5	105557		77655	303	199774	0				
430054								0	1103		0	0	28545		12796	77	42444	0				
430344								0	9839		678	2	54022		26863	126	91402	0				
430670								0	4898		0	0	267960		156423	406	429281	0				
430858								0	2014		278	1	17599		6420	29	26311	0				
431172								0	17766		922	3	213094		194608	1363	426390	0				
431323								0	6640		0	0	50535		30002	95	87177	0				
431350								0	3034		0	0	27708		12142	67	42885	0				
431743								0	7814		0	0	116490		51824	289	176128	0				
431846								0	1438		0	0	10709		13248	69	25395	0				
431958								0	659		0	0	13400		3364	17	17423	0				
432012								0	58		0	0	13684		5980	32	19722	0				
432058								0	739		0	0	14895		27215	80	42849	0	42849	0		
432432								0	3042		0	0	49205		74774	122	127021	0				
433158								0	2172		0	0	22272		9826	57	34270	0				
433354								0	5751		669	2	104227		67346	238	177993	0				
433439								0	3439		0	0	30583		10847	30	44869	0				
433505								0	16545		646	2	230142		121745	461	369078	0				
433550								0	12081		1080	2	77389		49885	478	140435	0				
433608							333260	0	26260		672	2	420372		430396	1139	877702	0	877702	0		
433859								0	2613		0	0	31703		14446	105	48762	0				
433943								0	12099		656	2	106338		44290	173	163383	0				
434203								0	10414		0	0	193663		139531	549	343608	0				
434539								0	9726		934	3	74978		65420	246	151058	0				
435059								0	2644		629	1	49283		35573	130	88129	0				
435152								0	1301		0	0	19315		4816	26	25559	127				
435255								0	976		0	0	12557		9534	50	23067	0	23103	0		
435349								0	16638		402	1	189861		178666	567	385567	0				
435358								0	3153		0	0	43027		24437	146	70617	0				
435666								0	3136		0	0	48584		16494	115	68214	0				
435750								0	12212		0	0	199673		153463	534	365348	0				
436131								0	18671		538	2	153922		93014	357	266145	0				
436159							788435	0	71964		5145	15	799869		795147	1935	1673721	1596	1632249	1602		
436252								0	4446		0	0	82061		69936	240	156443	0				
436542								0	8253		0	0	51982		27557	97	87792	0				
436711							939508	0	7290		1161	3	479824		1165817	2825	1654092	0	1637011	0		
436739								0	6563		0	0	75202		42820	265	124585	0				
436823								0	27382		809	2	239601		83451	495	351243	0				
436953								0	14717		319	1	118719		81823	362	216106	528				
436971								0	6947		308	1	40525		30578	140	78358	0	81673	0		
437044								0	5339		0	0	29975		7100	45	42414	0				
437053								0	15617		939	3	86415		60676	250	163647	0				
437138								0	7282		271	1	49217		18641	82	75411	0				
437455								0	2891		0	0	48287		9446	64	60624	0				
437521							481968	0	114662		1086	4	3157510		1339367	4655	4612625	0	4491962	0		
438050								0	2064		0	0	27540		11751	63	41355	0				
438238								0	13855		2282	6	238731		182994	438	437862	0	437696	0		
438434								0	13624		1787	6	75380		59236	194	150027	0				
439132								0	10361		1866	3	69746		29031	153	111005	0				
439338								0	19669		0	0	240048		268868	487	528585	0				
439356								0	29304		3671	7	191184		91685	422	315844	0				
439404							66546	0	25005		274	1	628675		266980	951	920934	0	897304	0		
439459								0	1207		0	0	33675		11996	78	46878	0	46654	0		
439730								0	4147		0	0	29217		16236	74	49600	0				
439860								0	2657		0	0	46083		29916	132	78656	0				
440110								0	3494		0	0	23136		7480	51	34110	0				
440259								0	4285		0	0	66014		71361	283	141660	0				
440446								0	1803		0	0	27218		10128	62	39149	0				
440857								0	1973		0	0	19892		6529	45	28394	0				
440875								0	449		0	0	80514		35552	147	116515	0				
441050								0	4974		0	0	71694		37704	147	114373	0				
441078								0	4927		401	1	50973		18482	102	74783	0				
441135								0	2567		286	1	28393		12589	38	43835	0				
441256								0	21797		2113	5	364631		196736	715	585277	0				
441359								0	22739		996	3	113261		75697	425	212693	0				
441434								0	23107		2756	7	146626		89318	372	261807	0				
441630								0	8294		263	1	49048		18304	77	75909	0				
442039								0	13394		0	0	273752		135634	346	422781	0				
442057								0	226		0	0	4040		2049	12	6315	0				
442244								0	4045		329	1	44078		28214	112	76666	0				
442655								0	649		0	0	26276		29353	102	56278	0				
442749								0	1217		0	0	9475		8279	56	18971	0				
442758								0	2336		960	1	23125		10955	64	37376	0				
442776							245836	0	37375		862	3	324434		333224	825	695895	0	705090	0		
442806								0	3569		0	0	134527		79378	382	218079	605				
443148								0	6777		291	1	58281		17423	105	82771	0				
443205							299481	0	64706		2465	8	532381		468317	1472	1067869	0	1053424	0		
443353								0	5084		0	0	36203		17604	67	58891	0				
443625								0	2886		0	0	23300		12520	49	38706	0				
443634								0	2163		276	1	32284		20092	82	54815	0				
444051								0	1542		0	0	32850		35984	183	70376	0				
444350								0	4448		251	1	127372		111631	410	243763	61				
444556								0	2384		0	0	46518		30247	166	79149	0				
444677								0	2280		0	0	18514		7985	67	28779	0				
