"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											143					0	0	0	0	
242											201					3300	7	0	0	
279											1598					32980	0	0	0	
354											4					0	0	0	0	
457											252					4000	0	0	0	
505											4473					77800	0	0	0	
1155											821					3500	0	0	23392	
1351											0					0	0	0	0	
1454											1092					0	9	0	0	
1557											144					1766	0	0	0	
1632											4097					57000	0	0	4248	
1669											427					841	0	0	0	
1829											3002					46605	1418	0	3568	
1856											4620					80800	0	0	0	
2040											1368					21943	0	0	1858	
2161											267					0	0	0	0	
2376											24852					522214	7783	0	0	
2451											1023					3298	0	0	0	
2554											0					0	0	0	0	
2732											174					353	0	0	0	
2750											522					8487	0	0	0	
2938											2034					29000	0	0	798	
3252											318					3600	0	0	0	
3458											181					0	0	0	5260	
3720											702					5652	0	0	3891	
3953											1036					8052	4	0	0	
4138											1846					1955	0	0	1716	
4156											2254					21500	0	0	0	
4231											0					0	0	0	0	
4437											861					9666	0	0	5108	
4839											2045					39900	0	0	8367	
5005											4537					71836	9967	0	0	
5069											0					0	12352	0	0	
5135											1625					23406	0	0	0	
5210											8501					128000	0	0	36000	
5331											3835					86	0	10000	93500	
5461											2204					40196	0	0	0	
5751											278					0	0	0	0	
6039											855					6000	51	0	0	
6141											0					0	0	0	0	
6329											1285					5000	0	0	0	
6972											7565					107447	0	0	15264	
7009											0					0	7821	0	0	
7045											0					0	0	0	0	
7157											23					0	0	0	0	
7456											296					0	0	0	0	
7634											1180					7200	0	0	0	
8033											1418					19744	0	0	0	
8462											21					0	0	0	0	
8631											154					0	0	0	0	
9357											603					0	970	0	6321	
9553											751					8435	0	0	0	
9807											18492					262377	0	0	78670	
9955											453					3119	0	0	0	
10157											579					0	0	0	0	
10250											2526					35500	0	0	0	
10849											1978					27345	0	0	0	
10858											1465					14594	0	0	23480	
11145											1085					13213	0	0	0	
11640											3368					55514	0	0	0	
11837											1155					12250	0	0	0	
12030											1038					0	0	0	0	
12142											736					6000	0	0	5917	
12245											395					6000	411	0	0	
12311	0	562446	711330	1157264	0	511085	1169432	301437	5900	4421375	427474	0	53709880	1101695	46453478	6156964	2481	269519	1446673	
12647											310					6200	0	0	0	
12656											29					0	0	0	0	
12937											776					0	0	0	0	
12946											2955					29989	627	0	0	
12955											760					3100	0	0	0	
13037											295					0	0	0	0	
13103											12036					197175	72020	0	13217	
13251											140					0	0	0	0	
13457											3					0	1	0	0	
14052											247					4000	0	0	0	
14155											830					14850	0	0	0	
14258											4022					0	0	0	0	
14454											82					1100	0	0	0	
14650											112					0	0	0	0	
14753											9					0	0	0	0	
14865											594					17609	0	0	0	
14977											184					257	0	0	0	
15536											33103					1186000	9841	0	0	
16337											2295					29000	0	0	6604	
16458											783					1301	0	0	0	
16551											2941					25724	0	0	0	
16748											344					2000	0	0	0	
16944											0					0	0	0	0	
16953											0					0	0	0	0	
17110											219					0	6575	2780	0	
17147											11303					147789	0	0	65267	
17259											418					4250	0	0	0	
17464											13366					279029	419	0	11925	
17839											531					0	0	0	2844	
17950											962					12253	0	0	0	
18050											597					719	0	0	0	
18135											1622					24370	0	0	9582	
18377											106					0	0	0	0	
18827											934					757	0	0	0	
18836											875					5832	28	0	0	
18854											348					0	0	0	0	
18957											449					2365	0	0	0	
19356											158					1594	0	0	0	
19730											18195					109963	2265	0	39167	
19936											1759					10000	0	0	4742	
19972											207					0	0	0	0	
20053											503					4146	237	0	143	
20147											495					3719	0	0	0	
20259											350					7	0	0	0	
20370											526					5000	0	0	0	
20512											1235					20740	0	0	0	
20633											660					9800	1000	0	0	
20857											298					10813	0	0	20850	
20866											1584					29351	0	0	0	
21256											87					500	0	0	0	
21359											114					365	0	0	0	
21630											517					5036	0	0	3831	
21658											442					1681	0	0	0	
22048											601					10186	0	0	4064	
22356											818					989	10	0	13975	
22459											706					5361	0	0	1753	
