"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1557																																					50	1791	0	5020	7750	0	151	0	824	39248	32212	481	34459	0	380	0	1766	0	4789	200	39248	0	0	3711	0	800	0	5165	27047		0	21247	20867	78	2795	0	0	0	
1632																																					107	11522	0	0	56436	0	14596	227	16427	768533	635273	7002	703523	0	11642	0	57000	0	65010	1900	768533	0	0	28534	0	34197	0	19798	615475		0	680665	669023	379	195	0	0	4248	
1669																																					2846	8350	1261	80979	46927	0	1613	4	8815	243989	199922	1384	202147	0	1847	0	841	0	41842	800	243989	0	0	40068	0	800	0	39266	160656		0	76562	74715	174	18479	0	0	0	
1829																																					11420	4606	797	0	78171	0	3000	0	8840	374327	284993	2004	337170	0	3982	8144	46605	0	37157	390	374327	0	0	33930	0	3100	0	50702	234290		0	263331	259349	-263	0	0	0	3568	
1856																																					44	709	0	107910	106328	0	435	0	6746	242511	145182	269	226251	0	192	98	80800	0	16260	500	242511	0	0	1109	0	17782	0	2644	142539		0	9554	9362	-3131	10879	0	0	0	
2040																																					7	2769	0	0	40507	0	3902	0	7543	203316	159534	1832	185634	0	3408	0	21943	0	17682	480	203316	0	0	12964	0	4270	513	12025	147509		0	150824	147416	-32	659	0	467	1858	
2161																																					1500	2945	0	4	39051	0	1735	0	3473	105469	92022	1077	93099	0	553	0	0	0	12370	1000	105469	0	0	9990	0	1253	0	18488	73534	1	0	56534	55981	127	780	0	0	0	
2376																																					487	9824	0	153315	167359	3789	9465	1292	77375	1535736	766273	21355	1342986	66	15407	0	522214	0	192685	500	1535737	0	0	205069	0	2154	0	43472	722801		-14506	1128237	1112830	-532	0	0	33144	0	
2451																																					1115	244	390	5000	0	0	400	235	1810	43258	36241	341	39880	0	888	750	3298	0	3378	50	43258	0	0	424	0	2904	296	2615	33626		0	32982	32094	0	924	0	0	0	
2554																																					1487	579	0	0	2354	0	112	0	127	9712	8578	64	8642	0	23	290	0	0	1069	50	9711	0	0	70	0	972	0	1848	6730		0	4256	4233	-23	530	0	0	0	
2732																																					0	16977	1112	0	58045	0	5908	0	4960	525621	447697	7165	455215	0	3987	0	353	0	70406	0	525621	0	0	64225	0	5789	0	74644	373053		0	413606	409619	392	29000	0	0	0	
2750																																					496	466	0	0	11720	0	542	0	2461	52171	37868	387	47269	0	403	0	8487	0	4902	87	52171	0	0	5081	0	93	0	2128	35740		0	36889	36486	-359	0	0	527	0	
2938																																					47	6385	0	0	54167	0	8907	1700	8793	423811	357672	4326	391796	0	7014	0	29000	0	32015	1250	423811	0	0	14819	0	15933	0	14693	342979		0	346898	339884	13	3928	0	0	798	
3252																																					1584	4925	0	510	56978	0	566	0	3434	137098	118839	397	122836	0	976	0	3600	0	14262	200	137098	0	0	14385	0	300	0	10629	108210		0	63277	62301	-623	6800	0	0	0	
3458																																					3531	1199	0	2039	9560	0	399	0	500	30807	22305	211	27776	0	293	0	0	0	3031	100	30807	0	0	2464	0	450	0	2271	20034		0	12449	12156	17	1423	0	0	5260	
3720																																					0	4356	0	11542	43451	0	3500	4	4247	174214	138302	1643	150005	0	1430	0	5652	0	24209	2400	174214	0	0	10974	0	10800	234	15661	122641		0	108310	106880	35	0	0	517	3891	
3953																																					50	3845	0	0	4	0	3904	0	3387	120083	101311	850	110213	0	1494	0	8052	0	9869	500	120082	0	0	5689	0	3680	9748	26190	75121		0	100639	99145	0	0	0	0	0	
4138																																					0	6068	0	0	32448	23	7650	755	3601	200221	180107	385	184163	0	1842	0	1955	0	16059	300	200222	0	0	15527	0	300	0	22453	157654		0	144588	142746	-68	6930	0	0	1716	
4156																																					20	3391	0	0	54951	0	5296	270	7196	186910	123410	24247	169527	0	1601	1783	21500	0	17383	1200	186910	0	0	9686	0	5981	415	18923	104487		0	115189	113588	516	0	0	370	0	
4231																																					0	3358	0	0	32226	0	1091	77	1569	122061	104420	998	107418	0	831	0	0	0	14643	500	122061	0	0	2381	0	12100	0	12685	91734		0	84250	83419	-338	321	0	2000	0	
4437																																					122	5393	0	2383	42928	0	3688	0	4517	229334	191017	1338	207129	0	2495	0	9666	0	22205	963	229334	0	0	18393	0	3750	0	20517	170500		0	171008	168513	-901	1790	0	0	5108	
4839																																					172	5125	0	0	66599	86	6296	394	3657	302113	226409	1708	278784	0	2408	0	39900	0	23329	1875	302113	0	0	13712	0	8429	0	34838	191571		0	222192	219784	-687	0	0	2400	8367	
5005																																					1082	8244	741	428	57520	0	7581	9162	16488	451159	339319	4265	415420	0	2864	2052	71836	0	35739	0	451159	0	0	-7	0	37922	0	26858	312461		0	333980	331116	-2176	16745	0	0	0	
5069																																					400	1331	0	0	17930	0	18753	1700	4656	361687	259852	7025	266877	0	8204	0	0	0	94810	4500	361687	0	0	89826	0	4129	0	10838	249014		0	297621	289417	-3645	27500	0	0	0	
5135																																					504	6214	0	0	30175	0	4078	10	11132	326910	268780	1127	293313	0	3517	1042	23406	0	33597	651	326910	0	0	13533	0	19349	0	34441	234339		0	244985	241468	64	32287	0	0	0	
5210																																					2502	15427	5	0	230276	0	14331	143	44572	921342	680555	6087	850642	0	9618	0	128000	0	70700	4798	921342	0	0	63612	0	5455	304	59107	621448		0	623400	613782	-3165	0	0	0	36000	
5331																																					5133	8195	0	0	142100	0	13050	1907	8132	334574	210256	1816	305658	0	1362	0	86	0	28916	2580	334574	0	0	17532	0	11360	0	37628	172628		0	147419	146057	-2556	0	10000	0	93500	
5461																																					164	15992	569	0	47956	776	11887	184	9500	425585	340550	2384	386020	0	2851	0	40196	0	39565	2059	425585	0	0	33875	0	4241	0	109178	231372		0	341408	338557	-610	0	0	2890	0	
5751																																					0	1014	0	0	43336	0	262	95	3612	105853	82578	563	83141	0	950	0	0	0	22712	600	105853	0	0	21392	0	700	0	6231	76346		0	56281	55331	20	2203	0	0	0	
6039																																					4331	3166	0	0	6106	0	1893	1217	2513	87824	71209	656	77865	0	938	0	6000	0	9959	469	87824	0	0	3864	0	5600	0	12615	58594		0	63739	62801	26	5797	0	0	0	
6141																																					0	3046	0	13073	0	0	227	30	565	45387	40733	247	40980	0	394	0	0	0	4408	400	45388	0	0	408	0	3600	0	12417	28316		0	20090	19696	0	8750	0	0	0	
6329																																					25	12604	0	505	39585	0	16264	1401	13462	419651	372410	4651	384161	0	4592	0	5000	0	35490	2600	419651	0	0	17696	0	15400	0	96803	275607		0	340397	335805	-206	0	0	2100	0	
6972																																					13	17067	232	62036	44507	0	10997	0	21646	1003111	773547	8705	904963	0	17543	0	107447	0	98148	2600	1003111	0	0	66972	0	28553	0	150294	623253		0	857421	839878	23	6735	0	0	15264	
7009																																					2000	3149	0	0	447807	0	268	0	10810	677115	626506	5611	632117	0	0	0	0	0	44998	500	677115	0	0	43190	0	552	0	46081	580425		0	213081	213081	756	0	0	0	0	
7045																																					3847	11937	0	18705	21208	0	1747	0	1212	120052	106400	434	106834	0	760	0	0	0	13218	100	120052	0	0	10809	0	2325	0	15437	90963		0	62156	61396	-16	0	0	0	0	
7157																																					0	632	0	0	12816	0	128	0	547	36270	31392	508	31900	0	333	0	0	0	4370	200	36270	0	0	3889	0	200	0	4119	27273		0	22166	21833	81	314	0	0	0	
7456																																					0	1636	0	390	10631	0	336	30	1018	52894	48372	184	48556	0	219	0	0	0	4338	400	52894	0	0	1080	0	2900	0	9314	39058		0	31482	31263	-42	7590	0	0	0	
7634																																					61	2531	0	17	7814	0	713	155	2012	86590	72640	285	80125	0	731	0	7200	0	6465	200	86590	0	0	1501	0	4700	0	7145	65495		0	72330	71599	64	1688	0	0	0	
8033																																					1179	3797	0	0	7286	0	2463	0	4070	121920	89093	1229	110066	0	906	0	19744	0	11854	774	121920	0	0	6642	0	4476	0	19465	69628		0	98806	97900	-38	5225	0	0	0	
8462																																					0	7529	0	0	58798	0	373	0	836	111900	98902	389	99291	0	381	0	0	0	12609	350	111900	0	0	11789	0	350	0	26974	71928		0	34595	34214	120	10150	0	0	0	
8631																																					14	2199	0	0	10520	0	1653	0	2352	53803	47033	233	47266	0	401	0	0	0	6537	500	53803	0	0	5218	0	800	0	15541	31492		0	35344	34943	19	2122	0	0	0	
9357																																					1000	12085	3720	0	30775	0	1232	610	2039	303704	241783	1170	249274	0	5001	23238	0	0	54430	500	303704	0	0	2110	0	51847	39567	75389	166394		0	194439	189438	-27	0	0	0	6321	
9553																																					1233	2635	0	0	1969	0	461	14	4399	79648	62032	1376	71843	0	740	0	8435	0	7805	400	79648	0	0	6208	0	1200	0	7864	54168		0	69477	68737	-3	200	0	0	0	
9807																																					92327	24684	0	441088	27988	14	9653	65116	63549	2575682	1942225	14926	2298198	1500	62020	0	262377	0	275984	20000	2575682	0	0	191703	0	63858	0	54115	1888110		0	1905283	1843263	423	8000	0	0	78670	
9955																																					7142	2462	945	0	18539	0	1909	0	2077	83924	69783	262	73164	0	572	0	3119	0	10760	110	83924	0	0	7465	0	3023	0	11369	58414		0	47572	47000	162	3850	0	0	0	
10157																																					7	2515	0	269	17086	0	634	0	1542	52000	46699	245	46944	0	977	162	0	0	5056	250	52000	0	0	2372	0	2560	0	9886	36813		-59	30462	29485	-67	300	0	0	0	
10250																																					1464	9221	0	0	69519	0	12934	4252	5693	454875	380069	2337	420644	0	3709	0	35500	0	34231	1500	454875	0	0	12031	0	21000	0	49553	330516		0	355501	351792	-300	0	0	2738	0	
10849																																					9	5653	0	65567	231	0	4780	998	7449	327114	268008	1408	297921	0	4712	694	27345	0	29192	16	327113	0	0	18430	0	10746	0	22515	245493		0	246445	241733	0	0	0	1160	0	
10858																																					192	8857	0	38811	7108	0	6840	0	6481	437102	356179	2787	398160	0	4410	2957	14594	0	38942	2500	437102	0	0	21665	0	14755	1210	45181	310998		0	369056	364646	22	0	0	1120	23480	
11145																																					56	5682	4	0	10240	234	5098	810	2132	163627	133741	424	147378	0	1546	450	13213	0	16249	1000	163627	0	0	11228	0	4000	0	16592	117148		0	129617	128071	21	10850	0	0	0	
11640																																					252	9893	0	0	74068	0	6357	0	15181	306327	216530	3361	281405	0	1501	0	55514	0	24922	650	306327	0	0	8520	0	16800	0	41113	175418		0	202077	200576	-1048	0	0	6000	0	
11837																																					182	1466	0	0	41735	0	1076	350	2071	99633	74756	827	88642	0	1097	0	12250	0	10991	314	99633	0	0	122	0	10686	0	7197	67559		0	53850	52753	-131	0	0	809	0	
12030																																					0	7999	0	1846	20404	0	3611	871	7039	341010	306693	2541	309234	0	9036	721	0	0	31776	300	341010	0	0	31256	0	300	0	29333	277360		0	298272	289236	-80	9283	0	0	0	
12142																																					1102	6023	0	1505	43915	0	5079	30	3075	154870	122015	901	135233	0	1353	0	6000	0	19637	1250	154870	0	0	5186	0	13250	0	29797	92218		0	95494	94141	-49	0	0	400	5917	
12245																																					96	2337	0	0	26615	0	1768	43	1207	112373	91048	1243	100464	0	848	0	6000	0	11909	1419	112373	0	0	6828	0	3581	0	15325	75723		0	81155	80307	81	0	0	2173	0	
12311	24157	1070355	567069	0	4101005	129872	520557	73477	2749863	53709880	638997	47555173	602682	601230	2963685	6156964	1083083	5552025	39999	53709880	1025424	26901	1108504	0	4668888	286751		0	40529376	39928146	-265366	269519	1446673	1101695	0	1101695										53709880	36874816		47555173				6156964					1025424	26901					1459044	35415772						0	269519	226044	1446673	
12647																																					24	2019	0	6506	0	0	4352	974	1159	82728	67549	480	74229	0	631	0	6200	0	8499	125	82728	0	0	2209	0	6165	0	10034	57515		0	65625	64994	0	2700	0	0	0	
12656																																					100	389	0	709	0	0	231	0	169	13305	12095	62	12157	0	176	0	0	0	1148	72	13305	0	0	688	0	388	0	2405	9690		0	10617	10441	0	1266	0	0	0	
12937																																					15130	2700	0	0	1642	0	11970	0	2109	194496	161571	1578	163149	0	1195	0	0	0	31347	750	194496	0	0	25458	0	5250	0	25565	136006		0	150140	148945	-111	12000	0	0	0	
12946																																					1919	8775	3094	0	73175	1126	11204	1661	17571	611444	509302	6096	552297	0	5542	9959	29989	0	59147	1	611444	0	0	43622	0	17119	0	52999	456303		0	488502	482960	-1595	0	0	6910	0	
12955																																					1040	2320	0	3503	2764	0	3105	573	1374	121878	106505	486	110091	0	890	0	3100	0	11786	1567	121877	0	0	2786	0	7433	208	18709	87796		0	99781	98891	0	8100	0	0	0	
13037																																					433	2571	1849	0	35056	0	2631	545	3272	110940	91889	953	92842	0	2083	6713	0	0	18098	900	110940	0	0	248	0	17240	0	17709	74180		0	50456	48373	-290	9497	0	0	0	
13103																																					50	13507	1745	1465	195832	0	13594	85	30681	1144540	764965	12409	987766	144	8061	2965	197175	0	156630	500	1144540	0	0	121266	0	34019	818	31356	733609		0	891663	883602	845	196	0	0	13217	
13251																																					2245	1613	0	0	6518	0	117	163	837	35110	31270	175	31445	0	448	0	0	0	3665	25	35110	0	0	1899	0	1725	0	3986	27283		0	21192	20744	16	2873	0	0	0	
13457																																					0	398	0	0	4322	0	17	0	1651	20134	14462	161	14623	0	85	0	0	0	5511	50	20134	0	0	5414	0	50	0	1729	12733		0	10596	10511	-3	3235	0	0	0	
14052																																					1203	1409	0	0	10323	0	2224	85	2056	69112	58653	241	63028	0	663	0	4000	0	6084	1000	69112	0	0	3559	0	1500	0	8815	49838		0	52417	51754	25	58	0	134	0	
14155																																					0	2496	0	200	6458	0	6450	835	3904	119477	86437	835	107072	0	1234	0	14850	0	12405	176	119477	0	0	12070	0	160	0	7889	78548		0	100368	99134	-1	0	0	4950	0	
14258																																					0	14384	16722	0	4401	0	23267	0	8852	1476523	957386	10926	1130073	0	10960	220300	0	0	346450	500	1476523	0	0	7730	0	338213	231	142246	815140		0	1025361	1014401	7	173965	0	161761	0	
14454																																					3231	681	0	0	5271	0	424	3	263	27718	20878	179	22432	0	286	2117	1100	0	5286	75	27718	0	0	-419	0	5570	0	2825	18053		0	16014	15728	60	0	0	275	0	
14650																																					891	2185	0	2815	31	0	290	0	1571	24869	21295	305	21600	0	171	101	0	0	3269	200	24869	0	0	2769	0	300	0	5926	15369		0	15810	15639	0	1346	0	0	0	
14753																																					0	908	0	9429	8054	0	149	0	675	32218	27221	417	28933	0	523	0	0	0	3285	300	32218	0	0	695	977	1277	0	5685	21536		0	13526	13003	36	0	0	1295	0	
14865																																					20	3830	861	0	32398	0	5497	0	6433	222605	178361	1709	202549	0	2536	0	17609	0	20056	730	222605	0	0	9334	0	9946	0	30374	147987		0	176102	173566	46	0	0	4870	0	
14977																																					11984	1302	0	101	4557	0	352	18	967	45341	37858	234	38349	0	311	0	257	0	6992	0	45341	0	0	6967	0	0	0	3240	34618		0	26371	26060	25	0	0	0	0	
15536																																					3586	107522	2343	0	387772	0	78754	49195	244922	4696885	3077731	30090	4293821	0	59711	34514	1186000	0	403064	10593	4696885	0	0	119885	0	278330	2448	217191	2860540		0	3845540	3785829	-5744	0	0	0	0	
16337																																					381	9709	0	0	65627	0	20679	4610	17069	476173	393667	3971	433242	0	3513	0	29000	0	42931	350	476173	0	0	34729	0	8500	0	47201	346466		0	353231	349718	-648	8380	0	0	6604	
16458																																					0	4474	0	22249	41564	0	10138	0	2449	220585	188479	1141	190921	0	2007	0	1301	0	29664	941	220585	0	0	26515	0	2059	0	16204	172275		0	134522	132515	149	7196	0	0	0	
16551																																					910	2537	0	0	10737	1045	3112	998	6655	162792	121061	397	147182	0	2231	856	25724	0	15610	175	162792	0	0	8860	0	6576	0	15690	105371		0	136856	134625	-1	1317	0	0	0	
16748																																					1024	1308	370	3284	12062	0	783	89	2190	52578	44122	613	47485	0	407	0	2000	0	5093	400	52578	0	0	2100	0	2600	120	7924	36199		0	30745	30338	-7	1010	0	750	0	
16944																																					0	2446	0	0	10828	0	132	40	275	31738	27249	200	27449	0	244	0	0	0	4289	1000	31738	0	0	1788	0	1500	0	4718	22531		0	15261	15017	1	3000	0	0	0	
16953																																					100	1214	0	205	13472	0	125	24	437	29927	24644	234	24878	0	203	0	0	0	5049	100	29927	0	0	2702	0	2275	0	4924	19720		0	12853	12650	-28	1700	0	0	0	
17110																																					3871	2559	75	0	6575	0	1917	0	3021	103667	86754	1507	88261	0	558	0	0	0	15406	300	103667	0	0	8120	0	6986	0	0	86754		0	83427	82869	0	0	2780	0	0	
17147																																					14162	37667	1999	3693	205906	0	20153	13794	67824	2009609	1490790	7588	1817624	0	18564	24847	147789	0	191985	5985	2009609	0	0	111011	125	75559	605	191859	1298930		0	1600564	1582000	-695	36959	0	106190	65267	
17259																																					33	1063	0	6	25036	0	1018	133	2377	64556	52883	1113	58246	0	128	0	4250	0	6310	769	64556	0	0	4802	0	769	0	7091	45792		0	33412	33284	-30	1606	0	0	0	
17464																																					64	50615	11995	2211	82435	1560	36382	37196	71902	2402189	1758890	13896	2063740	0	49851	105047	279029	0	338449	750	2402189	0	0	261329	0	76340	2002	241528	1517362		0	2047693	1997842	30	2938	0	0	11925	
17839																																					47	2614	0	0	47437	0	2270	0	3481	211095	176598	1800	195307	0	2027	0	0	0	15788	800	211095	0	0	5320	0	9286	0	10617	165981		0	157273	155246	382	0	0	14065	2844	
17950																																					26	4210	0	173	65269	0	5772	540	3927	219490	184175	1613	200691	0	1569	1695	12253	0	18799	725	219490	0	0	7620	0	10550	0	25648	158527		0	139447	137878	-96	0	0	2650	0	
18050																																					147	13444	860	19643	71877	0	13786	204	2762	287863	251184	1627	253530	0	2317	0	719	0	34333	1214	287863	0	0	25542	0	7671	0	64665	186519		0	166667	164350	-94	790	0	0	0	
18135																																					101	5354	0	0	30070	0	13106	0	6958	210436	158779	856	193587	0	1250	0	24370	0	16849	456	210436	0	0	10570	0	6056	1789	42146	116633		0	144437	143187	-233	9871	0	0	9582	
18377																																					6156	6	0	0	5578	0	673	0	250	28054	25388	73	25461	0	102	0	0	0	2593	0	28054	0	0	2576	0	0	0	0	25388		0	15493	15391	17	0	0	0	0	
18827																																					909	9790	0	0	85231	0	3447	222	4071	344822	309943	989	311689	0	1902	2175	757	0	33133	528	344822	0	0	29174	0	4387	0	37862	272081		0	214879	212977	-956	26000	0	0	0	
18836																																					15	2646	0	0	8980	0	2818	1007	5468	143011	121408	1975	129990	0	1535	0	5832	0	13021	180	143011	0	0	11146	0	1676	0	17059	104349		0	123612	122077	19	0	0	775	0	
18854																																					8614	2757	0	0	1019	0	2194	743	1634	99613	91621	407	92028	0	459	0	0	0	7585	40	99613	0	0	3486	0	4060	0	10086	81535		0	80555	80096	-1	2556	0	0	0	
18957																																					206	1618	0	0	9480	0	557	157	1960	52188	47040	144	49549	0	1614	0	2365	0	2639	200	52188	0	0	2099	0	500	0	4834	42206		0	39587	37973	-160	237	0	0	0	
19356																																					2194	2245	0	0	27162	0	826	0	1036	79810	68193	1477	71991	0	873	0	1594	0	7819	2025	79810	0	0	2900	0	3200	0	10143	58049		0	47220	46347	-306	0	0	727	0	
19730																																					2842	81711	6996	8961	155354	0	70473	1972	81269	2248837	1865878	13740	2034498	0	26304	17847	109963	0	214339	4083	2248837	0	0	96033	0	113304	1276	321066	1544812		0	1844530	1818226	919	1910	0	5750	39167	
19936																																					1936	8955	0	5415	58005	0	6971	1982	6901	254793	219627	929	235298	0	2292	0	10000	0	19495	420	254793	0	0	9222	0	9781	0	32031	187596		0	166454	164162	72	466	0	0	4742	
19972																																					8546	37	0	12617	0	0	311	185	2523	56342	44538	690	45228	0	95	0	0	0	11114	0	56342	0	0	268	0	10846	0	5	44533		0	32218	32123	0	0	0	0	0	
20053																																					4851	1463	471	0	8790	0	465	609	2149	76970	63801	333	68423	0	541	1320	4146	0	8547	150	76970	0	0	2358	0	6053	0	7677	56124		0	56578	56037	-14	815	0	0	143	
20147																																					817	2507	96	0	17331	0	1998	442	1404	66730	57660	453	61832	0	473	0	3719	0	4898	100	66730	0	0	1384	0	3600	0	9324	48336		0	39154	38681	-186	3454	0	0	0	
20259																																					0	2874	1494	0	2004	0	2486	0	774	115897	78882	484	79373	0	608	23964	7	0	36524	73	115897	0	0	324	0	36127	175	28034	50848		0	53473	52865	0	29261	0	0	0	
20370																																					472	6448	0	0	7104	0	6694	1332	8963	197745	171527	2038	178565	0	1874	0	5000	0	19180	2867	197745	0	0	25	0	16158	374	26873	144654		0	157732	155858	130	10500	0	0	0	
20512																																					100	2074	0	750	36861	0	736	212	5102	98452	65918	3965	90623	0	548	0	20740	0	7829	410	98452	0	0	7439	0	775	0	14332	51586		0	53165	52617	-795	0	0	0	0	
20633																																					422	4296	0	19766	27315	0	6363	396	9057	256815	221498	1743	233041	0	2418	0	9800	0	23774	1106	256815	0	0	22270	0	1394	0	19945	201553		0	190748	188330	-996	870	0	0	0	
20857																																					618	2950	0	0	92411	0	1369	0	2426	139191	97333	392	129388	0	289	142	10813	0	9803	200	139191	0	0	4414	0	5800	0	40513	56820		0	39525	39236	-611	39	0	0	20850	
20866																																					1599	4219	0	0	9123	0	6715	0	7899	227133	177592	918	207861	0	1604	0	29351	0	19273	861	227134	0	0	10032	0	8430	141	17649	159943		0	198706	197102	-50	335	0	0	0	
21256																																					1002	208	0	11	1045	0	83	0	800	9575	7834	20	8354	0	84	0	500	0	1221	105	9575	0	0	618	0	495	0	1589	6246		0	6277	6193	3	233	0	0	0	
21359																																					100	573	0	0	5502	0	128	32	508	20995	18373	64	18802	0	141	0	365	0	2193	550	20995	0	0	984	0	700	0	2490	15883		0	13293	13152	-41	1000	0	0	0	
