"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	
11640																																													0	32812	2165		288		50199	456			35581	1010	16120	0	4	202077	0	0	0	19424	1047	11113	100517	2625	7544	3179	4713	887	477	52800	71427	28405	21941	6281	1636								0	0			0	0	4750	10670	14782	13225			0			54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837																																													0	4262	2481		912		408	0			4948	869	1284	0	246	53850	55	0	0	6728	107	949	11733	1118	571	3875	245	443	476	24407	5728	10758	5664	620	0								148	0			0	0	507	13805	7280	9920			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030																																													0	60202	1352	0	0	0	5514	0	35919	0	35919	0	22859	0	2881	298272	0	0	0	51021	2168	5547	135200	9652	10990	24527	2030	3621	201	125379	51350	51891	12799	3411	1951	0	0	0	0	0	0	0	0	81	0		0	0	4609	27099	66713	17854	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																																													0	3643	2569		0		5476	0			12733	412	13009	0	0	95494	0	203	0	25427	887	14462	28585	2350	7409	10800	4662	136	70	7997	22874	22242	14299	2277	33								305	0			0	0	841	4791	19064	6134			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12245																																													0	688	1884		224		23	0			3927	318	2849	0	1532	81155	0	0	0	32294	834	1798	25522	1476	3477	6477	7972	12540	0	8495	12074	18050	7038	3138	0								75	0			0	0	178	4863	26528	4938			0			0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311	25747249	1575709	110043	707080	6921019	0	4583243	0	59712	40816127	0	1227456	14149759	20980729	1592219	3271146	3878276	3317059	528438	0	141	149	0	0	0	159952	0		2529	1547	660299	998611	0	0	0	0	0	0	0	0	0	0	273249	267695	290	79618	948650	3179	1575709	1572530	110043		6921019	0	6921019	4261431	4583243	0	59712	40816127	0	1658910		6823802	1900006	2901699		679509	936611	1217407	1151534	973430	1729879							141			149	0			0	159952					1052386	2968067	2182821	5530468			0			87925	85397	0	0	0	273249	0	0	0	0	0	0	0	0	0	0	0	267695	0	0	0	0	0	0	0	0	
12647																																													0	4794	0		183		6367	0			16676	767	1256	0	64	65625	0	0	0	15805	1092	0	32997	2551	4468	5871	2887	28	0	12084	19409	10835	5477	242	0								0	47			0	0	5509	2661	5621	4783			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656																																													0	948	0		0		672	0			1032	0	1292	0	0	10617	0	19	0	6108	0	4942	1466	693	1527	2637	373	795	83	433	1251	927	904	994	0								0	0			0	0	73	0	348	125			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937																																													0	395	29151		0		0	0			12201	16407	1713	0	0	150140	12	0	0	26234	1996	0	68696	4741	3272	9746	7491	808	176	51195	9514	17496	38845	5145	1723								0	0			0	0	4165	0	0	57890			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																																													0	17180	7935	0	591	591	1991	88	42631	0	42631	66	26259	0	533	488502	0	0	0	144720	7312	20384	160335	13821	20511	31570	67877	8655	1101	148226	53666	78904	47436	8832	1860	0	0	0	0	0	0	0	0	0	0		0	0	5130	61783	25290	147081	0	0	0			0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955																																													0	1166	3866		0		0	0			13986	2162	2419	0	318	99989	0	25	0	9144	4240	3168	28430	1392	1011	1858	4186	325	208	14702	12962	34209	23745	4457	5								38	46			0	0	2201	16288	30841	13249			0			0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13037																																													0	575	35		0		0	1347			7880	15	3501	0	0	50456	0	0	0	21046	824	20598	9244	612	6855	1338	10213	1531	497	10577	4246	3940	6195	2020	1706								311	73			0	0	0	2085	13211	900			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103																																													0	0	18043	0	964	964	0	547	62591	0	62591	10775	218752	0	0	892481	0	0	0	257539	18755	10508	50417	2890	5140	26199	26730	50756	143916	83295	54664	150697	240340	84438	17820	0	0	0	0	0	0	0	0	155	0		0	0	35647	8296	153532	107432	0	0	0			0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																													0	1769	0		0		1645	0			5108	0	2713	0	59	21192	0	0	0	4422	0	0	10008	587	977	2053	328	0	0	2684	5760	7263	747	0	0								0	0			0	0	0	0	0	5476			0			0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																													0	2557	0		1		4909	0			1883	0	413	0	0	10596	0	35	0	416	0	68	4427	132	73	199	12	0	0	7788	1206	375	115	638	0								0	0			0	0	0	0	382	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052																																													0	1595	0		45		493	0			5937	706	2334	0	651	52417	0	0	0	14738	639	7347	17315	2942	5216	4005	1042	1032	0	6737	6954	11784	7726	1892	1055								0	0			0	0	1127	0	1646	22506			0			0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																																													0	16327	746		355		16324	0			7159	0	5700	0	0	100368	0	0	6845	36923	1709	23996	29949	3562	6256	14400	10369	1883	0	8366	21345	14633	12389	6210	316								0	0			0	0	2923	5922	0	6280			0			0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14258																																													0	26630	16564	522	816	294	2876	0	133698	0	133698	42897	8655	0	1154	1025592	105	93	33433	206936	20008	107477	388423	29922	47440	55896	57547	10683	5448	444207	82606	193169	75801	21538	776	0	0	0	0	0	0	0	0	7092	3496		0	0	55838	286461	26616	189363	0	93	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14454																																													0	1224	0		2		1785	0			3008	118	282	0	0	16014	0	3413	0	1239	0	300	6139	300	39	204	696	0	0	4116	2255	4526	3596	271	0								0	10			0	0	166	1209	0	3558			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																																													0	411	0		31		335	8			3679	63	4227	0	0	15810	52	94	0	4243	147	3723	2668	1120	2636	211	170	85	0	3314	2830	3856	1382	103	0								0	5			0	0	388	474	1750	15			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																																													0	2870	0		4		6970	336			991	0	569	0	0	13526	0	0	0	1179	0	189	7228	32	277	825	0	45	0	3686	7738	490	356	66	0								0	35			0	0	0	10	272	626			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																																													0	36317	6031		38		36575	144			19618	180	2833	0	14140	176102	424	0	0	5294	1014	638	80492	74	308	1067	441	2245	1159	48300	39484	15965	20287	17229	28206								579	971			0	0	14002	9535	19544	9855			0			110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977																																													0	4002	0		0		11177	0			0	0	3354	0	0	26371	0	0	0	6354	645	0	10753	0	187	90	272	5592	213	1482	9271	2154	3175	1881	2054								0	0		0	0	0	0	0	0	839			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15536																																													0	6797	472003	94	7548	7454	0	0	234428	0	234428	185431	7866	0	0	3847988	0	196763	0	358653	21252	232230	962550	21302	41422	96262	116869	16683	56517	1276293	379569	707169	562786	375096	115191	0	0	0	0	0	0	0	849	859	8982		9018	4684	104453	709883	269716	1271487	0	196763	0			0	4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16337																																													0	1707	1983	0	474	474	10	10	45680	0	45680	4902	29212	0	1184	353231	0	0	0	67460	5907	64305	156559	7907	20385	18079	2100	6841	9430	56259	121159	34828	30005	27238	11129	0	0	0	0	0	0	0	0	2448	0		0	0	23847	90356	46749	31312	0	0	0			0	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																													0	1274	12092		44		851	0			24340	2495	2766	0	0	134522	13	52	1630	13695	2613	4179	27772	703	1908	3532	2514	1437	3542	18186	14162	50223	21971	16135	0								0	107			0	0	1760	9808	33239	29399			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																													0	3953	2009		99		1606	58			11691	4353	4990	0	821	136856	0	153	0	39764	1186	2058	38907	3521	6725	17032	4529	7322	367	17007	18599	27687	16991	13676	930								0	111			0	0	8776	40707	12928	3709			0			157	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																																													0	2906	504		116		2627	0			1297	3533	4662	0	0	30864	1	0	0	9798	971	3184	4734	864	1893	844	2127	1888	1868	6608	1385	3811	4980	4256	0								0	0			0	0	1035	909	2507	0			0			0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16944																																													0	1897	0		10		103	0			1392	0	1279	0	541	15261	0	0	0	8208	104	0	2126	556	336	2140	2530	2573	0	939	351	1866	2818	905	0								0	0			0	0	0	0	0	1727			0			0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16953																																													0	786	0		29		4404	0			2455	0	2242	0	18	12853	0	0	0	1073	0	0	7075	0	41	393	639	0	0	2281	4753	2438	2185	45	0								0	0			0	0	0	0	1846	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110																																													0	0	0		2690		0	0			8844	491	71104	0	0	83427	0	0	0	298	0	298	39228	298	0	0	0	0	0	83129	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																													0	100810	40291	163	5017	4854	38802	135	468423	58	468481	32716	97760	0	15900	1601169	0	1405	0	315193	37175	210406	504164	41395	62148	70679	69196	41736	23830	507154	148328	186370	271739	129224	23473	0	0	0	0	0	0	0	0	3176	0		0	0	40325	30599	178621	194898	1110	295	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																													0	7047	384		30		991	0			3873	42	6375	0	0	33412	52	104	83	10091	670	5730	22506	3167	4893	1169	625	237	0	10686	6561	3796	2138	192	0								0	0			0	0	83	0	3774	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17464																																													0	10579	18294	6166	11446	5280	10688	0	439942	0	439942	65827	16416	0	25891	2049695	4822	0	0	43409	13049	32027	709859	5392	8185	8598	6707	5167	9180	763286	248958	366426	255618	192251	96732	0	0	0	0	0	0	0	4724	38610	0		0	0	22320	639095	364653	329574	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17839																																													0	15342	2718		300		5530	0			32118	15762	4544	0	1251	157273	0	0	1191	19267	1396	3522	56279	3956	3915	7832	2893	607	0	66364	15686	31373	14987	8329	1238								0	13			0	0	3593	17583	15558	22298			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																																													0	15853	339		52		16157	0			12508	3694	9824	0	7023	139447	0	310	134	22479	2325	724	41909	2672	5202	7825	5043	1297	66	41877	24251	26554	15985	6011	1735								0	185			0	0	5244	9931	20109	13414			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																																													0	12862	534		351		3975	0			13219	88	12896	0	1294	166667	0	0	0	54464	4241	51792	25240	10715	34720	4063	2337	1958	0	23535	51255	14106	16277	5793	80								0	0			0	0	2456	13981	30683	15623			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18135																																													0	0	4932		0		0	0			40525	15362	17173	0	0	146226	0	0	0	19448	41908	12343	14863	2796	2864	5614	3557	2999	1375	28280	4839	16435	23346	37697	14713								0	0			0	0	0	3560	0	3318			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18377																																													0	1403	0		0		0	0			0	361	0	0	0	15493	32	0	0	12288	1105	0	363	0	2	45	212	2943	9086	361	0	22	63	1319	1472								0	0			0	0	323	0	0	45			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																																													0	166	3861	0	367	367	163	0	37006	0	37006	4985	18446	0	2668	214879	26	0	0	91273	5295	19682	8603	942	159	2402	3182	55999	26555	29392	4692	12270	15610	43296	14265	0	0	0	0	0	0	0	0	541	0		0	0	1607	4826	38605	5096	0	0	0			0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																																													0	3774	0		0		123	0			5794	3170	28842	0	1039	123612	0	0	0	52117	3794	39422	21944	1575	8501	20712	9739	5935	5242	13702	17305	14337	12670	10099	3138								0	326			0	0	3600	205	20828	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																																													0	9340	2076		27		5287	0			20530	14	2290	0	0	80555	0	0	0	7269	552	4754	41953	2668	2862	1366	330	43	0	35573	18345	11022	7711	448	67								0	0			0	0	3923	4369	13451	11427			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18957																																													0	4579	0		34		1596	0			12637	0	2906	0	354	39587	0	0	0	9232	0	2454	11342	1303	2554	3446	969	882	0	7497	5527	6275	5533	5164	0								0	0			0	0	1305	0	5503	1441			0			0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																													0	884	725		25		996	0			13633	0	2736	0	45	47220	9	0	0	8953	70	2017	14578	2439	871	5523	120	0	0	18834	4500	9801	826	2561	0								0	0			0	0	937	1702	980	15543			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19730																																													0	16015	46751	2400	15157	12757	3739	16958	192435	0	192435	110710	17625	0	4905	1845806	2546	0	275	117933	42116	41804	739524	16905	10184	28467	14172	36043	10306	612608	353748	261282	329367	110269	21698	0	0	0	0	0	0	0	0	429	0		0	0	220689	318233	364215	377400	0	0	0			0	9218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																													0	8981	4928		2347		4680	0			18902	4309	8072	0	4190	166454	0	0	0	40624	0	7991	70711	4583	10106	16212	8374	1349	0	41204	27993	33701	14958	5870	243								0	351			0	0	795	22495	26823	18957			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972																																													0	0	0		0		0	0			66	0	228	0	0	32218	0	0	0	26713	3747	0	0	1	6	24	231	4567	21883	231	16	100	335	2938	1885								0	0		0	0	0	1363	101	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																																													0	7856	0		57		5844	0			7233	1188	2188	0	1038	56578	0	0	0	18193	48	18193	26857	2394	4507	4718	462	1222	3501	10119	12461	9038	3755	1256	15								68	61			0	0	4993	0	7658	153			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20147																																													0	10430	0		0		2014	0			2493	2503	3480	0	0	39154	0	0	0	8266	790	3	6158	42	346	2034	681	2140	3023	3808	3180	6632	3396	8766	4685								584	32			0	0	1120	47	0	7395			0			0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20259																																													0	1205	0		174		1136	0			2769	1916	3434	0	0	53648	0	0	366	12039	1504	2384	18462	2741	984	3426	1453	631	2445	20661	4256	8472	5174	1060	0								0	114			0	0	4915	14962	821	8659			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20370																																													0	0	3021		294		0	1373			12256	0	2272	0	0	158106	351	0	7963	21194	9034	12370	105563	10873	4682	4251	1388	0	0	49118	40891	21994	20980	320	135								0	0			0	0	33519	31027	26255	19585			0			0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20512																																													0	0	345		134		0	0			1170	238	3388	0	965	53165	0	0	0	38117	98	12996	1932	655	2537	2999	5356	23340	2449	414	1375	2100	2946	7479	135								0	0			0	0	768	0	7942	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																																													0	0	8830		0		3852	89			24591	2616	8217	0	3398	190748	0	0	0	44835	1456	23640	40599	573	4934	17038	14209	7135	658	25422	10039	39211	44943	20994	5248								0	0			0	0	7177	11222	122	74432			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857																																													0	4711	300		466		17643	0			6688	0	1518	0	1021	39525	0	0	0	2703	230	0	19631	194	257	1822	339	56	0	9830	15743	6520	2871	1834	1								0	42			0	0	277	0	3785	141			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20866																																													0	1132	3001		125		0	0			28661	3602	2181	0	0	198847	36	0	0	56480	5983	5633	36264	6650	2704	4215	7299	5797	29812	39136	29777	23938	29599	10298	4769								0	309			0	0	11578	24769	38635	22427			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																																													0	279	513		6		85	0			471	0	474	0	0	6277	0	0	0	2275	14	29	1054	86	43	1222	862	0	0	984	440	1010	849	246	249								0	0			0	0	0	336	0	1824			0			0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																																													0	2147	0		12		3722	0			2012	0	1654	0	146	13293	0	0	0	2864	72	0	3400	121	462	2120	63	14	84	6061	458	1933	1247	388	178								0	0			0	0	209	34	325	96			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21630																																													0	363	0		22		1635	0			2699	0	3097	0	0	25279	0	0	0	11658	32	672	10844	1151	415	1622	835	7585	50	5471	3807	2806	1318	219	0								0	0			0	0	215	0	0	5558			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																																													0	20826	100		37		9536	1604			9400	381	6313	0	635	92726	0	0	0	25364	1695	0	36207	1623	5422	10885	6977	0	225	13784	19419	26773	5733	1090	0								187	101			0	0	802	948	320	16081			0			3	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048																																													0	801	214		0		12081	0			26492	838	6625	0	0	117550	9	1560	0	23885	1759	3832	56303	1513	3114	15409	2679	502	100	14826	36850	25043	10677	2876	1928								0	0			0	0	666	12739	9305	20594			0			0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22356																																													0	19946	3911		183		23913	0			37233	19226	7318	0	1114	207681	0	0	1283	18286	3051	4819	87387	4875	4175	3150	3712	379	1994	92153	23620	34810	23379	6435	2098								2473	4900			0	0	8951	27513	19949	9714			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22459																																													0	2176	770		129		2736	0			7869	1341	27689	0	0	79792	0	751	27	25838	738	23640	10372	2034	8736	11349	3553	166	0	5556	7779	16387	19691	4216	325								184	75			0	0	1506	414	6596	980			0			388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543																																													0	473	839		34		0	0			1670	8811	2153	0	0	57897	0	0	0	15863	1184	3448	17402	3123	3364	5968	1175	361	1872	15836	2851	15079	7086	359	0								0	70			0	0	3471	1014	15960	6355			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																																													0	9491	0		0		11735	196			5491	0	2350	0	0	39703	0	0	0	4087	0	0	18218	641	545	2246	295	218	142	11223	5809	6591	5165	4375	1803								0	0			0	0	225	381	932	5011			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																																													0	125	1214		0		0	0			8305	3223	13020	0	0	63534	0	0	0	21580	398	17567	6188	2821	5638	4779	3273	4766	303	12631	6503	3936	4915	13674	223								0	0			0	0	89	471	961	14148			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22936																																													0	15335	5276		203		18031	977			24520	8051	14349	0	0	279366	92	0	0	40637	4409	11602	149621	10354	11455	18036	54	59	0	101555	74136	53274	4583	3957	0								0	154			0	0	16699	57036	20387	54371			0			111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22954																																													0	9604	340		97		9114	0			10908	3555	4643	0	408	60589	0	0	59	9326	1500	156	20578	1466	2011	3637	1509	318	164	8922	11147	19162	8025	3367	18								0	166		0	0	0	2146	1943	4743	2096			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23036																																													0	5491	12647	69	3648	3579	779	0	46968	0	46968	12102	4883	0	1403	514219	0	0	1906	65408	4998	9430	288789	14897	12436	25796	3772	2258	155	238115	65305	74812	25429	11082	6131	0	0	0	0	0	0	0	0	291	0		0	0	35389	170901	91777	57534	0	0	0			0	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23045																																													0	805	0		2		135	0			416	0	239	0	330	8428	0	0	0	4222	145	0	2146	273	1390	2227	332	0	0	1216	930	1236	691	133	0								0	0			0	0	0	0	882	1252			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23241																																													0	60845	75567	949	22003	21054	44604	0	384958	0	384958	173751	153567	0	13146	2467489	0	5364	0	338101	68229	199610	1043772	49199	60693	82314	55147	46084	23157	1352886	58863	237175	214308	189607	18384	0	0	0	0	0	0	0	0	4324	0		0	0	8385	644825	192294	277526	0	5364	0			0	8133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23456																																													0	7102	683		93		7907	415			9276	4477	4628	0	132	62362	2	0	65	10918	1193	1855	21914	1530	1798	6366	972	180	72	10610	15014	17028	5771	1862	904								0	18			0	0	2277	1570	11969	121			0			45	0	0	0	0	10918	0	0	0	0	0	0	0	0	0	0	0	10918	0	0	0	0	0	0	0	0	
23504																																													0	0	0	0	649	649	0	0	57506	0	57506	61394	9849	0	0	413193	0	0	0	74766	1850	33537	45017	2371	9099	11713	7140	22992	21451	52476	46423	68150	81179	76001	13544	0	0	0	0	0	0	0	0	394	124		0	0	2286	13843	120736	69920	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23540																																													0	0	77		0		0	0			11675	4001	6613	0	522	63196	3	888	0	29082	3604	1320	20567	6707	191	1032	1163	7262	12726	10546	3174	6633	7731	5772	211								0	1			0	0	952	0	5784	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																													0	2207	1816		367		460	0			17518	0	23184	0	186	97337	0	0	0	18561	1832	11136	33870	1558	2966	7817	5102	1062	0	16059	18095	20658	17063	5438	0								0	0			0	0	567	10533	20106	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																																													0	598	1212		197		160	0			8435	16097	4251	0	588	110922	0	0	0	18089	5116	8328	30420	2649	1451	10406	868	92	330	30295	12299	30950	12850	3238	703								0	398			0	0	8406	2098	34327	10950			0			0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23812																																													0	30686	68345	0	3480	3480	4882	0	81192	0	81192	66284	3038	0	4386	808931	767	5520	1900	125284	35652	67945	177014	10612	15683	29849	18537	23832	26523	210829	57316	97059	212463	90022	13916	0	0	0	0	0	0	0	0	4227	0		0	0	42939	22082	171241	140460	0	5520	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006																																													0	0	30857	0	0	0	0	0	64487	0	64487	13148	2152	0	8813	489607	0	0	913	162872	50	11325	113087	498	2385	6434	3333	50783	99439	142919	27368	49218	59286	40002	7942	0	0	0	0	0	0	0	0	0	0		0	0	9724	67903	64139	65462	0	0	0			145	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																																													0	15185	4901		564		7	0			38966	4896	2366	0	0	262757	663	0	977	34533	770	22679	91900	6333	3929	12378	2932	3063	5434	57606	77655	61230	18126	5137	3149								0	1710			0	0	71862	24119	12000	51541			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
