"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	143	280	1362	68	96	16	9	0	0	0	843	0	0	0	nsf dda	federal income taxes pay		
242																0	201	0	511	8	12	4	0	0	0	0	298	0	0	0	OTHER			
279																0	1598	224	2669	74	74	0	0	0	0	0	710	63	0	0				
354																0	4	75	164	0	4	0	0	0	0	0	81	0	0	0				
457																0	252	0	1275	0	25	0	0	0	0	0	503	495	0	0				
505																0	4473	831	8013	377	1158	348	0	0	0	0	1551	0	0	0	PREPAID PENSION			
1155																0	821	0	6338	94	183	0	0	0	0	0	1811	3523	0	0				
1351																0	0	0	1615	77	133	56	0	0	0	0	1482	0	0	0	computer software			
1454																0	1092	0	9112	791	1171	333	0	0	0	0	2482	4367	0	0	ACCOUNTS RECEIVABLE			
1557																0	144	0	824	26	52	0	0	0	0	0	628	0	0	0				
1632																0	4097	3255	16427	0	3081	2887	0	0	0	0	5232	762	0	0	Reserve for Federal Taxes			
1669																4	427	496	8815	111	120	0	0	0	0	0	1855	5917	0	0				
1829																0	3002	1989	8840	0	2181	0	0	0	0	0	1668	0	0	0				
1856																0	4620	0	6746	932	932	0	0	0	0	0	1194	0	0	0				
2040																0	1368	2394	7543	474	564	79	0	0	0	0	962	2255	0	0	Computer Software			
2161																0	267	0	3473	137	2494	2356	0	0	0	228	484	0	0	0	Cash Surrender Value-Life Ins			
2376																0	24852	18770	77375	472	870	398	0	0	0	0	6180	26703	0	0	Suspense and clearing			
2451																0	1023	0	1810	107	268	0	0	0	0	0	519	0	0	0				
2554																0	0	0	127	12	28	0	0	0	0	0	99	0	0	0				
2732																0	174	573	4960	5	1231	1081	74	0	0	0	2684	298	0	0	Current Fed Inc Tax Receivable	Leasehold Purch		
2750																0	522	0	2461	95	108	0	0	0	0	0	1096	735	0	0				
2938																0	2034	1886	8793	0	1482	691	615	0	0	0	3391	0	0	0	Misc Asset	Reserve for current taxes		
3252																0	318	0	3434	148	324	0	0	0	0	0	2792	0	0	0				
3458																0	181	0	500	29	40	0	0	0	0	0	279	0	0	0				
