"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1240	135	60	0	1090	45	0			0	0	
242	172	0	11	0	161	0	0			0	0	
279	392	71	6	0	340	25	0			0	0	
354	192	0	13	0	208	29	0			0	0	
457	203	60	2	0	269	128	0			0	0	
505	3439	845	39	0	2936	381	0			0	0	
1155	1919	270	337	0	1695	383	0			0	0	
1351	1182	90	34	0	1120	62	0	0	0	0	0	
1454	2188	113	31	0	2093	49	0			0	0	
1557	380	0	1	0	381	2	0	0	0	0	0	
1632	11642	5564	440	0	7843	2205	0			0	0	
1669	1847	201	57	0	1698	109	0			0	0	
1829	3982	225	33	0	3918	194	0			0	0	
1856	191	9	8	0	176	2	0			0	0	
2040	3408	3929	23	0	1952	2496	0			0	0	
2161	554	19	28	0	584	77	0			0	0	
2376	15407	5225	0	0	10182	0	0			0	0	
2451	888	1161	1	0	347	621	0			0	0	
2554	23	10	1	0	38	26	0			0	0	
2732	3987	225	30	0	3754	22	0			0	0	
2750	403	90	19	0	341	47	0			0	0	
2938	7014	2249	230	0	5594	1059	0			0	0	
3252	976	230	218	0	962	434	0			0	0	
3458	293	5	0	0	294	6	0			0	0	
3720	1430	45	1	0	1397	13	0			0	0	
3953	1494	475	142	0	1269	392	0			0	0	
4138	1842	1628	222	0	1220	1228	0			0	0	
4156	1601	124	288	0	1608	419	0			0	0	
4231	831	162	37	0	712	80	0			0	0	
4437	2495	325	376	0	1882	88	0			0	0	
4839	2408	380	44	0	2389	405	0			0	0	
5005	2864	255	0	0	2609	0	0			0	0	
5069	8204	0	0	0	8204	0	0			0	0	
5135	3517	450	10	0	3287	230	0			0	0	
5210	9618	4270	24	0	5848	524	0			0	0	
5331	1362	1500	17	0	1632	1787	0			0	0	
5461	2851	154	2	0	2876	181	0			0	0	
5751	950	0	0	0	973	23	0			0	0	
6039	938	10	6	0	985	63	0			0	0	
6141	393	45	21	0	388	61	0			0	0	
6329	4592	2250	403	0	3756	1817	0			0	0	
6972	17543	12158	183	0	10057	4855	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	759	105	17	0	740	103	0			0	0	
7157	333	0	102	0	231	0	0			0	0	
7456	219	55	0	0	190	26	0	0	0	0	0	
7634	731	222	24	0	674	189	0			0	0	
8033	906	0	62	0	894	50	0			0	0	
8462	381	10	57	0	342	28	0			0	0	
8631	401	45	5	0	362	11	0			0	0	
9357	5001	940	23	0	5937	1899	0			0	0	
9553	740	125	0	0	617	2	0			0	0	
9807	62020	9000	638	0	68353	15971	0			0	0	
9955	572	100	8	0	469	5	0			0	0	
10157	977	986	4	0	832	845	0			0	0	
10250	3709	600	92	0	3741	724	0			0	0	
10849	4712	1380	66	0	3564	298	0			0	0	
10858	4410	3536	282	0	3236	2644	0			0	0	
11145	1546	575	25	0	1478	532	0			0	0	
11640	1501	356	256	0	1510	621	0			0	0	
11837	1097	75	20	0	1003	1	0			0	0	
12030	9036	2700	2904	0	6920	3488	0			0	0	
12142	1353	120	107	0	1298	172	0			0	0	
12245	848	46	3	0	836	37	0			0	0	
12311	601230	327764	43134	0	563154	332822	0			0	0	
12647	631	63	12	0	558	2	0			0	0	
12656	176	9	1	0	171	5	0			0	0	
12937	1195	54	0	0	1141	0	0			0	0	
12946	5542	1011	353	0	3972	692	898			0	0	
12955	889	296	11	0	911	329	0			0	0	
13037	2083	0	365	0	2191	473	0			0	0	
13103	8061	1008	19	0	7865	831	0			0	0	
13251	447	0	23	0	424	0	0			0	0	
13457	85	0	0	0	85	0	0			0	0	
14052	663	183	5	0	648	173	0			0	0	
14155	1234	449	95	0	1117	427	0			0	0	
14258	10960	10	12	0	9903	22	1057			0	0	
14454	286	0	0	0	359	73	0			0	0	
14650	171	60	20	0	254	163	0			0	0	
14753	523	0	1	0	522	0	0			0	0	
14865	2536	640	503	0	1665	272	0			0	0	
14977	311	6	3	0	332	30	0	0	0	0	0	
15536	59711	21175	245	0	42091	3800	0			0	0	
16337	3513	875	119	0	4543	2024	0			0	0	
16458	2007	8	30	0	2029	60	0			0	0	
16551	2231	150	31	0	2356	306	0			0	0	
16748	407	60	26	0	425	92	-12			0	0	
16944	244	0	0	0	247	3	0			0	0	
16953	203	45	4	0	182	28	0			0	0	
17110	559	0	150	0	409	0	0			0	0	
17147	18564	10848	3311	0	15114	10709	0			0	0	
17259	128	9	17	0	123	21	0			0	0	
17464	49851	38254	1122	0	33875	23400	0			0	0	
17839	2027	-82	111	0	2063	65	0			0	0	
17950	1569	180	5	0	1388	4	0			0	0	
18050	2317	90	138	0	2307	218	0			0	0	
18135	1250	90	1	0	1170	11	0			0	0	
