"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	TEXT4087	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	PRIMARY INTERNET WEB ADDRESS	
37	20020331							
242	20020331							
279	20020331							
354	20020331							
439	20020331							
457	20020331							
505	20020331							
1146	20020331							
1155	20020331							
1351	20020331							
1454	20020331							
1557	20020331							
1632	20020331							
1669	20020331							
1829	20020331							
1856	20020331							
2040	20020331							
2161	20020331							
2376	20020331							
2451	20020331							
2554	20020331							
2732	20020331							
2750	20020331							
2938	20020331							
2956	20020331							
3252	20020331							
3458	20020331							
3506	20020331							
3579	20020331							
3720	20020331							
3953	20020331							
4138	20020331							
4147	20020331							
4156	20020331							
4231	20020331							
4437	20020331							
4745	20020331							
4839	20020331							
5005	20020331							
5050	20020331							
5069	20020331							
5135	20020331							
5210	20020331							
5247	20020331							
5274	20020331							
5331	20020331							
5461	20020331							
5751	20020331							
5939	20020331							
6039	20020331							
6057	20020331							
6141	20020331							
6329	20020331							
6842	20020331							
6972	20020331							
7009	20020331							
7045	20020331							
7157	20020331							
7166	20020331							
7456	20020331							
7634	20020331							
8033	20020331							
8154	20020331							
8417	20020331							
8462	20020331							
8547	20020331							
8631	20020331							
9115	20020331							
9160	20020331							
9339	20020331							
9357	20020331							
9553	20020331							
9807	20020331							
9955	20020331							
10157	20020331							
10250	20020331							
10849	20020331							
10858	20020331							
11145	20020331							
11350	20020331							
11640	20020331							
11837	20020331							
12030	20020331							
12058	20020331							
12142	20020331							
12245	20020331							
12311	20020331							
12357	20020331							
12647	20020331							
12656	20020331							
12937	20020331							
12946	20020331							
12955	20020331							
13037	20020331							
13103	20020331							
13251	20020331							
13309	20020331							
13457	20020331							
14052	20020331							
14155	20020331							
14258	20020331							
14409	20020331							
14454	20020331							
14650	20020331							
14753	20020331							
14865	20020331							
14931	20020331							
14940	20020331							
15536	20020331							
15732	20020331							
16337	20020331							
16355	20020331							
16458	20020331							
16551	20020331							
16748	20020331							
16766	20020331							
16944	20020331							
16953	20020331							
17110	20020331							
17147	20020331							
17259	20020331							
17464	20020331							
17549	20020331							
17642	20020331							
17839	20020331							
17950	20020331							
18050	20020331							
18126	20020331							
18135	20020331							
18368	20020331							
18377	20020331							
18827	20020331							
18836	20020331							
18854	20020331							
18863	20020331							
18957	20020331							
19356	20020331							
19730	20020331							
19936	20020331							
19972	20020331							
20053	20020331							
20147	20020331							
20259	20020331							
20370	20020331							
20512	20020331							
20633	20020331							
20754	20020331							
20839	20020331							
20857	20020331							
20866	20020331							
21256	20020331							
21359	20020331							
21630	20020331							
21658	20020331							
22048	20020331							
22235	20020331							
22356	20020331							
22459	20020331							
22543	20020331							
22552	20020331							
22730	20020331							
22936	20020331							
22954	20020331							
23036	20020331							
23045	20020331							
