"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	12104	11904	200	0	0	0	0	0	11904	0	0	0	
242	3671	3718	110	0	0	159	0	0	3718	28	0	-26	
279	15949	15755	225	0	0	0	0	0	15755	0	0	-31	
354	1142	1141	30	0	0	0	0	0	1141	0	0	-29	
439	15921	15810	298	0	0	63	0	0	15810	0	0	-124	
457	1959	1892	67	0	0	0	0	0	1892	0	0	0	
505	18759	18585	454	0	0	133	0	0	18585	0	0	-147	
1146	26491	22798	4472	0	0	326	0	0	22798	0	0	-453	
1155	9477	9625	413	0	0	412	0	0	9625	0	0	-149	
1351	12319	12003	348	0	0	0	0	0	12003	0	0	-32	
1454	27648	27501	1107	0	0	0	0	0	27501	0	0	-960	
1557	5625	5793	84	0	0	172	0	0	5793	0	0	-80	
1632	16269	16367	865	0	0	764	0	0	16367	0	0	-199	
1669	37349	36554	978	0	0	0	0	0	36554	0	0	-183	
1829	33468	33292	880	0	0	400	0	0	33292	0	0	-304	
1856	738	728	13	0	0	0	0	0	728	0	0	-3	
2040	12427	12039	361	0	0	0	0	0	12039	0	0	27	
2161	8482	8319	309	0	0	0	0	0	8319	0	0	-146	
2376	92647	90408	2770	0	0	0	0	0	90408	0	0	-531	
2451	959	927	66	0	0	33	0	0	927	0	0	-1	
2554	636	764	25	0	0	118	0	0	764	0	0	-35	
2732	47180	46596	918	0	0	185	0	0	46596	0	0	-149	
2750	4984	5327	-243	0	0	0	0	-65	5262	0	0	-35	
2938	22984	22961	1060	0	0	835	0	0	22961	0	0	-202	
2956	12506	12715	131	0	0	0	0	0	12715	0	0	-340	
3252	9562	9402	362	0	0	150	0	0	9402	0	0	-52	
3458	2111	2102	60	0	0	0	0	0	2102	0	0	-51	
3506	68755	66449	2975	0	0	0	0	0	66449	0	0	-669	
