"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											260	0			0			0	0	0	0	
242											133	0			0			1080	0	0	0	
279											1225	0			0			24167	500	0	0	
354											5	0			0			0	0	0	0	
439											0	0			0			0	0	0	0	
457											5	0			0			0	0	0	0	
505											1419	0			0			4500	0	0	0	
1146											2285	0			0			951	2004	0	0	
1155											462	0			0			0	0	0	12485	
1351											0	0			0			0	0	0	0	
1454											1068	0			0			0	5	0	0	
1557											23	0			0			119	0	0	0	
1632											800	0			0			16000	0	0	3823	
1669											682	0			0			1000	0	0	0	
1829											964	0			0			5000	1704	0	0	
1856											20	0			0			0	0	0	0	
2040											932	0			0			15430	152	0	0	
2161											198	0			0			0	0	0	0	
2376											4462	0			0			50000	40000	0	0	
2451											95	0			0			1000	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			370	0	0	0	
2750											189	0			0			2589	0	0	0	
2938											1275	0			0			25500	32	0	6732	
2956											0	0			0			0	0	0	0	
3252											145	0			0			1600	0	0	0	
3458											47	0			0			0	0	0	1400	
3506											3977	0			0			17000	0	0	6700	
3579											1480	0			0			28552	0	0	5396	
3720											625	0			0			9196	0	0	1406	
3953											45	0			0			220	0	0	0	
4138											759	0			0			6150	2480	0	0	
4147											478	0			0			6000	28	0	0	
4156											617	0			0			12191	0	0	0	
4231											0	0			0			0	0	0	1000	
4437											464	0			0			438	0	0	3854	
4745											0	0			0			0	0	0	0	
4839											973	0			0			18900	0	0	2140	
5005											1909	0			0			27160	12270	0	0	
5050											388	0			0			0	0	0	0	
5069											0	0			0			0	712	0	0	
5135											334	0			0			0	0	0	0	
5210											3565	0			0			8500	0	0	28902	
5247											0	0			0			2659	0	0	16942	
5274											4621	0			0			1666	0	0	5	
5331											1477	0			0			4293	0	0	0	
5461											0	0			0			530	1646	0	0	
5751											0	0			0			0	0	0	0	
5939											15261	0			0			107248	0	0	39601	
6039											299	0			0			29	54	0	0	
6057											115	0			0			1900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											780	0			0			0	0	0	0	
6842											67	0			0			262	0	0	0	
6972											0	0			0			2474	0	0	2108	
7009											0	0			0			0	83174	0	0	
7045											0	0			0			0	0	0	0	
7157											0	0			0			0	0	0	0	
7166											1356	0			0			5000	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											426	0			0			1832	0	0	0	
8154											132	0			0			0	0	0	0	
8417											2322	0			0			0	0	1325933	0	
8462											21	0			0			0	0	0	0	
8547											2972	0			0			22200	0	0	0	
8631											142	0			0			0	0	0	0	
9115											1013	0			0			0	158	0	1739	
9160											557	0			0			7650	0	0	0	
9339											3358	0			0			38000	0	0	0	
9357											7560	0			0			19500	0	0	4612	
9553											302	0			0			2365	0	0	0	
9807											9316	0			0			95726	0	0	44216	
9955											850	0			0			1727	0	0	0	
10157											533	0			0			5375	4	0	0	
10250											672	0			0			0	0	0	0	
10849											1221	0			0			8321	0	0	0	
10858											1209	0			0			6645	0	0	6889	
11145											588	0			0			11287	0	0	0	
11350											26	0			0			156	0	0	234	
11640											1468	0			0			12728	0	0	0	
11837											896	0			0			0	0	0	0	
12030											541	0			0			0	0	0	0	
12058											324	61			61			2047	0	0	0	
12142											454	0			0			0	0	0	0	
12245											460	0			0			3500	0	0	0	
12311	29910	894886	100394	851671	0	506926	146926	177220	3500	2711477	64482	15558	0	24605964	15558	1681980	21065647	1970022	44	30348	1236080	
12357											4	0			0			0	0	0	0	
12647											144	0			0			0	0	0	0	
12656											23	0			0			0	0	0	0	
12937											609	0			0			2241	0	0	0	
12946											1404	0			0			7666	0	0	0	
12955											324	0			0			4000	0	0	0	
13037											51	0			0			0	453	0	0	
13103											2530	0			0			3225	23973	0	6924	
13251											102	0			0			0	0	0	0	
13309											14285	0			0			275040	3004	0	53177	
13457											3	0			0			0	9	0	0	
14052											238	0			0			0	0	0	0	
14155											228	0			0			3900	0	0	0	
14258											3272	0			0			25000	0	0	0	
