"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	5958	1	3870	6231	0	14168	0	0	0	0	0	0	42122	0	751	7799		26090	2275	3341	13661	4888	0	0	3443	10218	7623	4806	1020	3868	2179	732	10297	41371	0	0	
242	2422	0	953	3004	0	6886	0	0	0	0	0	0	13751	0	495	1719		8558	1052	995	5823	1108	0	0	1959	3864	2494	241	577	531	611	0	5933	13256	0	0	
279	8357	0	0	1515	0	7971	0	0	0	0	0	0	69731	0	0	16286		43368	1719	8084	34382	12598	0	0	9814	24568	7012	1974	2794	9804	3432	256	7971	69731	0	0	
354	831	0	78	1330	0	1330	0	0	0	0	0	0	6037	0	1458	800		3157	1249	0	3109	800	0	0	864	2245	49	0	500	300	0	0	1252	4579	0	0	
439	14815	0	5108	28419	0	42935	0	0	0	0	0	0	85321	0	6119	19307		44672	6527	8449	40742	16803	0	0	12227	28515	3860	70	3961	12842	2504	0	37818	79202	9	0	
457	1918	0	203	2012	0	3539	0	0	0	0	0	0	14112	0	492	606		8630	2958	596	5981	501	0	0	1246	4735	2307	342	301	200	105	0	3336	13620	0	0	
505	59166	23	9033	39794	0	62396	0	0	0	0	0	0	157585	0	22299	25392		50084	22943	7562	41139	18378	0	0	9047	32094	8443	500	6572	11806	7014	0	53340	135086	0	200	
1146	45296	0	865	47476	0	79939	0	0	0	0	0	0	213421	0	9873	46448		85102	36575	11135	78790	43749	0	0	26599	52266	625	5612	20203	23546	2492	207	78849	203211	225	337	
1155	562	10	353	7244	0	38363	0	0	0	0	0	0	68647	0	10784	13178		44568	10339	7555	31281	10198	0	0	11104	20180	11621	1663	4474	5724	2744	236	37938	57863	62	0	
