"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	
37	1048	45	16	0	987	0	0	
242	129	0	0	0	130	1	0	
279	325	0	2	0	323	0	0	
354	147	0	16	0	133	2	0	
439	825	150	25	0	931	281	0	
457	155	0	3	0	152	0	0	
505	2198	135	55	0	2118	110	0	
1146	2835	0	18	0	3009	192	0	
1155	1275	45	2	0	1239	11	0	
1351	352	15	3	0	374	40	0	
1454	852	0	19	0	862	29	0	
1557	332	17	2	0	358	45	0	
1632	2225	40	149	0	2088	52	0	
1669	949	45	23	0	915	34	0	
1829	1771	107	9	5	1695	35	0	
1856	111	0	0	0	111	0	0	
2040	1126	45	41	0	1381	341	0	
2161	505	19	39	0	492	45	0	
2376	5096	50	0	0	5046	0	0	
2451	116	5	0	0	111	0	0	
2554	37	6	0	0	33	2	0	
2732	2394	125	8	0	2296	35	0	
2750	772	92	4	0	899	223	0	
2938	2473	126	2	0	2433	88	0	
2956	854	14	2	0	852	14	0	
3252	907	30	41	0	886	50	0	
3458	347	0	2	8	353	0	0	
3506	6299	225	7	0	6569	502	0	
3579	1629	96	10	0	1563	40	0	
3720	1033	39	2	0	1004	12	0	
3953	621	0	6	0	665	50	0	
4138	950	75	17	0	943	85	0	
4147	503	9	3	0	497	6	0	
4156	692	36	27	0	636	7	0	
4231	673	15	20	0	660	22	0	
4437	909	105	7	0	837	40	0	
4745	56	1	0	0	55	0	0	
4839	1601	150	19	0	1516	84	0	
5005	1791	45	0	0	1747	1	0	
5050	561	40	16	0	540	35	0	
5069	5224	90	0	0	5139	5	0	
5135	1063	0	1	0	1069	7	0	
5210	3688	60	9	0	3723	104	0	
5247	2210	45	5	0	2222	62	0	
5274	656	21	10	0	646	21	0	
5331	718	0	0	0	735	2	-15	
5461	1685	0	14	0	1671	0	0	
5751	739	23	2	0	714	0	0	
5939	30248	1100	624	0	31997	3473	0	
6039	969	70	12	0	924	37	0	
6057	139	19	3	0	140	23	0	
6141	343	15	15	0	411	98	0	
6329	1790	150	50	0	1697	107	0	
6842	138	7	0	0	147	16	0	
6972	4067	225	0	0	3858	16	0	
7009	0	0	0	0	0	0	0	
7045	689	45	12	0	676	44	0	
7157	215	0	3	0	215	3	0	
7166	4067	300	4	0	3776	13	0	
7456	360	0	0	0	360	0	0	
7634	438	45	2	0	440	49	0	
8033	619	0	5	0	615	1	0	
8154	539	-105	107	0	537	0	0	
8417	298	6	0	0	292	0	0	
8462	348	5	4	0	344	5	0	
8547	3899	100	42	0	4217	460	0	
8631	293	28	3	0	271	9	0	
9115	7906	425	27	0	7631	177	0	
9160	1168	15	0	0	1153	0	0	
9339	3149	163	2	0	2998	14	0	
9357	2418	135	1	0	2285	3	0	
9553	461	30	1	0	430	0	0	
9807	32950	750	53	0	32154	7	0	
9955	535	60	2	0	480	7	0	
10157	600	0	9	0	596	5	0	
10250	1597	135	10	0	1479	27	0	
10849	1583	139	0	0	1447	3	0	
10858	4217	2006	22	0	3973	1784	0	
11145	935	78	23	0	854	20	0	
11350	393	7	1	0	388	3	0	
11640	1081	75	8	0	1014	16	0	
11837	1155	0	12	0	1145	2	0	
12030	4387	375	981	0	3690	659	0	
12058	1129	620	16	0	726	233	0	
12142	1155	45	33	0	1149	72	0	
12245	707	4	2	0	701	0	0	
12311	384016	55488	11746	0	408828	67527	-24519	
12357	81	0	0	0	81	0	0	
12647	404	12	0	0	407	15	0	
12656	329	6	2	0	321	0	0	
12937	786	18	0	0	768	0	0	
12946	3645	271	92	248	3530	0	0	
12955	788	40	30	0	797	79	0	
13037	1206	90	2	0	1163	49	0	
13103	3780	0	8	0	3814	42	0	
13251	283	0	8	0	275	0	0	
13309	52785	5200	761	0	58829	12005	0	
13457	340	0	2	0	339	1	0	
14052	646	68	1	0	582	5	0	
14155	847	45	15	0	842	55	0	
14258	4654	225	42	0	4450	63	0	
14409	206518	15862	3091	0	208892	21327	0	
14454	627	150	3	0	737	263	0	
14650	331	10	75	0	288	42	0	
14753	525	0	0	0	525	0	0	
14865	709	21	6	0	685	3	0	
14931	133	2	0	0	131	0	0	
14940	972	86	0	0	893	7	0	
15536	7858	0	63	0	7813	18	0	
15732	2911	0	5	0	2906	0	0	
16337	1368	105	10	0	1343	90	0	
16355	527	7	1	0	521	2	0	
16458	1111	34	7	0	1458	388	0	
16551	1060	60	0	0	1001	1	0	
16748	384	31	10	0	388	45	0	
16766	6418	1919	0	0	6295	1796	0	
16944	302	0	15	0	287	0	0	
16953	110	0	3	0	107	0	0	
17110	614	42	0	0	572	0	0	
17147	5691	500	215	0	5745	769	0	
17259	89	0	2	0	91	4	0	
17464	7037	930	73	0	6555	521	0	
17549	1806	0	25	0	2041	260	0	
17642	193	0	6	0	240	53	0	
17839	1776	25	13	0	2059	321	0	
17950	319	15	0	0	304	0	0	
18050	1522	100	33	0	1404	15	0	
18126	8079	225	96	0	7992	234	0	
18135	678	45	9	0	644	20	0	
18368	5613	300	36	0	5403	126	0	
18377	42	0	0	0	42	0	0	
18827	1090	18	0	0	1165	18	-75	
18836	703	60	10	0	688	55	0	
18854	171	6	2	0	170	7	0	
18863	4672	100	15	0	2121	0	2436	
18957	334	15	9	0	312	2	0	
19356	1047	75	14	0	1010	52	0	
19730	11569	0	0	0	11570	1	0	
19936	1110	90	21	0	1061	62	0	
19972	76	0	0	0	76	0	0	
20053	140	6	0	0	163	29	0	
20147	585	0	1	0	638	54	0	
20259	224	32	13	0	211	32	0	
20370	987	95	30	0	1157	295	0	
20512	592	0	12	0	601	21	0	
20633	1902	0	71	0	1880	49	0	
20754	65	0	1	0	71	7	0	
20839	749	36	1	0	715	3	0	
20857	283	205	0	0	223	145	0	
20866	383	25	0	0	369	11	0	
21256	55	0	0	0	55	0	0	
21359	121	0	0	0	121	0	0	
21630	310	10	0	0	300	0	0	
21658	624	6	17	0	601	0	0	
22048	981	99	2	0	1008	128	0	
22235	2098	125	2	125	2124	28	0	
22356	1550	0	27	0	1551	28	0	
22459	842	21	5	0	836	20	0	
22543	332	0	1	0	333	2	0	
22552	483	50	0	0	451	18	0	
22730	845	2	22	0	858	37	0	
22936	1201	150	11	0	1073	33	0	
22954	560	0	0	0	540	0	20	
23036	2426	336	17	160	2370	137	0	
23045	225	0	1	0	224	0	0	
23241	24330	650	640	0	23868	828	0	
23344	1318	5	1	0	909	7	410	
23456	475	71	6	0	398	0	0	
23504	2299	60	10	0	2348	17	-102	
23540	402	3	0	0	404	5	0	
23643	1024	650	5	0	855	486	0	
23755	502	24	4	0	494	20	0	
23812	6746	470	266	0	6344	334	0	
24006	1572	60	3	0	1521	12	0	
24266	19000	300	178	0	20659	450	-1687	
24453	285	0	7	0	284	6	0	
24659	222	0	0	0	222	0	0	
24668	749	70	10	0	622	21	68	
24855	28	0	1	0	35	8	0	
24949	3111	244	13	0	2965	111	0	
25357	190	0	0	0	190	0	0	
25450	58994	6848	2056	0	58650	8868	308	
25647	1927	1476	1	0	466	16	0	
25852	4391	91	18	0	4209	30	103	
26149	686	3	11	0	721	49	0	
26233	2827	0	29	0	2891	93	0	
26242	1183	100	119	0	1156	192	0	
26457	204	0	2	0	202	0	0	
26756	374	10	64	0	324	24	0	
26765	117	20	1	0	96	0	0	
26859	3205	90	17	0	3308	210	0	
26916	2873	105	9	0	2836	77	0	
27548	2517	139	25	0	2404	51	0	
27614	1575	0	12	0	1584	21	0	
27838	1530	61	1	0	1469	1	0	
27847	1119	300	9	0	930	120	0	
28013	2105	0	0	0	2105	0	0	
28152	237	0	0	0	237	0	0	
28255	425	0	4	0	452	31	0	
28349	380	0	2	0	382	4	0	
28406	1464	0	1	0	1467	4	0	
28572	283	7	0	0	305	29	0	
28732	308	9	1	0	306	8	0	
29104	2260	90	3	0	2191	24	0	
29159	250	0	11	0	239	0	0	
29252	965	20	2	0	960	17	0	
29636	3375	234	40	0	3375	274	0	
29850	245	15	0	0	235	5	0	
29944	233	30	0	0	205	2	0	
29953	796	10	83	0	785	82	0	
30025	4549	135	19	0	4411	16	0	
30052	334	15	7	0	330	18	0	
30146	285	0	3	0	282	0	0	
30155	1374	285	10	0	1081	2	0	
30258	1714	96	0	0	1627	9	0	
30418	0	0	0	0	0	0	0	
30502	3169	150	34	0	3133	148	0	
30650	833	55	21	0	786	29	0	
30810	840468	334659	22864	0	814900	331955	0	
30856	998	120	1	0	928	51	0	
31134	570	74	41	0	500	45	0	
31152	720	65	1	0	654	0	0	
31255	1030	123	2	0	1542	637	0	
31303	9731	300	335	0	9749	653	0	
31657	271	15	31	0	289	65	1	
31826	1150	0	99	0	1302	251	0	
31835	2820	0	53	0	2912	145	0	
32159	587	152	25	0	739	329	0	
32234	156	0	23	0	135	2	0	
32766	160	29	1	0	142	12	0	
33147	1843	60	1	0	1784	2	0	
33259	2191	79	0	0	2112	0	0	
33268	566	45	7	0	515	1	0	
33549	252	0	3	0	249	0	0	
33727	1630	75	37	0	1702	184	0	
33754	55	0	0	0	55	0	0	
33772	8797	450	194	0	8158	5	0	
33839	193	0	0	0	193	0	0	
33857	1200	0	30	0	1193	23	0	
34032	776	0	9	0	780	13	0	
34153	1308	275	2	0	1236	205	0	
34359	328	0	5	0	323	0	0	
34425	1528	79	4	0	1493	48	0	
34434	851	30	6	0	892	77	0	
34452	387	0	0	0	395	8	0	
34537	6910	0	99	0	7034	223	0	
34555	797	15	12	0	796	26	0	
34742	1278	75	4	0	1204	5	0	
34836	103	20	0	0	83	0	0	
34863	174	15	0	0	170	11	0	
35057	621	86	1	0	538	4	0	
35244	7457	540	88	0	6893	64	0	
35301	61454	1000	1963	0	58361	0	130	
35570	4123	200	0	0	3925	2	0	
35646	222	0	0	0	222	0	0	
35842	389	15	0	0	376	2	0	
35851	292	0	4	0	294	6	0	
35936	29	0	0	0	29	0	0	
36054	6049	958	54	0	5910	873	0	
36344	1947	30	8	0	2089	180	0	
36456	445	0	2	0	456	13	0	
36830	377	0	9	0	377	9	0	
36858	2108	90	3	0	2016	1	0	
36933	690	33	35	0	659	37	0	
37051	285	30	0	0	255	0	0	
37341	251	5	0	0	301	55	0	
37350	323	10	41	0	272	0	0	
37378	587	36	0	0	569	18	0	
37435	6035	445	61	0	5752	223	0	
37640	2883	60	15	0	2909	101	0	
37659	463	6	5	0	461	9	0	
37743	485	15	4	0	473	7	0	
37949	1246	38	2	0	1208	2	0	
38441	274	0	2	0	275	3	0	
38478	1650	1	59	0	1658	568	500	
38526	1695	110	22	0	1763	200	0	
38535	3216	0	4	0	3212	0	0	
38740	1111	75	43	0	1071	78	0	
39327	2122	0	0	0	2130	8	0	
39420	6269	600	107	0	5890	328	0	
39475	6380	810	50	0	6624	1104	0	
39756	687	292	8	0	735	348	0	
39934	1406	45	10	0	1320	26	50	
40033	1097	0	189	0	1029	121	0	
40051	3396	75	24	0	3351	54	0	
40305	30252	1425	906	0	29704	1783	0	
40350	255	0	2	0	253	0	0	
40707	1510	69	23	0	1502	84	0	
40855	431	0	0	0	431	0	0	
41245	175	9	3	0	163	0	0	
41553	638	0	82	0	615	59	0	
41629	1188	210	51	0	1154	227	0	
41647	4460	90	4	0	4367	1	0	
41759	312	3	3	0	318	12	0	
41825	2335	0	5	0	2332	2	0	
41937	418	7	0	0	411	0	0	
41955	321	0	1	0	320	0	0	
42037	151	0	5	0	165	19	0	
42055	244	0	16	0	239	11	0	
42354	591	30	2	0	565	6	0	
42420	27050	2505	110	0	26778	2343	0	
42448	1942	203	23	0	2021	305	0	
42457	645	0	8	0	637	0	0	
42541	149736	8760	6649	0	149736	15409	0	
43052	557	210	24	0	444	121	0	
43155	1827	179	56	0	1704	112	0	
43173	35147	887	10	0	34550	300	0	
43324	747	46	15	0	844	158	0	
43351	40	0	0	0	40	0	0	
43454	256	2	0	0	286	32	0	
43511	1904	25	43	0	1893	57	0	
43641	447	8	4	0	449	14	0	
43669	10239	900	60	0	10668	1389	0	
43744	443	18	1	0	425	1	0	
43856	287	0	7	0	280	0	0	
43959	1584	90	23	0	1511	40	0	
44040	1239	60	6	0	1237	64	0	
44134	12941	468	343	0	12455	325	0	
44433	2870	165	47	0	2682	24	0	
44451	536	53	0	0	483	0	0	
44602	2989	111	421	0	2900	23	-420	
44741	1828	120	16	0	1787	95	0	
44750	599	15	0	0	584	0	0	
44929	394	40	6	0	355	7	0	
45038	797	30	6	0	780	19	0	
45047	474	46	40	0	459	71	0	
45056	573	10	1	0	574	12	0	
45270	1316	75	2	0	1241	2	0	
45430	793	30	2	0	761	0	0	
45458	118	0	0	0	118	0	0	
45551	2864	0	28	0	2892	56	0	
45560	3077	111	7	0	2999	40	0	
45627	26576	2105	185	0	25843	1557	0	
45775	208	-8	0	0	216	0	0	
46053	947	0	5	0	943	1	0	
46905	6572	425	24	0	6375	252	0	
46941	807	45	33	0	750	21	0	
47153	142	5	0	0	137	0	0	
47247	1971	28	8	0	1960	25	0	
47256	272	9	0	0	263	0	0	
47377	7562	1500	288	0	7354	1580	0	
47452	495	0	1	0	494	0	0	
47500	1721	0	2	0	1724	5	0	
47658	105	11	1	0	96	3	0	
48057	340	61	2	0	327	50	0	
48150	115	2	0	0	115	2	0	
48208	2462	123	33	0	2413	107	0	
48374	2586	180	2	0	2473	69	0	
48440	322	0	0	0	322	0	0	
48552	517	12	0	0	506	1	0	
48673	49	2	0	0	71	24	0	
48730	1203	253	12	0	1203	265	0	
49054	393	38	0	0	355	0	0	
49148	422	0	13	0	412	3	0	
49241	1845	205	139	0	1610	109	0	
49344	1047	0	2	0	1048	3	0	
49362	48256	5844	1766	0	49361	7380	-1335	
49540	675	50	14	0	633	22	0	
49643	196	0	3	0	193	0	0	
49652	820	15	10	0	795	0	0	
49821	7441	225	31	0	7356	171	0	
49858	123	5	16	0	132	30	0	
49951	417	0	8	0	426	17	0	
50144	445	21	21	0	427	24	0	
50461	2808	400	70	0	2638	300	0	
50546	200	0	0	0	200	0	0	
50854	412	15	4	0	410	17	0	
50957	777	75	0	0	703	1	0	
51253	1109	75	15	0	1163	144	0	
51347	370	12	2	0	372	16	0	
51356	570	60	6	0	515	11	0	
51459	780	0	2	0	829	51	0	
51730	210	15	35	0	177	17	0	
51842	1046	0	1	0	1045	0	0	
51972	1433	30	45	0	1387	29	0	
52410	293	5	5	0	320	37	0	
52456	127	5	1	0	123	2	0	
52719	0	0	0	0	0	0	0	
52951	408	0	58	0	398	48	0	
53015	239	1	5	0	233	0	0	
53033	11079	0	221	0	11796	938	0	
53051	101	0	1	0	100	0	0	
53239	792	36	7	0	767	18	0	
53453	170	12	5	0	173	20	0	
53752	222	100	10	0	265	153	0	
54049	461	16	1	0	444	0	0	
54058	1908	60	8	0	1857	17	0	
54124	699	45	6	0	658	10	0	
54357	71	9	14	0	78	30	0	
54375	2757	138	0	0	1800	25	844	
54441	463	27	0	0	436	0	0	
54656	675	15	11	0	654	5	0	
55019	2070	151	28	0	2070	179	0	
55176	424	0	0	0	427	3	0	
55251	1369	150	46	0	1226	53	0	
55336	1603	105	18	0	1500	20	0	
55635	467	24	6	0	443	6	0	
55653	331	75	25	0	342	111	0	
55916	160	3	2	0	160	5	0	
56230	647	24	3	0	632	12	0	
56258	1057	29	2	0	1026	0	0	
56351	3319	260	66	0	3205	212	0	
56427	165	10	0	0	186	31	0	
56548	882	45	4	0	837	4	0	
56557	9317	588	326	0	8872	469	0	
56717	2518	225	11	0	2373	91	0	
56726	609	26	0	0	584	1	0	
57040	348	12	0	0	336	0	0	
57134	3601	100	7	0	3539	45	0	
57228	816	45	2	0	792	23	0	
57255	484	0	18	0	500	34	0	
57451	1457	13	2	0	1446	4	0	
57572	397	9	0	0	391	3	0	
57956	796	0	2	0	850	56	0	
58074	815	45	4	0	788	22	0	
58207	1568	68	0	0	1505	5	0	
58225	799	50	9	0	783	43	0	
58243	14674	1518	161	0	13028	1241	1208	
58355	38	0	0	0	39	1	0	
58551	613	0	18	0	624	29	0	
58636	1119	107	86	0	1249	323	0	
58757	245	0	2	0	246	3	0	
58971	30729	1939	612	0	29465	1287	0	
59259	523	0	0	0	526	3	0	
59316	3272	180	29	0	3216	153	0	
59352	822	0	1	0	823	2	0	
59679	82	0	0	0	82	0	0	
59754	159	20	0	0	176	37	0	
60143	421874	42297	4241	0	419965	46486	1857	
60219	846	40	1	0	805	0	0	
60330	1925	279	35	0	1739	128	0	
60433	2823	0	84	0	2925	186	0	
60545	403	0	0	0	403	0	0	
60554	373	6	0	0	386	19	0	
60648	1793	144	24	0	1739	114	0	
61001	3850	172	15	0	3700	37	0	
61122	5747	618	120	0	5675	666	0	
61355	3133	750	110	0	3202	929	0	
61476	432	4	0	0	428	0	0	
61533	1313	60	3	0	1261	11	0	
61757	1466	60	5	0	1403	2	0	
61832	478	35	2	0	474	33	0	
61953	237	12	2	0	223	0	0	
62044	230	38	4	0	328	140	0	
62101	37387	2882	785	0	36129	2409	0	
62147	332	15	1	0	319	3	0	
62651	601	53	2	0	615	69	0	
62709	101	22	6	0	89	10	-6	
63050	771	0	1	0	774	4	0	
63069	155657	11000	2304	120	142862	9176	8787	
63078	5020	989	47	0	4308	324	0	
63201	346	30	3	0	340	27	0	
63359	921	89	17	0	885	70	0	
63573	4877	30	9	0	4838	0	0	
63733	1429	187	51	0	1371	180	0	
63742	1093	88	5	0	1001	1	0	
63751	83	0	3	0	80	0	0	
64150	282	30	0	0	252	0	0	
64253	29	0	0	0	30	1	0	
64543	3490	180	26	0	4106	822	0	
64552	139	0	0	0	52	0	87	
64619	12718	1610	124	0	12272	1288	0	
64646	448	30	2	0	427	11	0	
64730	1350	50	6	0	1343	49	0	
64758	1040	0	0	0	1041	1	0	
65205	3496	0	0	0	3496	0	0	
65241	1145	250	0	0	906	11	0	
65513	293	0	0	0	293	0	0	
65559	1452	76	4	0	1377	5	0	
65746	5712	120	54	0	5550	12	0	
65858	4584	300	48	0	4187	76	125	
66015	3040	0	487	0	2697	144	0	
66154	575	4	44	0	561	34	0	
66172	3292	0	3	0	3291	2	0	
66275	5255	170	243	0	5159	317	0	
66350	278	36	9	0	515	282	0	
66613	72	0	0	0	72	0	0	
66837	761	50	4	0	725	18	0	
66846	1863	211	17	0	1682	47	0	
66903	2886	202	18	0	2829	163	0	
67142	327	0	28	0	351	52	0	
67151	1276	45	16	0	1236	21	0	
67209	1844	0	1	0	1843	0	0	
67254	28	0	2	0	26	0	0	
67311	122790	19314	5380	0	125239	24603	-2540	
67414	413	36	3	0	420	46	0	
67777	2019	100	2	0	1923	6	0	
67852	11306	9913	606	0	11115	7519	-2809	
68345	1469	0	1	0	1470	2	0	
68448	509	0	1	0	510	2	0	
68569	35943	1574	1209	0	35943	2783	0	
68756	490	60	2	0	470	42	0	
68831	752	76	11	0	750	85	0	
68840	782	13	25	0	744	0	0	
68859	2648	75	17	0	2577	21	0	
68943	867	0	8	0	867	8	0	
69333	2833	63	20	0	2758	8	0	
69351	188	0	0	0	188	0	0	
69650	77	-51	0	0	128	0	0	
69678	3153	325	39	0	2967	178	0	
69847	159	0	0	0	159	0	0	
70049	2224	30	3	0	2196	5	0	
70058	340	140	2	0	232	34	0	
70076	114	0	0	0	114	0	0	
70151	556	22	3	0	531	0	0	
70218	864	6	2	0	856	0	0	
70254	136	0	4	0	133	1	0	
70414	1112	38	6	0	1071	3	0	
70638	1866	0	77	0	1920	131	0	
70955	86	0	0	0	88	2	0	
71318	4798	0	13	0	4809	24	0	
71457	1035	15	0	0	1023	3	0	
71671	1020	30	0	0	995	5	0	
71859	75	0	0	0	78	3	0	
72258	802	9	2	0	793	2	0	
72276	1669	30	30	0	1634	25	0	
72351	666	92	28	0	722	176	0	
72418	1114	41	11	0	1118	56	0	
72454	425	75	1	0	362	13	0	
72614	3720	60	23	0	3649	12	0	
72678	362	50	5	0	349	42	0	
73031	650	0	4	0	646	0	0	
73116	3840	300	10	0	3804	274	0	
73152	531	0	53	0	478	0	0	
73554	1249	188	62	0	1131	132	0	
73956	1011	0	3	0	1019	11	0	
74056	230	6	1	0	224	1	0	
74140	3815	113	86	0	3735	119	0	
74159	197	6	38	0	153	0	0	
74337	193	6	0	0	187	0	0	
74403	1526	64	13	0	1455	6	0	
74449	66	0	0	0	66	0	0	
74458	234	23	0	0	224	13	0	
75053	2089	125	0	0	1977	13	0	
75259	10	0	1	0	9	0	0	
75446	1582	45	33	0	1562	58	0	
75455	580	90	49	0	548	107	0	
75558	528	30	2	0	508	12	0	
75576	14485	900	90	1452	15385	438	0	
75633	219682	28557	3659	0	227374	39908	0	
75651	425	7	46	0	374	2	0	
75857	2911	1100	24	0	1877	90	0	
76050	482	88	7	0	483	96	0	
76135	1878	0	112	0	1893	127	0	
76153	416	15	6	0	395	0	0	
76201	3582000	409000	49000	0	3608000	438000	-46000	
76443	605	15	4	0	604	18	0	
76742	972	100	45	0	980	153	0	
76854	1288	30	9	0	1288	39	0	
77150	211	-300	304	0	209	2	0	
77253	329	45	2	0	302	20	0	
77347	1794	45	234	0	1586	71	0	
77374	2563	369	0	0	2366	172	0	
77422	487	0	0	0	487	0	0	
77758	6291	2852	23	0	5980	2564	0	
77851	7589	1285	289	0	8561	2546	0	
78036	863	69	0	0	806	12	0	
78054	653	1524	10	0	571	1452	0	
78157	238	0	6	0	237	5	0	
78241	266	4	8	0	258	4	0	
78559	144	0	6	0	140	2	0	
78643	634	9	0	0	625	0	0	
78858	49	10	3	0	67	31	0	
79042	78	0	0	0	78	0	0	
79127	1212	0	125	0	1548	461	0	
79145	826	19	0	0	807	0	0	
79257	192	0	0	0	192	0	0	
79855	999	15	3	0	986	5	0	
80020	9	0	0	0	9	0	0	
80150	2235	0	10	0	2228	3	0	
80431	654	-8	25	0	741	104	0	
80552	161	1	0	0	160	0	0	
80936	915	71	35	0	833	24	0	
81054	892	60	19	0	883	70	0	
81429	300	28	1	0	274	3	0	
82024	1559	-72	2	0	1629	0	0	
82033	435	60	0	0	389	14	0	
82257	276	9	15	0	258	8	0	
82350	270	30	3	0	237	0	0	
82659	299	15	0	0	289	5	0	
83151	500	95	2	0	433	30	0	
83236	70	3	0	0	68	1	0	
83311	27070	600	281	0	26957	768	0	
83357	315	10	5	0	315	15	0	
83450	9325	900	48	0	8701	324	0	
83638	26909	3000	150	0	23862	103	0	
83834	609	11	0	0	605	7	0	
83852	123	0	0	0	124	1	0	
83955	415	0	8	0	496	89	0	
84046	386	0	0	0	387	1	0	
84055	112	0	0	0	112	0	0	
84251	123	30	0	0	123	30	0	
84345	1016	75	1	0	942	2	0	
84541	3354	221	130	0	3318	315	0	
84804	52	0	0	0	52	0	0	
84970	2429	0	37	0	2710	318	0	
85043	333	36	2	0	309	14	0	
85052	27	0	0	0	27	0	0	
85258	183	0	0	0	183	0	0	
85454	389	50	8	0	334	3	0	
85856	69	0	0	0	69	0	0	
85931	1063	75	16	0	1025	53	0	
86349	1254	221	36	0	1082	85	0	
86358	300	0	1	0	300	1	0	
86527	3672	154	27	0	3644	153	0	
86554	308	30	5	0	319	46	0	
87047	453	9	9	0	435	0	0	
87159	340	0	13	0	327	0	0	
87234	1834	44	3	0	1804	17	0	
87476	666	90	3	0	574	1	0	
87533	1755	72	3	0	1691	11	0	
87944	8550	1306	8	0	8519	1283	0	
88240	239	10	0	0	254	25	0	
88259	343	15	1	0	327	0	0	
88352	259	60	15	0	231	47	0	
88455	1494	0	3	0	1510	19	0	
88530	684	17	4	0	785	122	0	
88950	145	0	1	0	145	1	0	
89032	423	15	2	0	428	22	0	
89135	440	2	1	0	440	3	0	
89162	0	0	0	0	0	0	0	
89452	456	30	1	0	428	3	0	
89751	2740	0	16	0	2731	7	0	
89854	733	0	7	0	745	19	0	
89957	187	38	6	0	171	28	0	
90047	205	10	0	0	195	0	0	
90159	426	-10	0	0	436	0	0	
90234	2384	0	546	0	1838	0	0	
90252	154	0	2	0	152	0	0	
90328	1869	105	75	0	1822	133	0	
90337	1950	65	2	0	1909	26	0	
90403	21734	1158	119	0	20811	354	0	
90467	1038	0	0	0	1041	3	0	
90627	1509	60	3	0	1457	11	0	
90645	457	0	0	0	457	0	0	
90739	955	24	52	0	901	22	0	
91129	226	9	2	0	216	1	0	
91147	555	36	0	0	636	117	0	
91156	1959	87	23	0	1887	38	0	
91259	454	3	16	0	453	18	0	
91615	413	37	2	0	389	15	0	
91651	599	30	10	0	584	25	0	
91754	506	30	0	0	485	9	0	
91866	2695	90	2	0	2605	2	0	
91950	395	0	2	0	393	0	0	
91969	3703	256	24	0	3507	85	1	
92050	412	9	1	0	405	3	0	
92144	323	0	0	0	323	0	0	
92162	782	131	4	0	668	21	0	
92630	4141	330	22	0	3803	14	0	
92706	1051	0	11	0	1072	32	0	
92854	214	10	1	0	203	0	0	
92902	139	0	1	0	145	7	0	
93039	2385	50	7	0	2328	0	0	
93244	663	30	0	0	636	3	0	
93329	416	21	2	0	417	24	0	
93413	2697	30	53	0	2663	49	0	
93543	2123	70	47	0	2097	91	0	
93619	0	0	0	0	0	0	0	
93628	1115	18	1	0	1102	6	0	
93721	38538	869	422	0	39087	1840	0	
93758	330	0	22	0	326	18	0	
94139	1840	92	68	0	1831	151	0	
94447	747	30	6	0	715	4	0	
94456	349	71	2	0	375	99	0	
94522	1845	186	22	0	1775	138	0	
94661	5790	150	179	0	5498	37	0	
94755	632	30	16	0	586	0	0	
94858	415	0	0	0	415	0	0	
95051	930	69	5	0	952	96	0	
95659	286	30	2	0	273	19	0	
95725	2252	120	24	0	2166	58	0	
95855	529	0	34	0	496	1	0	
96254	1045	10	1	0	1034	0	0	
96357	703	0	19	0	701	17	0	
96553	856	60	12	0	797	13	0	
97037	4193	225	63	0	4098	193	0	
97055	221	10	0	0	211	0	0	
97279	150	3	1	0	147	1	0	
97457	150	3	0	0	147	0	0	
97804	1573	40	10	0	1531	8	0	
97943	875	85	2	0	791	3	0	
98351	229	10	17	0	204	2	0	
98360	1467	248	85	0	1522	388	0	
98454	893	136	1	0	886	130	0	
98463	2206	63	3	0	2146	6	0	
98548	511	0	7	0	507	3	0	
98557	363	22	7	0	357	23	0	
98641	824	86	6	0	815	83	0	
98717	2127	0	0	0	2127	0	0	
99004	911	140	26	0	816	71	0	
99059	328	15	2	0	313	2	0	
99143	803	225	13	0	733	168	0	
99255	293	0	0	0	293	0	0	
99442	999	0	0	0	1000	1	0	
99536	922	89	33	0	834	34	0	
99853	346	55	21	0	350	80	0	
99974	818	180	4	0	796	162	0	
100160	2511	0	54	0	2829	372	0	
100236	1468	135	8	0	1382	57	0	
100357	1936	303	209	0	2556	1132	0	
100553	329	0	0	0	334	5	0	
100562	13337	800	40	0	13058	561	0	
100843	1724	90	18	0	1659	43	0	
101019	72619	1251	263	0	75826	4721	0	
101037	5171	275	68	0	4975	147	0	
101233	11562	1003	192	0	11932	1565	0	
101327	5217	0	7	0	5310	100	0	
101345	560	56	3	0	508	7	0	
101439	865	90	33	0	834	92	0	
101671	1878	174	112	0	1677	85	0	
101738	1558	20	48	0	1580	90	0	
101952	363	0	11	0	359	7	0	
102155	115	5	1	0	109	0	0	
102333	135	0	0	0	135	0	0	
102342	693	15	3	0	722	47	0	
102539	312	22	2	0	400	112	0	
102557	378	0	3	0	414	39	0	
103134	784	0	2	0	784	2	0	
103255	3507	157	53	0	3506	209	0	
103536	2944	45	46	0	2905	52	0	
103554	241	10	1	0	242	12	0	
103563	150	15	31	0	131	27	0	
103602	433	19	9	0	416	11	0	
104038	14054	426	85	0	11911	588	2220	
104056	467	3	0	0	466	2	0	
104234	392	30	33	0	331	2	0	
