"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
216258	0	0	0	0		0	0	0		33968	20607	77	0	0	0	0		0		0	0		14845	0	0	0	0	0	0	0	0	0	0		
216445	0	0	0	0		0	0	0		42484	11198	65	0	0	0	0		0		0	0		13900	0	0	0	0	0	0	0	0	0	0		
216632	0	0	0	0		0	0	0		58802	32013	155	0	0	0	0		0		0	0		16513	0	0	0	0	0	0	0	0	0	0		
216922	0	0	0	0		0	0	0		704546	304262	1448	0	0	0	0		0		0	0		159462	0	0	0	0	0	0	0	0	0	0		
217059	0	0	0	0		0	0	0		42396	14853	92	0	0	0	0		0		0	0		5653	0	0	0	0	0	0	0	0	0	0		
217479	0	0	0	0		0	0	0		132629	84776	366	0	0	0	0		0		0	0		47668	0	0	0	0	0	0	0	0	0	0		
217620	0	0	0	0		0	0	0		126493	35066	130	0	0	0	0		0		0	0		22066	0	0	0	0	0	0	0	0	0	0		
218131	0	0	0	0		0	0	0		158876	90637	554	0	0	0	0		0		0	0		35337	0	0	0	0	0	0	0	0	0	0		
218261	0	0	0	0		0	0	0		25881	24532	92	0	0	0	0		0		0	0		20470	0	0	0	0	0	0	0	0	0	0		
218757	24	0	0	0		0	0	0		9337	1149	10	0	0	0	0		0		0	0		425	0	0	0	0	0	0	0	0	0	0		
218775	0	0	0	0		0	0	0		27451	6944	57	0	0	0	0		0		0	0		350	0	0	0	0	0	0	0	0	0	0		
218832	0	0	0	0		0	0	0		69536	24015	128	0	0	0	0		0		0	0		11268	0	0	0	0	0	0	0	0	0	0		
218850	2	0	0	0		0	0	0		11960	3408	23	0	0	0	0		0		0	0		1108	0	0	0	0	0	0	0	0	0	0		
218878	0	0	0	8		0	0	0		137754	22494	138	0	0	0	0		0		0	0		9194	0	0	0	0	0	0	0	0	0	0		
219044	0	0	0	0		0	0	0		10310	617	4	0	0	0	0		0		0	0		217	0	0	0	0	0	0	0	0	0	0		
219259	0	0	0	0		0	0	0		46103	31708	232	0	0	0	0		0		0	0		8508	0	0	0	0	0	0	0	0	0	0		
219343	0	0	0	0		0	0	0		390551	321478	1029	0	0	0	0		0		0	0		193461	0	0	0	0	0	0	0	0	0	0		
219651	0	0	0	0		0	0	0		98397	52264	247	0	0	0	0		0		0	0		27764	0	0	0	0	0	0	0	0	0	0		
219857	0	0	0	0		0	0	0		12454	1758	12	0	0	0	0		0		0	0		558	0	0	0	0	0	0	0	0	0	0		
220040	0	0	0	0		0	0	0		56446	16165	66	0	0	0	0		0		0	0		11154	0	0	0	0	0	0	0	0	0	0		
220059	0	0	0	51		0	0	0		153243	43978	225	0	0	0	0		0		0	0		21478	0	0	0	0	0	0	0	0	0	0		
220527	0	0	0	76		0	0	0		265081	233919	906	0	0	0	0		0		0	0		158533	0	0	0	0	0	0	0	0	0	0		
220545	0	0	0	0		0	0	0		249171	133356	521	0	0	0	0		0		0	0		81256	0	0	0	0	0	0	0	0	0	0		
220554	0	0	0	0		0	0	0		56343	53216	93	0	0	0	0		0		0	0		43916	0	0	0	0	0	0	0	0	0	0		
220844	0	0	0	0		0	0	0		28301	2867	18	0	0	0	0		0		0	0		1067	0	0	0	0	0	0	0	0	0	0		
221476	0	0	0	4		0	0	0		114424	31185	153	0	0	0	0		0		0	0		17197	0	0	0	0	0	0	0	0	0	0		
221533	0	0	0	0		0	0	0		118093	25421	135	0	0	0	0		0		0	0		6518	0	0	0	0	0	0	0	0	0	0		
221654	0	0	0	0		0	0	0		72056	18253	89	0	0	0	0		0		0	0		14145	0	0	0	0	0	0	0	0	0	0		
222053	0	0	0	0		0	0	0		51269	24545	143	0	0	0	0		0		0	0		10245	0	0	0	0	0	0	0	0	0	0		
222147	0			0		0	0	0		2294263	1514047	4053	0			220		0		0	0		1150416	0	0	0	0	0	0	0	0	0			
222156	0	0	0	0		0	0	0		64743	20233	96	0	0	0	0		0		0	0		7727	0	0	0	0	0	0	0	0	0	0		
222446	0	0	0	0		0	0	0		175112	71288	376	0	0	0	0		0		0	0		56122	0	0	0	0	0	0	0	0	0	0		
222558	0	0	0	0		0	0	0		23417	12462	42	0	0	0	0		0		0	0		6538	0	0	0	0	0	0	0	0	0	0		
222754	0	0	0	0		0	0	0		61459	76806	229	0	0	0	0		0		0	0		53906	0	0	0	0	0	0	0	0	0	0		
223005	0	0	0	0		0	0	0		109976	38447	226	0	0	0	0		0		0	0		22576	0	0	0	0	0	0	0	0	0	0		
223238	0	0	0	0		0	0	0		49477	24718	92	0	0	0	0		0		0	0		15519	0	0	0	0	0	0	0	0	0	0		
223322	0			0		0	0	0		269174	104996	297	0			0		0		0	0		11262	0	0	0	0	0	0	0	0	0			
223331	0	0	0	0		0	0	0		193682	133263	485	0	0	0	0		0		0	0		84763	0	0	0	0	0	0	0	0	0	0		
223452	0	0	0	0		0	0	0		35192	15396	77	0	0	0	0		0		0	0		11192	0	0	0	0	0	0	0	0	0	0		
223658	0	0	0	0		0	0	0		20992	3814	17	0	0	0	0		0		0	0		2114	0	0	0	0	0	0	0	0	0	0		
223751	1			0		0	0	0		33362	5180	43	0			0		0		0	0		880	0	0	0	0	0	0	0	0	0			
223845	0	0	0	0		0	0	0		42251	14281	62	32	0	0	0		0		0	0		7681	0	0	0	0	0	0	0	0	0	0		
224552	6	0	0	0		0	0	0		11757	2305	15	0	0	0	0		0		0	0		2000	0	0	0	0	0	0	0	0	0	0		
224637	0	0	0	0		0	0	0		77766	52383	233	0	0	0	0		0		0	0		29000	0	0	0	0	0	0	0	0	0	0		
224655	0	0	0	0		0	0	0		103767	31391	149	0	0	0	0		0		0	0		4731	0	0	0	0	0	0	0	0	0	0		
224749	0	0	0	0		0	0	0		28102	19072	54	0	0	0	0		0		0	0		17735	0	0	0	0	0	0	0	0	0	0		
224954	4	0	0	0		0	0	0		33226	9148	54	0	0	0	0		0		0	0		4275	0	0	0	0	0	0	0	0	0	0		
225054	0	0	0	0		0	0	0		28529	19561	57	0	0	0	0		0		0	0		3816	0	0	0	0	0	0	0	0	0	0		
225157	0	0	0	0		0	0	0		26488	13954	53	0	0	0	0		0		0	0		6603	0	0	0	0	0	0	0	0	0	0		
225166	0	0	0	0		0	0	0		297462	410829	1055	0	0	0	0		0		0	0		308037	0	0	0	0	0	0	0	0	0	0		
225241	0	0	0	0		0	0	0		16744	4997	20	0	0	0	0		0		0	0		4566	0	0	0	0	0	0	0	0	0	0		
225250	42	0	0	0		0	0	0		40500	14266	130	4	0	0	0		0		0	0		5023	0	0	0	0	0	0	0	0	0	0		
225335	0	0	0	0		0	0	0		279136	250489	948	0	0	0	0		0		0	0		155689	0	0	0	0	0	0	0	0	0	0		
225559	0	0	0	0		0	0	0		256278	124864	520	0	0	0	0		0		0	0		72864	0	0	0	0	0	0	0	0	0	0		
225773	0	0	0	0		0	0	0		22655	4418	30	0	0	0	0		0		0	0		1256	0	0	0	0	0	0	0	0	0	0		
225942	0	0	0	0		0	0	0		18201	9245	56	0	0	0	0		0		0	0		2253	0	0	0	0	0	0	0	0	0	0		
226051	0	0	0	0		0	0	0		48047	14763	83	0	0	0	0		0		0	0		6464	0	0	0	0	0	0	0	0	0	0		
226659	0	0	0	0		0	0	0		6562	1979	6	0	0	0	0		0		0	0		1379	0	0	0	0	0	0	0	0	0	0		
226734	0	0	0	0		0	0	0		13049	12043	48	0	0	0	0		0		0	0		9274	0	0	0	0	0	0	0	0	0	0		
226752	0	0	0	0		0	0	0		27127	10392	50	0	0	0	0		0		0	0		3795	0	0	0	0	0	0	0	0	0	0		
226949	0	0	0	0		0	0	0		10847	1583	6	0	0	0	0		0		0	0		983	0	0	0	0	0	0	0	0	0	0		
227151	0			0		0	0	0		37234	13976	64	0			0		0		0	0		3606	0	0	0	0	0	0	0	0	0			
227179	90	0	0	0		0	0	0		222365	134010	539	51	0	0	0		0		0	0		81054	0	0	0	0	0	0	0	0	0	0		
227357	0	0	0	0		0	0	0		94789	26050	134	0	0	0	0		0		0	0		12650	0	0	0	0	0	0	0	0	0	0		
227405	0	0	0	0		0	0	0		182292	76103	362	0	0	0	0		0		0	0		43417	0	0	0	0	0	0	0	0	0	0		
227656	0	0	0	0		0	0	0		28927	18186	160	0	0	0	0		0		0	0		4203	0	0	0	0	0	0	0	0	0	0		
228000	0	0	0	0		0	0	0		181507	33510	239	0	0	0	0		0		0	0		11287	0	0	0	0	0	0	0	0	0	0		
228055	0	0	0	0		0	0	0		19169	6388	33	0	0	0	0		0		0	0		609	0	0	0	0	0	0	0	0	0	0		
228158	0	0	0	0		0	0	0		92677	16975	68	0	0	0	0		0		0	0		9672	0	0	0	0	0	0	0	0	0	0		
228345	0	0	0	0		0	0	0		47617	13706	78	0	0	0	0		0		0	0		5906	0	0	0	0	0	0	0	0	0	0		
228952	0	0	0	0		0	0	0		14883	8050	31	0	0	0	0		0		0	0		5269	0	0	0	0	0	0	0	0	0	0		
229146	0	0	0	0		0	0	0		79406	27060	97	0	0	0	0		0		0	0		13587	0	0	0	0	0	0	0	0	0	0		
229342	7	0	0	0		0	0	0		51448	47266	121	12	0	0	0		0		0	0		39605	0	0	0	0	0	0	0	0	0	0		
229427	0	0	0	0		0	0	0		439309	178384	843	0	0	0	0		0		0	0		73340	0	0	0	0	0	0	0	0	0	0		
229454	0	0	0	0		0	0	0		30317	11884	36	0	0	0	0		0		0	0		1261	0	0	0	0	0	0	0	0	0	0		
229801	0	0	0	2306	0	0	0	15994	0	3415198	2995498	8704	0	0	0	0		26	0	0	0		2125082	0	0	0	0	0	0	0	0	0	0		
229913	0	0	0	383	0	0	0	83710	0	8242	104310	132	0	0	0	0		75	0	0	0		91110	0	0	0	0	0	0	0	0	0	0		
229940	0	0	0	0		0	0	0		26476	5438	32	0	0	0	0		0		0	0		2238	0	0	0	0	0	0	0	0	0	0		
229959	0	0	0	0		0	0	0		10313	2236	12	0	0	0	0		0		0	0		1036	0	0	0	0	0	0	0	0	0	0		
230254	0	0	0	0		0	0	0		39164	17045	56	0	0	0	0		0		0	0		11445	0	0	0	0	0	0	0	0	0	0		
230357	3	0	0	0		0	0	0		15741	14962	70	0	0	0	0		0		0	0		7962	0	0	0	0	0	0	0	0	0	0		
230423	1	0	0	0		0	0	0		118797	46089	202	74	0	0	0		0		0	0		38257	0	0	0	0	0	0	0	0	0	0		
230508	6	0	0	0		0	0	0		48267	12134	95	0	0	0	0		0		0	0		4026	0	0	0	0	0	0	0	0	0	0		
230535	0	0	0	0		0	0	0		19810	21559	85	0	0	0	0		0		0	0		9694	0	0	0	0	0	0	0	0	0	0		
230553	0	0	0	0		0	0	0		135989	101281	449	0	0	0	0		0		0	0		70161	0	0	0	0	0	0						
230610	0			0		0	0	0		91572	48224	158	0			0		0		0	0		32000	0	0	0	0	0	0	0	0	0			
230740	0	0	0	0		0	0	0		4656	3574	18	0	0	0	0		0		0	0		958	0	0	0	0	0	0	0	0	0	0		
230759	0	0	0	0		0	0	0		221137	196837	693	0	0	0	0		0		0	0		129226	0	0	0	0	0	0	0	0	0	0		
231149	0			0		0	0	0		85394	20486	89	0			0		0		0	0		11589	0	0	0	0	0	0	0	0	0			
231242	0	0	0	0		0	0	0		352392	290076	1203	0	0	0	0		0		0	0		169057	0	0	0	0	0	0	0	0	0	0		
231279	0	0	0	0		0	0	0		56052	28972	57	0	0	0	0		0		0	0		23272	0	0	0	0	0	0	0	0	0	0		
231336	0	0	0	0		0	0	0		85719	25854	124	0	0	0	0		0		0	0		13454	0	0	0	0	0	0	0	0	0	0		
231961	0	0	0	0		0	0	0		157662	207763	626	0	0	0	0		0		0	0		135541	0	0	0	0	0	0						
232258	0	0	0	0		0	0	0		11362	2089	15	0	0	0	0		0		0	0		696	0	0	0	0	0	0	0	0	0	0		
232548	0	0	0	0		0	0	0		115261	36182	182	0	0	0	0		0		0	0		17982	0	0	0	0	0	0	0	0	0	0		
232744	0	0	0	0		0	0	0		37251	5910	31	0	0	0	0		0		0	0		3968	0	0	0	0	0	0	0	0	0	0		
232847	0	0	0	0		0	0	0		81134	12949	76	0	0	0	0		0		0	0		4333	0	0	0	0	0	0	0	0	0	0		
232856	0	0	0	0		0	0	0		102977	31094	119	0	0	0	0		0		0	0		11955	0	0	0	0	0	0	0	0	0	0		
233022	0	0	0	0		0	0	0		127131	78994	284	0	0	0	0		0		0	0		69203	0	0	0	0	0	0	0	0	0	0		
233031	0	0	0	48910	0	0	0	2552	0	17025588	11021175	42886	0	0	0	119748		0	0	0	5087		6732575	0	0	0	13889	0	0	207069	0	0			
233246	0	0	0	0		0	0	0		32631	8581	41	4	0	0	0		0		0	0		4481	0	0	0	0	0	0	0	0	0	0		
233358	8	0	0	0		0	0	0		80477	26198	124	7	0	0	0		0		0	0		5425	0	0	0	0	0	0	0	0	0	0		
233442	0	0	0	0		0	0	0		11437	2439	7	0	0	0	0		0		0	0		3000	0	0	0	0	0	0	0	0	0	0		
233451	4	0	0	0		0	0	0		14906	4281	34	0	0	0	0		0		0	0		1431	0	0	0	0	0	0	0	0	0	0		
233527	0	0	0	0		0	0	0		52647	9974	57	0	0	0	0		0		0	0		4247	0	0	0	0	0	0	0	0	0			
233554	0	0	0	903		0	0	262		110652	123391	177	0	0	0	0		0		0	0		29913	0	0	0	0	0	0	0	0	0	0		
234056	0	0	0	0		0	0	0		12901	11526	43	0	0	0	0		0		0	0		7226	0	0	0	0	0	0	0	0	0	0		
234355	0	0	0	0		0	0	0		303811	117628	332	0	0	0	0		0		0	0		27756	0	0	0	0	0	0	0	0	0	0		
234506	0	0	0	0		0	0	0		76323	28243	127	0	0	0	0		0		0	0		4358	0	0	0	0	0	0	0	0	0	0		
234645	0	0	0	0		0	0	0		34587	22036	60	0	0	0	0		0		0	0		19108	0	0	0	0	0	0	0	0	0	0		
234739	0	0	0	0		0	0	0		307888	86575	295	0	0	0	0		0		0	0		72745	0	0	0	0	0	0	0	0	0	0		
234841	0	0	0	0		0	0	0		36916	35549	151	0	0	0	0		0		0	0		18316	0	0	0	0	0	0	0	0	0	0		
234944	0	0	0	0		0	0	0		47833	12978	35	0	0	0	0		0		0	0		9313	0	0	0	0	0	0	0	0	0	0		
235017	0	15	0	0		0	0	0		40441	12677	66	0	0	0	0		0		0	0		5576	0	0	0	0	0	0	0	0	0	0		
235231	0	0	0	0		0	0	0		66265	34927	212	0	0	0	0		0		0	0		28577	0	0	0	0	0	0	0	0	0	0		
235316	0	0	0	0		0	0	0		17959	2815	16	0	0	0	0		0		0	0		2368	0	0	0	0	0	0	0	0	0	0		
235446	0			0		0	0	0		81482	34536	169	0			0		0		0	0		4985	0	0	0	0	0	0	0	0	0			
235521	0	0	0	0		0	0	0		87080	47597	174	0	0	0	0		0		0	0		34397	0	0	0	0	0	0	0	0	0	0		
235530	0	0	0	0		0	0	0		106749	55616	242	0	0	0	0		0		0	0		23947	0	0	0	0	0	0	0	0	0	0		
235558	2	0	0	0		0	0	0		4204	1891	12	0	0	0	0		0		0	0		691	0	0	0	0	0	0	0	0	0	0		
235950	0	0	0	0		0	0	0		21955	20915	69	0	0	0	0		0		0	0		20430	0	0	0	0	0	0	0	0	0	0		
236050	0	0	0	0		0	0	0		29131	6131	39	0	0	0	0		0		0	0		1092	0	0	0	0	0	0	0	0	0	0		
236153	0	348	43	0		0	0	0		282884	122705	637	0	221	2	0		0		0	0		42856	0	0	0	0	0	0	0	0	0	0		
236256	0	3	0	0		0	0	0		45308	8054	43	0	0	0	0		0		0	0		4634	0	0	0	0	0	0	0	0	0	0		
236452	0	0	0	0		0	0	0		12403	4749	17	0	0	0	0		0		0	0		3049	0	0	0	0	0	0	0	0	0	0		
236519	0	0	0	0		0	0	0		173365	67921	259	0	0	0	0		0		0	0		26902	0	0	0	0	0	0	0	0	0	0		
236603	13	0	0	0		0	0	0		83439	27704	110	4	0	0	0		0		0	0		16704	0	0	0	0	0	0	0	0	0	0		
236649	0	0	0	0		0	0	0		277112	230296	650	0	0	0	0		0		0	0		225596	0	0	0	0	0	0	0	0	0	0		
236667	162	0	0	254		0	0	165		190315	246785	1046	0	0	0	0		0		0	0		142185	0	0	0	0	0	0	0	0	0	0		
236706	0	0	0	0		0	0	0		394312	284053	1043	0	0	0	0		0		0	0		1295	0	0	0	0	0	0						
236751	0			0		0	0	0		347858	357450	1270	0			0		0		0	0		274691	1869	0	0	0	0	0	0	0	0			
236957	0	0	0	0		0	0	0		54466	20838	97	0	0	0	0		0		0	0		3657	0	0	0	0	0	0	0	0	0	0		
237066	0	0	0	0		0	0	0		170290	71620	298	0	0	0	0		0		0	0		10911	0	0	0	0	0	0	0	0	0	0		
237150	26	0	0	0		0	0	0		57017	26673	97	1	0	0	0		0		0	0		16973	0	0	0	0	0	0	0	0	0	0		
237619	0	0	0	6		0	0	232		477616	67132	452	0	0	0	0		0		0	0		21932	0	0	0	0	0	0	0	0	0	0		
237637	0	0	0	0		0	0	0		27616	20273	153	0	0	0	0		0		0	0		4973	0	0	0	0	0	0	0	0	0	0		
237936	47601			411		0	0	0		370684	206975	741	47461			0		0		0	0		30181	0	0	0	0	0	0	0	0	0			
237954	0	0	0	0		0	0	0		33783	21460	96	0	0	0	0		0		0	0		14639	0	0	0	0	0	0	0	0	0	0		
238045	0	0	0	0		0	0	0		10517	3311	20	0	0	0	0		0		0	0		1105	0	0	0	0	0	0	0	0	0	0		
238139	0	0	0	0		0	0	0		59436	16629	101	0	0	0	0		0		0	0		4085	0	0	0	0	0	0	0	0	0	0		
238241	0	0	0	0		0	0	0		117113	58436	254	0	0	0	0		0		0	0		39136	0	0	0	0	0	0	0	0	0	0		
238250	0	0	0	0		0	0	0		24398	7831	27	0	0	0	0		0		0	0		5131	0	0	0	0	0	0	0	0	0	0		
238371	0	0	0	0		0	0	0		117829	39152	212	0	0	0	0		0		2	0		17734	0	0	0	0	0	0	0	0	0	0		
238661	0	0	0	0		0	0	0		116711	62532	327	0	0	0	0		0		0	0		16649	0	0	0	0	0	0	0	0	0	0		
238737	0	0	0	0		0	0	0		67031	96209	387	0	0	0	0		0		0	0		57506	0	0	0	0	0	0	0	0	0	0		
238755	0			0		0	0	0		27923	17660	89	0			0		0		0	0		7692	0	0	0	0	0	0	0	0	0			
238812	0	0	0	0		0	0	0		32838	7350	31	0	0	0	0		0		0	0		4250	0	0	0	0	0	0	0	0	0	0		
239015	0			0		0	0	0		26582	83966	237	0			0		0		0	0		60266	0	0	0	0	0	0	0	0	0			
239042	0	0	0	0		0	0	0		15093	3199	21	0	0	0	0		0		0	0		5029	0	0	0	0	0	0	0	0	0	0		
239275	0	0	0	0		0	0	0		216295	76627	477	0	0	0	0		0		0	0		10874	0	0	0	0	0	0	0	0	0	0		
239323	0	0	0	0		0	0	0		37702	35547	75	0	0	0	0		0		0	0		28047	0	0	0	0	0	0	0	0	0	0		
239556	0	0	0	0		0	0	0		52249	45010	179	0	0	0	0		0		0	0		26517	0	0	0	0	0	0	0	0	0	0		
239613	0	0	0	0		0	0	0		321007	210357	516	0	0	0	0		0		0	0		179090	0	0	0	0	0	0	0	0	0	0		
239640	0	0	0	0		0	0	0		32142	11376	54	0	0	0	0		0		0	0		6383	0	0	0	0	0	0	0	0	0	0		
239659	0			0		0	0	0		72301	36292	233	0			0		0		0	0		12992	0	0	0	0	0	0	0	0	0			
239752	0	0	0	0		0	0	0		31010	8218	53	0	0	0	0		0		0	0		1658	0	0	0	0	0	0	0	0	0	0		
240141	0	0	0	0		0	0	0		62013	16159	56	0	0	0	0		0		0	0		6775	0	0	0	0	0	0	0	0	0	0		
240356	0	0	0	0		0	0	0		33659	11031	58	0	0	0	0		0		0	0		10277	0	0	0	0	0	0	0	0	0	0		
240459	0			0		0	0	0		23013	8156	44	0			0		0		0	0		3756	0	0	0	0	0	0	0	0	0			
240468	0	0	0	0		0	0	0		24664	3908	22	0	0	0	0		0		0	0		2089	0	0	0	0	0	0	0	0	0	0		
240954	166	0	0	0		0	0	0		66588	26328	130	0	0	0	0		0		0	0		16641	0	0	0	0	0	0	0	0	0	0		
241009	0	0	0	0		0	0	0		37175	27415	72	0	0	0	0		0		0	0		23880	0	0	0	0	0	0	0	0	0	0		
241157	0	458	3	0		0	0	0		136831	69696	362	0	507	1	0		0		0	0		10577	0	0	0	0	0	0	0	0	0	0		
241559	0	0	0	0		0	0	0		41247	17106	77	0	0	0	0		0		0	0		6004	0	0	0	0	0	0	0	0	0	0		
241607	0	0	0	0		0	0	0		253818	51042	326	0	0	0	0		0		0	0		50716	0	0	0	0	0	0	0	0	0	0		
242015	0	0	0	5878		0	0	2879		633832	166120	823	0	0	0	0		2		0	0		100300	0	0	0	0	0	0	0	0	0	0		
242248	0	0	0	0		0	0	0		67853	22854	90	0	0	0	0		0		0	0		8777	0	0	0	0	0	0	0	0	0	0		
242257	0	0	0	0		0	0	0		68148	23079	110	0	0	0	0		0		0	0		27519	0	0	0	0	0	0	0	0	0	0		
242275	0	0	0	0		0	0	0		32006	13466	59	1	0	0	0		0		0	0		11537	0	0	0	0	0	0	0	0	0	0		
242444	0	0	0	0		0	0	0		354985	153322	525	0	0	0	0		0		0	0		99531	0	0	0	0	0	0	0	0	0	0		
242949	0	0	0	0		0	0	0		40853	27527	61	6	0	0	0		0		0	0		21422	0	0	0	0	0	0	0	0	0	0		
242958	0	0	0	0		0	0	0		31710	16332	87	0	0	0	0		0		0	0		8552	0	0	0	0	0	0	0	0	0	0		
243151	100	0	0	0		0	0	0		262442	284213	1198	236	0	0	0		0		0	0		163960	0	0	0	0	0	0	0	0	0	0		
243375	0	0	0	0		0	0	0		13322	9441	42	0	0	0	0		0		0	0		16	0	0	0	0	0	0	0	0	0	0		
243414	0	0	0	0		0	0	0		55188	30588	104	0	0	0	0		0		0	0		20188	0	0	0	0	0	0	0	0	0	0		
243647	0	0	0	0		0	0	0		17676	6707	45	0	0	0	0		0		0	0		2207	0	0	0	0	0	0	0	0	0	0		
243870	0	0	0	0		0	0	0		28709	18757	96	0	0	0	0		0		0	0		9157	0	0	0	0	0	0	0	0	0	0		
243955	0	0	0	0		0	0	0		7478	5215	31	0	0	0	0		0		0	0		1017	0	0	0	0	0	0	0	0	0	0		
244037	0	0	0	0		0	0	0		21153	8167	33	0	0	0	0		0		0	0		4867	0	0	0	0	0	0	0	0	0	0		
244149	0	0	0	118		0	0	0		34162	24820	139	0	0	0	0		0		0	0		11216	0	0	0	0	0	0	0	0	0	0		
244158	0	0	0	0		0	0	0		54147	14622	72	0	0	0	0		0		0	0		13902	0	0	0	0	0	0	0	0	0	0		
244251	0	0	0	0		0	0	0		96495	54913	210	0	0	0	0		0		0	0		33913	0	0	0	0	0	0	0	0	0	0		
244345	0	0	0	0		0	0	0		373981	88704	428	0	0	0	0		0		0	0		88704	0	0	0	0	0	0						
244907	0	0	0	70418		0	0	76059		1458423	565165	2982	0	0	0	0		0		0	0		266965	0	0	0	0	0	0	0	0	0	0		
245016	0	0	0	0	0	0	0	0	0	46526	104611	407	0	0	0	0		0	0	0	0		63911	0	0	0	0	0	0	0	0	0	0		
245276	0	3309	1	0		0	0	0		519476	318093	603	0	0	54	0		0		0	0		232793	0	0	0	0	0	0	0	0	0	0		
245333		1945	56	45544	0	0	0	0	0	17091490	8316044	29723		3289	29	50314		0	0	0	0		5343743	0	0	0	0	0	0	0	0	0			
245351	0	0	0	0		0	0	0		89010	48504	235	0	0	0	0		0		0	0		20962	0	0	0	0	0	0	0	0	0	0		
245557	0	0	0	0		0	0	0		135476	52659	196	0	0	0	0		0		0	0		43283	0	0	0	0	0	0	0	0	0	0		
245566	0	0	0	0		0	0	0		120505	116095	534	0	0	0	0		0		0	0		62695	0	0	0	0	0	0	0	0	0	0		
245856	0	0	0	0		0	0	0		17806	2222	11	0	0	0	0		0		0	0		1121	0	0	0	181	0	0	0	0	0	0		
246022	0	0	0	0		0	0	0		64965	73268	270	0	0	0	0		0		0	0		45708	0	0	0	0	0	0	0	0	0	0		
246134	0	0	0	0		0	0	0		62639	35754	185	0	0	0	0		0		0	0		17254	0	0	0	0	0	0	0	0	0	0		
246237	0	0	0	0		0	0	0		12144	3198	12	0	0	0	0		0		0	0		1861	0	0	0	0	0	0	0	0	0	0		
246321	0	0	0	0		0	0	0		187214	74186	358	0	0	0	0		0		0	0		62582	0	0	0	0	0	0	0	0	0	0		
246451	0	0	0	0		0	0	0		27756	10496	48	0	0	0	0		0		0	0		5697	0	0	0	0	0	0	0	0	0	0		
246657	0	0	0	0		0	0	0		206271	94750	323	0	0	0	0		0		0	0		62450	0	0	0	0	0	0	0	0	0	0		
246947	0	0	0	0		0	0	0		37483	12181	49	0	0	0	0		0		0	0		7102	0	0	0	0	0	0	0	0	0	0		
246956	0	0	0	0		0	0	0		79554	46283	215	0	0	0	0		0		0	0		24783	0	0	0	0	0	0	0	0	0	0		
247140	0	0	0	0		0	0	0		64101	21668	95	0	0	0	0		0		0	0		15243	0	0	0	0	0	0	0	0	0	0		
247355	0	0	0	0		0	0	0		236903	136327	291	0	0	0	0		0		0	0		107227	0	0	0	0	0	0	0	0	0	0		
247449	0	0	0	0		0	0	0		38404	7775	45	0	0	0	0		0		0	0		3592	0	0	0	0	0	0	0	0	0	0		
247476	0	0	0	0		0	0	0		40769	12234	89	0	0	0	0		0		0	0		1897	0	0	0	0	0	0	0	0	0	0		
247551	0	0	0	0		0	0	0		34774	15236	90	0	0	0	0		0		0	0		13399	0	0	0	0	0	0	0	0	0	0		
247645	0	0	0	0		0	0	0		28192	3825	21	0	0	0	0		0		0	0		2775	0	0	0	0	0	0	0	0	0	0		
247711	0	0	0	0		0	0	0		36459	5712	36	0	0	0	0		0		0	0		2112	0	0	0	0	0	0	0	0	0	0		
247908	0	0	0	382		0	0	185		275295	101950	540	0	0	0	0		0		0	0		48247	0	0	0	0	0	0	0	0	0	0		
248147	1	0	0	0		0	0	0		14332	6994	43	0	0	0	0		0		0	0		2694	0	0	0	0	0	0	0	0	0	0		
248240	0	0	0	0		0	0	0		177583	88640	314	0	0	0	0		0		0	0		57240	0	0	0	0	0	0	0	0	0	0		
248352	0	0	0	0		0	0	0		13440	2531	16	0	0	0	0		0		0	0		931	0	0	0	0	0	0	0	0	0	0		
248455	0	0	0	0		0	0	0		76146	29037	153	0	0	0	0		0		0	0		15789	0	0	0	0	0	0	0	0	0	0		
248633	0	0	0	0		0	0	0		50181	16727	76	0	0	0	0		0		0	0		10804	0	0	0	0	0	0	0	0	0	0		
248745	0	0	0	0		0	0	0		56829	16744	79	0	0	0	0		0		0	0		21325	0	0	0	0	0	0	0	0	0	0		
248950	0	0	0	0		0	0	0		37615	30513	180	0	0	0	0		0		0	0		12991	0	0	0	0	0	0	0	0	0	0		
248969	0	0	0	0	2144	0	0	0	16377	29153	49279	170	0	0	0	0		0	154	0	0		29387	0	0	0	0	0	0	0	0	0	0		
249153	0	0	0	0		0	0	0		23699	3374	22	0	0	0	0		0		0	0		1174	0	0	0	0	0	0	0	0	0	0		
249256	0	0	0	0		0	0	0		47989	27682	145	0	0	0	0		0		0	0		1625	0	0	0	0	0	0	0	0	0	0		
249304	0	0	0	0		0	0	0		49744	21586	131	0	0	0	0		0		0	0		8486	0	0	0	0	0	0	0	0	0	0		
249416	0	0	0	0		0	0	0		67579	16922	106	0	0	0	0		0		0	0		15481	0	0	0	0	0	0	0	0	0	0		
249546	0	0	0	0		0	0	0		26381	3363	22	0	0	0	0		0		0	0		1163	0	0	0	0	0	0	0	0	0	0		
