"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	TEXT3549	TEXT3550	TEXT3551	
2376															0	4462	1377	10303	256	1212	0	0	0	0	0	3252	0	0				
2451															0	95	1	377	0	83	28	0	0	0	0	198	45	0	Accts Rec Beverly Ins Agency                                                                                                                                                                     			
2554															0	0	0	118	13	18	5	0	0	0	0	100	0	0	SOFTWARE                                                                                                                                                                                         			
2732															0	181	0	3253	87	442	139	27	0	0	0	2630	189	0	LEASHOLD PURCH PREMIUM                                                                                                                                                                           	SAFE DEP BOX FEE RECEIVABLE\                                                                                                                                                                     		
2750															0	189	0	1992	112	738	0	0	0	0	0	1065	616	0				
2938															42	1275	0	3881	139	181	0	0	0	0	0	2425	0	0				
2956															30	0	235	1474	17	47	0	0	0	0	0	1192	0	0				
3252															0	145	0	2691	185	798	281	0	0	0	0	1748	0	0	NP DRS                                                                                                                                                                                           			
3458															0	47	0	282	0	33	0	0	0	0	0	202	0	0				
3506															0	3977	3233	30271	0	18425	0	0	0	0	0	4636	15598	0				
3579															0	1480	0	3804	0	1171	0	777	0	0	0	1153	0	0		Prepaid Pension Expense                                                                                                                                                                          		
3720															0	625	378	3791	0	2208	0	0	0	0	0	580	1612	0				
3953															3	45	0	2078	134	521	0	0	0	0	0	1512	384	0				
4138															84	759	0	2073	120	206	0	0	0	0	0	1108	0	0				
4147															0	478	200	4898	0	3490	0	0	0	0	0	730	3141	0				
4156															0	617	0	1667	21	39	0	0	0	0	0	1011	0	0				
4231															0	0	338	1346	50	101	0	0	0	0	0	907	0	0				
4437															0	464	373	1935	116	348	149	0	0	0	0	750	0	0	DUE FROM HOLDING COMPANY                                                                                                                                                                         			
4745															0	0	0	125	4	4	0	0	0	0	0	121	0	0				
4839															0	973	0	2642	122	387	123	0	0	0	0	1282	0	0	Software                                                                                                                                                                                         			
5005															0	1909	0	10325	0	6976	0	0	0	0	0	1440	5569	0				
5050															42	388	14	1105	81	124	0	0	0	0	0	579	0	0				
5069															0	0	0	3109	84	912	419	409	0	0	0	2197	0	0	DEFERRED COSTS                                                                                                                                                                                   	ACCOUNTS REC.                                                                                                                                                                                    		
5135															0	334	300	1938	59	98	31	8	0	0	0	1206	0	0	Late Charges Assessed                                                                                                                                                                            	Credit Card Clearing Account                                                                                                                                                                     		
5210															0	3565	1868	20341	0	11007	0	0	0	0	0	3901	9932	0				
5247															0	0	0	5966	197	197	0	0	0	0	0	5769	0	0				
5274															0	4621	238	5578	84	275	133	0	0	0	0	444	0	0	Investment in subsidiary                                                                                                                                                                         			
5331															0	1477	19	4099	1246	2162	675	0	0	0	0	441	0	0	accrued int on securities purchased                                                                                                                                                              			
5461															0	0	344	4331	319	2544	1635	0	0	0	0	1443	511	0	QZAB                                                                                                                                                                                             			
5751															0	0	0	2690	35	1665	0	0	0	0	0	1025	1629	0				
5939															0	15261	16206	57440	0	14112	3793	4399	0	0	0	11861	0	0	MBS PRINCIPAL RECEIVABLE                                                                                                                                                                         	FEDERAL INCOME TAX RECEIVABLE                                                                                                                                                                    		
6039															0	299	316	1916	0	562	405	0	0	0	0	739	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      			
6057															0	115	0	455	40	40	0	0	0	0	0	300	0	0				
6141															0	0	63	439	93	110	16	0	0	0	0	266	0	0	prepaid income tax                                                                                                                                                                               			
6329															37	780	0	3119	110	1047	281	214	115	0	0	1292	165	0	IENC AGENCIES                                                                                                                                                                                    	FEDERAL TAX ACCRUAL                                                                                                                                                                              	IENC MBS                                                                                                                                                                                         	
6842															0	67	0	605	16	234	218	0	0	0	0	304	0	0	Uneared ESOP Shares                                                                                                                                                                              			
6972															0	0	0	8798	0	4502	0	0	0	0	0	4296	3078	0				
7009															0	0	216	10061	0	7830	7726	0	0	0	0	2015	0	0	Other Receivables                                                                                                                                                                                			
7045															0	0	88	1264	228	275	0	0	0	0	0	901	0	0				
7157															0	0	0	325	0	19	0	0	0	0	0	306	0	0				
7166															0	1356	2258	8583	0	3044	0	0	0	0	0	1925	2649	0				
7456															0	86	24	690	33	33	0	0	0	0	0	547	0	0				
7634															0	201	66	840	44	133	46	0	0	0	0	440	0	0	Checking Control                                                                                                                                                                                 			
8033															0	426	51	1084	32	138	3	7	0	0	0	469	96	0	Accrued Late Charges Loans                                                                                                                                                                       	Federal Income Tax Depreciation                                                                                                                                                                  		
8154															2	132	212	889	21	23	0	0	0	0	0	522	0	0				
8417															0	2322	0	175020	0	171959	89817	0	0	0	0	739	0	0	A/R Trust Fees                                                                                                                                                                                   			
8462															0	21	0	690	0	9	9	0	0	0	0	660	0	0	Accrued interest on bonds purchased                                                                                                                                                              			
8547															0	2972	1661	10238	0	3131				0	0	2474	2722	0				
8631															37	142	5	533	40	80	0	0	0	0	0	306	0	0				
9115															0	1013	2717	11556	0	1717	0	0	0	0	0	6109	0	0				
9160															0	557	402	1701	40	137	58	0	0	0	0	605	0	0	Prepaid Insurance                                                                                                                                                                                			
9339															1	3358	1062	9986	77	2982	0	0	0	0	0	2584	2701	154				
9357															0	7560	282	9237	65	67	0	0	0	0	0	1328	0	0				
9553															0	302	0	1654	84	590	0	0	0	0	0	762	506	0				
9807															0	9316	0	54649	0	36498	2268	34224	0	0	0	8835	0	0	Security principal receivable                                                                                                                                                                    	Bank owned life insruance                                                                                                                                                                        		
9955															0	850	0	1985	0	49				0	0	1086	0	0				
10157															0	533	0	1845	83	83	0	0	0	0	0	1229	0	0				
10250															41	672	0	2374	164	758	228	101	0	0	0	944	187	0	Accrued Interest Rec on Securities                                                                                                                                                               	Computer Software                                                                                                                                                                                		
10849															0	1221	5	3089	200	837	526	0	0	0	0	1026	0	0	CORPORATE OWNED LIFE INSURANCE                                                                                                                                                                   			
10858															0	1209	1085	6220	139	485	0	0	0	0	0	3441	0	0				
11145															9	588	175	1413	144	204	0	0	0	0	0	446	35	0				
11350															0	26	0	635	53	53	0	0	0	0	0	556	0	0				
11640															0	1468	191	8072	0	4181	0	0	0	0	0	2232	3838	0				
11837															0	896	21	2054	0	759	419			0	0	378	0	0	INTEREST REC- MUNICIPALS			
12030															0	541	1062	4091	0	570	0	0	0	0	0	1918	345	0				
12058															0	324	2	1686	85	232	106	0	0	0	0	1128	0	0	Income tax receivable                                                                                                                                                                            			
12142															0	454	23	2629	156	293	137	0	0	0	0	1859	0	0	Deferred loan origination costs                                                                                                                                                                  			
12245															0	460	0	1126	61	61	0	0	0	0	0	605	0	0				
12311	0	64482	0	1490102	0	1324061	852931	0	0	0	0	101559	0	0		64482													Bank Owned Life Insurance                                                                                                                                                                        			
12357															0	4	0	361	10	10	0	0	0	0	0	347	0	0				
12647															0	144	0	523	35	35	0	0	0	0	0	344	0	0				
12656															0	23	0	183	25	42	17			0	0	118	0	0	PREPAID INCOME TAXES                                                                                                                                                                             			
12937															0	609	48	1756	218	443	148	0	0	0	0	656	0	0	Nin-Accrual Corporate Bond                                                                                                                                                                       			
12946															0	1404	0	11969	0	7620	0	0	0	0	0	2945	7201	0				
12955															0	324	0	987	175	184	0	0	0	0	0	479	0	0				
13037															0	51	239	2614	0	1500	314	311	380	0	0	824	0	0	TRUST INVESTMENT ASSET                                                                                                                                                                           	EMPLOYEE REC CARVED OUT LIFE                                                                                                                                                                     	PREPAID INCOME TAX                                                                                                                                                                               	
13103															0	2530	0	8256	684	1812	0	0	0	0	0	3914	579	0				
13251															0	102	1	1002	0	565	0	0	0	0	0	334	434	0				
13309															1118	14285	23774	51954	0	3191	0	0	0	0	0	10704	0	0				
13457															0	3	0	1507	0	1078	0	0	0	0	0	426	1057	0				
14052															0	238	127	728	52	48	0	0	0	0	0	315	0	0				
14155															0	228	0	1996	0	934	0	0	0	0	0	834	851	0				
14258															0	3272	0	6408	243	890	518	0	0	0	0	2246	0	0	Fine Arts                                                                                                                                                                                        			
14409	0	59541	0	516504	0	382651	0	0	0	0	0	74312	222702	0		59541																
14454															0	469	260	1021	0	15	0	0	0	0	0	277	0	0				
14650															0	55	25	981	0	672	125	0	0	0	0	229	522	0	INVESTMENT IN INSURANCE AGENCY                                                                                                                                                                   			
14753															0	9	0	506	50	53	0	0	0	0	0	444	0	0				
14865															0	236	55	2354	178	1465	91	118	172	0	0	598	886	0	unposted (nsf) DDA                                                                                                                                                                               	net SW Cost                                                                                                                                                                                      	IENC Securities                                                                                                                                                                                  	
14931															0	95	56	352	54	89	29			0	0	112	0	0	Software                                                                                                                                                                                         			
14940															0	0	185	1172	154	156	0	0	0	0	0	831	0	0				
15536															13	4147	0	13184	271	3183	1287	1121		0	0	5854	0	0	Repossessed commercial property                                                                                                                                                                  	Chicago Equity Fund                                                                                                                                                                              		
15732															0	775	683	4666	320	2029	0	0	0	0	0	1179	1708	0				
16337															0	903	0	2897	271	621	270	0	0	0	0	1373	33	0	LATE FEES RECEIVABLE                                                                                                                                                                             			
16355															0	195	0	494	34	43	0	0	0	0	0	256	0	0				
16458															0	633	0	2066	0	131	0	0	0	0	0	1302	0	0				
16551															0	525	324	1634	24	276	0	0	0	0	0	509	252	0				
16748															0	302	0	762	72	99	0	0	0	0	0	361	0	0				
16766															0	6518	2784	20123	0	8141	0	0	0	0	0	2680	8130	0				
16944															0	0	0	495	27	123	0	0	0	0	0	372	0	0				
16953															0	0	0	411	15	35	20	0	0	0	0	376	0	0				
17110															0	219	0	4172	254	3819	3405			0	0	134	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE                                                                                                                                                                 			
17147															0	4195	1021	13108	0	3418	1658	0	0	0	0	4474	0	0	Investment in Community Developement                                                                                                                                                             			
17259															0	233	0	1617	72	967	0	0	0	0	0	417	891	0				
17464															0	2075	6	13197	0	9107	0	0	0	0	0	2009	7343	0				
17549															2848	452	0	8559	1857	7334	0	0	0	0	0	773	0	0				
17642															0	0	0	433	28	133	93	0	0	0	0	300	0	0	Income Taxes Payable                                                                                                                                                                             			
17839															0	389	494	2878	0	148	0	0	0	0	0	1847	0	0				
17950															0	650	0	1235	57	132	75	0	0	0	0	453	0	0	KEY MAN INSURANCE                                                                                                                                                                                			
18050															0	898	498	3255	145	431	0	0	0	0	0	1428	0	0				
18126															0	8467	843	30233	781	14701	0	0	0	0	0	6222	13713	0				
18135															0	621	0	1728	201	375	0	0	0	0	0	732	0	0				
18368															0	721	2258	6913	814	1298	0	0	0	0	0	2636	0	0				
18377															0	96	5	161	0	13	0	0	0	0	0	47	0	0				
18827															0	454	224	1871	126	268	92	0	0	0	0	925	0	0	Prepaid Taxes                                                                                                                                                                                    			
18836															0	356	153	4217	0	2862				0	0	846	2374	0				
18854															3	48	0	533	60	134	0	0	0	0	0	351	0	0				
18863															0	3147	726	9751	0	2988				0	6	2884	1551	0				
18957															0	281	0	1649	0	886	0	0	0	0	0	482	815	0				
19356															15	0	0	976	60	334	0	0	0	0	0	642	259	0				
19730															0	23962	4083	39882	0	6552	5000	0	0	0	0	5285	0	0	U.S. Government Securities matured 03/31/02                                                                                                                                                      			
19936															0	933	384	3356	130	933	0	0	0	0	0	1106	801	0				
19972															0	227	37	2138	0	1697	0	0	0	0	0	177	1623	0				
20053															0	101	41	385	0	7	0	0	0	0	0	236	0	0				
20147															0	185	0	886	94	399	128	0	0	0	0	302	0	0	other assets                                                                                                                                                                                     			
20259															0	38	0	328	20	58	27	0	0	0	0	232	0	0	Unposted DDA                                                                                                                                                                                     			
20370															0	469	233	1540	76	182	36	39	0	0	0	656	0	0	Uspi and IBAA Credit Card a/c                                                                                                                                                                    	Suspense Resources                                                                                                                                                                               		
20512															353	546	808	8585	375	6793	0	0	0	0	0	438	0	0				
20633															0	268	192	1862	0	392	0	0	0	0	0	1010	0	0				
20754															0	0	0	137	0	0	0	0	0	0	0	137	0	0				
20839															0	360	125	1140	37	143	93	0	0	0	0	512	0	0	Investment - State of Georgia Fund                                                                                                                                                               			
20857															0	316	0	1577	0	784	300	258	0	0	0	477	199	0	prepaid insurance                                                                                                                                                                                	OTHER ASSETS REPOSESSED                                                                                                                                                                          		
20866															0	276	328	1851	0	1013				0	0	234	469	0				
21256															0	18	0	729	0	646				0	0	65	646	0				
21359															0	32	0	275	16	60				0	0	183	43	0				
21630															0	487	0	942	74	159	67	0	0	0	0	296	0	0	Prepaid Income tax                                                                                                                                                                               			
21658															0	390	0	1600	0	568	0	0	0	0	0	642	495	0				
22048															0	314	219	3534	149	1120	0	0	0	0	0	1881	351	0				
22235															0	845	575	3853	0	484	282	0	0	0	0	1949	0	0	Investment - State of Georgia Fund                                                                                                                                                               			
22356															0	1304	0	3967	189	709	165	230	0	0	0	1954	0	0	Internal suspense items                                                                                                                                                                          	internal loan suspense                                                                                                                                                                           		
22459															0	442	111	1474	171	365	0	0	0	0	0	556	0	0				
22543															0	176	0	738	92	197	69	0	0	0	0	365	0	0	NWSB Defered Compensaton Investment                                                                                                                                                              			
22552															0	194	0	795	53	76	0	0	0	0	0	525	0	0				
22730															0	269	177	1327	0	616	447	0	0	0	0	265	0	0	Accrued Int Receivable - Securities                                                                                                                                                              			
22936															0	367	231	2093	260	362	0	0	0	0	0	1133	0	0				
22954															0	362	120	1529	0	517	0	0	0	0	0	530	464	0				
23036															93	0	624	3901	32	128	0	0	0	0	0	3149	0	0				
23045															0	228	0	409	4	5	0	0	0	0	0	176	0	0				
23241															0	34717	0	108704	0	56241	15403	0	0	0	0	17746	26643	0	Equipment leased to others                                                                                                                                                                       			
23344															0	1075	0	1661	0	30	0	0	0	0	0	556	0	0				
23456															0	174	0	915	38	91	52	0	0	0	0	650	0	0	PREPAID TAXES                                                                                                                                                                                    			
23504															0	1616	0	5721	0	1511	390	673	0	0	0	2594	0	0	Prepaid Pension                                                                                                                                                                                  	Advance for Tele Credit Clearing                                                                                                                                                                 		
23540															0	456	0	1563	122	221	56	0	0	0	0	886	0	0	SECURITY COLLECTION ACCT                                                                                                                                                                         			
23643															225	505	220	2673	311	536	0	0	0	0	0	1412	0	0				
23755															0	364	0	1065	175	316	135	0	0	0	0	385	0	0	Arrogated investment int receivable                                                                                                                                                              			
23812															0	3734	3178	10839	0	2379	0	0	0	0	0	1548	0	0				
24006															0	2429	564	9316	384	473	0	0	0	0	0	5850	0	0				
24266															0	1577	8398	28410	2443	6003	0	0	0	0	0	12432	3494	0				
24453															0	1048	0	1423	28	28	0	0	0	0	0	347	0	0				
24659															0	0	0	251	0	43	43	0	0	0	0	208	0	0	BOND INTEREST                                                                                                                                                                                    			
24668															16	434	0	1682	199	325	0	0	0	0	0	923	0	0				
24855															0	19	0	241	0	111	0	0	0	0	0	111	76	0				
24949															0	1734	1181	7496	0	2066	0	0	0	0	0	2515	1831	0				
25357															0	208	0	585	110	235	125	0	0	0	0	142	0	0	INVESTMENTS                                                                                                                                                                                      			
25450															0	7800	18143	105304	0	67220	38277	0	0	0	644	11497	21591	0	Accounts Receivable                                                                                                                                                                              			
25647															8	0	94	690	74	469	52	19	0	0	0	127	0	0	Accounts Receivable                                                                                                                                                                              	ATM Settlement Account                                                                                                                                                                           		
25852															0	1159	731	4271	152	210	0	0	0	0	0	2171	0	0				
26149															0	0	0	614	0	222	126	0	0	0	0	392	0	0	ACCRUED FED INC TAX                                                                                                                                                                              			
26233															0	1327	87	4127	399	1490	777	0	0	0	0	1223	0	0	ACCRUED INTEREST ON SECURITIES                                                                                                                                                                   			
26242															254	2803	0	5436	211	494	0	0	0	0	0	2139	0	0				
26457															0	0	0	253	0	0	0	0	0	0	0	253	0	0				
26756															0	63	53	1014	0	551	0	0	0	0	0	347	501	0				
26765															0	226	0	888	155	186	26	0	0	0	0	476	0	0	Prepaid Federal Income Tax                                                                                                                                                                       			
26859															0	1967	725	4687	305	738	263	0	0	0	0	1257	0	0	crystal & crystal                                                                                                                                                                                			
26916															0	813	1142	4826	0	1453	1293	0	0	0	0	1418	0	0	ACH in process                                                                                                                                                                                   			
27548															67	2448	821	6906	512	1592	0	0	0	0	0	2045	661	0				
27614															0	1163	0	4334	422	1194	351	0	0	0	0	1977	0	0	COMPUTER SOFTWARE                                                                                                                                                                                			
27838															0	2050	0	3264	102	186	25	37	0	0	0	1028	0	0	Artwork                                                                                                                                                                                          	Accounts Receivable                                                                                                                                                                              		
27847															0	448	0	3124	77	1411	0	0	0	0	0	1265	1073	0				
28013															0	18200	35	45778	0	20498	0	0	0	0	0	7045	19180	0				
28152															0	224	0	1275	68	769	0	0	0	0	0	282	694	0				
28255															0	434	0	1400	174	413	0	0	0	0	0	553	0	0				
28349															0	750	0	1379	18	345	63			0	0	284	0	0	INVESTMENT INTEREST RECEIVABLE                                                                                                                                                                   			
28406															0	2625	0	22928	0	15421	0	0	0	0	0	4882	14910	0				
28572															0	863	0	1289	61	118	0	0	0	0	0	308	0	0				
28732															0	84	160	2141	126	1356	0	0	0	0	0	541	1215	0				
29104															0	5349	962	26408	796	14437	22	6	0	0	0	5660	13563	0	DIVIDEND RECIEVABLE                                                                                                                                                                              	PRINCIPAL RECIEVABLE                                                                                                                                                                             		
29159															0	52	0	320	1	1	0	0	0	0	0	267	0	0				
29252															0	609	0	1450	107	227	0	0	0	0	0	614	0	0				
29636															0	1600	1085	11188	0	4299	0	0	0	0	0	4204	2886	0				
29850															77	0	0	1486	62	1141	0	0	0	0	0	345	1002	0				
29944															0	0	0	329	0	89	0	0	0	0	0	240	0	0				
29953															0	421	0	1012	0	21	0	0	0	0	0	570	0	0				
30025															0	1007	841	5127	785	914	0	0	0	0	0	2365	0	0				
30052															6	158	122	890	132	393	42	0	0	0	0	217	203	0	Accrued Fees Receivable                                                                                                                                                                          			
30146															0	233	171	1016	28	86	52	0	0	0	0	526	0	0	OTHER ASSETS                                                                                                                                                                                     			
30155															0	951	0	2642	53	53	0	0	0	0	0	1638	0	0				
30258															0	458	0	2519	0	1253	0	0	0	0	0	808	727	0				
30418															0	0	0	3166	1190	1224	0	0	0	0	0	1942	0	0				
30502															0	3355	1849	7998	0	1382	0	0	0	0	0	1412	729	0				
30650															0	261	89	1187	0	25	0	0	0	0	0	812	0	0				
30810															0	20	31461	1039351	140522	483476	0	0	0	0	217653	306741	0	0				
30856															0	750	0	2032	0	638	0	0	0	0	0	644	303	0				
31134															0	394	0	2150	0	1101	0	0	0	0	0	655	518	0				
31152															0	667	0	2050	49	886	84	0	0	0	0	497	678	0	INCOME TAX RECEIVABLES                                                                                                                                                                           			
31255															0	358	0	2033	300	677	0	0	0	0	0	998	0	0				
31303															0	30000	0	172597	0	120223	51079	0	0	0	0	22374	57338	0	Prepaid pension plan expense                                                                                                                                                                     			
31657															0	0	0	555	0	0	0	0	0	0	0	555	0	0				
31826															9	757	298	2386	50	681	509	0	0	0	0	650	0	0	IENC - SEC                                                                                                                                                                                       			
31835															0	390	725	3461	0	1213	566	0	0	0	0	1133	376	0	DIRECTORS  DEFERRED COMPENSATION                                                                                                                                                                 			
32159															0	627	1000	2929	190	813	494	0	0	0	0	489	0	0	Servicing Asset - Loan Sales                                                                                                                                                                     			
32234															0	43	0	752	39	39	0	0	0	0	0	670	0	0				
32766															0	24	4	327	0	194	115	0	0	0	0	105	0	0	accrued int municipal bonds                                                                                                                                                                      			
33147															0	684	517	3281	196	378	182	0	0	0	0	1702	0	0	Data processing software, net of accumulated amortizatio                                                                                                                                         			
33259															0	669	259	3173	199	299	0	0	0	0	0	1946	0	0				
33268															0	50	0	617	0	70	37	22	0	0	0	497	0	0	FIT RECEIVABLE                                                                                                                                                                                   	ACCD INT PUR - SECURITIES                                                                                                                                                                        		
33549															0	10	108	504	23	107	0	0	0	0	0	279	71	0				
33727															0	1096	919	5055	589	1823	0	0	0	0	0	1217	751	0				
33754															0	0	0	395	0	18	0	0	0	0	0	377	0	0				
33772															0	7088	0	28818	0	16960				0	0	4770	14830	0				
33839															15	112	0	377	26	41	0	0	0	0	0	224	0	0				
33857															0	550	1240	3482	0	839	755	0	0	0	0	853	0	0	Income Taxes Receivable-Current                                                                                                                                                                  			
34032															0	100	0	638	85	93	0	0	0	0	0	445	0	0				
34153															0	309	173	1676	211	595				0	0	599	0	0				
34359															0	306	49	1133	0	431	0	0	0	0	0	347	378	0				
34425															25	1252	0	3791	249	998	276			0	0	1541	0	0	Pension Plan Accrual                                                                                                                                                                             			
34434															0	572	247	2367	189	260	0	0	0	0	0	1288	0	0				
34452															0	57	0	700	101	124	0	0	0	0	0	519	0	0				
34537															0	6023	1467	17242	2255	3733	0	0	0	136	0	5883	0	0				
34555															0	368	269	5748	200	3967	0	0	0	0	0	1144	3413	0				
34742															0	1077	282	6652	0	4038	2559	1206	0	0	0	1255	0	0	Boli Policies                                                                                                                                                                                    	Cash Surrender Value Life Insurance                                                                                                                                                              		
34836															0	0	6	456	0	303	89	0	0	0	0	147	179	0	Int. rec d - Federal Agencies                                                                                                                                                                    			
34863															0	0	0	243	0	69	30	0	0	0	0	174	0	0	Unposted debits in demand accounts                                                                                                                                                               			
35057															0	160	13	617	34	38	0	0	0	0	0	406	0	0				
35244															0	3541	1509	9564	647	1671	582	0	0	0	0	2843	294	0	Income Tax Receivable                                                                                                                                                                            			
35301	0	19093	0	1820487	0	1413424	426122			0	0	387970	0	0		19093													Accrued Fee Income Receivable                                                                                                                                                                    			
35570															0	105893	4708	179473	0	41516	40000	0	0	0	0	27356	0	0	BOLI (Bank Owned Life Insurance)                                                                                                                                                                 			
35646															0	140	15	975	0	563	0	0	0	0	0	257	416	0				
35842															0	191	0	909	28	29	0	0	0	0	0	689	0	0				
35851															0	0	0	336	41	137	0	0	0	0	0	199	0	0				
35936															0	0	5	185	0	5	0	0	0	0	0	175	0	0				
36054															0	2268	217	10533	0	4044	0	0	0	0	0	4004	2290	0				
36344															0	1137	505	3633	203	213	0	0	0	0	0	1778	0	0				
36456															0	121	0	1285	0	226	181	0	0	0	0	938	0	0	DDA Suspense                                                                                                                                                                                     			
36830															0	146	0	840	0	336	0	0	0	0	0	358	310	0				
36858															0	750	0	1730	131	234	74	0	0	0	0	746	0	0	ACCOUNTS RECEIVABLE                                                                                                                                                                              			
36933															0	282	184	1533	206	538	0	0	0	0	0	529	330	0				
37051															0	52	176	810	0	267	0	0	0	0	0	315	254	0				
37341															0	19	189	865	20	415	4	0	0	0	0	242	391	0	other assets                                                                                                                                                                                     			
37350															0	101	0	360	16	16	0	0	0	0	0	243	0	0				
37378															0	384	0	1916	86	719	0	0	0	0	0	814	322	0				
37435															0	1661	334	6316	175	498	0	0	0	0	0	3823	0	0				
37640															15	2773	480	9452	370	4017	0	0	0	0	0	2182	2614	0				
37659															0	95	0	835	167	223	12	0	0	0	0	517	0	0	TAX REFUND                                                                                                                                                                                       			
37743															0	235	68	634	23	32				0	0	299	0	0				
37949															0	928	0	5715	0	3373				0	0	1414	3250	0				
38441															0	89	113	1202	0	743	0	0	0	0	0	257	569	0				
38478															0	3082	262	5502	979	1027	0	0	0	0	0	1131	0	0				
38526															0	1061	675	5841	0	3376	2449	0	0	0	0	729	0	0	BANK OWNED LIFE INSURANCE                                                                                                                                                                        			
38535															0	1191	0	3163	138	530	0	0	0	0	0	1442	0	0				
38740															0	2288	0	3574	200	369	149	0	0	0	0	917	0	0	Net Software                                                                                                                                                                                     			
39327															0	0	200	2274	0	412	339	0	0	0	0	1662	0	0	Computer software capitalized                                                                                                                                                                    			
39420															51	3697	1813	12399	1451	3710	0	0	0	0	0	3179	1077	0				
39475															0	4249	1152	21974	0	11185	0	0	0	0	0	5388	10594	0				
39756															0	1142	0	4157	0	1506	0	0	0	0	0	1509	983	0				
39934															0	808	267	5327	0	3761	0	0	0	0	0	491	2902	0				
40033															0	286	0	4043	0	3334	0	0	0	0	0	423	3042	0				
40051															0	2750	1301	7511	873	1008	0	0	0	0	0	2452	0	0				
40305															0	12658	0	45685	0	16797	0	0	0	0	0	16230	0	0				
40350															0	59	0	412	17	17	0	0	0	0	0	336	0	0				
40707															0	815	257	3279	0	1389	0	0	0	0	0	818	0	0				
40855															0	331	0	749	56	56	0	0	0	0	0	362	0	0				
41245															0	45	19	251	0	18				0	0	169	0	0				
41553															0	99	0	1047	0	27	27			0	0	921	0	0	Other Prepaid Expenses                                                                                                                                                                           			
