RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,0,0,0,0,144,0,26484,,,,,,,0,0,0,,,0,4939,0,0,0,,,,,,,,,,,,37,2007-06-30
0,,,,,,,,,,498,,0,0,0,0,153,0,10001,,,,,,,2812,0,0,,,0,2242,0,0,106,,,,,,,,,,,,242,2007-06-30
0,,,,,,,,,,0,,0,0,0,0,1475,40620,23274,,,,,,,26638,0,0,,,3181,2137,0,0,0,,,,,,,,,,,,279,2007-06-30
0,,,,,,,,,,0,,0,0,0,0,0,0,3179,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,354,2007-06-30
0,,,,,,,,,,0,,0,0,0,0,338,0,22279,,,,,,,0,0,0,,,0,2171,0,0,0,,,,,,,,,,,,439,2007-06-30
0,,,,,,,,,,0,,0,0,0,0,124,603,800,,,,,,,0,0,0,,,340,263,0,0,0,,,,,,,,,,,,457,2007-06-30
0,,,,,,,,,,0,,0,0,0,2724,2548,0,55909,,,,,,,32800,0,0,,,0,4305,0,0,0,,,,,,,,,,,,505,2007-06-30
0,,,,,,,,,,1453,,0,0,0,0,767,2767,36380,,,,,,,3000,0,0,,,2535,17172,0,0,28874,,,,,,,,,,,,1155,2007-06-30
0,,,,,,,,,,0,,0,0,0,0,0,43318,3441,,,,,,,0,0,0,,,17850,0,0,0,0,,,,,,,,,,,,1351,2007-06-30
0,,,,,,,,,,1990,,0,0,0,0,1092,0,135904,,,,,,,0,0,0,,,0,37769,9,0,0,,,,,,,,,,,,1454,2007-06-30
