RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
500,,,,,,,,,,0,,0,0,0,0,267,29056,0,0,,,0,,,0,0,0,,,5907,0,0,0,0,,,,,,,,,,,,37,2004-09-30
0,,,,,,,,,,1093,,0,0,0,0,154,0,6188,0,,,0,,,2312,0,0,,,0,0,0,0,0,,,,,,,,,,,,242,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,1866,59252,25068,0,,,0,,,30132,0,0,,,4448,650,0,0,0,,,,,,,,,,,,279,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,5,0,3536,0,,,0,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,354,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,351,3448,23760,0,,,0,,,0,0,0,,,3448,2599,0,0,0,,,,,,,,,,,,439,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,40,1601,0,0,,,0,,,0,0,0,,,696,0,0,0,0,,,,,,,,,,,,457,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,1933,0,115312,0,,,0,,,15875,0,0,,,0,12908,0,0,0,,,,,,,,,,,,505,2004-09-30
0,,,,,,,,,,17180,,0,0,0,0,2382,285,41502,0,,,0,,,29267,0,0,,,285,0,948,0,0,,,,,,,,,,,,1146,2004-09-30
0,,,,,,,,,,1520,,0,0,0,0,528,6065,30447,0,,,0,,,3000,0,0,,,5697,11903,0,0,14347,,,,,,,,,,,,1155,2004-09-30
0,,,,,,,,,,0,,0,0,0,0,0,34266,2951,0,,,0,,,0,0,0,,,10982,0,0,0,0,,,,,,,,,,,,1351,2004-09-30
