RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,148,0,30612,,,,,,,0,0,0,0,11491,0,11533,0,0,0,,,,,,,,,,,,37,2009-09-30
0,,,,,,,,,,0,,,,,,201,0,8928,,,,,,,3575,0,0,0,4466,0,4459,3,0,0,,,,,,,,,,,,242,2009-09-30
0,,,,,,,,,,0,,,,,,1600,45969,22766,,,,,,,30338,0,0,8911,0,8153,2872,6,0,0,,,,,,,,,,,,279,2009-09-30
0,,,,,,,,,,0,,,,,,4,0,3458,,,,,,,0,0,0,0,3458,0,0,0,0,0,,,,,,,,,,,,354,2009-09-30
0,,,,,,,,,,0,,,,,,319,254,515,,,,,,,5400,0,0,0,515,252,0,0,0,0,,,,,,,,,,,,457,2009-09-30
0,,,,,,,,,,0,,,,,,3227,0,67826,,,,,,,45500,0,0,0,5215,0,17864,0,0,0,,,,,,,,,,,,505,2009-09-30
0,,,,,,,,,,1535,,,,,,1119,387,33286,,,,,,,0,0,0,0,20217,225,11534,0,0,12924,,,,,,,,,,,,1155,2009-09-30
0,,,,,,,,,,0,,,,,,0,53508,5765,,,,,,,0,0,0,28245,5765,25102,0,0,0,0,,,,,,,,,,,,1351,2009-09-30
0,,,,,,,,,,5035,,,,,,1092,0,186155,,,,,,,0,0,0,0,95842,0,61034,9,0,0,,,,,,,,,,,,1454,2009-09-30
0,,,,,,,,,,0,,,,,,145,5487,6114,,,,,,,1095,0,0,0,6070,5487,44,0,0,0,,,,,,,,,,,,1557,2009-09-30
0,,,,,,,,,,0,,,,,,4107,0,40824,,,,,,,60000,0,0,0,20825,0,1421,0,0,0,,,,,,,,,,,,1632,2009-09-30
0,,,,,,,,,,0,,,,,,428,95240,34204,,,,,,,58,0,0,72908,34198,16928,0,0,0,0,,,,,,,,,,,,1669,2009-09-30
0,,,,,,,,,,0,,,,,,2879,0,85184,,,,,,,31732,0,0,0,20539,0,18669,1918,0,9669,,,,,,,,,,,,1829,2009-09-30
0,,,,,,,,,,0,,,,,,4620,58629,73362,,,,,,,54000,0,0,11963,10408,1934,2696,0,0,0,,,,,,,,,,,,1856,2009-09-30
