RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
499,,,,,,,,,,0,,0,0,0,0,255,24376,0,0,,,0,,,0,0,0,,,6630,0,0,0,0,,,,,,,,,,,,37,2003-09-30
0,,,,,,,,,,811,,0,0,0,0,145,0,4826,0,,,0,,,1632,0,0,,,0,0,0,0,0,,,,,,,,,,,,242,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1866,61286,27236,0,,,0,,,32339,0,0,,,4613,755,0,0,0,,,,,,,,,,,,279,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,5,0,3032,0,,,0,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,354,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,317,3755,26594,0,,,0,,,0,0,0,,,3755,1608,0,0,0,,,,,,,,,,,,439,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,40,1750,0,0,,,0,,,0,0,0,,,509,0,0,0,0,,,,,,,,,,,,457,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1616,0,100798,0,,,0,,,6500,0,0,,,0,16190,0,0,0,,,,,,,,,,,,505,2003-09-30
0,,,,,,,,,,40497,,0,0,0,0,2853,340,71736,0,,,0,,,13901,0,0,,,340,0,4184,0,0,,,,,,,,,,,,1146,2003-09-30
0,,,,,,,,,,1541,,0,0,0,0,463,7992,28009,0,,,0,,,3000,0,0,,,7523,9150,0,0,12405,,,,,,,,,,,,1155,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,0,33838,4473,0,,,0,,,0,0,0,,,12013,0,0,0,0,,,,,,,,,,,,1351,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1087,0,120149,0,,,0,,,0,0,0,,,0,11607,5,0,0,,,,,,,,,,,,1454,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,23,2206,8965,0,,,0,,,3,0,0,,,2206,787,0,0,0,,,,,,,,,,,,1557,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1200,0,26308,0,,,0,,,24000,0,0,,,0,3595,0,0,2909,,,,,,,,,,,,1632,2003-09-30
0,,,,,,,,,,7802,,0,0,0,0,682,91946,42965,0,,,0,,,368,0,0,,,9620,0,0,0,0,,,,,,,,,,,,1669,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1350,0,113639,0,,,0,,,9000,0,0,,,0,35054,2384,0,1443,,,,,,,,,,,,1829,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,766,0,31411,0,,,0,,,13825,0,0,,,0,0,0,0,0,,,,,,,,,,,,1856,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,1024,0,23478,0,,,0,,,16513,0,0,,,0,17496,1752,0,0,,,,,,,,,,,,2040,2003-09-30
0,,,,,,,,,,0,,0,0,0,0,198,301,25587,0,,,0,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,2161,2003-09-30
