RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,103,0,44572,,,,,,,0,0,0,,,0,22365,0,0,0,,,,,,,,,,,,37,2013-09-30
0,,,,,,,,,,0,,,,,,267,0,11883,,,,,,,5197,0,0,,,0,7114,3,0,300,,,,,,,,,,,,242,2013-09-30
0,,,,,,,,,,0,,,,,,1060,37575,8811,,,,,,,10278,0,0,,,14926,2939,1,0,0,,,,,,,,,,,,279,2013-09-30
0,,,,,,,,,,0,,,,,,4,0,6188,,,,,,,0,0,0,,,0,744,0,0,0,,,,,,,,,,,,354,2013-09-30
0,,,,,,,,,,0,,,,,,168,164,397,,,,,,,2000,0,0,,,163,397,0,0,0,,,,,,,,,,,,457,2013-09-30
0,,,,,,,,,,0,,,,,,4189,0,78679,,,,,,,35500,0,0,,,0,34387,0,0,0,,,,,,,,,,,,505,2013-09-30
0,,,,,,,,,,1028,,,,,,1157,83,28162,,,,,,,0,0,0,,,0,9099,0,0,9309,,,,,,,,,,,,1155,2013-09-30
0,,,,,,,,,,0,,,,,,0,79914,2859,,,,,,,0,0,0,,,47023,0,0,0,0,,,,,,,,,,,,1351,2013-09-30
0,,,,,,,,,,8007,,,,,,1054,0,310227,,,,,,,0,0,0,,,0,100481,9,0,0,,,,,,,,,,,,1454,2013-09-30
0,,,,,,,,,,0,,,,,,418,0,37481,,,,,,,6510,0,0,,,0,9197,0,0,0,,,,,,,,,,,,1557,2013-09-30
0,,,,,,,,,,6619,,,,,,915,50732,71503,,,,,,,0,0,0,,,22635,0,0,0,0,,,,,,,,,,,,1669,2013-09-30
0,,,,,,,,,,0,,,,,,1596,0,95956,,,,,,,5972,0,0,,,0,25211,1805,0,4392,,,,,,,,,,,,1829,2013-09-30
0,,,,,,,,,,0,,,,,,1525,0,22804,,,,,,,30000,0,0,,,0,0,0,0,0,,,,,,,,,,,,1856,2013-09-30
0,,,,,,,,,,0,,,,,,1546,0,59132,,,,,,,0,0,0,,,0,26818,0,0,8441,,,,,,,,,,,,2040,2013-09-30
0,,,,,,,,,,0,,,,,,823,1,27177,,,,,,,0,0,0,,,0,15133,0,0,0,,,,,,,,,,,,2161,2013-09-30
0,,,,,,,,,,0,,,,,,41927,31517,306109,,,,,,,843352,0,0,,,0,0,0,0,0,,,,,,,,,,,,2376,2013-09-30
0,,,,,,,,,,0,,,,,,48,0,2976,,,,,,,0,0,0,,,0,2091,0,0,0,,,,,,,,,,,,2554,2013-09-30
0,,,,,,,,,,0,,,,,,174,0,92175,,,,,,,0,0,0,,,0,69892,0,0,0,,,,,,,,,,,,2732,2013-09-30
0,,,,,,,,,,0,,,,,,559,0,14274,,,,,,,8100,0,0,,,0,2927,4000,0,0,,,,,,,,,,,,2750,2013-09-30
0,,,,,,,,,,35,,,,,,6320,6586,119765,,,,,,,113622,0,0,,,6078,0,3,0,0,,,,,,,,,,,,3177,2013-09-30
0,,,,,,,,,,0,,,,,,324,712,70079,,,,,,,3500,0,0,,,712,17317,0,0,0,,,,,,,,,,,,3252,2013-09-30
0,,,,,,,,,,0,,,,,,188,3024,12713,,,,,,,0,0,0,,,3024,0,0,0,7150,,,,,,,,,,,,3458,2013-09-30
0,,,,,,,,,,0,,,,,,270,435,42990,,,,,,,0,0,0,,,435,9854,0,0,1516,,,,,,,,,,,,3720,2013-09-30
0,,,,,,,,,,0,,,,,,1994,0,87807,,,,,,,4991,0,0,,,0,0,500,0,0,,,,,,,,,,,,3971,2013-09-30
0,,,,,,,,,,501,,,,,,2052,0,46586,,,,,,,26500,0,0,,,0,22633,0,0,2718,,,,,,,,,,,,4156,2013-09-30
0,,,,,,,,,,0,,,,,,0,0,44827,,,,,,,0,0,0,,,0,13020,0,0,0,,,,,,,,,,,,4231,2013-09-30
0,,,,,,,,,,0,,,,,,744,0,91181,,,,,,,2529,0,0,,,0,19646,0,0,2859,,,,,,,,,,,,4437,2013-09-30
0,,,,,,,,,,0,,,,,,1082,0,71745,,,,,,,19000,0,0,,,0,21896,0,0,7810,,,,,,,,,,,,4839,2013-09-30
0,,,,,,,,,,0,,,,,,4167,38122,65534,,,,,,,36140,0,0,,,0,0,0,0,0,,,,,,,,,,,,5005,2013-09-30
0,,,,,,,,,,1259,,,,,,0,0,35351,,,,,,,0,0,0,,,0,15712,5807,0,0,,,,,,,,,,,,5069,2013-09-30
0,,,,,,,,,,4200,,,,,,1289,0,25293,,,,,,,18760,0,0,,,0,3705,0,0,0,,,,,,,,,,,,5135,2013-09-30
0,,,,,,,,,,0,,,,,,3903,96255,134308,,,,,,,47800,0,0,,,0,42449,1044,0,55618,,,,,,,,,,,,5210,2013-09-30
0,,,,,,,,,,1000,,,,,,1988,0,135966,,,,,,,15000,0,0,,,0,61149,0,0,0,,,,,,,,,,,,5461,2013-09-30
0,,,,,,,,,,4404,,,,,,626,0,57995,,,,,,,1550,0,0,,,0,20490,0,0,0,,,,,,,,,,,,5751,2013-09-30
0,,,,,,,,,,0,,,,,,101,0,10535,,,,,,,0,0,0,,,0,272,7,0,0,,,,,,,,,,,,6039,2013-09-30
0,,,,,,,,,,0,,,,,,0,20334,0,,,,,,,0,0,0,,,11327,0,0,0,0,,,,,,,,,,,,6141,2013-09-30
0,,,,,,,,,,0,,,,,,519,0,37990,,,,,,,0,0,0,,,0,6751,0,0,0,,,,,,,,,,,,6329,2013-09-30
0,,,,,,,,,,100445,,,,,,0,0,490777,,,,,,,0,26,0,,,0,66768,8950,0,0,,,,,,,,,,,,7009,2013-09-30
0,,,,,,,,,,0,,,,,,725,0,86828,,,,,,,0,0,0,,,0,33227,0,0,0,,,,,,,,,,,,7045,2013-09-30
0,,,,,,,,,,0,,,,,,1276,5148,8714,,,,,,,6000,0,0,,,3129,1876,6693,0,0,,,,,,,,,,,,7072,2013-09-30
0,,,,,,,,,,1504,,,,,,23,0,19663,,,,,,,0,0,0,,,0,13621,0,0,0,,,,,,,,,,,,7157,2013-09-30
0,,,,,,,,,,0,,,,,,359,7297,6850,,,,,,,1725,0,0,,,7297,0,0,0,0,,,,,,,,,,,,7456,2013-09-30
0,,,,,,,,,,0,,,,,,71,6,7712,,,,,,,0,0,0,,,0,3907,0,0,0,,,,,,,,,,,,7634,2013-09-30
0,,,,,,,,,,0,,,,,,1393,0,7750,,,,,,,13800,0,0,,,0,1774,0,0,0,,,,,,,,,,,,8033,2013-09-30
0,,,,,,,,,,0,,,,,,21,0,86631,,,,,,,0,0,0,,,0,15383,0,0,0,,,,,,,,,,,,8462,2013-09-30
0,,,,,,,,,,0,,,,,,125,0,13696,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,8631,2013-09-30
0,,,,,,,,,,0,,,,,,628,0,47831,,,,,,,0,0,0,,,0,0,970,0,0,,,,,,,,,,,,9357,2013-09-30
0,,,,,,,,,,0,,,,,,2159,23033,27242,,,,,,,36432,0,0,,,23033,3359,7904,0,0,,,,,,,,,,,,9553,2013-09-30
59981,,,,,,,,,,5006,,,,,,18005,320956,193748,,,,,,,240000,0,0,,,88964,162578,0,0,60860,,,,,,,,,,,,9807,2013-09-30
0,,,,,,,,,,0,,,,,,841,0,31077,,,,,,,7200,0,0,,,0,26482,0,0,0,,,,,,,,,,,,9955,2013-09-30
