RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,79,0,51354,,,,,,,0,0,0,,,0,36121,0,0,0,,,,,,,,,,,,37,2016-03-31
0,,,,,,,,,,0,,,,,,275,0,10518,,,,,,,5723,0,0,,,0,6241,3,0,0,,,,,,,,,,,,242,2016-03-31
0,,,,,,,,,,0,,,,,,1943,24380,2500,,,,,,,21549,0,0,,,12456,1303,1,0,0,,,,,,,,,,,,279,2016-03-31
0,,,,,,,,,,0,,,,,,5,0,5388,,,,,,,0,0,0,,,0,514,0,0,0,,,,,,,,,,,,354,2016-03-31
0,,,,,,,,,,0,,,,,,226,150,214,,,,,,,3400,0,0,,,149,211,3,0,0,,,,,,,,,,,,457,2016-03-31
0,,,,,,,,,,8239,,,,,,2659,0,80153,,,,,,,10500,0,0,,,0,28174,0,0,0,,,,,,,,,,,,505,2016-03-31
0,,,,,,,,,,999,,,,,,233,41,29606,,,,,,,0,0,0,,,0,11425,0,0,14230,,,,,,,,,,,,1155,2016-03-31
0,,,,,,,,,,0,,,,,,185,55985,3464,,,,,,,0,0,0,,,31895,0,0,0,0,,,,,,,,,,,,1351,2016-03-31
0,,,,,,,,,,6013,,,,,,1324,0,365691,,,,,,,0,0,0,,,0,112914,9,0,0,,,,,,,,,,,,1454,2016-03-31
0,,,,,,,,,,0,,,,,,475,0,11859,,,,,,,8333,0,0,,,0,2553,0,0,0,,,,,,,,,,,,1557,2016-03-31
0,,,,,,,,,,10011,,,,,,169,47636,79280,,,,,,,0,0,0,,,30771,0,0,0,0,,,,,,,,,,,,1669,2016-03-31
0,,,,,,,,,,0,,,,,,4617,0,106586,,,,,,,64051,0,0,,,0,35271,1805,0,0,,,,,,,,,,,,1829,2016-03-31
0,,,,,,,,,,0,,,,,,1859,5000,44631,,,,,,,40419,0,0,,,0,0,0,0,0,,,,,,,,,,,,1856,2016-03-31
0,,,,,,,,,,0,,,,,,1546,0,56679,,,,,,,23000,0,0,,,0,32333,16,0,9665,,,,,,,,,,,,2040,2016-03-31
0,,,,,,,,,,0,,,,,,363,0,22584,,,,,,,0,0,0,,,0,15474,0,0,0,,,,,,,,,,,,2161,2016-03-31
0,,,,,,,,,,0,,,,,,36712,152029,214728,,,,,,,773593,0,0,,,0,0,0,0,0,,,,,,,,,,,,2376,2016-03-31
0,,,,,,,,,,0,,,,,,17,250,3319,,,,,,,0,0,0,,,250,2328,0,0,0,,,,,,,,,,,,2554,2016-03-31
0,,,,,,,,,,0,,,,,,174,0,127223,,,,,,,0,0,0,,,0,59868,0,0,0,,,,,,,,,,,,2732,2016-03-31
0,,,,,,,,,,0,,,,,,321,0,10934,,,,,,,6035,0,0,,,0,4624,4000,0,0,,,,,,,,,,,,2750,2016-03-31
0,,,,,,,,,,33,,,,,,5864,578,105861,,,,,,,107597,0,0,,,375,0,3,0,0,,,,,,,,,,,,3177,2016-03-31
0,,,,,,,,,,899,,,,,,720,0,81550,,,,,,,5000,0,0,,,0,17149,0,0,0,,,,,,,,,,,,3252,2016-03-31
0,,,,,,,,,,0,,,,,,196,2718,10221,,,,,,,0,0,0,,,2718,0,0,0,6500,,,,,,,,,,,,3458,2016-03-31
0,,,,,,,,,,8519,,,,,,246,140,51821,,,,,,,0,0,0,,,140,6853,0,0,4537,,,,,,,,,,,,3720,2016-03-31
0,,,,,,,,,,0,,,,,,1799,0,78125,,,,,,,36923,0,0,,,0,0,1000,0,0,,,,,,,,,,,,3971,2016-03-31
0,,,,,,,,,,1005,,,,,,360,0,30928,,,,,,,8000,0,0,,,0,16394,0,0,280,,,,,,,,,,,,4156,2016-03-31
0,,,,,,,,,,0,,,,,,0,0,55030,,,,,,,0,0,0,,,0,19041,0,0,0,,,,,,,,,,,,4231,2016-03-31
0,,,,,,,,,,0,,,,,,1134,0,74766,,,,,,,22396,0,0,,,0,32153,0,0,6125,,,,,,,,,,,,4839,2016-03-31
0,,,,,,,,,,0,,,,,,0,0,36397,,,,,,,0,0,0,,,0,16781,5222,0,0,,,,,,,,,,,,5069,2016-03-31
0,,,,,,,,,,7700,,,,,,1270,0,35607,,,,,,,21098,0,0,,,0,4755,0,0,0,,,,,,,,,,,,5135,2016-03-31
0,,,,,,,,,,0,,,,,,4404,69686,118691,,,,,,,84500,0,0,,,0,25311,1044,0,28492,,,,,,,,,,,,5210,2016-03-31
0,,,,,,,,,,3509,,,,,,2271,0,164055,,,,,,,0,0,0,,,0,69303,0,0,0,,,,,,,,,,,,5461,2016-03-31
0,,,,,,,,,,0,,,,,,344,0,43802,,,,,,,0,0,0,,,0,33048,0,0,0,,,,,,,,,,,,5751,2016-03-31
0,,,,,,,,,,0,,,,,,83,0,12408,,,,,,,0,0,0,,,0,278,7,0,0,,,,,,,,,,,,6039,2016-03-31
0,,,,,,,,,,0,,,,,,0,23271,0,,,,,,,0,0,0,,,13257,0,0,0,0,,,,,,,,,,,,6141,2016-03-31
0,,,,,,,,,,0,,,,,,441,0,32573,,,,,,,0,0,0,,,0,6515,0,0,0,,,,,,,,,,,,6329,2016-03-31
0,,,,,,,,,,0,,,,,,0,0,565867,,,,,,,0,325,0,,,0,60879,9383,0,0,,,,,,,,,,,,7009,2016-03-31
0,,,,,,,,,,0,,,,,,751,0,100635,,,,,,,0,0,0,,,0,37089,0,0,0,,,,,,,,,,,,7045,2016-03-31
0,,,,,,,,,,0,,,,,,2064,22,11192,,,,,,,15000,0,0,,,0,1700,0,0,0,,,,,,,,,,,,7072,2016-03-31
0,,,,,,,,,,1999,,,,,,23,233,18258,,,,,,,0,0,0,,,233,6729,0,0,0,,,,,,,,,,,,7157,2016-03-31
0,,,,,,,,,,0,,,,,,378,0,16229,,,,,,,0,0,0,,,0,15001,0,0,0,,,,,,,,,,,,7456,2016-03-31
0,,,,,,,,,,0,,,,,,88,3,11837,,,,,,,700,0,0,,,0,4629,0,0,0,,,,,,,,,,,,7634,2016-03-31
0,,,,,,,,,,0,,,,,,1271,0,5326,,,,,,,13100,0,0,,,0,2484,0,0,0,,,,,,,,,,,,8033,2016-03-31
0,,,,,,,,,,0,,,,,,21,0,99984,,,,,,,0,0,0,,,0,14791,0,0,0,,,,,,,,,,,,8462,2016-03-31
0,,,,,,,,,,0,,,,,,68,0,13789,,,,,,,0,0,0,,,0,325,0,0,0,,,,,,,,,,,,8631,2016-03-31
0,,,,,,,,,,0,,,,,,594,0,62664,,,,,,,0,0,0,,,0,0,970,0,0,,,,,,,,,,,,9357,2016-03-31
0,,,,,,,,,,0,,,,,,2111,27633,27964,,,,,,,46542,0,0,,,27633,2961,5871,0,0,,,,,,,,,,,,9553,2016-03-31
55133,,,,,,,,,,0,,,,,,15573,321997,55756,,,,,,,190000,0,0,,,166359,53472,0,0,55440,,,,,,,,,,,,9807,2016-03-31
0,,,,,,,,,,998,,,,,,659,0,37002,,,,,,,11154,0,0,,,0,28085,0,0,0,,,,,,,,,,,,9955,2016-03-31
0,,,,,,,,,,847,,,,,,868,0,93630,,,,,,,0,0,0,,,0,14265,0,0,0,,,,,,,,,,,,10250,2016-03-31
6458,,,,,,,,,,0,,,,,,550,34560,64740,,,,,,,0,0,0,,,0,9884,0,0,0,,,,,,,,,,,,10849,2016-03-31
0,,,,,,,,,,0,,,,,,644,0,20028,,,,,,,12793,0,0,,,0,12609,0,0,0,,,,,,,,,,,,11145,2016-03-31
0,,,,,,,,,,0,,,,,,12174,68943,5265,,,,,,,192335,0,0,,,26444,0,0,0,22161,,,,,,,,,,,,11275,2016-03-31
0,,,,,,,,,,0,,,,,,4390,0,92678,,,,,,,20000,0,0,,,0,44034,0,0,0,,,,,,,,,,,,11640,2016-03-31
0,,,,,,,,,,0,,,,,,397,0,52860,,,,,,,7000,0,0,,,0,2534,0,0,0,,,,,,,,,,,,11837,2016-03-31
0,,,,,,,,,,4000,,,,,,7410,3046,15712,,,,,,,0,0,0,,,2370,0,0,0,0,,,,,,,,,,,,12030,2016-03-31
0,,,,,,,,,,0,,,,,,920,593,74450,,,,,,,3000,0,0,,,585,26074,0,0,0,,,,,,,,,,,,12142,2016-03-31
0,,,,,,,,,,779,,,,,,725,58,979,,,,,,,1277,0,0,,,0,0,13,0,0,,,,,,,,,,,,12179,2016-03-31
0,,,,,,,,,,4992,,0,0,0,34751,333460,5946144,8968926,,0,72469399,,180158,65865352,6016708,332840,121058,603442,103441,6749,2633756,,0,203740,187904,247257,5148049,4594734,0,1335633,0,3930,,,,12311,2016-03-31
0,,,,,,,,,,0,,,,,,310,17372,0,,,,,,,0,0,0,,,16152,0,0,0,0,,,,,,,,,,,,12647,2016-03-31
156,,,,,,,,,,0,,,,,,29,1358,0,,,,,,,0,0,0,,,648,0,0,0,0,,,,,,,,,,,,12656,2016-03-31
0,,,,,,,,,,0,,,,,,607,0,0,,,,,,,5000,0,0,,,0,0,0,0,0,,,,,,,,,,,,12937,2016-03-31
0,,,,,,,,,,0,,,,,,4598,0,173824,,,,,,,927,0,0,,,0,100370,2647,0,0,,,,,,,,,,,,12946,2016-03-31
0,,,,,,,,,,0,,,,,,226,225,2,,,,,,,1848,0,0,,,225,0,0,0,0,,,,,,,,,,,,12955,2016-03-31
0,,,,,,,,,,0,,,,,,8237,0,293866,,,,,,,108305,0,0,,,0,8116,102237,0,0,,,,,,,,,,,,13103,2016-03-31
0,,,,,,,,,,554,,,,,,328,0,1549,,,,,,,0,0,0,,,0,993,0,0,0,,,,,,,,,,,,13251,2016-03-31
0,,,,,,,,,,0,,,,,,0,0,5097,,,,,,,0,0,0,,,0,4215,152,0,0,,,,,,,,,,,,13457,2016-03-31
0,,,,,,,,,,0,,,,,,152,0,4972,,,,,,,0,0,0,,,0,2302,0,0,0,,,,,,,,,,,,14052,2016-03-31
0,,,,,,,,,,0,,,,,,702,0,13088,,,,,,,3450,0,0,,,0,10078,0,0,0,,,,,,,,,,,,14155,2016-03-31
0,,,,,,,,,,0,,,,,,48,3104,17,,,,,,,0,0,0,,,1605,0,0,0,0,,,,,,,,,,,,14650,2016-03-31
0,,,,,,,,,,0,,,,,,9,11508,2547,,,,,,,0,0,0,,,8424,2260,0,0,0,,,,,,,,,,,,14753,2016-03-31
0,,,,,,,,,,500,,,,,,619,3802,16669,,,,,,,0,0,0,,,3802,2105,0,0,0,,,,,,,,,,,,14865,2016-03-31
0,,,,,,,,,,0,,,,,,294,0,4394,,,,,,,9,0,0,,,0,0,0,0,0,,,,,,,,,,,,14977,2016-03-31
0,,,,,,,,,,0,,,,,,1911,21274,40083,,,,,,,11839,0,0,,,21274,32200,0,0,0,,,,,,,,,,,,16551,2016-03-31
0,,,,,,,,,,0,,,,,,209,9470,7281,,,,,,,0,0,0,,,9470,0,0,0,0,,,,,,,,,,,,16748,2016-03-31
100,,,,,,,,,,0,,,,,,219,100,17220,,,,,,,0,0,0,,,0,0,17220,0,0,,,,,,,,,,,,17110,2016-03-31
0,,,,,,,,,,0,,,,,,37553,633992,634005,,,,,,,263863,0,0,,,218374,330120,1866,0,150134,,,,,,,,,,,,17147,2016-03-31
0,,,,,,,,,,0,,,,,,299,560,15245,,,,,,,3000,0,0,,,560,13328,0,0,0,,,,,,,,,,,,17259,2016-03-31
0,,,,,,,,,,0,,,,,,3137,143609,428908,,,,,,,0,0,0,,,40107,0,528,0,0,,,,,,,,,,,,17464,2016-03-31
0,,,,,,,,,,0,,,,,,894,0,194036,,,,,,,0,0,0,,,0,57960,0,0,0,,,,,,,,,,,,17950,2016-03-31
114193,,,,,,,,,,0,,,,,,3355,157507,0,,,,,,,5836,0,0,,,4385,0,0,0,0,,,,,,,,,,,,17978,2016-03-31
0,,,,,,,,,,0,,,,,,491,23293,147559,,,,,,,77,0,0,,,19662,35239,0,0,0,,,,,,,,,,,,18050,2016-03-31
0,,,,,,,,,,0,,,,,,1232,18048,108850,,,,,,,16400,0,0,,,2176,29464,0,0,14985,,,,,,,,,,,,18135,2016-03-31
