RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
500,,,,,,,,,,0,,0,0,0,0,157,28927,0,0,,,0,,,0,0,0,,,5899,0,0,0,0,,,,,,,,,,,,37,2005-03-31
0,,,,,,,,,,1377,,0,0,0,0,158,0,7139,0,,,0,,,2292,0,0,,,0,0,0,0,0,,,,,,,,,,,,242,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,1866,57789,24447,0,,,0,,,29344,0,0,,,4348,635,0,0,0,,,,,,,,,,,,279,2005-03-31
0,,,,,,,,,,99,,0,0,0,0,5,0,3609,0,,,0,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,354,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,340,3445,21759,0,,,0,,,0,0,0,,,3445,1238,0,0,0,,,,,,,,,,,,439,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,40,1741,0,0,,,0,,,0,0,0,,,659,0,0,0,0,,,,,,,,,,,,457,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,1933,0,98181,0,,,0,,,16000,0,0,,,0,11432,0,0,0,,,,,,,,,,,,505,2005-03-31
0,,,,,,,,,,19834,,0,0,0,0,2910,255,39210,0,,,0,,,49049,0,0,,,255,0,948,0,0,,,,,,,,,,,,1146,2005-03-31
0,,,,,,,,,,1479,,0,0,0,0,538,4757,31722,0,,,0,,,3000,0,0,,,4424,13586,0,0,19744,,,,,,,,,,,,1155,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,0,35770,2889,0,,,0,,,0,0,0,,,11220,0,0,0,0,,,,,,,,,,,,1351,2005-03-31
0,,,,,,,,,,0,,0,0,0,0,1093,0,138177,0,,,0,,,0,0,0,,,0,7689,5,0,0,,,,,,,,,,,,1454,2005-03-31
