RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,148,0,29480,,,,,,,0,0,0,0,9675,0,13639,0,0,0,,,,,,,,,,,,37,2010-03-31
0,,,,,,,,,,0,,,,,,201,0,8577,,,,,,,3550,0,0,0,4040,0,4534,3,0,0,,,,,,,,,,,,242,2010-03-31
0,,,,,,,,,,0,,,,,,1826,46584,20689,,,,,,,34495,0,0,11822,1001,8875,2844,6,0,0,,,,,,,,,,,,279,2010-03-31
0,,,,,,,,,,0,,,,,,5,0,4096,,,,,,,0,0,0,0,4096,0,0,0,0,0,,,,,,,,,,,,354,2010-03-31
0,,,,,,,,,,0,,,,,,284,182,508,,,,,,,3500,0,0,0,508,180,0,0,0,0,,,,,,,,,,,,457,2010-03-31
0,,,,,,,,,,8489,,,,,,3226,0,78217,,,,,,,45500,0,0,0,5097,0,17384,0,0,0,,,,,,,,,,,,505,2010-03-31
0,,,,,,,,,,1507,,,,,,1132,370,28959,,,,,,,0,0,0,0,18524,225,8928,0,0,11571,,,,,,,,,,,,1155,2010-03-31
0,,,,,,,,,,0,,,,,,0,54824,5201,,,,,,,0,0,0,29191,5201,25587,0,0,0,0,,,,,,,,,,,,1351,2010-03-31
0,,,,,,,,,,5030,,,,,,1092,0,202260,,,,,,,0,0,0,0,115941,0,60661,9,0,0,,,,,,,,,,,,1454,2010-03-31
0,,,,,,,,,,0,,,,,,146,5957,4851,,,,,,,2302,0,0,0,4808,5957,43,0,0,0,,,,,,,,,,,,1557,2010-03-31
0,,,,,,,,,,5138,,,,,,4107,0,34674,,,,,,,67023,0,0,0,12542,0,1122,0,0,0,,,,,,,,,,,,1632,2010-03-31
0,,,,,,,,,,0,,,,,,429,93143,36067,,,,,,,177,0,0,70838,36061,17463,0,0,0,0,,,,,,,,,,,,1669,2010-03-31
0,,,,,,,,,,0,,,,,,2879,0,84938,,,,,,,28250,0,0,0,21917,0,16799,1918,0,5592,,,,,,,,,,,,1829,2010-03-31
0,,,,,,,,,,0,,,,,,2721,33298,91193,,,,,,,54000,0,0,0,30109,1942,2793,0,0,0,,,,,,,,,,,,1856,2010-03-31
0,,,,,,,,,,0,,,,,,1546,0,45124,,,,,,,23300,0,0,0,303,0,20208,0,0,4961,,,,,,,,,,,,2040,2010-03-31
0,,,,,,,,,,0,,,,,,286,2,43932,,,,,,,0,0,0,0,3302,0,13637,0,0,0,,,,,,,,,,,,2161,2010-03-31
0,,,,,,,,,,0,,,,,,24996,76858,399186,,,,,,,510780,0,0,0,302220,0,0,4910,0,0,,,,,,,,,,,,2376,2010-03-31
0,,,,,,,,,,0,,,,,,592,76,0,,,,,,,1999,0,0,0,0,76,0,0,0,0,,,,,,,,,,,,2451,2010-03-31
0,,,,,,,,,,0,,,,,,0,0,12,,,,,,,0,0,0,0,0,0,0,12,0,0,,,,,,,,,,,,2554,2010-03-31
0,,,,,,,,,,0,,,,,,174,0,57661,,,,,,,133,0,0,0,9647,0,47464,0,0,0,,,,,,,,,,,,2732,2010-03-31
0,,,,,,,,,,0,,,,,,535,0,11281,,,,,,,8289,0,0,0,2989,0,2796,0,0,0,,,,,,,,,,,,2750,2010-03-31
0,,,,,,,,,,9999,,,,,,2455,0,70308,,,,,,,29000,0,0,0,22735,0,797,0,0,6200,,,,,,,,,,,,2938,2010-03-31
0,,,,,,,,,,0,,,,,,320,100,67114,,,,,,,3508,0,0,0,11525,100,9000,0,0,0,,,,,,,,,,,,3252,2010-03-31
