RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,137,0,30760,,,,,,,0,0,0,,,0,16008,0,0,0,,,,,,,,,,,,37,2011-09-30
0,,,,,,,,,,0,,,,,,212,0,9384,,,,,,,4097,0,0,,,0,5854,3,0,0,,,,,,,,,,,,242,2011-09-30
0,,,,,,,,,,0,,,,,,1462,43299,13142,,,,,,,15818,0,0,,,10957,2929,6,0,0,,,,,,,,,,,,279,2011-09-30
0,,,,,,,,,,0,,,,,,4,0,5407,,,,,,,0,0,0,,,0,408,0,0,0,,,,,,,,,,,,354,2011-09-30
0,,,,,,,,,,0,,,,,,245,175,0,,,,,,,2500,0,0,,,173,0,0,0,0,,,,,,,,,,,,457,2011-09-30
0,,,,,,,,,,0,,,,,,3935,0,71353,,,,,,,45500,0,0,,,0,26176,0,0,0,,,,,,,,,,,,505,2011-09-30
0,,,,,,,,,,1587,,,,,,1151,119,22467,,,,,,,0,0,0,,,0,4305,0,0,11803,,,,,,,,,,,,1155,2011-09-30
0,,,,,,,,,,0,,,,,,0,71760,4621,,,,,,,0,0,0,,,40302,0,0,0,0,,,,,,,,,,,,1351,2011-09-30
0,,,,,,,,,,5021,,,,,,1092,0,221492,,,,,,,0,0,0,,,0,66200,9,0,0,,,,,,,,,,,,1454,2011-09-30
0,,,,,,,,,,0,,,,,,147,12844,3555,,,,,,,2367,0,0,,,12844,46,0,0,0,,,,,,,,,,,,1557,2011-09-30
0,,,,,,,,,,7295,,,,,,1180,63926,60620,,,,,,,260,0,0,,,19622,0,0,0,0,,,,,,,,,,,,1669,2011-09-30
0,,,,,,,,,,0,,,,,,2354,0,77835,,,,,,,23742,0,0,,,0,19483,1839,0,2563,,,,,,,,,,,,1829,2011-09-30
0,,,,,,,,,,0,,,,,,2725,2285,29265,,,,,,,54000,0,0,,,0,1407,0,0,0,,,,,,,,,,,,1856,2011-09-30
0,,,,,,,,,,0,,,,,,1546,0,43307,,,,,,,20000,0,0,,,0,20873,0,0,4436,,,,,,,,,,,,2040,2011-09-30
0,,,,,,,,,,0,,,,,,796,1,40449,,,,,,,0,0,0,,,0,8139,0,0,0,,,,,,,,,,,,2161,2011-09-30
0,,,,,,,,,,0,,,,,,33468,35934,697822,,,,,,,686889,0,0,,,0,0,0,0,0,,,,,,,,,,,,2376,2011-09-30
0,,,,,,,,,,0,,,,,,0,0,1670,,,,,,,0,0,0,,,0,1052,13,0,0,,,,,,,,,,,,2554,2011-09-30
0,,,,,,,,,,0,,,,,,174,0,85326,,,,,,,278,0,0,,,0,74474,0,0,0,,,,,,,,,,,,2732,2011-09-30
0,,,,,,,,,,0,,,,,,541,0,17009,,,,,,,7600,0,0,,,0,3473,0,0,0,,,,,,,,,,,,2750,2011-09-30
0,,,,,,,,,,0,,,,,,322,653,66872,,,,,,,3500,0,0,,,653,14524,0,0,0,,,,,,,,,,,,3252,2011-09-30
0,,,,,,,,,,0,,,,,,216,2595,8018,,,,,,,700,0,0,,,2595,0,0,0,4265,,,,,,,,,,,,3458,2011-09-30
0,,,,,,,,,,0,,,,,,552,3937,43441,,,,,,,5456,0,0,,,3937,9696,0,0,3592,,,,,,,,,,,,3720,2011-09-30
0,,,,,,,,,,0,,,,,,497,0,4,,,,,,,266,0,0,,,0,0,4,0,0,,,,,,,,,,,,3953,2011-09-30
0,,,,,,,,,,2533,,,,,,2555,0,38159,,,,,,,15000,0,0,,,0,17565,0,0,547,,,,,,,,,,,,4156,2011-09-30
0,,,,,,,,,,0,,,,,,0,0,34374,,,,,,,0,0,0,,,0,5843,0,0,0,,,,,,,,,,,,4231,2011-09-30
0,,,,,,,,,,0,,,,,,985,380,86287,,,,,,,3462,0,0,,,380,24499,0,0,2783,,,,,,,,,,,,4437,2011-09-30
0,,,,,,,,,,0,,,,,,2075,0,52774,,,,,,,19000,0,0,,,0,21724,0,0,5790,,,,,,,,,,,,4839,2011-09-30
0,,,,,,,,,,0,,,,,,4637,0,72066,,,,,,,54730,0,0,,,0,7727,1736,0,0,,,,,,,,,,,,5005,2011-09-30
0,,,,,,,,,,1268,,,,,,0,0,34842,,,,,,,0,0,0,,,0,14638,4647,0,0,,,,,,,,,,,,5069,2011-09-30
0,,,,,,,,,,0,,,,,,1596,0,24844,,,,,,,23789,0,0,,,0,3201,0,0,0,,,,,,,,,,,,5135,2011-09-30
0,,,,,,,,,,0,,,,,,7221,10035,208702,,,,,,,70234,0,0,,,0,38929,1044,0,42961,,,,,,,,,,,,5210,2011-09-30
0,,,,,,,,,,0,,,,,,3976,0,213085,,,,,,,50082,0,0,,,0,31236,0,0,74500,,,,,,,,,,,,5331,2011-09-30
0,,,,,,,,,,501,,,,,,2030,0,73891,,,,,,,15600,0,0,,,0,36912,0,0,0,,,,,,,,,,,,5461,2011-09-30
0,,,,,,,,,,0,,,,,,304,0,50843,,,,,,,0,0,0,,,0,18294,0,0,0,,,,,,,,,,,,5751,2011-09-30
0,,,,,,,,,,0,,,,,,141,0,3505,,,,,,,0,0,0,,,0,283,7,0,0,,,,,,,,,,,,6039,2011-09-30
0,,,,,,,,,,0,,,,,,0,16470,0,,,,,,,0,0,0,,,6994,0,0,0,0,,,,,,,,,,,,6141,2011-09-30
0,,,,,,,,,,0,,,,,,739,0,33158,,,,,,,0,0,0,,,0,8436,0,0,0,,,,,,,,,,,,6329,2011-09-30
0,,,,,,,,,,5017,,,,,,4933,121041,106112,,,,,,,0,0,0,,,65969,77519,0,0,0,,,,,,,,,,,,6972,2011-09-30
0,,,,,,,,,,0,,,,,,0,0,441305,,,,,,,0,4,0,,,0,71293,5598,0,0,,,,,,,,,,,,7009,2011-09-30
0,,,,,,,,,,0,,,,,,261,0,51896,,,,,,,0,0,0,,,0,25614,0,0,0,,,,,,,,,,,,7045,2011-09-30
0,,,,,,,,,,753,,,,,,23,0,18981,,,,,,,0,0,0,,,0,11856,0,0,0,,,,,,,,,,,,7157,2011-09-30
0,,,,,,,,,,0,,,,,,310,3920,15484,,,,,,,0,0,0,,,3920,0,0,0,0,,,,,,,,,,,,7456,2011-09-30
0,,,,,,,,,,0,,,,,,285,10,5563,,,,,,,2000,0,0,,,0,2757,0,0,0,,,,,,,,,,,,7634,2011-09-30
0,,,,,,,,,,0,,,,,,1167,0,10687,,,,,,,13374,0,0,,,0,2666,0,0,0,,,,,,,,,,,,8033,2011-09-30
0,,,,,,,,,,0,,,,,,21,0,77259,,,,,,,0,0,0,,,0,12418,0,0,0,,,,,,,,,,,,8462,2011-09-30
0,,,,,,,,,,0,,,,,,138,0,13085,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,8631,2011-09-30
0,,,,,,,,,,0,,,,,,2474,0,64262,,,,,,,45500,0,0,,,0,0,970,0,6248,,,,,,,,,,,,9357,2011-09-30
0,,,,,,,,,,0,,,,,,931,0,23622,,,,,,,20376,0,0,,,0,8481,0,0,0,,,,,,,,,,,,9553,2011-09-30
34995,,,,,,,,,,66274,,,,,,18071,382981,101517,,,,,,,285999,0,0,,,105829,0,0,0,45333,,,,,,,,,,,,9807,2011-09-30
0,,,,,,,,,,0,,,,,,1253,0,28677,,,,,,,2022,0,0,,,0,18948,0,0,0,,,,,,,,,,,,9955,2011-09-30
0,,,,,,,,,,0,,,,,,991,0,39732,,,,,,,0,0,0,,,0,17870,0,0,0,,,,,,,,,,,,10250,2011-09-30
0,,,,,,,,,,0,,,,,,1665,0,13666,,,,,,,8331,0,0,,,0,6903,0,0,0,,,,,,,,,,,,10849,2011-09-30
0,,,,,,,,,,10179,,,,,,1449,0,82649,,,,,,,5219,0,0,,,0,2700,15,0,44454,,,,,,,,,,,,10858,2011-09-30
0,,,,,,,,,,0,,,,,,1514,0,18348,,,,,,,7647,0,0,,,0,9483,0,0,0,,,,,,,,,,,,11145,2011-09-30
0,,,,,,,,,,0,,,,,,3368,0,95620,,,,,,,40000,0,0,,,0,52565,0,0,0,,,,,,,,,,,,11640,2011-09-30
0,,,,,,,,,,0,,,,,,515,0,56946,,,,,,,7000,0,0,,,0,10886,0,0,0,,,,,,,,,,,,11837,2011-09-30
0,,,,,,,,,,0,,,,,,3717,0,3544,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,12030,2011-09-30
0,,,,,,,,,,0,,,,,,741,546,47847,,,,,,,0,0,0,,,543,21519,0,0,5073,,,,,,,,,,,,12142,2011-09-30
