RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,67,0,42740,,,,,,,0,0,0,,,0,29581,0,0,0,,,,,,,,,,,,37,2019-03-31
0,,,,,,,,,,1389,,,,,,150,0,14061,,,,,,,3600,0,0,,,0,5840,3,0,0,,,,,,,,,,,,242,2019-03-31
0,,,,,,,,,,0,,,,,,2102,36825,13566,,,,,,,17740,0,0,,,6680,881,0,0,0,,,,,,,,,,,,279,2019-03-31
250,,,,,,,,,,496,,,,,,0,250,1144,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,354,2019-03-31
0,,,,,,,,,,0,,,,,,323,41,3,,,,,,,5500,0,0,,,40,0,3,0,0,,,,,,,,,,,,457,2019-03-31
0,,,,,,,,,,0,,,,,,4698,0,70131,,,,,,,46630,0,0,,,0,21104,0,0,0,,,,,,,,,,,,505,2019-03-31
0,,,,,,,,,,992,,,,,,284,18,24090,,,,,,,0,0,0,,,0,10468,,0,0,,,,,,,,,,0,,1155,2019-03-31
0,,,,,,,,,,0,,,,,,191,40287,7456,,,,,,,0,0,0,,,19949,0,0,0,0,,,,,,,,,,,,1351,2019-03-31
0,,,,,,,,,,36466,,,,,,1222,0,394406,,,,,,,0,0,0,,,0,96650,9,0,0,,,,,,,,,,,,1454,2019-03-31
0,,,,,,,,,,9899,,,,,,184,37705,56450,,,,,,,0,0,0,,,29702,0,0,0,0,,,,,,,,,,,,1669,2019-03-31
0,,,,,,,,,,0,,,,,,1444,0,31406,,,,,,,30000,0,0,,,0,0,0,0,0,,,,,,,,,,,,1856,2019-03-31
0,,,,,,,,,,0,,,,,,798,0,39349,,,,,,,18030,0,0,,,0,25424,,0,3,,,,,,,,,,1598,,2040,2019-03-31
0,,,,,,,,,,0,,,,,,334,0,16303,,,,,,,0,0,0,,,0,12437,0,0,0,,,,,,,,,,,,2161,2019-03-31
0,,,,,,,,,,0,,,,,,26074,335579,35013,,,,,,,567051,0,0,,,0,0,,0,0,,,,,,,,,,0,,2376,2019-03-31
0,,,,,,,,,,0,,,,,,43,250,1520,,,,,,,605,0,0,,,250,659,0,0,0,,,,,,,,,,,,2554,2019-03-31
0,,,,,,,,,,0,,,,,,174,0,61683,,,,,,,0,0,0,,,0,24780,0,0,0,,,,,,,,,,,,2732,2019-03-31
