RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
498,,,,,,,,,,0,,0,0,0,0,213,16358,0,0,,,0,,,0,0,0,,,5518,0,0,,,,,,,,,,,,,,37,2001-09-30
0,,,,,,,,,,316,,0,0,0,0,131,0,7161,0,,,0,,,1200,0,0,,,0,1717,81,,,,,,,,,,,,,,242,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,600,37652,29613,0,,,0,,,7500,0,0,,,3228,733,500,,,,,,,,,,,,,,279,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,5,115,4157,0,,,0,,,0,0,0,,,15,485,0,,,,,,,,,,,,,,354,2001-09-30
0,,,,,,,,,,1017,,0,0,0,0,0,3294,18870,0,,,0,,,0,0,0,,,3257,0,0,,,,,,,,,,,,,,439,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,5,3432,0,0,,,0,,,0,0,0,,,661,0,0,,,,,,,,,,,,,,457,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,1256,0,61509,0,,,0,,,4000,0,0,,,0,18571,0,,,,,,,,,,,,,,505,2001-09-30
0,,,,,,,,,,507,,0,0,0,0,1326,275,29848,0,,,0,,,4080,0,0,,,275,0,2578,,,,,,,,,,,,,,1146,2001-09-30
0,,,,,,,,,,5132,,0,0,0,0,463,13056,17966,0,,,0,,,0,0,0,,,11781,0,0,,,,,,,,,,,,,,1155,2001-09-30
0,,,,,,,,,,520,,0,0,0,0,0,22298,4642,0,,,0,,,0,0,0,,,4299,0,0,,,,,,,,,,,,,,1351,2001-09-30
0,,,,,,,,,,5565,,0,0,0,0,1040,0,93508,0,,,0,,,0,0,0,,,0,17159,5,,,,,,,,,,,,,,1454,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,23,2236,8659,0,,,0,,,60,0,0,,,2236,709,0,,,,,,,,,,,,,,1557,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,500,0,33533,0,,,0,,,10000,0,0,,,0,3702,0,,,,,,,,,,,,,,1632,2001-09-30
3498,,,,,,,,,,21792,,0,0,0,0,682,96669,49533,0,,,0,,,1004,0,0,,,8938,0,0,,,,,,,,,,,,,,1669,2001-09-30
0,,,,,,,,,,0,,0,0,0,6,964,0,105511,0,,,0,,,0,0,0,,,0,33715,728,,,,,,,,,,,,,,1829,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,20,0,2938,0,,,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,1856,2001-09-30
2100,,,,,,,,,,0,,0,0,0,0,0,2113,6994,0,,,0,,,0,0,0,,,13,0,0,,,,,,,,,,,,,,1959,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,908,314,18806,0,,,0,,,15416,0,0,,,314,12911,185,,,,,,,,,,,,,,2040,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,188,826,22772,0,,,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,2161,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,3969,18859,274762,0,,,0,,,0,0,0,,,0,0,40000,,,,,,,,,,,,,,2376,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,95,307,566,0,,,0,,,1900,0,0,,,307,0,3,,,,,,,,,,,,,,2451,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,16,1284,0,,,0,,,100,0,0,,,0,248,0,,,,,,,,,,,,,,2554,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,181,6,88828,0,,,0,,,350,0,0,,,0,57286,0,,,,,,,,,,,,,,2732,2001-09-30
0,,,,,,,,,,1638,,0,0,0,0,187,0,3596,0,,,0,,,2589,0,0,,,0,1448,0,,,,,,,,,,,,,,2750,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,1000,0,42342,0,,,0,,,20000,0,0,,,0,4705,32,,,,,,,,,,,,,,2938,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,0,32829,0,,,0,,,0,0,0,,,0,2825,0,,,,,,,,,,,,,,2956,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,145,9325,10100,0,,,0,,,105,0,0,,,533,2919,0,,,,,,,,,,,,,,3252,2001-09-30
0,,,,,,,,,,1121,,0,0,0,0,47,736,6288,0,,,0,,,0,0,0,,,736,0,0,,,,,,,,,,,,,,3458,2001-09-30
0,,,,,,,,,,2032,,231,2452,0,0,3977,40196,126285,0,,,0,,,13000,0,0,,,10126,11435,0,,,,,,,,,,,,,,3506,2001-09-30
0,,,,,,,,,,0,,0,466,0,432,1444,0,28058,0,,,0,,,21897,0,0,,,0,17210,0,,,,,,,,,,,,,,3579,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,625,10877,38831,0,,,0,,,9467,0,0,,,10877,0,0,,,,,,,,,,,,,,3720,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,35,0,0,0,,,0,,,148,0,0,,,0,0,0,,,,,,,,,,,,,,3953,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,736,0,51478,0,,,0,,,5191,0,0,,,0,12008,2998,,,,,,,,,,,,,,4138,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,8398,0,23198,0,,,0,,,8000,0,0,,,0,14404,3000,,,,,,,,,,,,,,4147,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,495,0,8978,0,,,0,,,9856,0,0,,,0,1347,0,,,,,,,,,,,,,,4156,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,0,35387,0,,,0,,,0,0,0,,,0,4894,0,,,,,,,,,,,,,,4231,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,718,7284,9120,0,,,0,,,446,0,0,,,3481,0,0,,,,,,,,,,,,,,4437,2001-09-30
1105,,,,,,,,,,0,,0,0,0,0,0,2504,0,0,,,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,4745,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,945,0,55017,0,,,0,,,18900,0,0,,,0,22568,0,,,,,,,,,,,,,,4839,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,1909,8572,51711,0,,,0,,,25404,0,0,,,1000,41,12093,,,,,,,,,,,,,,5005,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,388,0,24105,0,,,0,,,0,0,0,,,0,7064,0,,,,,,,,,,,,,,5050,2001-09-30
0,,,,,,,,,,9989,,0,0,0,0,0,0,14991,0,,,0,,,0,0,0,,,0,0,1931,,,,,,,,,,,,,,5069,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,334,0,22635,0,,,0,,,0,0,0,,,0,4687,0,,,,,,,,,,,,,,5135,2001-09-30
745,,,,,,,,,,0,,0,0,0,0,3565,45485,107913,0,,,0,,,450,0,0,,,2124,0,0,,,,,,,,,,,,,,5210,2001-09-30
0,,,,,,,,,,20537,,0,0,0,0,0,6151,212245,0,,,0,,,2595,0,0,,,6151,5888,0,,,,,,,,,,,,,,5247,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,3020,0,15766,0,,,0,,,1500,0,0,,,0,915,0,,,,,,,,,,,,,,5274,2001-09-30
0,,,,,,,,,,0,,0,0,0,944,1437,0,84684,0,,,0,,,406,0,0,,,0,17993,0,,,,,,,,,,,,,,5331,2001-09-30
0,,,,,,,,,,728,,0,0,0,0,0,0,58990,0,,,0,,,466,0,0,,,0,7873,1554,,,,,,,,,,,,,,5461,2001-09-30
0,,,,,,,,,,1000,,0,0,0,0,0,0,36103,0,,,0,,,0,0,0,,,0,11662,0,,,,,,,,,,,,,,5751,2001-09-30
0,,,,,,,,,,0,,0,3135,0,106,13168,24903,693798,0,,,0,,,22253,24407,0,,,0,3020,0,,,,,,,,,,,,,,5939,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,299,47,8284,0,,,0,,,10,0,0,,,47,422,50,,,,,,,,,,,,,,6039,2001-09-30
0,,,,,,,,,,205,,0,0,0,0,75,341,2746,0,,,0,,,1500,0,0,,,92,0,0,,,,,,,,,,,,,,6057,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,11144,0,0,,,0,,,0,0,0,,,4150,0,0,,,,,,,,,,,,,,6141,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,725,4119,48336,0,,,0,,,0,0,0,,,4119,3105,0,,,,,,,,,,,,,,6329,2001-09-30
0,,,,,,,,,,256,,0,0,0,0,65,597,1556,0,,,0,,,301,0,0,,,534,508,0,,,,,,,,,,,,,,6842,2001-09-30
10933,,,,,,,,,,24761,,0,0,0,0,0,162836,59187,0,,,0,,,2474,0,0,,,74715,161,0,,,,,,,,,,,,,,6972,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,0,182012,0,,,0,,,0,0,0,,,0,108984,32417,,,,,,,,,,,,,,7009,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,7314,22485,0,,,0,,,0,0,0,,,7314,5219,0,,,,,,,,,,,,,,7045,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,0,0,10517,0,,,0,,,0,0,0,,,0,2322,0,,,,,,,,,,,,,,7157,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,1234,7719,41620,0,,,0,,,0,0,0,,,3414,19358,0,,,,,,,,,,,,,,7166,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,86,1540,19910,0,,,0,,,0,0,0,,,1540,0,0,,,,,,,,,,,,,,7456,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,87,2444,7741,0,,,0,,,0,0,0,,,2104,2517,0,,,,,,,,,,,,,,7634,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,423,0,3771,0,,,0,,,1832,0,0,,,0,709,0,,,,,,,,,,,,,,8033,2001-09-30
0,,,,,,,,,,1014,,0,0,0,0,132,0,4375,0,,,0,,,0,0,0,,,0,759,0,,,,,,,,,,,,,,8154,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,2191,0,863,0,,,0,,,0,0,0,,,0,863,0,,,,,,,,,,,,,,8417,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,21,1702,25473,0,,,0,,,0,0,0,,,702,4976,0,,,,,,,,,,,,,,8462,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,939,1110,10134,0,,,0,,,8000,0,0,,,1110,250,0,,,,,,,,,,,,,,8547,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,168,0,10451,0,,,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,8631,2001-09-30
0,,,,,,,,,,0,,19824,0,17489,39503,913,209386,349016,0,,,0,,,0,0,0,,,0,3671,473,,,,,,,,,,,,,,9115,2001-09-30
3026,,,,,,,,,,0,,0,0,0,0,545,9151,0,0,,,0,,,7650,0,0,,,1482,0,0,,,,,,,,,,,,,,9160,2001-09-30
0,,,,,,,,,,509,,0,0,0,7811,3331,0,48525,0,,,0,,,30500,0,0,,,0,11237,0,,,,,,,,,,,,,,9339,2001-09-30
0,,,,,,,,,,1021,,0,0,0,0,3240,0,27720,0,,,0,,,64800,0,0,,,0,0,0,,,,,,,,,,,,,,9357,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,302,0,4804,0,,,0,,,0,0,0,,,0,1593,0,,,,,,,,,,,,,,9553,2001-09-30
14546,,,,,,,,,,0,,0,0,0,0,8157,96722,201410,0,,,0,,,100792,0,0,,,13630,0,0,,,,,,,,,,,,,,9807,2001-09-30
0,,,,,,,,,,0,,0,0,0,0,401,0,23294,0,,,0,,,803,0,0,,,0,841,0,,,,,,,,,,,,,,9955,2001-09-30
0,,,,,,,,,,0,,0,254,0,0,533,9540,16702,0,,,0,,,6375,0,0,,,70,0,4,,,,,,,,,,,,,,10157,2001-09-30
0,,,,,,,,,,206,,0,0,0,0,483,0,29380,0,,,0,,,0,0,0,,,0,7799,0,,,,,,,,,,,,,,10250,2001-09-30
0,,,,,,,,,,1004,,0,0,0,0,346,0,18392,0,,,0,,,0,0,0,,,0,1768,0,,,,,,,,,,,,,,10577,2001-09-30
