RCON0211,RCON1039,RCON1041,RCON1042,RCON1043,RCON1044,RCON1209,RCON1280,RCON1281,RCON1282,RCON1287,RCON1374,RCON1709,RCON1713,RCON1733,RCON1736,RCON1752,RCON1754,RCON1773,RCON2155,RCON2163,RCON2192,RCON2920,RCON2941,RCON3129,RCON3190,RCON3545,RCON3548,RCON8492,RCON8495,RCON8496,RCON8499,RCONA510,RCONB989,RCONB995,RCONG389,RCONG390,RCONG393,RCONG394,RCONG397,RCONG398,RCONG399,RCONG400,RCONHT71,RCONJA22,RCONJF75,IDRSSD,RCON9999
0,,,,,,,,,,0,,,,,,76,0,44267,,,,,,,0,0,0,,,0,24613,0,0,0,,,,,,,,,,,,37,2014-12-31
0,,,,,,,,,,0,,,,,,275,0,11856,,,,,,,4797,0,0,,,0,6864,3,0,900,,,,,,,,,,,,242,2014-12-31
0,,,,,,,,,,0,,,,,,1665,31274,10101,,,,,,,24752,0,0,,,14610,3231,1,0,0,,,,,,,,,,,,279,2014-12-31
0,,,,,,,,,,0,,,,,,5,0,5820,,,,,,,0,0,0,,,0,769,0,0,0,,,,,,,,,,,,354,2014-12-31
0,,,,,,,,,,0,,,,,,138,156,343,,,,,,,1200,0,0,,,155,340,3,0,0,,,,,,,,,,,,457,2014-12-31
0,,,,,,,,,,8165,,,,,,3203,0,80076,,,,,,,21000,0,0,,,0,30636,0,0,0,,,,,,,,,,,,505,2014-12-31
0,,,,,,,,,,1002,,,,,,229,58,30185,,,,,,,0,0,0,,,0,12157,0,0,13354,,,,,,,,,,,,1155,2014-12-31
0,,,,,,,,,,0,,,,,,0,72925,2771,,,,,,,0,0,0,,,40935,0,0,0,0,,,,,,,,,,,,1351,2014-12-31
0,,,,,,,,,,8014,,,,,,1009,0,332114,,,,,,,0,0,0,,,0,104179,9,0,0,,,,,,,,,,,,1454,2014-12-31
0,,,,,,,,,,0,,,,,,255,0,20150,,,,,,,3375,0,0,,,0,3763,0,0,0,,,,,,,,,,,,1557,2014-12-31
0,,,,,,,,,,8538,,,,,,916,43695,71773,,,,,,,0,0,0,,,25502,0,0,0,0,,,,,,,,,,,,1669,2014-12-31
0,,,,,,,,,,0,,,,,,3506,0,102224,,,,,,,42118,0,0,,,0,29815,1805,0,5289,,,,,,,,,,,,1829,2014-12-31
0,,,,,,,,,,0,,,,,,1440,0,19429,,,,,,,30000,0,0,,,0,0,0,0,0,,,,,,,,,,,,1856,2014-12-31
0,,,,,,,,,,0,,,,,,1546,0,59267,,,,,,,4000,0,0,,,0,29197,16,0,8213,,,,,,,,,,,,2040,2014-12-31
0,,,,,,,,,,0,,,,,,823,1,26449,,,,,,,0,0,0,,,0,17004,0,0,0,,,,,,,,,,,,2161,2014-12-31
0,,,,,,,,,,0,,,,,,44046,87667,317594,,,,,,,912003,0,0,,,0,0,0,0,0,,,,,,,,,,,,2376,2014-12-31
0,,,,,,,,,,0,,,,,,47,0,3439,,,,,,,750,0,0,,,0,2880,0,0,0,,,,,,,,,,,,2554,2014-12-31
0,,,,,,,,,,0,,,,,,174,0,94859,,,,,,,0,0,0,,,0,62571,0,0,0,,,,,,,,,,,,2732,2014-12-31
0,,,,,,,,,,0,,,,,,550,0,14115,,,,,,,14122,0,0,,,0,4817,4000,0,0,,,,,,,,,,,,2750,2014-12-31
0,,,,,,,,,,34,,,,,,6039,800,109066,,,,,,,112954,0,0,,,494,0,3,0,0,,,,,,,,,,,,3177,2014-12-31
0,,,,,,,,,,0,,,,,,725,656,69579,,,,,,,4500,0,0,,,656,17235,0,0,0,,,,,,,,,,,,3252,2014-12-31
0,,,,,,,,,,0,,,,,,192,2385,11295,,,,,,,0,0,0,,,2385,0,0,0,6875,,,,,,,,,,,,3458,2014-12-31
0,,,,,,,,,,5890,,,,,,221,172,52519,,,,,,,0,0,0,,,172,8618,0,0,2773,,,,,,,,,,,,3720,2014-12-31
0,,,,,,,,,,0,,,,,,2009,0,69114,,,,,,,31001,0,0,,,0,0,1000,0,0,,,,,,,,,,,,3971,2014-12-31
0,,,,,,,,,,256,,,,,,682,0,43021,,,,,,,15000,0,0,,,0,19241,0,0,1711,,,,,,,,,,,,4156,2014-12-31
0,,,,,,,,,,0,,,,,,0,0,48950,,,,,,,0,0,0,,,0,14135,0,0,0,,,,,,,,,,,,4231,2014-12-31
0,,,,,,,,,,0,,,,,,372,0,86855,,,,,,,2170,0,0,,,0,17594,0,0,2362,,,,,,,,,,,,4437,2014-12-31
0,,,,,,,,,,0,,,,,,1134,0,74734,,,,,,,22000,0,0,,,0,24089,0,0,7960,,,,,,,,,,,,4839,2014-12-31
0,,,,,,,,,,1214,,,,,,0,0,35819,,,,,,,0,0,0,,,0,16973,4972,0,0,,,,,,,,,,,,5069,2014-12-31
0,,,,,,,,,,3600,,,,,,1189,0,25796,,,,,,,17705,0,0,,,0,4067,0,0,0,,,,,,,,,,,,5135,2014-12-31
0,,,,,,,,,,0,,,,,,3930,73346,117165,,,,,,,79500,0,0,,,0,35445,1044,0,45699,,,,,,,,,,,,5210,2014-12-31
0,,,,,,,,,,1505,,,,,,2227,0,136510,,,,,,,15750,0,0,,,0,59771,0,0,0,,,,,,,,,,,,5461,2014-12-31
0,,,,,,,,,,0,,,,,,398,0,39457,,,,,,,0,0,0,,,0,24922,0,0,0,,,,,,,,,,,,5751,2014-12-31
0,,,,,,,,,,0,,,,,,79,0,11150,,,,,,,0,0,0,,,0,269,7,0,0,,,,,,,,,,,,6039,2014-12-31
0,,,,,,,,,,0,,,,,,0,21743,0,,,,,,,0,0,0,,,12036,0,0,0,0,,,,,,,,,,,,6141,2014-12-31
0,,,,,,,,,,0,,,,,,414,0,30713,,,,,,,0,0,0,,,0,5638,0,0,0,,,,,,,,,,,,6329,2014-12-31
0,,,,,,,,,,0,,,,,,0,0,380688,,,,,,,0,257,0,,,0,70465,9215,0,0,,,,,,,,,,,,7009,2014-12-31
0,,,,,,,,,,0,,,,,,829,0,99484,,,,,,,0,0,0,,,0,36397,0,0,0,,,,,,,,,,,,7045,2014-12-31
0,,,,,,,,,,0,,,,,,1345,9426,4921,,,,,,,7000,0,0,,,1229,396,0,0,0,,,,,,,,,,,,7072,2014-12-31
0,,,,,,,,,,1505,,,,,,23,300,18605,,,,,,,0,0,0,,,300,11343,0,0,0,,,,,,,,,,,,7157,2014-12-31
0,,,,,,,,,,0,,,,,,575,0,14924,,,,,,,4334,0,0,,,0,13067,0,0,0,,,,,,,,,,,,7456,2014-12-31
0,,,,,,,,,,0,,,,,,89,4,13290,,,,,,,750,0,0,,,0,5197,0,0,0,,,,,,,,,,,,7634,2014-12-31
0,,,,,,,,,,0,,,,,,1221,0,8598,,,,,,,12600,0,0,,,0,2152,0,0,0,,,,,,,,,,,,8033,2014-12-31
0,,,,,,,,,,0,,,,,,21,0,104025,,,,,,,0,0,0,,,0,16629,0,0,0,,,,,,,,,,,,8462,2014-12-31
0,,,,,,,,,,0,,,,,,68,0,12403,,,,,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,8631,2014-12-31
0,,,,,,,,,,0,,,,,,484,0,63146,,,,,,,0,0,0,,,0,0,970,0,0,,,,,,,,,,,,9357,2014-12-31
0,,,,,,,,,,0,,,,,,1985,24765,26683,,,,,,,44049,0,0,,,24765,2976,5871,0,0,,,,,,,,,,,,9553,2014-12-31
59954,,,,,,,,,,0,,,,,,17596,365803,61174,,,,,,,240000,0,0,,,181746,44060,0,0,44609,,,,,,,,,,,,9807,2014-12-31
0,,,,,,,,,,986,,,,,,771,0,31215,,,,,,,13654,0,0,,,0,21916,0,0,0,,,,,,,,,,,,9955,2014-12-31
0,,,,,,,,,,825,,,,,,866,0,80936,,,,,,,0,0,0,,,0,16540,0,0,0,,,,,,,,,,,,10250,2014-12-31
3981,,,,,,,,,,0,,,,,,549,30180,49404,,,,,,,0,0,0,,,0,1593,0,0,0,,,,,,,,,,,,10849,2014-12-31
0,,,,,,,,,,0,,,,,,900,0,19152,,,,,,,15144,0,0,,,0,10874,0,0,0,,,,,,,,,,,,11145,2014-12-31
5002,,,,,,,,,,0,,,,,,7047,56181,8142,,,,,,,140735,0,0,,,18152,0,0,0,35813,,,,,,,,,,,,11275,2014-12-31
0,,,,,,,,,,0,,,,,,3235,0,120544,,,,,,,20000,0,0,,,0,51676,0,0,0,,,,,,,,,,,,11640,2014-12-31
0,,,,,,,,,,0,,,,,,479,0,46609,,,,,,,7000,0,0,,,0,3858,0,0,0,,,,,,,,,,,,11837,2014-12-31
0,,,,,,,,,,0,,,,,,7740,3599,14143,,,,,,,0,0,0,,,2789,0,0,0,0,,,,,,,,,,,,12030,2014-12-31
0,,,,,,,,,,0,,,,,,691,795,73565,,,,,,,3000,0,0,,,751,25476,0,0,0,,,,,,,,,,,,12142,2014-12-31
0,,,,,,,,,,524,,,,,,725,92,852,,,,,,,1347,0,0,,,0,0,10,0,0,,,,,,,,,,,,12179,2014-12-31
0,,,,,,,,,,4936,,0,0,0,75970,331560,3379905,9024960,,0,66111039,,401052,59253216,4583216,229292,144277,210562,336413,7982,1868469,,0,593096,182531,502338,2978830,4820362,0,1403448,0,3316,,,,12311,2014-12-31
0,,,,,,,,,,0,,,,,,310,12316,0,,,,,,,0,0,0,,,11341,0,0,0,0,,,,,,,,,,,,12647,2014-12-31
0,,,,,,,,,,0,,,,,,29,850,0,,,,,,,0,0,0,,,650,0,0,0,0,,,,,,,,,,,,12656,2014-12-31
0,,,,,,,,,,0,,,,,,690,2000,0,,,,,,,438,0,0,,,0,0,0,0,0,,,,,,,,,,,,12937,2014-12-31
0,,,,,,,,,,0,,,,,,3456,0,154966,,,,,,,1162,0,0,,,0,87897,1367,0,0,,,,,,,,,,,,12946,2014-12-31
0,,,,,,,,,,0,,,,,,223,225,3,,,,,,,2070,0,0,,,225,0,0,0,0,,,,,,,,,,,,12955,2014-12-31
0,,,,,,,,,,0,,,,,,9114,0,286533,,,,,,,154193,0,0,,,0,5289,92726,0,0,,,,,,,,,,,,13103,2014-12-31
