RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
16828,16737,0,0,240,0,0,16737,0,0,-282,37,2010-12-31
4311,4277,0,0,351,0,0,4277,0,0,-140,242,2010-12-31
23161,22441,0,0,0,0,0,22441,1,0,-14,279,2010-12-31
995,1008,0,0,5,0,0,1008,0,0,-26,354,2010-12-31
3411,3245,0,0,357,0,0,3245,0,0,-11,457,2010-12-31
29036,27985,0,0,1053,0,0,27985,0,0,-410,505,2010-12-31
17630,17043,0,500,0,0,0,17043,0,0,-196,1155,2010-12-31
20544,19343,0,0,1161,0,0,19343,0,0,61,1351,2010-12-31
46628,45434,0,0,4183,0,0,45434,0,0,-3113,1454,2010-12-31
5296,5063,0,0,360,0,0,5063,200,0,-33,1557,2010-12-31
42531,42004,0,0,2600,0,0,42004,0,0,107,1669,2010-12-31
41280,40570,0,0,2185,0,0,40570,0,0,-200,1829,2010-12-31
18809,15041,0,0,0,0,-10,15031,0,0,4672,1856,2010-12-31
19657,18670,0,0,133,0,0,18670,0,0,345,2040,2010-12-31
13026,12665,0,0,1593,0,0,12665,0,0,-236,2161,2010-12-31
395916,194275,0,200816,0,0,0,194275,-6279,0,-6444,2376,2010-12-31
1119,1129,0,0,120,0,0,1129,0,0,0,2554,2010-12-31
73967,72224,0,0,926,0,0,72224,0,0,-683,2732,2010-12-31
5154,5206,0,0,233,0,0,5206,-30,0,-258,2750,2010-12-31
18395,17434,0,0,2110,0,0,17434,0,0,-150,3252,2010-12-31
3039,2984,0,0,80,0,36,3020,0,0,-35,3458,2010-12-31
27082,25940,0,0,720,0,0,25940,0,0,-157,3720,2010-12-31
8599,9874,0,0,370,0,0,9874,0,0,0,3953,2010-12-31
17291,16197,0,1411,0,0,0,16197,0,0,-4,4138,2010-12-31
18876,18009,0,0,75,0,0,18009,0,0,-429,4156,2010-12-31
13825,14252,0,0,126,0,0,14252,0,0,-563,4231,2010-12-31
25456,24093,0,0,369,0,0,24093,0,0,134,4437,2010-12-31
29887,26073,0,2100,1181,0,0,26073,0,0,55,4839,2010-12-31
23774,27918,0,0,0,0,0,27918,0,0,867,5005,2010-12-31
124832,102203,0,0,12456,0,855,103058,0,0,-110,5069,2010-12-31
36997,34844,0,0,510,0,0,34844,0,0,59,5135,2010-12-31
80682,76086,0,0,4506,0,0,76086,0,0,1444,5210,2010-12-31
29515,30130,0,0,800,0,0,30130,0,0,-1816,5331,2010-12-31
45833,43633,0,0,2525,0,0,43633,0,0,-501,5461,2010-12-31
25007,23845,0,0,1596,0,0,23845,0,0,403,5751,2010-12-31
8700,8483,0,0,0,0,0,8483,0,0,11,6039,2010-12-31
4805,4552,0,0,120,0,0,4552,0,0,0,6141,2010-12-31
34181,35344,0,4000,0,0,0,35344,0,0,-37,6329,2010-12-31
80829,86602,0,30358,0,0,0,86602,0,0,-1550,6972,2010-12-31
50138,49327,0,0,3900,0,0,49327,0,0,-942,7009,2010-12-31
14453,14082,0,0,519,0,0,14082,0,0,-220,7045,2010-12-31
4012,4363,0,0,72,0,0,4363,0,0,-91,7157,2010-12-31
4801,4691,0,0,531,0,0,4691,0,0,79,7456,2010-12-31
3466,3763,0,0,0,0,0,3763,0,0,-56,7634,2010-12-31
14734,13647,0,0,400,0,-65,13582,0,0,-91,8033,2010-12-31
14230,14551,0,0,1464,0,0,14551,0,0,-760,8462,2010-12-31
6361,6399,0,0,300,0,0,6399,0,0,-106,8631,2010-12-31
66733,59748,0,2814,4918,0,0,59748,0,0,-66,9357,2010-12-31
8249,8404,0,0,1017,0,0,8404,0,0,-21,9553,2010-12-31
213031,195878,0,0,0,0,0,195878,0,0,3037,9807,2010-12-31
12184,11496,0,0,355,0,0,11496,0,0,21,9955,2010-12-31
29697,41704,0,0,0,0,0,41704,0,0,-427,10250,2010-12-31
22428,26800,0,878,0,0,0,26800,0,0,-378,10849,2010-12-31
37142,35913,0,0,8000,0,4311,40224,0,0,4,10858,2010-12-31
16726,16573,0,0,680,0,0,16573,0,0,-168,11145,2010-12-31
29272,27761,0,0,1755,0,0,27761,0,0,-197,11640,2010-12-31
10231,10507,0,0,0,0,0,10507,0,0,-308,11837,2010-12-31
34565,33309,0,0,500,0,0,33309,0,0,14,12030,2010-12-31
18983,18848,0,0,975,0,0,18848,0,0,-264,12142,2010-12-31
13041,12708,0,0,83,0,0,12708,0,0,-209,12245,2010-12-31
3515597,2820868,0,385068,0,0,-6070,2814798,0,0,-29230,12311,2010-12-31
9346,8819,0,564,749,0,0,8819,0,0,0,12647,2010-12-31
1333,1240,0,0,0,0,0,1240,0,0,0,12656,2010-12-31
31851,33035,0,0,300,0,-2093,30942,0,0,26,12937,2010-12-31
65766,65707,0,0,3700,0,0,65707,0,0,-2774,12946,2010-12-31
12787,12219,0,0,1004,0,0,12219,0,0,0,12955,2010-12-31
24618,24434,0,0,920,0,0,24434,0,0,-506,13037,2010-12-31
172274,160978,0,0,58,0,0,160978,0,0,4555,13103,2010-12-31
3765,3637,0,0,115,0,0,3637,0,0,-37,13251,2010-12-31
5696,5401,0,102,0,0,0,5401,0,0,-20,13457,2010-12-31
6485,6621,0,0,150,0,0,6621,0,0,-76,14052,2010-12-31
14056,13239,0,0,886,0,0,13239,0,0,-82,14155,2010-12-31
3419,2641,0,0,0,0,0,2641,0,0,749,14454,2010-12-31
2649,2763,0,0,499,0,0,2763,0,0,0,14650,2010-12-31
3388,3280,0,0,0,88,0,3280,0,0,-98,14753,2010-12-31
26265,24032,0,0,184,0,0,24032,856,0,-523,14865,2010-12-31
7533,7286,0,0,0,0,0,7286,0,0,30,14977,2010-12-31
32632,31593,0,0,980,0,0,31593,0,0,231,16458,2010-12-31
16936,16256,0,0,600,0,0,16256,0,0,-121,16551,2010-12-31
6173,5760,0,0,119,0,0,5760,0,0,-17,16748,2010-12-31
3983,4134,0,0,180,0,0,4134,0,0,59,16944,2010-12-31
4757,5209,0,0,198,0,0,5209,0,0,-436,16953,2010-12-31
17229,15761,0,0,1000,0,0,15761,0,0,0,17110,2010-12-31
556847,525365,4546,12500,2300,0,0,525365,744,0,-2405,17147,2010-12-31
7024,7151,0,0,789,0,0,7151,0,0,-317,17259,2010-12-31
81462,88750,0,0,0,0,2991,91741,0,0,-307,17464,2010-12-31
24843,23411,0,0,595,0,0,23411,0,0,-390,17950,2010-12-31
38278,37632,0,0,3534,0,0,37632,0,0,-612,18050,2010-12-31
18696,17683,0,0,219,0,0,17683,0,0,-60,18135,2010-12-31
3133,2837,0,0,0,0,0,2837,0,0,-5,18377,2010-12-31
38723,38895,0,0,2332,0,0,38895,0,0,-555,18827,2010-12-31
13128,13642,0,0,690,0,0,13642,0,0,-77,18836,2010-12-31
10733,8808,0,0,0,0,0,8808,0,0,-98,18854,2010-12-31
923,1155,0,0,0,0,0,1155,0,0,25,18957,2010-12-31
7810,7994,0,0,540,0,-12,7982,0,0,-223,19356,2010-12-31
224442,252323,0,0,0,0,0,252323,0,0,-814,19730,2010-12-31
20706,18460,0,2625,291,0,0,18460,0,0,-141,19936,2010-12-31
12536,11873,0,0,0,0,0,11873,0,0,0,19972,2010-12-31
7834,7961,0,0,0,0,0,7961,0,0,-146,20053,2010-12-31
4277,15054,0,0,0,0,0,15054,543,0,0,20370,2010-12-31
9184,9072,0,0,406,0,0,9072,0,0,-365,20512,2010-12-31
24889,24614,0,0,505,0,0,24614,0,0,-811,20633,2010-12-31
15875,15249,0,0,1052,0,0,15249,0,0,-800,20857,2010-12-31
1021,1044,0,0,0,0,0,1044,0,0,-1,21256,2010-12-31
2403,2319,0,0,166,0,0,2319,0,0,-24,21359,2010-12-31
8176,8326,0,0,933,0,0,8326,0,0,-363,21630,2010-12-31
14061,13888,0,0,904,0,0,13888,0,0,-292,21658,2010-12-31
18334,18003,0,0,590,0,0,18003,0,0,-171,22048,2010-12-31
40322,31364,0,8000,1500,0,0,31364,0,0,351,22356,2010-12-31
10166,10187,0,0,900,0,0,10187,0,0,-91,22459,2010-12-31
12955,12279,0,0,210,0,0,12279,0,0,-43,22543,2010-12-31
4978,4690,0,0,450,0,0,4690,0,0,-15,22552,2010-12-31
11984,11746,0,0,329,0,0,11746,0,0,-85,22730,2010-12-31
19024,23719,0,1432,0,0,0,23719,0,0,3,22936,2010-12-31
7951,7736,0,0,248,0,0,7736,0,0,-147,22954,2010-12-31
6702,7777,0,0,155,0,0,7777,0,0,-1106,23045,2010-12-31
84642,196579,0,1750,0,0,0,196579,0,0,2244,23241,2010-12-31
9790,9393,0,0,990,0,0,9393,0,0,114,23456,2010-12-31
79118,71549,0,0,1700,0,0,71549,881,0,-1755,23504,2010-12-31
11778,28140,0,0,4000,0,0,28140,0,0,-92,23540,2010-12-31
14214,14007,0,0,2156,0,0,14007,0,0,-525,23643,2010-12-31
14117,13881,0,0,434,0,0,13881,0,0,-378,23755,2010-12-31
104381,102384,0,0,0,0,0,102384,0,0,-1252,24006,2010-12-31
15922,34078,0,4500,0,0,0,34078,56,0,-27,24453,2010-12-31
4403,4396,0,0,300,0,0,4396,0,0,-7,24659,2010-12-31
19571,18980,0,0,661,0,5,18985,0,0,-468,24668,2010-12-31
923,905,0,0,0,0,0,905,0,0,0,24855,2010-12-31
71652,74158,0,0,0,0,0,74158,0,0,-33,24949,2010-12-31
10959,11396,0,0,308,0,0,11396,0,0,-225,25357,2010-12-31
3426,4834,0,0,0,0,0,4834,0,0,10,25647,2010-12-31
7085,6910,0,0,160,0,0,6910,0,0,-80,26149,2010-12-31
54434,55936,0,0,7786,0,0,55936,0,0,572,26242,2010-12-31
3068,2972,0,0,100,0,0,2972,0,0,-9,26457,2010-12-31
21385,22242,0,8450,0,0,0,22242,0,0,282,26765,2010-12-31
36222,40130,0,0,0,0,0,40130,0,0,0,26859,2010-12-31
52133,49867,0,0,880,0,0,49867,0,0,-196,27548,2010-12-31
26301,25098,0,0,1917,0,0,25098,0,0,-690,27614,2010-12-31
44237,41776,0,0,2513,0,0,41776,0,0,-1220,27847,2010-12-31
6569,6203,0,0,915,0,0,6203,0,0,5,28152,2010-12-31
19151,12925,0,4922,182,0,0,12925,0,0,-149,28255,2010-12-31
18075,15495,0,2875,545,0,0,15495,0,0,-514,28349,2010-12-31
144304,127369,0,0,0,0,0,127369,0,0,-12277,28406,2010-12-31
4569,4736,0,0,0,0,0,4736,0,0,41,28572,2010-12-31
8099,8096,0,0,10,0,0,8096,0,0,-184,28732,2010-12-31
122129,104144,0,8000,500,0,0,104144,58,0,2989,29104,2010-12-31
74720,73370,0,0,4654,0,0,73370,0,0,-1328,29636,2010-12-31
10033,8608,0,0,950,0,0,8608,0,0,29,29953,2010-12-31
2812,2627,0,0,0,0,0,2627,0,0,0,30052,2010-12-31
14972,29390,0,0,0,0,0,29390,0,0,360,30258,2010-12-31
39712,37204,0,0,0,0,0,37204,0,0,2582,30418,2010-12-31
69309,64660,0,0,1390,0,0,64660,0,0,874,30502,2010-12-31
13204,13210,0,0,0,0,364,13574,0,0,57,30650,2010-12-31
6082183,5242519,0,275000,125000,0,0,5242519,0,0,-27465,30810,2010-12-31
14399,13558,0,0,243,0,0,13558,0,0,-77,31134,2010-12-31
34936,31619,0,0,645,0,0,31619,0,0,37,31255,2010-12-31
10916,10031,0,0,1215,0,0,10031,0,0,0,31657,2010-12-31
35876,35481,0,0,1831,0,0,35481,0,0,290,31826,2010-12-31
11494,10375,0,0,350,0,266,10641,0,0,252,31835,2010-12-31
11555,11034,0,0,83,0,0,11034,0,0,190,32234,2010-12-31
4642,4442,0,0,0,0,0,4442,0,0,0,32766,2010-12-31
33647,31229,0,0,400,0,0,31229,0,0,55,33147,2010-12-31
47944,52944,0,0,0,0,0,52944,893,0,-361,33259,2010-12-31
11212,11732,0,0,740,0,0,11732,0,0,-1089,33268,2010-12-31
24525,30515,0,0,0,0,0,30515,570,0,-988,33727,2010-12-31
4315,4065,0,0,0,0,0,4065,0,0,-22,33754,2010-12-31
3060,3055,-2,0,241,0,0,3055,0,0,-83,33839,2010-12-31
13739,10375,0,2750,0,0,0,10375,0,0,486,33857,2010-12-31
27581,36545,0,0,0,0,0,36545,0,0,-431,34153,2010-12-31
6061,5831,0,0,187,0,0,5831,0,0,-3,34359,2010-12-31
26367,25843,0,0,0,0,0,25843,0,0,58,34425,2010-12-31
19612,17951,0,0,813,0,0,17951,0,0,-28,34434,2010-12-31
10208,10583,0,0,1230,0,0,10583,0,0,-390,34452,2010-12-31
198888,191719,0,38000,0,0,0,191719,493,0,-175,34537,2010-12-31
20254,19566,0,0,1252,0,0,19566,0,0,-400,34555,2010-12-31
23177,22185,0,0,0,0,0,22185,0,0,-34,34742,2010-12-31
1793,2402,0,0,0,0,0,2402,0,0,69,34836,2010-12-31
9606,9224,0,0,507,0,-9,9215,0,0,-185,35057,2010-12-31
16696816,14668018,0,-16650,1400000,0,26515,14694533,0,0,1534927,35301,2010-12-31
818820,758080,0,6595,10000,0,0,758080,0,0,2240,35570,2010-12-31
11174,10862,0,0,311,0,0,10862,0,0,5,35646,2010-12-31
11299,9963,0,0,217,0,0,9963,0,0,-3,35842,2010-12-31
114665,105757,0,0,4924,0,0,105757,0,0,-38,36054,2010-12-31
41683,37656,0,0,2338,0,0,37656,0,0,1501,36344,2010-12-31
9022,8735,0,0,875,0,0,8735,0,0,224,36456,2010-12-31
21392,21202,0,0,3000,0,0,21202,0,0,-666,36858,2010-12-31
6678,8672,0,0,0,0,0,8672,0,0,-22,36933,2010-12-31
6816,6624,0,0,181,0,0,6624,0,0,-15,37051,2010-12-31
3422,2927,0,3,90,0,23,2950,0,0,0,37341,2010-12-31
15764,13505,0,0,0,0,0,13505,0,0,96,37378,2010-12-31
97775,89974,0,0,7750,0,0,89974,0,0,-615,37435,2010-12-31
135879,135491,0,0,14000,0,0,135491,0,0,-457,37640,2010-12-31
4065,3917,0,0,550,0,0,3917,0,0,-9,37659,2010-12-31
8228,8184,0,0,0,0,0,8184,0,0,-60,37743,2010-12-31
16144,14808,0,0,1400,0,0,14808,0,0,-1015,37949,2010-12-31
18597,29726,0,1588,0,0,0,29726,0,0,-112,38535,2010-12-31
16422,16308,0,0,435,0,0,16308,0,0,-157,38740,2010-12-31
69825,67455,0,0,2731,0,0,67455,0,0,-4,39327,2010-12-31
120777,118053,0,0,1000,0,0,118053,0,0,-616,39420,2010-12-31
191745,63113,-56613,185000,0,0,0,63113,0,0,-290,39475,2010-12-31
36957,36334,0,0,3300,0,0,36334,0,0,-1117,39756,2010-12-31
7530,5321,0,0,180,0,0,5321,0,0,1796,40033,2010-12-31
7019,6702,0,0,0,0,0,6702,0,0,-37,40350,2010-12-31
20793,20442,0,0,609,0,0,20442,0,0,-61,40707,2010-12-31
5904,5431,0,0,239,0,0,5431,0,0,-28,40855,2010-12-31
3941,3723,0,0,0,0,0,3723,0,0,-22,41245,2010-12-31
13100,13058,0,0,1050,0,0,13058,0,0,-110,41553,2010-12-31
16043,14384,0,0,260,0,0,14384,0,0,-75,41629,2010-12-31
4569,4453,0,0,413,0,0,4453,0,0,7,41759,2010-12-31
17142,16184,0,0,384,0,0,16184,0,0,-376,41825,2010-12-31
5120,5319,0,0,364,0,0,5319,0,0,-227,41937,2010-12-31
3175,3432,0,0,387,0,0,3432,0,0,-63,41955,2010-12-31
8251,8120,0,0,130,0,0,8120,0,0,-191,42037,2010-12-31
6811,6835,0,0,0,0,0,6835,0,0,-216,42055,2010-12-31
15748,15260,0,0,1600,0,0,15260,0,0,135,42354,2010-12-31
704760,599900,0,70078,2946,0,0,599900,0,0,2868,42420,2010-12-31
72098,69625,0,0,4799,0,0,69625,0,0,-1044,42448,2010-12-31
5199,5310,0,0,300,0,0,5310,0,0,0,42457,2010-12-31
11223,10197,0,0,0,0,0,10197,0,0,117,43052,2010-12-31
1206,1012,0,520,22,0,0,1012,0,0,-42,43351,2010-12-31
2982,3001,0,0,89,0,0,3001,0,0,-142,43454,2010-12-31
38446,40722,0,0,0,0,0,40722,0,0,-922,43511,2010-12-31
11461,7710,0,7375,0,0,0,7710,0,0,-2,43744,2010-12-31
4772,4920,0,0,41,0,0,4920,0,0,-151,43856,2010-12-31
13223,12805,0,0,600,0,0,12805,0,0,-463,43959,2010-12-31
27223,26909,0,0,600,0,0,26909,0,0,-803,44040,2010-12-31
22478,25714,0,0,0,0,0,25714,4680,-2,420,44433,2010-12-31
30476,32643,0,0,1008,0,0,32643,0,0,386,44741,2010-12-31
14529,13659,0,0,217,0,0,13659,0,0,599,44750,2010-12-31
15526,15423,0,0,613,0,0,15423,0,0,-5,44929,2010-12-31
11256,10766,0,0,764,0,0,10766,14,0,-195,45038,2010-12-31
17864,17082,0,0,1357,0,0,17082,0,0,264,45047,2010-12-31
8682,10750,0,0,2705,0,0,10750,0,0,166,45056,2010-12-31
14626,14078,0,0,280,0,0,14078,0,0,-65,45430,2010-12-31
1015,1000,0,0,6,0,18,1018,0,0,-12,45458,2010-12-31
58157,54139,0,0,2000,0,0,54139,0,0,-298,45551,2010-12-31
70898,62107,0,3707,4324,0,0,62107,0,0,-1838,45560,2010-12-31
12834,12072,0,0,0,0,-52,12020,0,0,0,45775,2010-12-31
19354,18809,0,0,400,0,0,18809,0,0,573,46053,2010-12-31
17945,17311,0,0,950,0,0,17311,0,0,-98,46941,2010-12-31
1788,1782,0,0,25,0,-41,1741,0,0,0,47153,2010-12-31
23785,23683,0,0,0,0,0,23683,0,0,-382,47247,2010-12-31
4431,4662,0,0,0,0,0,4662,0,0,34,47256,2010-12-31
8132,7973,0,0,90,0,0,7973,0,0,-34,47452,2010-12-31
44397,42932,0,0,0,0,0,42932,0,0,318,47500,2010-12-31
8274,7381,0,500,113,0,0,7381,0,0,-207,48057,2010-12-31
2944,2742,0,0,0,0,0,2742,0,0,-19,48150,2010-12-31
63914,57153,0,0,11001,0,0,57153,150,0,557,48374,2010-12-31
6638,6284,0,0,263,0,0,6284,0,0,-53,48440,2010-12-31
25822,28932,0,11900,0,0,0,28932,0,0,22,48730,2010-12-31
26519,27859,0,331,0,0,0,27859,0,0,-101,49054,2010-12-31
12385,12356,0,0,761,0,0,12356,0,0,-215,49148,2010-12-31
44663,40147,264,0,701,0,0,40147,0,0,-80,49241,2010-12-31
12932,13007,0,0,446,0,0,13007,0,0,67,49344,2010-12-31
6673,6410,0,0,120,0,0,6410,0,0,0,49643,2010-12-31
12988,12337,0,0,336,0,0,12337,0,0,-135,49652,2010-12-31
94132,95365,0,0,1458,0,0,95365,0,0,-1258,49821,2010-12-31
9175,10110,0,0,0,0,0,10110,0,0,-33,49858,2010-12-31
7797,7684,0,0,475,0,0,7684,0,0,-95,49951,2010-12-31
9468,9068,0,0,135,0,0,9068,0,0,0,50144,2010-12-31
23154,22526,0,0,0,0,0,22526,-172,0,-2,50461,2010-12-31
5032,5383,0,0,300,0,0,5383,0,0,50,50546,2010-12-31
5166,4771,0,0,1000,0,0,4771,0,0,67,50854,2010-12-31
13792,8185,-8185,14500,0,0,0,8185,23,0,0,50957,2010-12-31
29408,27420,0,0,0,0,0,27420,0,0,-178,51253,2010-12-31
13061,12866,0,0,689,0,0,12866,0,0,-60,51356,2010-12-31
19017,18765,0,0,1500,0,0,18765,0,0,-1008,51459,2010-12-31
4782,4638,0,0,198,0,0,4638,0,0,50,51730,2010-12-31
24499,22475,0,308,163,0,0,22475,0,0,-91,51842,2010-12-31
5226,5272,0,0,183,0,0,5272,0,0,-583,52410,2010-12-31
268662,258367,0,0,0,240,0,258367,0,0,0,52719,2010-12-31
10387,9367,0,0,0,0,0,9367,0,0,-175,52951,2010-12-31
8229,8174,0,0,100,0,2,8176,0,0,0,53015,2010-12-31
219286,130388,83029,0,0,0,0,130388,0,0,-1487,53033,2010-12-31
8247,7944,0,0,480,0,0,7944,0,0,0,53051,2010-12-31
12841,12108,0,0,216,0,0,12108,0,0,70,53239,2010-12-31
6792,6919,0,0,205,0,0,6919,0,0,-305,53453,2010-12-31
7887,7813,0,0,30,0,0,7813,0,0,-7,53752,2010-12-31
7713,7658,0,0,289,0,0,7658,0,0,-22,54049,2010-12-31
27996,25966,0,0,2000,0,0,25966,0,0,-155,54058,2010-12-31
3261,2959,0,0,425,0,-27,2932,0,0,0,54357,2010-12-31
67485,62344,0,0,0,0,0,62344,0,0,-1967,54375,2010-12-31
13107,12276,0,0,600,0,0,12276,0,0,-205,54441,2010-12-31
29753,30333,0,0,1185,0,0,30333,16,0,-5961,54656,2010-12-31
23311,22245,0,0,155,0,0,22245,0,0,-116,55176,2010-12-31
37325,38000,0,0,2044,0,0,38000,0,0,-1012,55336,2010-12-31
7974,7742,0,0,41,0,0,7742,0,0,-128,55635,2010-12-31
11369,11355,0,0,1000,0,0,11355,0,0,-395,55653,2010-12-31
17325,17815,0,0,2436,0,0,17815,0,0,-278,56258,2010-12-31
89512,83653,0,0,3410,0,0,83653,0,0,-2439,56351,2010-12-31
8887,8700,0,0,78,0,0,8700,0,0,-117,56427,2010-12-31
30202,28396,0,0,150,0,0,28396,0,0,-256,56548,2010-12-31
205940,206490,0,0,0,0,0,206490,1068,0,-952,56557,2010-12-31
49025,45379,0,0,1500,0,0,45379,0,0,-112,56717,2010-12-31
10674,10144,0,0,140,0,0,10144,0,0,-46,57040,2010-12-31
23957,18443,0,5130,0,0,0,18443,0,0,60,57228,2010-12-31
10129,10337,0,0,0,0,0,10337,0,0,-46,57255,2010-12-31
43726,41539,0,0,306,0,0,41539,0,0,-716,57451,2010-12-31
5446,5576,0,0,0,0,-11,5565,0,0,84,57572,2010-12-31
14152,12284,0,0,200,0,0,12284,20,0,-321,57956,2010-12-31
18276,18141,0,0,0,0,0,18141,0,0,-169,58074,2010-12-31
18050,17120,0,0,0,0,0,17120,0,0,7,58207,2010-12-31
21832,19951,0,0,908,0,0,19951,0,0,-136,58225,2010-12-31
204572,415477,0,18606,0,0,0,415477,0,0,-9283,58243,2010-12-31
793,789,0,0,0,0,0,789,0,0,1,58355,2010-12-31
13748,13482,0,0,1600,0,9,13491,0,0,-584,58551,2010-12-31
21988,20463,0,0,1032,0,0,20463,0,0,692,58636,2010-12-31
5225,4978,0,0,0,0,0,4978,0,0,-29,58757,2010-12-31
428733,411283,0,0,1499,0,0,411283,0,0,9870,58971,2010-12-31
66163,62571,0,0,3121,0,0,62571,162,0,-921,59316,2010-12-31
30958,28727,0,0,1245,0,0,28727,0,0,-366,59352,2010-12-31
2477,2450,0,0,0,0,0,2450,0,0,-7,59679,2010-12-31
944,904,0,0,140,0,0,904,0,0,15,59754,2010-12-31
5896234,5640515,0,0,20000,0,0,5640515,0,0,-53527,60143,2010-12-31
43008,39279,0,0,0,0,-6,39273,168,0,1104,60330,2010-12-31
7684,8161,0,0,0,0,0,8161,37,0,-82,60433,2010-12-31
17079,15635,0,0,1270,0,0,15635,0,0,325,60545,2010-12-31
5135,5239,0,0,576,0,0,5239,0,0,-189,60554,2010-12-31
21299,21267,0,0,702,0,0,21267,0,0,-40,60648,2010-12-31
137143,131018,0,6607,0,0,0,131018,0,0,7298,61122,2010-12-31
64434,59942,0,0,2959,0,0,59942,0,0,-797,61355,2010-12-31
11089,10362,0,-200,0,0,0,10362,10,0,-42,61476,2010-12-31
22580,21652,0,0,0,0,0,21652,0,0,-140,61757,2010-12-31
23364,23197,0,0,819,0,0,23197,0,0,-221,61832,2010-12-31
5323,5261,0,0,60,0,0,5261,0,0,-78,61953,2010-12-31
2604,2614,0,0,0,0,0,2614,0,0,-29,62044,2010-12-31
7887,7540,0,0,0,0,0,7540,0,0,-55,62110,2010-12-31
6093,5935,0,0,436,0,0,5935,0,0,139,62147,2010-12-31
14913,14212,0,0,500,0,-54,14158,0,0,-21,63050,2010-12-31
2095609,1910200,0,0,65,0,0,1910200,0,0,39349,63069,2010-12-31
204660,178905,0,338,500,0,0,178905,0,0,-508,63078,2010-12-31
10775,10401,0,0,861,0,0,10401,0,0,-105,63201,2010-12-31
5578,28894,0,0,0,0,709,29603,0,0,525,63359,2010-12-31
67699,64848,0,0,0,0,0,64848,0,0,-282,63573,2010-12-31
37306,34972,0,0,350,0,10,34982,0,0,-1275,63733,2010-12-31
