RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
17412,16828,0,0,120,0,0,16828,0,0,451,37,2011-06-30
4381,4311,0,0,323,0,0,4311,0,0,159,242,2011-06-30
23812,23160,0,0,0,0,0,23160,1,0,88,279,2011-06-30
1018,995,0,0,0,0,0,995,0,0,26,354,2011-06-30
3440,3411,0,0,395,0,0,3411,0,0,0,457,2011-06-30
30160,29035,0,0,511,0,0,29035,0,0,360,505,2011-06-30
18841,17630,0,0,0,0,0,17630,0,0,178,1155,2011-06-30
21336,20544,0,0,690,0,0,20544,0,0,72,1351,2011-06-30
52078,46628,0,0,1800,0,0,46628,0,0,2925,1454,2011-06-30
5585,5296,0,0,126,0,0,5296,0,0,-5,1557,2011-06-30
44334,42531,0,0,0,0,0,42531,0,0,630,1669,2011-06-30
42272,41280,0,0,975,0,0,41280,0,0,590,1829,2011-06-30
23129,18809,0,0,0,0,0,18809,0,0,266,1856,2011-06-30
20661,19657,0,0,0,0,0,19657,0,0,475,2040,2011-06-30
13821,13026,0,0,472,0,0,13026,0,0,270,2161,2011-06-30
417887,395916,0,0,0,0,0,395916,0,927,7724,2376,2011-06-30
1140,1119,0,0,47,0,0,1119,0,0,1,2554,2011-06-30
75115,73967,0,0,463,0,0,73967,0,0,410,2732,2011-06-30
5426,5154,0,0,97,0,0,5154,-166,0,340,2750,2011-06-30
19653,18395,0,0,800,0,0,18395,0,0,335,3252,2011-06-30
3290,3039,0,0,60,0,189,3228,0,0,17,3458,2011-06-30
28392,27082,0,0,240,0,0,27082,0,0,350,3720,2011-06-30
8622,8599,0,0,0,0,0,8599,0,0,0,3953,2011-06-30
20271,18876,0,675,0,0,0,18876,0,0,217,4156,2011-06-30
14620,13825,0,0,0,0,0,13825,0,0,658,4231,2011-06-30
26583,25456,0,0,238,0,0,25456,0,0,560,4437,2011-06-30
31054,29887,0,0,586,0,0,29887,0,0,758,4839,2011-06-30
19885,23774,0,0,0,0,-3200,20574,0,0,377,5005,2011-06-30
132041,124832,0,0,6198,0,0,124832,0,0,645,5069,2011-06-30
38231,36997,0,0,255,0,0,36997,0,0,80,5135,2011-06-30
83631,80682,0,0,2313,0,0,80682,0,0,1146,5210,2011-06-30
34108,29515,0,0,529,0,0,29515,0,0,4391,5331,2011-06-30
47747,45833,0,0,1411,0,0,45833,0,0,947,5461,2011-06-30
26084,25007,0,0,702,0,0,25007,0,0,637,5751,2011-06-30
8888,8700,0,0,0,0,0,8700,0,0,1,6039,2011-06-30
4925,4805,0,0,0,0,0,4805,0,0,0,6141,2011-06-30
33340,34181,0,0,0,0,0,34181,0,0,355,6329,2011-06-30
89405,80829,0,1280,0,0,0,80829,0,0,-138,6972,2011-06-30
52086,50138,0,0,3800,0,0,50138,0,0,-268,7009,2011-06-30
15439,14453,0,0,0,0,0,14453,0,0,469,7045,2011-06-30
4256,4012,0,0,0,0,0,4012,0,0,65,7157,2011-06-30
5061,4801,0,0,222,0,0,4801,0,0,179,7456,2011-06-30
5361,3466,0,2110,0,0,0,3466,0,0,39,7634,2011-06-30
15297,14734,0,0,400,0,0,14734,0,0,138,8033,2011-06-30
16060,14230,0,0,172,0,0,14230,0,0,1006,8462,2011-06-30
6671,6361,0,0,80,0,0,6361,0,0,178,8631,2011-06-30
68615,66733,0,0,795,0,0,66733,0,0,298,9357,2011-06-30
8851,8249,0,0,0,0,0,8249,0,0,66,9553,2011-06-30
234703,213031,0,0,0,0,0,213031,0,0,1656,9807,2011-06-30
12680,12184,0,0,275,0,0,12184,0,0,162,9955,2011-06-30
27716,29697,0,0,0,0,0,29697,0,0,428,10250,2011-06-30
23601,22428,0,0,0,0,0,22428,0,0,773,10849,2011-06-30
39478,37142,0,0,0,0,0,37142,0,0,418,10858,2011-06-30
17046,16726,0,0,320,0,0,16726,0,0,176,11145,2011-06-30
32070,29272,0,0,0,0,0,29272,0,0,892,11640,2011-06-30
11325,10230,0,0,0,0,0,10230,0,0,903,11837,2011-06-30
36779,34565,0,0,0,0,0,34565,0,0,17,12030,2011-06-30
20171,18983,0,0,0,0,0,18983,0,0,572,12142,2011-06-30
13569,13041,0,0,72,0,0,13041,0,0,237,12245,2011-06-30
3846588,3515597,0,-2526,0,0,0,3515597,0,0,74618,12311,2011-06-30
9775,9440,0,0,189,0,0,9440,0,0,0,12647,2011-06-30
1388,1333,0,0,0,0,0,1333,0,0,0,12656,2011-06-30
32470,31851,0,0,150,0,0,31851,0,0,0,12937,2011-06-30
70457,65766,0,0,1700,0,0,65766,0,0,1806,12946,2011-06-30
11591,12788,0,0,905,0,0,12788,0,0,0,12955,2011-06-30
179235,172274,0,0,43,0,0,172274,0,0,2617,13103,2011-06-30
3902,3765,0,0,205,0,0,3765,0,0,28,13251,2011-06-30
5920,5696,0,0,0,0,4,5700,0,0,40,13457,2011-06-30
6543,6485,0,0,0,0,0,6485,0,0,37,14052,2011-06-30
14040,14056,0,0,1055,0,0,14056,0,0,122,14155,2011-06-30
2852,2649,0,0,0,0,0,2649,0,0,1,14650,2011-06-30
3499,3388,0,0,0,44,0,3388,0,0,100,14753,2011-06-30
27349,26265,0,0,0,0,0,26265,0,0,125,14865,2011-06-30
7606,7534,0,0,0,0,0,7534,0,0,8,14977,2011-06-30
34274,32632,0,0,311,0,0,32632,0,0,993,16458,2011-06-30
20872,16936,0,3000,0,0,0,16936,0,0,322,16551,2011-06-30
6382,6173,0,0,59,0,0,6173,0,0,6,16748,2011-06-30
4137,3983,0,0,90,0,0,3983,0,0,158,16944,2011-06-30
5120,4757,0,0,149,0,0,4757,0,0,412,16953,2011-06-30
19061,17229,0,0,0,0,0,17229,0,0,0,17110,2011-06-30
577209,556847,0,0,0,0,0,556847,428,0,4640,17147,2011-06-30
7453,7024,0,0,357,0,0,7024,0,0,274,17259,2011-06-30
219681,81462,0,150400,0,0,0,81462,0,0,917,17464,2011-06-30
26765,24843,0,0,264,0,0,24843,0,0,1179,17950,2011-06-30
40911,38278,0,0,1075,0,0,38278,0,0,1091,18050,2011-06-30
19799,18696,0,0,438,0,0,18696,0,0,905,18135,2011-06-30
3402,3133,0,0,0,0,0,3133,0,0,24,18377,2011-06-30
40322,38723,0,0,1000,0,0,38723,0,0,863,18827,2011-06-30
13312,13128,0,0,0,0,0,13128,0,0,51,18836,2011-06-30
20439,10733,0,1000,3500,0,0,10733,0,0,61,18854,2011-06-30
876,923,0,0,0,0,0,923,0,0,69,18957,2011-06-30
8504,7810,0,0,0,0,-23,7787,0,0,389,19356,2011-06-30
224889,224442,0,0,0,0,0,224442,0,0,370,19730,2011-06-30
