RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
16092,14813,0,0,120,0,0,14813,0,0,1081,37,2019-06-30
5053,4879,0,0,412,0,0,4879,0,0,252,242,2019-06-30
30357,29673,0,0,0,0,0,29673,1,0,347,279,2019-06-30
1390,1338,0,0,0,0,0,1338,0,0,7,354,2019-06-30
4377,5407,0,0,1555,0,0,5407,0,0,0,457,2019-06-30
50036,47008,0,0,245,0,0,47008,0,0,1075,505,2019-06-30
23916,22423,0,0,1250,0,0,22423,0,0,467,1155,2019-06-30
26409,25768,0,0,534,0,0,25768,0,0,126,1351,2019-06-30
93803,81199,0,0,2600,0,0,81199,0,0,9739,1454,2019-06-30
48777,45925,0,0,0,0,0,45925,0,0,895,1669,2019-06-30
14414,13231,0,0,450,0,0,13231,0,0,1318,1856,2019-06-30
24699,23255,0,0,600,0,0,23255,0,0,417,2040,2019-06-30
16937,16515,0,0,648,0,0,16515,0,0,249,2161,2019-06-30
485138,506101,0,0,40200,0,0,506101,0,1481,-7291,2376,2019-06-30
97736,95079,0,0,600,0,0,95079,0,0,491,2732,2019-06-30
7330,7187,0,0,429,0,0,7187,-2,0,156,2750,2019-06-30
27625,25457,0,0,600,0,0,25457,0,0,946,3252,2019-06-30
5147,4884,0,0,0,0,0,4884,0,0,59,3458,2019-06-30
40607,37239,0,0,288,0,0,37239,0,0,1714,3720,2019-06-30
103703,102386,-43,0,2500,0,0,102386,0,0,690,3971,2019-06-30
23597,22611,0,0,513,0,0,22611,0,0,753,4156,2019-06-30
17941,16297,0,0,0,0,0,16297,0,0,1057,4231,2019-06-30
202510,196656,0,0,5186,0,0,196656,0,0,1418,5069,2019-06-30
75022,71303,0,0,433,0,0,71303,0,0,665,5135,2019-06-30
168160,156651,0,0,3383,0,0,156651,0,0,2925,5210,2019-06-30
66733,61332,0,0,2794,0,0,61332,0,0,3755,5461,2019-06-30
36543,34294,0,0,900,0,0,34294,0,0,945,5751,2019-06-30
31515,30114,0,0,0,0,0,30114,0,0,265,6039,2019-06-30
79238,72559,0,2300,1400,0,0,72559,0,0,353,6329,2019-06-30
82821,73985,0,0,6500,0,0,73985,0,0,1140,7009,2019-06-30
22744,19026,0,0,0,0,0,19026,0,0,2855,7045,2019-06-30
37282,35333,0,0,0,0,0,35333,0,0,435,7072,2019-06-30
9288,8762,0,0,200,0,0,8762,0,0,98,7456,2019-06-30
10101,9974,0,0,833,0,0,9974,0,0,296,7634,2019-06-30
40504,38268,0,0,500,0,0,38268,0,0,95,8033,2019-06-30
24756,21917,0,0,553,0,0,21917,0,0,1906,8462,2019-06-30
7129,6814,0,0,80,0,0,6814,0,0,169,8631,2019-06-30
92367,85791,0,0,0,0,0,85791,0,0,1545,9357,2019-06-30
16597,15407,0,0,750,0,0,15407,0,0,594,9553,2019-06-30
378361,352482,0,0,2783,0,0,352482,0,0,3380,9807,2019-06-30
20528,19585,0,0,650,0,0,19585,0,0,474,9955,2019-06-30
42307,37817,0,0,1541,0,0,37817,0,0,3011,10250,2019-06-30
26989,23365,0,0,163,0,0,23365,0,0,2296,10849,2019-06-30
25407,23979,0,0,400,0,0,23979,0,0,326,11145,2019-06-30
49267,44905,0,0,0,0,0,44905,0,0,2024,11640,2019-06-30
14868,13316,0,0,0,0,0,13316,0,0,1170,11837,2019-06-30
62588,58298,0,0,1000,0,0,58298,0,0,42,12030,2019-06-30
24306,21362,0,0,0,0,0,21362,0,0,1593,12142,2019-06-30
7822,7827,0,0,0,0,0,7827,0,0,3,12179,2019-06-30
12269299,11109746,0,0,0,22349,548,11110294,39886,0,335758,12311,2019-06-30
18598,18176,0,0,163,0,0,18176,0,0,0,12647,2019-06-30
1959,1891,0,0,0,0,0,1891,0,0,0,12656,2019-06-30
161218,159459,0,0,12000,0,0,159459,0,0,4913,12946,2019-06-30
297365,269902,0,0,319,0,0,269902,0,0,15215,13103,2019-06-30
5536,5266,0,0,255,0,0,5266,0,0,19,13251,2019-06-30
6169,6169,0,0,125,0,0,6169,0,0,46,13457,2019-06-30
23581,22433,0,0,1500,0,0,22433,0,0,309,14155,2019-06-30
4883,4593,0,0,0,0,0,4593,0,0,0,14650,2019-06-30
5160,4995,0,0,0,0,0,4995,0,0,63,14753,2019-06-30
44799,42998,0,0,425,0,0,42998,0,0,278,14865,2019-06-30
9692,9497,0,0,0,0,0,9497,0,0,41,14977,2019-06-30
40596,39495,0,0,2354,0,0,39495,0,0,519,16551,2019-06-30
9553,9174,0,0,59,0,0,9174,0,0,162,16748,2019-06-30
26244,24001,0,0,1300,0,0,24001,0,0,0,17110,2019-06-30
1513662,1456220,0,0,65000,0,0,1456220,1205,0,36387,17147,2019-06-30
5761,5489,0,0,123,0,0,5489,0,0,192,17259,2019-06-30
56049,49565,0,0,498,0,0,49565,0,0,4659,17950,2019-06-30
118446,116402,0,0,0,0,0,116402,0,0,0,17978,2019-06-30
65021,56934,0,0,1743,0,0,56934,0,0,4828,18050,2019-06-30
25453,24013,0,0,693,0,0,24013,0,0,2142,18135,2019-06-30
143673,131538,0,0,0,0,0,131538,0,0,2357,18827,2019-06-30
17561,17438,0,0,406,0,0,17438,0,0,88,18836,2019-06-30
97870,87377,0,0,0,0,0,87377,0,0,0,18854,2019-06-30
9228,8682,0,0,324,0,0,8682,0,0,384,19356,2019-06-30
30956,29118,0,0,1015,0,0,29118,0,0,560,19936,2019-06-30
20346,20116,0,0,0,0,0,20116,0,0,0,19972,2019-06-30
14129,13365,0,0,0,0,0,13365,0,0,152,20053,2019-06-30
33159,31337,0,0,324,0,0,31337,0,0,934,20633,2019-06-30
16524,15036,0,0,1050,0,0,15036,0,0,1293,20857,2019-06-30
1245,1149,0,0,0,0,0,1149,0,0,48,21256,2019-06-30
6039,5669,0,0,148,0,0,5669,0,0,187,21359,2019-06-30
17572,16736,0,0,1011,0,0,16736,0,0,757,21658,2019-06-30
22070,20756,0,0,1213,0,0,20756,0,0,832,22048,2019-06-30
23717,23922,0,0,255,0,0,23922,0,0,282,22543,2019-06-30
8824,9532,0,0,1063,0,0,9532,0,0,11,22552,2019-06-30
17729,14720,0,0,0,0,0,14720,0,0,2082,22730,2019-06-30
26769,24480,0,0,634,0,0,24480,0,0,1397,23456,2019-06-30
551283,532105,0,0,14000,0,0,532105,1849,0,5915,23504,2019-06-30
20937,17534,0,0,386,0,0,17534,0,0,2704,23643,2019-06-30
19744,18220,0,0,525,0,0,18220,0,0,1126,23755,2019-06-30
211205,205722,0,480,0,0,0,205722,0,0,1381,24006,2019-06-30
7404,7312,0,0,0,0,0,7312,0,0,28,24378,2019-06-30
37888,36844,0,0,750,0,0,36844,0,0,217,24453,2019-06-30
6841,6270,0,0,0,0,0,6270,0,0,0,24659,2019-06-30
247242,223055,0,0,750,0,0,223055,0,0,11126,24668,2019-06-30
43066,39533,0,0,0,0,0,39533,0,0,1286,24949,2019-06-30
44730,44187,0,0,3333,0,0,44187,0,0,276,25357,2019-06-30
18065,17042,0,0,0,0,0,17042,0,0,368,25647,2019-06-30
51412,51221,0,0,650,0,0,51221,155,0,249,26176,2019-06-30
3395,3361,0,0,75,0,0,3361,0,0,17,26457,2019-06-30
279443,274039,0,0,8000,0,0,274039,0,0,1949,26765,2019-06-30
138013,133523,0,0,0,0,0,133523,0,0,2960,27070,2019-06-30
84456,79098,0,0,3250,0,-3,79095,0,0,3945,27548,2019-06-30
42333,38237,0,-75,877,0,0,38237,0,0,3411,27614,2019-06-30
65478,58676,0,0,800,0,0,58676,0,0,3706,27847,2019-06-30
615427,623113,0,3339,41277,0,0,623113,0,0,13307,28013,2019-06-30
14008,13246,0,0,960,0,0,13246,0,0,633,28152,2019-06-30
18083,16428,0,0,0,0,0,16428,0,0,937,28675,2019-06-30
12185,11347,0,0,0,0,0,11347,0,0,253,28732,2019-06-30
10582,9853,0,0,0,0,0,9853,0,-42,45,29476,2019-06-30
94261,82002,0,0,2508,0,0,82002,0,0,11946,29636,2019-06-30
633871,619109,0,0,0,0,0,619109,0,0,1404,29878,2019-06-30
4372,4567,0,0,400,0,0,4567,0,0,0,30052,2019-06-30
104577,96244,0,0,1200,0,0,96244,0,0,4608,30502,2019-06-30
15491,15715,0,0,1385,0,0,15715,0,0,409,30650,2019-06-30
11157388,10874193,0,0,1215000,0,0,10874193,0,0,70421,30810,2019-06-30
24590,23138,0,0,44,0,0,23138,0,0,321,31134,2019-06-30
72907,64703,0,2500,2275,0,0,64703,0,0,2970,31255,2019-06-30
20333,19560,0,0,480,0,0,19560,0,0,0,31657,2019-06-30
40581,38669,0,0,0,0,0,38669,0,0,1208,31826,2019-06-30
14466,13096,0,0,0,0,0,13096,0,0,677,31835,2019-06-30
18734,12927,0,0,500,0,0,12927,0,0,4092,32234,2019-06-30
6461,6255,0,0,0,0,0,6255,0,0,0,32766,2019-06-30
32651,30981,0,0,0,0,0,30981,0,0,841,32971,2019-06-30
