RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
12222,11904,0,0,96,0,0,11904,0,0,0,37,2002-06-30
3803,3718,0,0,219,0,0,3718,28,0,49,242,2002-06-30
16523,15755,0,0,0,0,0,15755,0,0,269,279,2002-06-30
1215,1141,0,0,0,0,0,1141,0,0,26,354,2002-06-30
16409,15810,0,0,122,0,0,15810,0,0,48,439,2002-06-30
2039,1892,0,0,0,0,0,1892,0,0,0,457,2002-06-30
19579,18585,0,0,274,0,0,18585,0,0,558,505,2002-06-30
27972,22798,0,0,652,0,0,22798,0,0,109,1146,2002-06-30
9762,9625,0,0,656,0,0,9625,0,0,2,1155,2002-06-30
12498,12003,0,0,204,0,0,12003,0,0,-17,1351,2002-06-30
30016,27501,0,0,1100,0,0,27501,0,0,905,1454,2002-06-30
5840,5793,0,0,172,0,0,5793,0,0,22,1557,2002-06-30
16946,16367,0,500,1865,0,0,16367,0,0,86,1632,2002-06-30
38679,36554,0,0,0,0,0,36554,0,0,174,1669,2002-06-30
35792,33292,0,0,775,0,0,33292,0,0,1412,1829,2002-06-30
776,728,0,0,0,0,0,728,0,0,18,1856,2002-06-30
12676,12039,0,0,355,0,0,12039,0,0,242,2040,2002-06-30
8955,8319,0,0,0,0,0,8319,0,0,20,2161,2002-06-30
94287,90408,0,0,5000,0,0,90408,0,0,3260,2376,2002-06-30
1002,927,0,0,65,0,0,927,0,0,1,2451,2002-06-30
712,764,0,0,145,0,0,764,0,0,24,2554,2002-06-30
48247,46596,0,0,371,0,0,46596,0,0,122,2732,2002-06-30
4468,5327,0,0,0,0,-716,4611,0,0,51,2750,2002-06-30
21535,22961,0,0,3080,0,0,22961,0,0,199,2938,2002-06-30
12968,12715,0,0,0,0,0,12715,0,0,19,2956,2002-06-30
9926,9402,0,0,300,0,0,9402,0,0,94,3252,2002-06-30
2239,2102,0,0,0,0,0,2102,0,0,13,3458,2002-06-30
73547,66449,0,0,0,0,0,66449,0,0,1000,3506,2002-06-30
21099,19266,0,0,0,0,0,19266,92,0,466,3579,2002-06-30
16261,15297,0,0,335,0,0,15297,0,0,186,3720,2002-06-30
5453,5342,0,0,565,0,0,5342,0,0,0,3953,2002-06-30
14861,13913,0,0,369,0,0,13913,0,0,406,4138,2002-06-30
12279,11493,0,0,0,0,0,11493,0,0,357,4147,2002-06-30
9261,8845,0,0,350,0,0,8845,0,0,112,4156,2002-06-30
10972,10216,0,0,0,0,0,10216,0,0,184,4231,2002-06-30
11181,10888,0,0,246,0,0,10888,0,0,67,4437,2002-06-30
1079,1070,0,0,27,0,0,1070,0,0,0,4745,2002-06-30
16470,15269,0,0,1217,0,0,15269,0,0,569,4839,2002-06-30
26540,25199,0,0,0,0,0,25199,0,0,-49,5005,2002-06-30
7154,6781,0,0,778,0,0,6781,0,0,479,5050,2002-06-30
45885,44289,0,0,1398,0,0,44289,0,0,32,5069,2002-06-30
13428,12657,0,0,0,0,0,12657,0,0,87,5135,2002-06-30
62485,61521,0,0,4261,0,0,61521,0,0,793,5210,2002-06-30
65380,61760,0,0,4039,0,0,61760,0,0,-288,5247,2002-06-30
10062,10030,0,0,0,0,0,10030,-140,0,-82,5274,2002-06-30
19102,16974,0,0,103,0,0,16974,0,0,400,5331,2002-06-30
18235,16962,0,0,170,0,0,16962,0,0,169,5461,2002-06-30
21288,20495,0,0,270,0,0,20495,0,0,341,5751,2002-06-30
226323,218405,0,1,0,0,0,218405,0,0,3758,5939,2002-06-30
7268,6983,0,0,0,0,0,6983,0,0,9,6039,2002-06-30
1211,1241,0,0,25,0,0,1241,0,0,7,6057,2002-06-30
3331,3232,0,0,0,0,0,3232,0,0,0,6141,2002-06-30
19421,17862,0,0,800,0,157,18019,0,0,447,6329,2002-06-30
2085,1996,0,0,0,0,0,1996,14,0,5,6842,2002-06-30
92196,89667,0,0,4050,0,0,89667,0,0,354,6972,2002-06-30
71133,70669,0,15,8000,0,0,70669,0,0,125,7009,2002-06-30
9491,8925,0,0,0,0,0,8925,0,0,77,7045,2002-06-30
3628,3469,0,0,39,0,0,3469,0,0,-19,7157,2002-06-30
34753,31931,0,0,1500,0,0,31931,0,0,404,7166,2002-06-30
4682,4947,0,0,452,0,0,4947,0,0,-111,7456,2002-06-30
5106,5056,0,0,250,0,0,5056,0,0,81,7634,2002-06-30
6311,5877,0,0,0,0,0,5877,0,0,14,8033,2002-06-30
3913,3627,0,0,107,0,0,3627,0,0,58,8154,2002-06-30
211731,190446,0,0,40000,0,0,190446,0,0,-2,8417,2002-06-30
7925,7146,0,0,301,0,0,7146,0,0,452,8462,2002-06-30
35185,34813,0,0,2388,0,0,34813,0,0,279,8547,2002-06-30
6359,6143,0,0,81,0,0,6143,0,0,35,8631,2002-06-30
113083,97844,0,1000,0,0,0,97844,0,0,2405,9115,2002-06-30
10342,10211,0,0,259,0,0,10211,0,0,0,9160,2002-06-30
28166,25945,0,1500,1900,0,0,25945,0,0,330,9339,2002-06-30
26156,26076,0,0,3563,0,0,26076,0,0,115,9357,2002-06-30
5972,5723,0,0,12,0,0,5723,0,0,-9,9553,2002-06-30
154919,162712,0,0,40050,0,0,162712,0,0,3168,9807,2002-06-30
9072,8687,0,0,182,0,0,8687,0,0,191,9955,2002-06-30
6431,6395,0,0,165,0,0,6395,0,0,21,10157,2002-06-30
18244,17306,0,0,1050,0,0,17306,0,0,656,10250,2002-06-30
14528,13839,0,0,39,0,0,13839,0,0,-100,10849,2002-06-30
25355,25537,0,0,1750,0,0,25537,0,0,0,10858,2002-06-30
10338,9630,0,0,150,0,0,9630,0,0,107,11145,2002-06-30
6481,6419,0,-86,214,0,0,6419,0,0,-20,11350,2002-06-30
19301,18277,0,0,900,0,0,18277,0,0,601,11640,2002-06-30
7697,7452,0,0,500,0,0,7452,0,0,15,11837,2002-06-30
17067,16316,0,0,300,0,0,16316,0,0,-13,12030,2002-06-30
8415,8554,0,0,0,0,0,8554,0,0,43,12058,2002-06-30
20403,19312,0,0,500,0,0,19312,0,0,469,12142,2002-06-30
10441,9865,0,0,297,0,0,9865,0,0,349,12245,2002-06-30
1446053,2020861,0,-670000,85000,0,0,2020861,0,0,3270,12311,2002-06-30
