RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
17513,18478,0,0,120,0,0,18478,0,0,-1166,37,2013-06-30
4448,4941,0,0,240,0,0,4941,0,0,-521,242,2013-06-30
25493,25265,0,0,0,0,0,25265,1,0,-124,279,2013-06-30
883,1063,0,0,0,0,0,1063,0,0,-172,354,2013-06-30
3945,3805,0,0,252,0,0,3805,0,0,-7,457,2013-06-30
31600,31512,0,0,549,0,0,31512,0,0,-1009,505,2013-06-30
18137,19654,0,0,1550,0,0,19654,0,0,-1249,1155,2013-06-30
20735,19773,0,0,528,0,0,19773,0,0,-165,1351,2013-06-30
58239,65680,0,0,1700,0,0,65680,0,0,-10558,1454,2013-06-30
9134,6054,1669,2100,0,0,0,6054,0,0,-746,1557,2013-06-30
44834,44541,0,0,0,0,0,44541,0,0,-946,1669,2013-06-30
42686,44610,0,0,760,0,0,44610,0,0,-2030,1829,2013-06-30
14224,14926,0,0,0,0,0,14926,0,0,-1162,1856,2013-06-30
19732,21267,0,0,0,0,0,21267,0,0,-2147,2040,2013-06-30
13781,14718,0,0,551,0,0,14718,0,0,-1570,2161,2013-06-30
439071,414086,0,0,0,0,0,414086,0,4316,6,2376,2013-06-30
1248,1273,0,0,74,0,0,1273,0,0,-17,2554,2013-06-30
79297,79417,0,0,531,0,0,79417,0,0,-622,2732,2013-06-30
5357,5611,0,0,0,0,0,5611,0,0,-419,2750,2013-06-30
104350,104975,0,0,2000,0,0,104975,410,0,-1941,3177,2013-06-30
20520,20445,0,0,0,0,0,20445,0,0,-937,3252,2013-06-30
3274,3423,0,0,60,0,0,3423,0,0,-232,3458,2013-06-30
29799,29560,0,0,240,0,0,29560,0,0,-669,3720,2013-06-30
103486,104838,0,0,0,0,0,104838,0,0,-926,3971,2013-06-30
20802,21505,0,0,722,0,0,21505,0,0,-688,4156,2013-06-30
13077,14834,0,0,0,0,0,14834,0,0,-1836,4231,2013-06-30
26126,27513,0,0,307,0,0,27513,0,0,-1518,4437,2013-06-30
32523,34403,0,0,807,0,0,34403,0,0,-2096,4839,2013-06-30
32688,33752,0,0,0,0,0,33752,0,0,-1367,5005,2013-06-30
144210,137059,0,0,4964,0,0,137059,0,0,-1345,5069,2013-06-30
44297,42473,0,0,0,0,0,42473,0,0,-239,5135,2013-06-30
85671,85975,0,0,2387,0,0,85975,0,0,-2261,5210,2013-06-30
43157,45916,0,0,550,0,0,45916,0,0,-3856,5461,2013-06-30
27575,27597,0,0,726,0,0,27597,0,0,-879,5751,2013-06-30
8165,8741,0,0,0,0,0,8741,0,0,-156,6039,2013-06-30
5445,5210,0,0,0,0,0,5210,0,0,0,6141,2013-06-30
35084,33141,0,0,0,0,0,33141,0,0,-257,6329,2013-06-30
56498,52421,0,0,5700,0,0,52421,0,0,-426,7009,2013-06-30
16758,17487,0,0,0,0,0,17487,0,0,-1420,7045,2013-06-30
32724,32679,0,0,0,0,-189,32490,0,0,-144,7072,2013-06-30
4527,4555,0,0,24,0,0,4555,0,0,-99,7157,2013-06-30
5272,5376,0,0,227,0,0,5376,0,0,-279,7456,2013-06-30
6061,6265,0,0,285,0,0,6265,0,0,-236,7634,2013-06-30
18206,17745,0,0,450,0,0,17745,0,0,-270,8033,2013-06-30
16162,17143,0,0,172,0,0,17143,0,0,-1643,8462,2013-06-30
6425,6648,0,0,80,0,0,6648,0,0,-358,8631,2013-06-30
75496,75553,0,0,3687,0,0,75553,0,0,-513,9357,2013-06-30
9781,10846,0,0,823,0,0,10846,0,0,-1208,9553,2013-06-30
218838,200947,0,0,0,0,0,200947,0,0,372,9807,2013-06-30
14085,14174,0,0,385,0,0,14174,0,0,-594,9955,2013-06-30
29607,30116,0,0,0,0,0,30116,0,0,-1074,10250,2013-06-30
24973,27410,0,0,0,0,0,27410,0,0,-2016,10849,2013-06-30
33882,36641,0,-1938,1250,0,0,36641,0,0,-1022,10858,2013-06-30
