RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
18478,17875,0,0,240,0,0,17875,0,0,345,37,2012-12-31
4941,4721,0,0,327,0,0,4721,0,0,73,242,2012-12-31
25265,24308,0,0,0,0,0,24308,1,0,-78,279,2012-12-31
1063,1050,0,0,5,0,0,1050,0,0,-15,354,2012-12-31
3805,3450,0,0,552,0,0,3450,0,0,0,457,2012-12-31
31512,30277,0,0,1074,0,0,30277,0,0,-46,505,2012-12-31
19654,19568,0,0,2417,0,0,19568,0,0,-3,1155,2012-12-31
19773,22118,0,0,5456,0,0,22118,0,0,-4,1351,2012-12-31
65680,57373,0,0,3350,0,0,57373,0,0,2323,1454,2012-12-31
6054,5757,0,0,343,0,0,5757,0,0,-24,1557,2012-12-31
44541,44071,0,0,2000,0,0,44071,0,0,-276,1669,2012-12-31
44610,43439,0,0,1609,0,0,43439,0,0,255,1829,2012-12-31
14926,21726,0,0,4575,0,0,21726,0,0,376,1856,2012-12-31
21267,20762,0,0,0,0,0,20762,0,0,498,2040,2012-12-31
14718,14026,0,0,1463,0,0,14026,0,0,3,2161,2012-12-31
414086,411524,0,0,38559,0,0,411524,0,9505,-1289,2376,2012-12-31
1273,1162,0,0,119,0,0,1162,0,0,73,2554,2012-12-31
79417,77188,0,0,1061,0,0,77188,0,0,-152,2732,2012-12-31
5611,5512,0,0,85,0,0,5512,-7,0,99,2750,2012-12-31
104975,101679,0,0,3600,0,0,101679,880,0,374,3177,2012-12-31
20445,20113,0,0,2400,0,0,20113,0,0,-33,3252,2012-12-31
3423,3330,0,0,120,0,0,3330,0,0,-10,3458,2012-12-31
29560,28842,0,0,960,0,0,28842,0,0,-324,3720,2012-12-31
104838,98575,0,0,0,0,0,98575,0,0,-154,3971,2012-12-31
21505,20504,0,0,1110,0,0,20504,0,0,50,4156,2012-12-31
14834,14767,0,0,0,0,0,14767,0,0,35,4231,2012-12-31
27513,26922,0,0,380,0,0,26922,0,0,74,4437,2012-12-31
34403,31923,0,0,1722,0,0,31923,0,0,472,4839,2012-12-31
33752,15615,-615,17000,0,0,0,15615,0,0,453,5005,2012-12-31
137059,124178,0,0,13265,0,-173,124005,0,0,2977,5069,2012-12-31
42473,39625,0,0,801,0,0,39625,0,0,-33,5135,2012-12-31
85975,83274,0,0,4762,0,0,83274,0,0,-884,5210,2012-12-31
45915,47197,0,0,530,0,0,47197,0,0,-1503,5461,2012-12-31
27597,26712,8052,0,9817,0,0,26712,0,0,-278,5751,2012-12-31
8741,8708,0,0,0,0,0,8708,0,0,9,6039,2012-12-31
5210,5038,0,0,120,0,0,5038,0,0,0,6141,2012-12-31
33141,32501,0,0,0,0,0,32501,0,0,-102,6329,2012-12-31
52421,50608,0,0,11000,0,0,50608,0,0,-454,7009,2012-12-31
17487,16035,0,0,543,0,0,16035,0,0,460,7045,2012-12-31
32679,25151,7889,0,0,0,0,25151,0,0,-35,7072,2012-12-31
4555,4390,0,0,48,0,0,4390,0,0,-63,7157,2012-12-31
5376,5036,0,300,614,0,0,5036,0,0,-62,7456,2012-12-31
6265,5369,0,0,0,0,0,5369,0,0,37,7634,2012-12-31
17745,16185,0,0,450,0,0,16185,0,0,41,8033,2012-12-31
17143,16202,0,0,689,0,0,16202,0,0,-66,8462,2012-12-31
6648,6504,0,0,360,0,0,6504,0,0,28,8631,2012-12-31
75553,70853,0,0,5381,0,0,70853,0,0,60,9357,2012-12-31
10846,9515,0,0,515,0,0,9515,0,0,348,9553,2012-12-31
200947,192513,0,0,0,0,0,192513,0,0,-2536,9807,2012-12-31
14174,13138,0,0,734,0,0,13138,0,0,-8,9955,2012-12-31
30116,26217,0,2600,0,0,0,26217,0,0,264,10250,2012-12-31
