RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
13878,13705,0,0,0,0,0,13705,0,0,0,37,2005-03-31
3641,3695,0,0,98,0,0,3695,0,0,-65,242,2005-03-31
18742,18770,0,0,0,0,0,18770,0,0,-265,279,2005-03-31
926,975,0,0,0,0,0,975,0,0,-45,354,2005-03-31
20656,20258,0,0,0,0,0,20258,0,0,-171,439,2005-03-31
3036,2891,0,0,0,0,0,2891,0,0,0,457,2005-03-31
21622,22385,0,0,251,0,0,22385,0,0,-865,505,2005-03-31
33696,33765,0,0,376,0,0,33765,0,0,-292,1146,2005-03-31
11274,11526,0,0,456,0,0,11526,0,0,-240,1155,2005-03-31
13510,13347,0,0,369,0,0,13347,0,0,-43,1351,2005-03-31
28750,29293,0,0,0,0,0,29293,0,0,-1738,1454,2005-03-31
4567,4708,0,0,176,0,0,4708,0,0,-67,1557,2005-03-31
31322,29022,0,1605,0,0,0,29022,0,0,-196,1632,2005-03-31
39079,38820,0,0,0,0,0,38820,0,0,-528,1669,2005-03-31
38233,39857,0,0,1389,0,0,39857,0,0,-1448,1829,2005-03-31
12236,15450,0,0,3303,0,0,15450,1000,0,-2395,1856,2005-03-31
15544,15185,0,0,0,0,0,15185,0,0,-167,2040,2005-03-31
9598,9397,0,0,0,0,0,9397,0,0,-118,2161,2005-03-31
121900,119369,0,0,0,0,0,119369,0,0,-247,2376,2005-03-31
2331,2297,0,0,53,0,0,2297,0,0,0,2451,2005-03-31
630,711,0,0,106,0,0,711,0,0,-15,2554,2005-03-31
56714,56206,0,0,278,0,0,56206,0,0,-505,2732,2005-03-31
4544,4761,0,0,92,0,0,4761,0,0,-237,2750,2005-03-31
26535,26086,0,92,308,0,0,26086,0,0,-361,2938,2005-03-31
9187,9878,0,0,130,0,0,9878,0,0,-724,2956,2005-03-31
11376,11280,0,0,0,0,0,11280,0,0,-146,3252,2005-03-31
2343,2360,0,0,0,0,-8,2352,0,0,-50,3458,2005-03-31
150250,149422,0,0,1701,0,0,149422,0,0,-1976,3506,2005-03-31
36630,35958,0,0,0,0,0,35958,48,0,-354,3579,2005-03-31
17963,17990,0,0,120,0,0,17990,0,0,-454,3720,2005-03-31
7321,6952,0,0,235,0,0,6952,0,0,0,3953,2005-03-31
16550,16724,0,0,172,0,0,16724,0,0,-392,4138,2005-03-31
12831,12767,0,0,0,0,0,12767,0,0,-173,4147,2005-03-31
13902,13742,0,0,338,0,0,13742,0,0,-259,4156,2005-03-31
11507,11949,0,0,0,0,0,11949,0,0,-666,4231,2005-03-31
16773,16573,0,0,131,0,0,16573,0,0,-181,4437,2005-03-31
18097,18789,0,0,511,0,0,18789,0,0,-852,4839,2005-03-31
32484,32869,0,0,0,0,0,32869,0,0,-930,5005,2005-03-31
7384,7780,0,0,610,0,0,7780,0,0,-291,5050,2005-03-31
66257,61910,0,0,0,0,0,61910,0,0,-133,5069,2005-03-31
24432,24026,0,0,0,0,0,24026,0,0,-159,5135,2005-03-31
61956,65956,0,0,1142,0,17,65973,0,0,-4662,5210,2005-03-31
134897,133920,0,0,0,0,0,133920,0,0,-1490,5247,2005-03-31
11631,11628,0,0,0,0,0,11628,0,0,-235,5274,2005-03-31
22739,23483,0,0,52,0,0,23483,0,0,-1186,5331,2005-03-31
25551,25998,0,0,750,0,0,25998,0,0,-1587,5461,2005-03-31
21822,22458,0,0,410,0,0,22458,0,0,-688,5751,2005-03-31
8528,8373,0,0,0,0,0,8373,0,0,-62,6039,2005-03-31
1399,1359,0,0,0,0,0,1359,0,0,-12,6057,2005-03-31
3860,3752,0,0,0,0,0,3752,0,0,0,6141,2005-03-31
23609,22908,0,0,0,0,0,22908,0,0,-439,6329,2005-03-31
95303,95998,0,0,1000,0,0,95998,0,0,-555,6972,2005-03-31
53727,52067,0,6,0,0,0,52067,0,0,-479,7009,2005-03-31
10608,10609,0,0,0,0,0,10609,0,0,-216,7045,2005-03-31
3899,3898,0,0,24,0,0,3898,0,0,-44,7157,2005-03-31
50985,48661,0,0,0,0,0,48661,0,0,-259,7166,2005-03-31
3678,3822,0,0,0,0,0,3822,0,0,-225,7456,2005-03-31
4957,5147,0,0,200,0,0,5147,0,0,-106,7634,2005-03-31
7042,6785,0,0,0,0,0,6785,0,0,-24,8033,2005-03-31
1007954,1020417,0,0,0,0,0,1020417,0,0,0,8417,2005-03-31
8484,8660,0,0,0,0,0,8660,0,0,-488,8462,2005-03-31
6017,6064,0,0,75,0,0,6064,0,0,-75,8631,2005-03-31
39680,39481,0,0,1727,0,0,39481,0,0,-177,9357,2005-03-31
6575,6405,0,0,12,0,0,6405,0,0,-19,9553,2005-03-31
191533,187716,0,0,13500,0,0,187716,0,0,-2377,9807,2005-03-31
9162,9337,0,0,210,0,0,9337,0,0,-367,9955,2005-03-31
4880,5041,0,0,0,0,0,5041,0,0,-186,10157,2005-03-31
23431,23668,0,0,859,0,0,23668,0,0,-694,10250,2005-03-31
