RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
13705,13180,0,0,192,0,0,13180,0,0,0,37,2004-12-31
3695,3732,0,0,393,0,0,3732,0,0,-58,242,2004-12-31
18770,17812,0,0,0,0,0,17812,0,0,-113,279,2004-12-31
975,1134,0,0,5,0,0,1134,0,0,-26,354,2004-12-31
20258,18454,0,0,318,0,0,18454,0,0,-111,439,2004-12-31
2891,2523,0,0,315,0,0,2523,0,0,0,457,2004-12-31
22385,23783,0,0,952,0,0,23783,0,0,-1301,505,2004-12-31
33765,30826,0,0,1504,0,0,30826,0,0,-302,1146,2004-12-31
11526,10916,0,0,1124,0,0,10916,0,0,-216,1155,2004-12-31
13347,13622,0,0,492,0,0,13622,0,0,-42,1351,2004-12-31
29293,29371,0,0,3903,0,0,29371,0,0,-852,1454,2004-12-31
4708,5874,0,0,1371,0,0,5874,0,0,-154,1557,2004-12-31
29022,20962,0,7266,2243,0,0,20962,0,0,-306,1632,2004-12-31
38820,38566,0,0,2600,0,0,38566,0,0,-531,1669,2004-12-31
39857,39600,0,0,2075,0,0,39600,0,0,-1000,1829,2004-12-31
15450,6158,0,0,3816,0,0,6158,7500,0,-1532,1856,2004-12-31
15185,14561,0,0,1176,0,0,14561,0,0,-207,2040,2004-12-31
9397,8946,0,0,772,0,0,8946,0,253,-228,2161,2004-12-31
119369,109710,0,0,0,0,0,109710,0,0,-583,2376,2004-12-31
2297,1262,847,0,47,0,0,1262,0,0,0,2451,2004-12-31
712,719,0,0,188,0,0,719,0,0,-6,2554,2004-12-31
56206,53337,0,0,2042,0,0,53337,0,0,-779,2732,2004-12-31
4761,4710,0,0,141,0,0,4710,0,0,-120,2750,2004-12-31
26086,22445,0,1070,691,0,0,22445,0,0,-471,2938,2004-12-31
9878,12946,1996,0,5677,0,0,12946,0,0,297,2956,2004-12-31
11280,10918,0,0,200,0,0,10918,0,0,-108,3252,2004-12-31
2360,2323,0,0,80,0,-30,2293,0,0,-60,3458,2004-12-31
149422,145889,0,0,11709,0,0,145889,0,0,-2984,3506,2004-12-31
35958,32227,0,0,600,0,0,32227,181,0,-108,3579,2004-12-31
17990,16879,0,0,600,0,0,16879,0,0,-301,3720,2004-12-31
6952,5983,0,0,650,0,0,5983,0,0,0,3953,2004-12-31
16724,16417,0,0,1127,0,0,16417,0,0,-170,4138,2004-12-31
12767,13014,0,0,785,0,0,13014,0,0,-231,4147,2004-12-31
13742,13977,0,0,1260,0,0,13977,0,0,-184,4156,2004-12-31
11949,11296,0,0,400,0,0,11296,0,0,-89,4231,2004-12-31
16573,12433,0,2750,525,0,0,12433,0,0,-66,4437,2004-12-31
18790,18065,0,0,2200,0,0,18065,0,0,-699,4839,2004-12-31
32869,31272,0,0,0,0,-532,30740,0,0,-301,5005,2004-12-31
7780,7588,0,0,1126,0,0,7588,0,0,-60,5050,2004-12-31
61910,55022,0,0,6667,0,155,55177,0,0,-589,5069,2004-12-31
24026,22546,0,0,204,0,0,22546,0,0,-43,5135,2004-12-31
65956,66568,0,0,6593,0,0,66568,0,0,-2434,5210,2004-12-31
133920,76013,64394,0,10000,0,0,76013,0,0,-748,5247,2004-12-31
11628,10803,0,0,0,0,0,10803,266,0,-29,5274,2004-12-31
23483,21911,0,0,1419,0,0,21911,0,0,-484,5331,2004-12-31
25998,21986,0,-511,2505,0,0,21986,0,0,513,5461,2004-12-31
22458,21913,0,0,1243,0,0,21913,0,0,-416,5751,2004-12-31
