RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
14145,13705,0,0,96,0,0,13705,0,0,-76,37,2005-09-30
3608,3695,0,0,398,0,0,3695,0,0,-34,242,2005-09-30
19218,18770,0,0,0,0,0,18770,0,0,-251,279,2005-09-30
971,975,0,0,0,0,0,975,0,0,-33,354,2005-09-30
21974,20258,0,0,12,0,0,20258,0,0,-71,439,2005-09-30
3049,2891,0,0,345,0,0,2891,0,0,0,457,2005-09-30
22596,22385,0,0,771,0,0,22385,0,0,-165,505,2005-09-30
35133,33765,0,0,1128,0,0,33765,0,0,-141,1146,2005-09-30
12082,11526,0,0,924,0,0,11526,0,0,-116,1155,2005-09-30
14201,13347,0,0,975,0,0,13347,0,0,-28,1351,2005-09-30
29749,29293,0,0,2502,0,0,29293,0,0,-1234,1454,2005-09-30
4553,4708,0,0,356,0,0,4708,0,0,-78,1557,2005-09-30
37166,29022,0,4976,0,0,0,29022,0,0,-208,1632,2005-09-30
40605,38820,0,0,0,0,0,38820,0,0,-557,1669,2005-09-30
39632,39857,0,0,2375,0,0,39857,0,0,-1218,1829,2005-09-30
14503,15450,0,0,5690,0,0,15450,1000,0,118,1856,2005-09-30
16104,15185,0,0,576,0,0,15185,0,0,-138,2040,2005-09-30
10304,9397,0,0,0,0,0,9397,0,0,-37,2161,2005-09-30
121407,119369,0,0,5000,0,0,119369,0,0,-668,2376,2005-09-30
2505,2297,0,0,53,0,0,2297,0,0,0,2451,2005-09-30
698,711,0,0,152,0,0,711,0,0,27,2554,2005-09-30
59446,56206,0,0,835,0,0,56206,0,0,-487,2732,2005-09-30
4760,4761,0,0,200,0,0,4761,0,0,-96,2750,2005-09-30
27798,26086,0,424,1670,0,0,26086,0,0,-296,2938,2005-09-30
10079,9878,0,0,433,0,0,9878,0,0,-366,2956,2005-09-30
11746,11280,0,0,200,0,0,11280,0,0,-173,3252,2005-09-30
2425,2360,0,0,40,0,-8,2352,0,0,-36,3458,2005-09-30
176966,149422,0,19999,5100,0,0,149422,0,0,-1614,3506,2005-09-30
19115,17990,0,0,360,0,0,17990,0,0,-327,3720,2005-09-30
7431,6952,0,0,927,0,0,6952,0,0,0,3953,2005-09-30
17059,16724,0,0,768,0,0,16724,0,0,-98,4138,2005-09-30
13213,12767,0,0,0,0,0,12767,0,0,-166,4147,2005-09-30
14180,13742,0,0,1050,0,0,13742,0,0,-402,4156,2005-09-30
12186,11949,0,0,0,0,0,11949,0,0,-432,4231,2005-09-30
17967,16573,0,0,393,0,0,16573,0,0,-128,4437,2005-09-30
18247,18789,0,0,1483,0,0,18789,0,0,-980,4839,2005-09-30
33474,32869,0,0,0,0,0,32869,0,0,-1157,5005,2005-09-30
7245,7780,0,3020,4614,0,0,7780,0,0,-339,5050,2005-09-30
68675,61910,0,0,5749,0,-22,61888,0,0,-280,5069,2005-09-30
25721,24026,0,0,112,0,0,24026,0,0,-112,5135,2005-09-30
64922,65956,0,0,3425,0,17,65973,0,0,-2447,5210,2005-09-30
141700,133920,0,0,0,0,0,133920,0,0,-1074,5247,2005-09-30
12045,11628,0,0,0,0,0,11628,0,0,-194,5274,2005-09-30
24630,23483,0,0,155,0,0,23483,0,0,-819,5331,2005-09-30
28180,25998,0,0,2250,0,0,25998,0,0,-1254,5461,2005-09-30
22100,22458,0,0,1230,0,0,22458,0,0,-572,5751,2005-09-30
8977,8373,0,0,0,0,0,8373,0,0,-39,6039,2005-09-30
1464,1359,0,0,0,0,0,1359,0,0,-1,6057,2005-09-30
3929,3752,0,0,60,0,0,3752,0,0,0,6141,2005-09-30
25815,22908,0,0,0,0,0,22908,0,0,-489,6329,2005-09-30
96887,95998,0,0,3000,0,0,95998,0,0,-515,6972,2005-09-30
55739,52067,0,6,3000,0,0,52067,0,0,-407,7009,2005-09-30
11134,10609,0,0,0,0,0,10609,0,0,-189,7045,2005-09-30
4030,3898,0,0,36,0,0,3898,0,0,-32,7157,2005-09-30
57110,48661,0,0,0,0,0,48661,0,0,-158,7166,2005-09-30
3888,3822,0,0,0,0,0,3822,0,0,-203,7456,2005-09-30
5228,5147,0,0,200,0,0,5147,0,0,-81,7634,2005-09-30
7747,6785,0,0,0,0,0,6785,0,0,-19,8033,2005-09-30
992250,1020417,0,-6359,0,0,0,1020417,0,0,0,8417,2005-09-30
9087,8660,0,0,258,0,0,8660,0,0,-410,8462,2005-09-30
6111,6064,0,0,189,0,0,6064,0,0,-24,8631,2005-09-30
43728,39481,0,0,3155,0,0,39481,0,0,-91,9357,2005-09-30
6919,6405,0,0,24,0,0,6405,0,0,-23,9553,2005-09-30
208881,187716,0,0,39500,0,0,187716,0,0,-3094,9807,2005-09-30
9197,9337,0,0,630,0,0,9337,0,0,-424,9955,2005-09-30
5017,5041,0,0,0,0,0,5041,0,0,-136,10157,2005-09-30
26425,23668,0,1500,2297,0,0,23668,0,0,-561,10250,2005-09-30
24758,22393,0,739,630,0,0,22393,0,0,1,10849,2005-09-30
34225,31535,0,0,0,0,0,31535,0,0,0,10858,2005-09-30
13868,12797,0,0,240,0,0,12797,0,0,-105,11145,2005-09-30
21137,19241,0,0,0,0,147,19388,0,0,-311,11640,2005-09-30
9530,8900,0,0,670,0,0,8900,0,0,-74,11837,2005-09-30
22921,20930,0,0,1050,0,0,20930,0,0,-41,12030,2005-09-30
9932,9330,0,0,0,0,0,9330,0,0,-107,12058,2005-09-30
20376,20348,0,0,0,0,0,20348,0,0,-627,12142,2005-09-30
11510,11418,0,0,511,0,0,11418,0,0,-242,12245,2005-09-30
1681240,1500322,0,65,100000,0,0,1500322,0,0,-13815,12311,2005-09-30
6789,6441,0,0,163,0,0,6441,0,0,0,12647,2005-09-30
849,823,0,0,0,0,0,823,0,0,0,12656,2005-09-30
14791,14392,0,0,300,0,0,14392,0,0,-85,12937,2005-09-30
45622,44204,0,0,5100,0,0,44204,0,0,-647,12946,2005-09-30
10873,10327,0,0,530,0,0,10327,0,0,-60,12955,2005-09-30
9953,14463,0,0,0,0,0,14463,0,0,-77,13037,2005-09-30
137923,134479,0,0,0,0,0,134479,0,0,-5100,13103,2005-09-30
3871,3562,0,0,920,0,0,3562,0,0,-103,13251,2005-09-30
5416,5051,0,0,0,0,0,5051,0,0,-20,13457,2005-09-30
5251,5167,0,0,525,0,0,5167,0,0,-4,14052,2005-09-30
10167,10013,0,0,1231,0,0,10013,0,0,-44,14155,2005-09-30
60662,55636,0,0,11700,0,0,55636,0,0,-375,14258,2005-09-30
3914070,3607952,0,30000,0,0,0,3607952,0,0,-58893,14409,2005-09-30
5183,5094,0,0,500,0,0,5094,0,0,-37,14454,2005-09-30
3859,3393,0,0,0,0,0,3393,0,0,-1,14650,2005-09-30
2826,2828,0,0,0,66,0,2828,0,0,-54,14753,2005-09-30
14907,11762,0,3000,481,0,0,11762,0,0,-332,14865,2005-09-30
160989,179330,0,0,40000,0,0,179330,0,0,-724,15536,2005-09-30
32323,29269,0,0,350,0,0,29269,0,0,-264,16337,2005-09-30
25898,25273,0,0,650,0,0,25273,0,0,-188,16458,2005-09-30
12471,11023,0,0,0,0,0,11023,0,0,-20,16551,2005-09-30
4786,4785,0,0,20,0,0,4785,0,0,-64,16748,2005-09-30
4473,4497,0,0,90,0,0,4497,0,0,-67,16944,2005-09-30
5023,5117,0,0,209,0,0,5117,0,0,-125,16953,2005-09-30
15540,16121,0,0,3700,0,0,16121,0,0,0,17110,2005-09-30
63648,63531,0,0,6950,0,0,63531,0,0,-930,17147,2005-09-30
5398,5340,0,0,555,0,0,5340,0,0,-315,17259,2005-09-30
116964,104055,0,0,3775,0,0,104055,0,0,-216,17464,2005-09-30
30503,31261,0,0,5000,0,0,31261,0,0,-957,17549,2005-09-30
14199,13273,0,361,1136,0,0,13273,0,0,-194,17839,2005-09-30
13725,13431,0,0,470,0,0,13431,0,0,-182,17950,2005-09-30
30781,28959,0,0,0,0,0,28959,0,0,-592,18050,2005-09-30
14574,14150,0,0,437,0,0,14150,0,0,-308,18135,2005-09-30
46720,42815,0,0,1500,0,0,42815,114,0,-262,18368,2005-09-30
2287,2201,0,0,0,0,0,2201,0,0,-12,18377,2005-09-30
15656,14912,0,0,599,0,0,14912,0,0,-102,18827,2005-09-30
11422,10999,0,0,706,0,0,10999,0,0,-4,18836,2005-09-30
3014,2399,0,500,0,0,0,2399,0,0,-86,18854,2005-09-30
5123,4878,0,0,0,0,0,4878,0,0,-61,18957,2005-09-30
9086,9005,0,0,812,0,0,9005,0,0,-222,19356,2005-09-30
156433,151964,0,0,6075,0,0,151964,0,0,-194,19730,2005-09-30
14631,13860,0,0,1121,0,0,13860,0,0,-198,19936,2005-09-30
10112,9865,0,0,0,0,-69,9796,0,0,0,19972,2005-09-30
4463,4056,0,0,0,0,0,4056,0,0,-72,20053,2005-09-30
4524,4658,0,0,225,0,0,4658,0,0,-123,20147,2005-09-30
7060,6711,0,0,705,0,0,6711,0,0,-246,20259,2005-09-30
14425,15027,0,0,1879,0,0,15027,250,0,-2,20370,2005-09-30
8484,8256,0,0,136,0,0,8256,0,0,-174,20512,2005-09-30
23245,23157,0,0,1000,0,0,23157,0,0,-118,20633,2005-09-30
1472,1459,0,0,0,0,0,1459,0,0,-4,20754,2005-09-30
12390,9553,0,1950,0,0,0,9553,0,0,-21,20839,2005-09-30
4730,4734,0,0,416,0,0,4734,0,0,-221,20857,2005-09-30
14185,13078,0,0,0,0,0,13078,0,0,-38,20866,2005-09-30
1078,1091,0,0,0,0,0,1091,0,0,-6,21256,2005-09-30
1895,1757,0,0,125,0,0,1757,0,0,-12,21359,2005-09-30
6875,6150,0,0,0,0,0,6150,0,0,-7,21630,2005-09-30
10801,10933,0,0,913,0,0,10933,0,0,-340,21658,2005-09-30
14975,17068,0,3150,0,0,0,17068,0,0,-4,22048,2005-09-30
26817,26147,0,0,1175,0,0,26147,0,0,-93,22235,2005-09-30
17924,17900,0,0,2150,0,0,17900,0,0,-696,22356,2005-09-30
9160,8891,0,0,630,0,0,8891,0,0,-37,22459,2005-09-30
11131,10441,0,0,115,0,0,10441,0,0,-62,22543,2005-09-30
3904,3975,0,0,639,0,0,3975,0,0,-13,22552,2005-09-30
10366,10105,0,0,0,0,0,10105,0,0,-180,22730,2005-09-30
18510,12942,0,4000,280,0,0,12942,0,0,-97,22936,2005-09-30
5322,4986,0,0,254,0,0,4986,0,0,-39,22954,2005-09-30
34924,30863,0,99,2212,0,0,30863,0,0,-144,23036,2005-09-30
7114,7180,0,0,216,0,0,7180,0,0,-201,23045,2005-09-30
274357,263841,0,0,9000,0,0,263841,0,0,-3630,23241,2005-09-30
7680,7468,0,0,634,0,0,7468,0,0,-151,23456,2005-09-30
46669,45988,0,0,4844,0,0,45988,0,0,-1524,23504,2005-09-30
14346,13358,0,0,0,0,0,13358,0,0,-705,23540,2005-09-30
15692,15014,0,0,252,0,0,15014,0,0,-326,23643,2005-09-30
9216,9165,0,100,890,0,0,9165,0,0,-163,23755,2005-09-30
66293,66033,0,0,3300,0,0,66033,0,0,-1177,23812,2005-09-30
85349,80039,0,0,0,0,0,80039,0,0,-645,24006,2005-09-30
266814,272999,0,0,29942,0,0,272999,0,0,-4907,24266,2005-09-30
17031,6298,7785,0,0,0,0,6298,2400,0,3,24453,2005-09-30
3885,3617,0,0,250,0,0,3617,0,0,-4,24659,2005-09-30
13857,13762,0,0,1058,0,0,13762,0,0,-206,24668,2005-09-30
851,799,0,0,0,0,0,799,0,0,0,24855,2005-09-30
51717,39158,9051,0,1110,0,0,39158,0,0,17,24949,2005-09-30
3398,3240,0,0,301,0,0,3240,0,0,-84,25357,2005-09-30
7240,6910,0,0,135,0,0,6910,0,0,14,25647,2005-09-30
43982,40274,0,0,0,0,0,40274,0,0,-354,25852,2005-09-30
6392,6243,0,0,131,0,0,6243,0,0,-85,26149,2005-09-30
31298,28672,0,0,2750,0,0,28672,0,0,-373,26233,2005-09-30
49984,48752,0,0,1794,0,0,48752,0,0,-749,26242,2005-09-30
2699,2592,0,0,0,0,0,2592,0,0,-13,26457,2005-09-30
2508,1963,0,0,0,0,0,1963,0,0,-10,26756,2005-09-30
5816,5857,0,0,0,0,0,5857,0,0,-197,26765,2005-09-30
31661,29306,0,0,0,0,0,29306,0,0,0,26859,2005-09-30
34177,33599,0,0,2050,0,0,33599,0,0,-504,26916,2005-09-30
38099,38745,0,0,1625,0,0,38745,0,0,-826,27548,2005-09-30
23750,22996,0,0,664,0,0,22996,0,0,-871,27614,2005-09-30
