RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
17211,18478,0,0,120,0,0,18478,0,0,-1677,37,2013-09-30
4556,4941,0,0,315,0,0,4941,0,0,-490,242,2013-09-30
25749,25265,0,0,0,0,0,25265,1,0,-155,279,2013-09-30
788,1063,0,0,0,0,0,1063,0,0,-277,354,2013-09-30
3923,3805,0,0,522,0,0,3805,0,0,-3,457,2013-09-30
32236,31512,0,0,787,0,0,31512,0,0,-899,505,2013-09-30
18247,19654,0,0,2134,0,0,19654,0,0,-1059,1155,2013-09-30
21303,19773,0,0,708,0,0,19773,0,0,-189,1351,2013-09-30
52020,65680,0,0,2950,0,0,65680,0,0,-17781,1454,2013-09-30
9507,6054,1669,2100,0,0,0,6054,0,0,-652,1557,2013-09-30
45623,44541,0,0,0,0,0,44541,0,0,-856,1669,2013-09-30
43226,44610,0,0,1135,0,0,44610,0,0,-1710,1829,2013-09-30
13864,14926,0,0,0,0,0,14926,0,0,-1720,1856,2013-09-30
19670,21267,0,0,0,0,0,21267,0,0,-2500,2040,2013-09-30
14487,14718,0,0,724,0,0,14718,0,0,-1189,2161,2013-09-30
451659,414086,0,0,0,0,0,414086,0,6914,61,2376,2013-09-30
1273,1273,0,0,104,0,0,1273,0,0,-15,2554,2013-09-30
79567,79417,0,0,796,0,0,79417,0,0,-542,2732,2013-09-30
5242,5611,0,0,103,0,0,5611,8,0,-645,2750,2013-09-30
102781,104975,0,0,5000,0,0,104975,622,0,-2266,3177,2013-09-30
20816,20445,0,0,500,0,0,20445,0,0,-913,3252,2013-09-30
3360,3423,0,0,60,0,0,3423,0,0,-205,3458,2013-09-30
29826,29560,0,0,360,0,0,29560,0,0,-1133,3720,2013-09-30
104963,104838,0,0,0,0,0,104838,0,0,-682,3971,2013-09-30
20894,21505,0,0,847,0,0,21505,0,0,-956,4156,2013-09-30
12645,14834,0,0,0,0,0,14834,0,0,-2346,4231,2013-09-30
26337,27513,0,0,307,0,0,27513,0,0,-1659,4437,2013-09-30
32816,34403,0,0,974,0,0,34403,0,0,-2041,4839,2013-09-30
33059,33752,0,0,0,0,0,33752,0,0,-1429,5005,2013-09-30
146279,137059,0,0,8165,0,51,137110,0,0,-1990,5069,2013-09-30
45270,42473,0,0,0,0,0,42473,0,0,-588,5135,2013-09-30
86612,85975,0,0,3583,0,0,85975,0,0,-2303,5210,2013-09-30
42658,45916,0,0,795,0,0,45916,0,0,-5306,5461,2013-09-30
27878,27597,0,0,1176,0,0,27597,0,0,-1054,5751,2013-09-30
8248,8741,0,0,0,0,0,8741,0,0,-182,6039,2013-09-30
5497,5210,0,0,60,0,0,5210,0,0,0,6141,2013-09-30
36422,33141,0,0,0,0,0,33141,0,0,-310,6329,2013-09-30
57510,52421,0,0,9200,0,0,52421,0,0,205,7009,2013-09-30
16794,17487,0,0,0,0,0,17487,0,0,-1776,7045,2013-09-30
31522,32679,0,0,0,0,-37,32642,0,0,-107,7072,2013-09-30
4614,4555,0,0,24,0,0,4555,0,0,-68,7157,2013-09-30
5324,5376,0,0,296,0,0,5376,0,0,-326,7456,2013-09-30
6284,6265,0,0,286,0,0,6265,0,0,-244,7634,2013-09-30
18875,17745,0,0,450,0,0,17745,0,0,-253,8033,2013-09-30
16145,17143,0,0,258,0,0,17143,0,0,-2029,8462,2013-09-30
6515,6648,0,0,120,0,0,6648,0,0,-339,8631,2013-09-30
76700,75553,0,0,4247,0,0,75553,0,0,-433,9357,2013-09-30
9950,10846,0,0,874,0,0,10846,0,0,-1479,9553,2013-09-30
226370,200947,0,0,0,0,0,200947,0,0,1120,9807,2013-09-30
14423,14174,0,0,615,0,0,14174,0,0,-583,9955,2013-09-30
30579,30116,0,0,0,0,0,30116,0,0,-811,10250,2013-09-30
25721,27410,0,0,0,0,0,27410,0,0,-1728,10849,2013-09-30
34699,36641,0,-1938,1250,0,0,36641,0,0,-987,10858,2013-09-30
18346,17907,0,0,320,0,0,17907,0,0,-324,11145,2013-09-30
131698,134955,0,0,10500,0,0,134955,0,0,-50,11275,2013-09-30
35975,35746,0,0,0,0,0,35746,0,0,-3023,11640,2013-09-30
10713,12562,0,0,0,0,0,12562,0,0,-2470,11837,2013-09-30
44705,40600,0,0,0,0,0,40600,0,0,-198,12030,2013-09-30
19265,20622,0,0,0,0,0,20622,0,0,-2444,12142,2013-09-30
7031,6913,0,0,0,0,0,6913,0,0,-3,12179,2013-09-30
13519,13986,0,0,353,0,-10,13976,0,0,-705,12245,2013-09-30
5180441,4754886,0,8709,0,0,0,4754886,0,0,-88653,12311,2013-09-30
9637,9233,0,0,249,0,215,9448,0,0,0,12647,2013-09-30
1605,1511,0,0,0,0,0,1511,0,0,0,12656,2013-09-30
30107,29645,0,0,300,0,0,29645,0,0,0,12937,2013-09-30
87743,85539,0,0,4800,0,0,85539,0,0,-5595,12946,2013-09-30
13751,13893,0,0,1650,0,0,13893,0,0,0,12955,2013-09-30
201842,189387,0,0,283,0,0,189387,0,0,4490,13103,2013-09-30
4042,3828,0,0,0,0,0,3828,0,0,-36,13251,2013-09-30
6164,6009,0,0,0,0,0,6009,0,0,-118,13457,2013-09-30
7212,6944,0,0,0,0,0,6944,0,0,-30,14052,2013-09-30
15440,14714,0,0,1020,0,0,14714,0,0,-141,14155,2013-09-30
3332,3055,0,0,0,0,0,3055,0,0,0,14650,2013-09-30
3987,3989,0,0,0,66,0,3989,0,0,-84,14753,2013-09-30
29797,29525,0,0,0,0,0,29525,-1620,0,-267,14865,2013-09-30
8030,7941,0,0,0,0,0,7941,0,0,-25,14977,2013-09-30
34434,34937,0,0,562,0,0,34937,0,0,-1128,16458,2013-09-30
22738,23301,0,0,2000,0,0,23301,0,0,-703,16551,2013-09-30
7296,7081,0,0,59,0,0,7081,0,0,-76,16748,2013-09-30
3989,4342,0,0,0,0,0,4342,0,0,-329,16944,2013-09-30
4568,5437,0,0,145,0,0,5437,0,0,-841,16953,2013-09-30
20442,18273,0,0,960,0,0,18273,0,0,0,17110,2013-09-30
612068,623455,0,0,36000,0,0,623455,679,0,-12177,17147,2013-09-30
5327,5470,0,0,351,0,0,5470,0,0,-460,17259,2013-09-30
184745,140474,0,-450,0,0,0,140474,0,0,-4172,17464,2013-09-30
30974,31935,0,0,638,0,0,31935,0,0,-2553,17950,2013-09-30
102881,100588,0,0,0,0,0,100588,0,0,20,17978,2013-09-30
43066,43583,0,0,1448,0,0,43583,0,0,-2987,18050,2013-09-30
18273,21628,0,0,493,0,0,21628,0,0,-3483,18135,2013-09-30
3953,3776,0,0,0,0,0,3776,0,0,-43,18377,2013-09-30
44533,41328,0,0,300,0,0,41328,0,0,139,18827,2013-09-30
14407,14031,0,0,8,0,0,14031,0,0,-179,18836,2013-09-30
28549,24505,0,0,2750,0,0,24505,0,0,-12,18854,2013-09-30
6661,8224,0,0,405,0,-7,8217,0,0,-1731,19356,2013-09-30
245213,196733,0,41500,0,0,0,196733,0,0,-130,19730,2013-09-30
25106,23422,0,0,0,0,0,23422,0,0,-138,19936,2013-09-30
14849,14278,0,0,0,0,0,14278,0,0,0,19972,2013-09-30
9509,9331,0,0,0,0,0,9331,0,0,-474,20053,2013-09-30
9291,9768,0,0,157,0,0,9768,0,0,-1066,20512,2013-09-30
28741,29300,0,0,395,0,0,29300,0,0,-1175,20633,2013-09-30
17081,20512,0,0,3454,0,-16,20496,0,0,-2039,20857,2013-09-30
1114,1114,0,0,0,0,0,1114,0,0,0,21256,2013-09-30
2801,2769,0,0,171,0,0,2769,0,0,-125,21359,2013-09-30
10198,9754,0,0,0,0,0,9754,0,0,-414,21630,2013-09-30
12444,15248,0,0,1450,0,167,15415,0,0,-2608,21658,2013-09-30
17505,20029,0,0,2391,0,0,20029,0,0,-1162,22048,2013-09-30
14505,14509,0,0,280,0,0,14509,0,0,-25,22543,2013-09-30
7605,7863,0,0,834,0,0,7863,0,0,-282,22552,2013-09-30
12315,12937,0,0,143,0,0,12937,0,0,-1064,22730,2013-09-30
8221,8176,0,0,0,0,0,8176,0,0,4,22936,2013-09-30
6529,7854,0,0,44,0,0,7854,0,0,-1335,23045,2013-09-30
11556,12036,0,0,1334,0,0,12036,0,0,-816,23456,2013-09-30
129054,129277,0,0,0,0,0,129277,976,0,-11406,23504,2013-09-30
13338,16573,0,0,1116,0,0,16573,0,0,-4416,23643,2013-09-30
14545,15777,0,0,850,0,0,15777,0,0,-1537,23755,2013-09-30
109827,108064,0,0,0,0,0,108064,0,0,459,24006,2013-09-30
6604,6657,0,0,0,0,0,6657,0,0,-158,24378,2013-09-30
23136,19792,0,4000,0,0,0,19792,0,0,-44,24453,2013-09-30
5131,4685,0,0,0,0,0,4685,0,0,0,24659,2013-09-30
45259,22414,0,0,375,0,0,22414,23478,0,-606,24668,2013-09-30
1355,1025,0,0,0,0,0,1025,300,0,0,24855,2013-09-30
62549,65658,0,0,0,0,0,65658,0,0,-230,24949,2013-09-30
11419,11005,0,0,343,0,0,11005,0,0,105,25357,2013-09-30
1304,1949,0,0,0,0,0,1949,0,0,-14,25647,2013-09-30
33779,33268,0,1234,0,0,0,33268,0,0,-222,26176,2013-09-30
54361,55876,0,0,2550,0,0,55876,0,0,-2072,26242,2013-09-30
3044,2964,0,0,0,0,0,2964,0,0,-16,26457,2013-09-30
31859,31322,0,0,0,0,0,31322,0,0,-574,26765,2013-09-30
30703,31720,0,0,0,0,0,31720,38,0,0,26859,2013-09-30
115150,110734,0,0,0,0,0,110734,0,0,0,27070,2013-09-30
56986,56782,0,0,0,0,0,56782,0,0,-2024,27548,2013-09-30
33879,35102,0,0,812,0,0,35102,0,0,-3414,27614,2013-09-30
43054,48026,0,0,4710,0,0,48026,0,0,-5163,27847,2013-09-30
542222,386085,0,161703,0,0,0,386085,0,0,-19815,28013,2013-09-30
11542,7499,3969,0,1055,0,0,7499,0,0,-143,28152,2013-09-30
23009,22099,0,0,479,0,0,22099,0,0,-56,28255,2013-09-30
12200,13594,0,326,0,0,0,13594,0,0,-133,28349,2013-09-30
142763,147165,0,0,0,0,0,147165,0,0,-7708,28406,2013-09-30
1070,1665,0,0,0,0,0,1665,0,0,0,28572,2013-09-30
11315,11032,0,0,0,0,0,11032,0,0,-46,28675,2013-09-30
8494,8742,0,0,5,0,0,8742,0,0,-552,28732,2013-09-30
170106,165351,0,0,3138,0,0,165351,56,0,-7388,29104,2013-09-30
5796,5550,0,0,0,9,0,5550,0,0,-68,29476,2013-09-30
66707,86886,0,0,3249,0,0,86886,0,0,-22031,29636,2013-09-30
501077,482730,0,0,0,0,0,482730,0,0,0,29878,2013-09-30
9514,9776,0,0,1200,0,0,9776,0,0,0,29953,2013-09-30
3259,3218,0,0,0,0,0,3218,0,0,-60,30052,2013-09-30
