RIAD3210,RIAD3217,RIAD4356,RIAD4415,RIAD4460,RIAD4470,RIADB507,RIADB508,RIADB509,RIADB510,RIADB511,IDRSSD,RCON9999
15057,14925,0,0,120,0,0,14925,0,0,-171,37,2007-06-30
3668,3840,0,0,360,0,0,3840,0,0,-92,242,2007-06-30
20016,19946,0,0,0,0,0,19946,0,0,-232,279,2007-06-30
890,947,0,0,0,0,0,947,0,0,0,354,2007-06-30
30092,29920,0,0,1250,0,0,29920,0,0,-132,439,2007-06-30
2775,2713,0,0,165,0,0,2713,0,0,-1,457,2007-06-30
24403,23592,0,0,386,0,0,23592,0,0,-20,505,2007-06-30
14066,13503,0,1000,759,0,0,13503,0,0,-396,1155,2007-06-30
15562,14944,0,0,582,0,0,14944,0,0,-5,1351,2007-06-30
31963,32227,0,0,2500,0,0,32227,0,0,-1385,1454,2007-06-30
4642,4634,0,0,167,0,0,4634,0,0,-33,1557,2007-06-30
53715,49972,0,1021,1141,0,0,49972,148,0,-194,1632,2007-06-30
39774,38636,0,0,0,0,0,38636,0,0,-20,1669,2007-06-30
38535,39324,0,0,1103,0,0,39324,0,0,-1445,1829,2007-06-30
13454,13109,0,0,1610,0,0,13109,4000,0,-2486,1856,2007-06-30
15416,16733,0,500,2562,0,0,16733,0,0,-318,2040,2007-06-30
10979,10415,0,0,0,0,0,10415,0,0,-135,2161,2007-06-30
178962,126444,0,43936,0,0,0,126444,0,0,-82,2376,2007-06-30
3470,3291,0,0,34,0,0,3291,0,0,0,2451,2007-06-30
570,680,0,0,129,0,0,680,0,0,-40,2554,2007-06-30
63127,61079,0,0,463,0,0,61079,0,0,-246,2732,2007-06-30
4786,4902,0,0,63,0,0,4902,-113,0,-48,2750,2007-06-30
30559,30049,0,0,2114,0,0,30049,141,0,-118,2938,2007-06-30
12761,13052,0,0,250,0,0,13052,-880,0,-574,3252,2007-06-30
2751,2691,0,0,40,0,-17,2674,0,0,-18,3458,2007-06-30
21556,20720,0,0,240,0,0,20720,0,0,-127,3720,2007-06-30
8375,6551,0,2000,200,0,0,6551,0,0,0,3953,2007-06-30
16782,16934,0,0,542,0,0,16934,0,0,-241,4138,2007-06-30
15922,15700,0,0,890,0,0,15700,0,0,-360,4156,2007-06-30
12751,12466,0,0,0,0,0,12466,0,0,-218,4231,2007-06-30
21297,20597,0,0,289,0,0,20597,0,0,-305,4437,2007-06-30
21413,21006,0,0,392,0,0,21006,0,0,-476,4839,2007-06-30
38252,37074,0,0,0,0,0,37074,0,0,-232,5005,2007-06-30
88833,79490,0,0,5463,0,783,80273,0,0,-46,5069,2007-06-30
30834,29174,0,0,255,0,0,29174,0,0,-146,5135,2007-06-30
67839,66817,0,0,2283,0,0,66817,0,0,189,5210,2007-06-30
25232,25643,0,0,103,0,0,25643,0,0,-1215,5331,2007-06-30
34386,33460,0,0,1855,0,0,33460,0,0,-569,5461,2007-06-30
20861,21383,0,0,600,0,0,21383,0,0,-461,5751,2007-06-30
9795,9364,0,0,0,0,0,9364,0,0,-34,6039,2007-06-30
1472,1499,0,0,0,0,0,1499,0,0,-11,6057,2007-06-30
4293,4143,0,0,0,0,0,4143,0,0,0,6141,2007-06-30
31473,29825,0,0,300,0,0,29825,0,0,-633,6329,2007-06-30
98436,94848,0,0,2800,0,0,94848,0,0,-124,6972,2007-06-30
57170,54584,0,4,5000,0,0,54584,0,0,-204,7009,2007-06-30
11913,11556,0,0,0,0,0,11556,0,0,-126,7045,2007-06-30
3947,3921,0,0,36,0,0,3921,0,0,-45,7157,2007-06-30
3828,3950,0,0,367,0,0,3950,0,0,48,7456,2007-06-30
5386,5415,0,0,220,0,0,5415,0,0,-50,7634,2007-06-30
9917,9005,0,0,0,0,0,9005,0,0,-37,8033,2007-06-30
10319,9824,0,0,230,0,0,9824,0,0,-261,8462,2007-06-30
6365,6196,0,0,80,0,0,6196,0,0,8,8631,2007-06-30
60318,63260,0,0,7082,0,0,63260,0,0,-66,9357,2007-06-30
7318,6916,0,0,24,0,0,6916,0,0,-3,9553,2007-06-30
276853,239542,0,0,3500,0,0,239542,0,0,-1989,9807,2007-06-30
9919,9622,0,0,300,0,0,9622,0,0,-53,9955,2007-06-30
5119,5106,0,0,150,0,0,5106,0,0,-85,10157,2007-06-30
30064,30767,0,0,1962,0,0,30767,0,0,-782,10250,2007-06-30
27270,26480,0,0,280,0,0,26480,0,0,-509,10849,2007-06-30
35158,33149,0,0,0,0,0,33149,0,0,0,10858,2007-06-30
15024,14724,0,0,320,0,0,14724,0,0,-54,11145,2007-06-30
22158,21455,0,0,0,0,0,21455,0,0,-732,11640,2007-06-30
9975,10160,0,0,650,0,0,10160,0,0,-197,11837,2007-06-30
28165,25851,0,0,700,0,0,25851,0,0,-5,12030,2007-06-30
10328,10065,0,0,0,0,0,10065,0,0,-127,12058,2007-06-30
19719,19469,0,0,0,0,0,19469,0,0,-171,12142,2007-06-30
11452,11561,0,0,184,0,0,11561,0,0,-183,12245,2007-06-30
2114537,2067469,0,5236,89000,0,0,2067469,0,0,-24928,12311,2007-06-30
7769,7425,0,0,130,0,0,7425,0,0,0,12647,2007-06-30
1046,999,0,0,0,0,0,999,0,0,0,12656,2007-06-30
28135,15177,0,0,150,0,0,15177,0,0,-7,12937,2007-06-30
47563,48242,0,0,3650,0,0,48242,0,0,-1100,12946,2007-06-30
11182,10765,0,0,414,0,0,10765,0,0,-11,12955,2007-06-30
11785,11550,0,0,0,0,0,11550,0,0,61,13037,2007-06-30
158691,152764,0,0,0,0,0,152764,0,-1,-621,13103,2007-06-30
3163,3402,0,0,665,0,0,3402,0,0,-19,13251,2007-06-30
5494,5328,0,0,0,0,0,5328,0,0,-18,13457,2007-06-30
5533,5244,0,0,125,0,0,5244,0,0,-19,14052,2007-06-30
11452,11075,0,0,620,0,0,11075,0,0,-92,14155,2007-06-30
79437,75953,0,0,11000,0,0,75953,0,0,-608,14258,2007-06-30
4336982,4283749,0,0,150000,0,-13434,4270315,0,0,-2132,14409,2007-06-30
6008,5913,0,0,104,0,0,5913,0,0,-5,14454,2007-06-30
2984,2661,0,0,0,0,0,2661,0,0,0,14650,2007-06-30
2998,2933,0,0,0,44,0,2933,0,0,-9,14753,2007-06-30
16883,16272,0,0,125,0,0,16272,0,0,-481,14865,2007-06-30
485792,445416,49702,0,35000,0,0,445416,0,0,-220,15536,2007-06-30
39694,37697,0,0,75,0,0,37697,0,0,-494,16337,2007-06-30
27578,27443,0,0,475,0,0,27443,0,0,-410,16458,2007-06-30
14815,16264,0,0,2250,0,0,16264,0,0,-21,16551,2007-06-30
4697,4804,0,0,170,0,0,4804,0,0,-58,16748,2007-06-30
4254,4250,0,0,90,0,0,4250,0,0,-42,16944,2007-06-30
4787,5012,0,0,290,0,0,5012,0,0,-36,16953,2007-06-30
16452,16587,0,0,1000,0,0,16587,0,0,0,17110,2007-06-30
171426,70039,91032,3200,1950,0,0,70039,178,0,-1284,17147,2007-06-30
5621,5609,0,0,365,0,0,5609,0,0,-171,17259,2007-06-30
341803,323092,0,0,4100,0,0,323092,0,0,-472,17464,2007-06-30
15421,15576,0,0,1487,0,0,15576,75,0,-158,17839,2007-06-30
16755,16234,0,0,225,0,0,16234,0,0,-128,17950,2007-06-30
33434,32011,0,0,0,0,0,32011,0,0,-467,18050,2007-06-30
15738,15602,0,0,218,0,0,15602,0,0,-222,18135,2007-06-30
2419,2399,0,0,0,0,0,2399,0,0,-10,18377,2007-06-30
16198,15783,0,0,398,0,0,15783,0,0,20,18827,2007-06-30
13444,13010,0,0,409,0,0,13010,0,0,-13,18836,2007-06-30
4419,3444,0,1000,150,0,0,3444,0,0,20,18854,2007-06-30
4436,4372,0,0,67,0,0,4372,0,0,-60,18957,2007-06-30
7317,8720,0,0,540,0,-1519,7201,0,0,-119,19356,2007-06-30
199638,192338,0,0,2200,0,0,192338,0,0,-526,19730,2007-06-30
16737,16047,0,0,847,0,0,16047,0,0,-39,19936,2007-06-30
10699,10581,0,0,0,0,0,10581,0,0,0,19972,2007-06-30
9726,4219,0,5303,200,0,0,4219,0,0,-31,20053,2007-06-30
4456,4692,0,0,75,0,0,4692,0,0,-268,20147,2007-06-30
